date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,ABCI SECURITIES CO LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,ICBC INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,TOTAL_CCASS_PCT
2024-03-01,21.68282370060332,10.297040023028472,0.0,10.637195037673742,6.904211247167974,0.0,2.526385808740573,1.265360208730548,1.0210193784892394,0.1781868616076513,54.51222226604152
2024-03-04,21.634833034358792,10.42963434191016,0.0,10.523713097959835,7.034999555868924,0.0,2.5457912038458432,1.1273380921087306,1.0236421475598774,0.1781868616076513,54.498138335219814
2024-03-05,21.715610341140582,10.151932633608817,0.0,10.395753775206282,7.4818027888482925,0.0,2.494867429638396,1.029997829102048,1.023178297802233,0.17632556540097297,54.46946866074762
2024-03-06,21.70663410196881,10.085386687051239,0.0,10.24739446174078,8.323421961747231,0.0,2.387170251105444,0.9494984267439884,1.0286777830893314,0.17057581870311517,54.89875949214994
2024-03-07,21.645657853951274,10.10974939581588,0.0,10.338556511348562,8.339012621062574,0.0,2.3861382452878797,0.9241589981877241,1.020974596808227,0.17057581870311517,54.93482404116524
2024-03-08,21.573651859471767,10.14780461033856,0.0,10.314514645821133,8.346384091188035,0.0,2.3825630822770325,0.9275100685067575,0.993737014694657,0.17057581870311517,54.856741191001056
2024-03-11,21.532180889979703,9.923582917797418,0.0,10.447215666732887,8.61575603824761,0.0,2.368188715532388,0.9900385638459612,0.9592753918581375,0.17057581870311517,55.006814002697226
2024-03-12,21.647405998091525,10.011450841692888,0.0,10.484553452925608,8.564782322330062,0.0,2.361757107847925,1.004972425173128,0.9551842259385079,0.17057581870311517,55.200682192702764
2024-03-13,21.71446315610231,9.860888564380394,0.0,10.57602049710983,8.410221022474506,0.0,2.35869794774586,1.0180936419964446,0.9629003122923318,0.17057581870311517,55.071860960804784
2024-03-14,21.785696251939157,9.811278570436055,0.0,10.600552196827099,8.306264865030224,0.0,2.335399863554088,1.0531564082216955,1.0153833367180667,0.17057581870311517,55.0783073114295
2024-03-15,21.849629749484272,9.9719029044698,0.0,10.606500973218342,8.252600562516884,0.0,2.3355288642812835,0.9871716148274173,0.9647899886589931,0.1653236462387258,55.13344830369572
2024-03-18,21.95756263077449,9.974298632260576,0.0,10.61934962993377,8.275931265463962,0.0,2.3392145993440128,0.9135059338491642,0.9771469683170528,0.16307534785046088,55.220085007793486
2024-03-19,21.953114685700786,9.993353882534887,0.0,10.650935273700842,8.32307181691627,0.0,2.3315666990888495,0.9112602154754432,0.9725226608205995,0.16307534785046088,55.29890058208814
2024-03-20,22.055701223995758,10.09524602834404,0.0,10.623799233588251,8.386319030592707,0.0,2.324431668867665,0.9132154979262211,0.9649853326173179,0.16307534785046088,55.526773363782425
2024-03-21,22.084281335105928,10.151545631427231,0.0,10.595307027259327,8.262478332485,0.0,2.3268273966584387,0.9578578581530118,1.0365374288238487,0.16307534785046088,55.57791035776325
2024-03-22,22.075435570955378,10.058130676262355,0.0,10.848155639745935,7.99677369181284,0.0,2.323160090271023,1.0425879315028252,0.9717938067119448,0.16307534785046088,55.47911275511276
2024-03-25,22.350611813591737,10.035489758632268,0.0,10.873980479609962,7.96054291614621,0.0,2.3253715313086607,1.061135471772245,0.9716528273457953,0.16307534785046088,55.74186014625734
2024-03-26,22.373186940850957,10.15066897934256,0.0,11.124806360694143,7.607596926539246,0.0,2.3167653399371875,1.0847610335243405,0.9783284306914106,0.16307534785046088,55.7991893594303
2024-03-27,22.309722268805817,10.122638964190504,0.0,11.084500452055405,7.727199029324813,0.0,2.3160650502752693,1.0877765176659124,0.9772042814972782,0.16307534785046088,55.78818191166546
2024-03-28,22.352688725299586,10.126877559512643,0.0,11.053940364069538,7.816430675193492,0.0,2.290080618083027,1.085967743183878,0.9767251359391235,0.16307534785046088,55.865786169131745
2024-04-02,22.412713316523924,9.961332769170154,0.0,11.031286177793225,7.950149143269314,0.0,2.299221241038596,1.0764032606960954,0.9681985564450053,0.16307534785046088,55.86237981278678
2024-04-03,22.46374231846741,9.96894381207469,0.0,11.155451036299699,7.938225790341384,0.0,2.2623270330606746,1.0780942759428755,0.9678428830114519,0.16307534785046088,55.99770249704865
2024-04-05,22.474530280709267,9.51683533204603,0.0,11.239297454668224,8.094464099650482,0.0,2.2457111865376316,1.0966768306953913,0.9688982932466644,0.16307534785046088,55.799488825404154
2024-04-08,22.580596152903457,9.520852783264404,0.0,11.265560159857701,8.024711563588328,0.0,2.2368654223870807,1.0840443423413928,0.9651814137226551,0.16307534785046088,55.84088718591548
2024-04-09,22.61588872470987,9.520852783264404,0.0,11.371112977731157,8.024711563588328,0.0,2.236853259461374,1.0846027312033963,0.9640277786480208,0.16307534785046088,55.98112516645701
2024-04-10,22.78494620485389,9.617511185284481,0.0,11.060875443163571,8.074321557532665,0.0,2.23602396907226,1.0856347370209605,0.9687455195283143,0.16307534785046088,55.991133964306606
2024-04-11,22.79244741285356,9.675966943379368,0.0,10.973597236878138,8.124392268359843,0.0,2.241018140082258,1.0628351484964227,0.9601946141827822,0.16307534785046088,55.99352711208283
2024-04-12,22.861777563677524,9.65838598713015,0.0,10.891795480035663,8.170777244124293,0.0,2.2374061197207835,1.0507442789098922,0.9559716832346601,0.16307534785046088,55.98993370468342
2024-04-15,22.879118947147663,9.640491743400599,0.0,10.788387759968716,8.348337530771282,0.0,2.2264323964317665,1.0384339238003761,0.9529309518079083,0.16307534785046088,56.03720860117877
2024-04-16,22.965014634211066,9.684628420776784,0.0,10.638650350163259,8.397413093131522,0.0,2.2195032145138347,1.0298166752237148,0.9527282363794582,0.16307534785046088,56.050829972250106
2024-04-17,23.04133736159604,9.681219115843758,0.0,10.55791358646716,8.420633224026718,0.0,2.2383188920090684,1.0442253193044428,0.9389435872448504,0.16307534785046088,56.0856664343425
2024-04-18,23.075886152066793,9.615963176558136,0.0,10.579234826658038,8.4161550559255,0.0,2.240051187488551,1.045423367486583,0.9505766885365899,0.24615181616438084,56.16944227088457
2024-04-19,23.11448095820266,9.509906150128097,0.0,10.585300440850771,8.5047416981582,0.0,2.2552732732976235,1.0377236826537883,0.9510433025955315,0.24615181616438084,56.204621322051054
2024-04-22,23.092569263254735,9.51204387646448,0.0,10.633736159604123,8.545579642653243,0.0,2.253153975636554,1.0147129015101561,0.9463439903905515,0.24615181616438084,56.24429162567822
2024-04-23,23.05683901040962,9.530067120921228,0.0,10.62698315582219,8.68342613399932,0.0,2.245598218757959,1.007522953836537,0.9662469597292901,0.24615181616438084,56.36283536964053
2024-04-24,22.79890850641852,9.442586199207346,0.0,10.825786176503218,8.531242133259227,0.0,2.2460773643161134,1.2095443583743402,1.0036387419406796,0.24615181616438084,56.30393529618382
2024-04-25,22.775440325553607,9.415717190600049,0.0,10.95527600074157,8.417371348496202,0.0,2.2453586459788815,1.2170079718763671,1.0089305360569933,0.24615181616438084,56.28125383546805
2024-04-26,22.694578615438882,9.395316647027842,0.0,11.274842499326432,8.241266927198993,0.0,2.223612809108778,1.2204287025880862,1.023488820981268,0.24615181616438084,56.31968683783466
2024-04-29,22.639198418967087,9.389806473109061,0.0,11.418151618608983,8.233895457073533,0.0,2.2196322152410306,1.2051144734024457,1.0745572602899272,0.24615181616438084,56.42650773285644
2024-04-30,22.68323926723164,9.205722435401043,0.0,11.48435147464417,8.35707272286995,0.0,2.1752743937610823,1.2021843140275759,1.046469747670892,0.24615181616438084,56.40046617177074
2024-05-02,22.536275004487383,9.175370407159466,0.0,11.775012595999577,8.435320878251694,0.0,2.164862192208872,1.1937896838487034,1.0897666303130331,0.24615181616438084,56.616549208433106
2024-05-03,22.46319940969267,9.250448830387265,0.0,11.873573021598776,8.501218135438233,0.0,2.1602365947051467,1.1890697315273722,1.1030537052141725,0.24615181616438084,56.786951244728016
2024-05-06,22.489481096417723,9.250448830387265,0.0,11.864329566634957,8.501218135438233,0.0,2.1616740313796114,1.1804182056146277,1.09327360722522,0.24615181616438084,56.78699528926202
