date,CORE PACIFIC - YAMAICHI INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,YUANTA SECURITIES (HONG KONG) CO LTD,SINOPAC SECURITIES (ASIA) LTD,KGI ASIA LTD,DBS BANK (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-04-09,6.988298090741122,0.0,0.0,2.6015191952371177,2.175597071101074,0.0,0.0,0.0,0.0,0.0,11.765414357079312
2024-04-11,6.960925203585848,0.0,0.0,2.6015191952371177,2.2037911448710052,0.0,0.0,0.0,0.0,0.0,11.766235543693972
2024-04-12,6.9472387600082115,0.0,0.0,2.6015191952371177,2.222130979265038,0.0,0.0,0.08868815438308356,0.0,0.0,11.85957708889345
2024-04-15,6.9472387600082115,0.0,0.0,2.6316293711079175,2.192020803394238,0.0,0.0,0.08868815438308356,0.0,0.0,11.85957708889345
2024-04-16,6.9472387600082115,0.0,0.0,2.6466844590433176,2.176965715458838,0.0,0.0,0.08868815438308356,0.0,0.0,11.85957708889345
2024-04-22,6.940395538219393,0.0,0.0,2.653527680832136,2.176965715458838,0.0,0.0,0.08868815438308356,0.0,0.0,11.85957708889345
2024-04-23,6.926709094641757,0.0,0.0,2.653527680832136,2.1922945322657905,0.0,0.0,0.08868815438308356,0.0,0.0,11.861219462122767
2024-04-24,6.911106548963251,0.0,0.0,2.653527680832136,2.207349620201191,0.0,0.0,0.08868815438308356,0.0,0.0,11.860672004379662
2024-04-25,6.891945527954562,0.0,0.0,2.653527680832136,2.226510641209882,0.0,0.0,0.08868815438308356,0.0,0.0,11.860672004379662
2024-04-29,6.856360774652706,0.0,0.0,2.6688564976390885,2.2484089509341,0.0,0.0,0.08868815438308356,0.0,0.0,11.862314377608978
2024-04-30,6.874153151303634,3.2278108533497574,0.0,2.6798056525011975,2.1936631766235544,0.0,0.0,0.08868815438308356,0.0,0.0,15.064120988161225
2024-05-02,6.874153151303634,3.257921029220557,0.0,2.711558201601314,2.1293368918086633,0.0,0.0,0.08868815438308356,0.0,0.0,15.061657428317252
2024-05-03,6.874153151303634,3.2976117155957025,0.0,2.729350578252241,2.0718538287825905,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,15.171970163553
2024-05-06,6.874153151303634,3.3238896872647645,0.0,2.7498802436186955,2.0225826319031,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,15.169506603709026
2024-05-07,6.874153151303634,3.3238896872647645,0.0,2.792308218709368,1.9801546568124273,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,15.169506603709026
2024-05-08,6.890576883596797,3.3649490179976733,0.0,2.792308218709368,1.9226715937863545,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,15.169506603709026
2024-05-09,6.890576883596797,3.431465133784986,0.0,2.812837884075823,1.8268664887429003,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,15.16074727981934
2024-05-10,6.890576883596797,3.476630397591186,0.0,2.826524327653459,1.7680147813590639,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,15.16074727981934
2024-05-13,6.8911243413399035,3.476630397591186,0.0,2.8716895914596594,1.7201122288373365,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,15.158557448846919
2024-05-14,6.944501471292684,3.476630397591186,2.94504892903579,2.8716895914596594,1.6900020529665365,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.12687333196469
2024-05-16,6.944501471292684,3.4971600629576405,2.9587353726134262,2.827892972011223,1.6982139191131185,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.125504687606924
2024-05-17,6.944501471292684,3.4971600629576405,2.9833709710531715,2.7649353315540957,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.128241976322453
2024-05-21,7.025251488400739,3.4971600629576405,2.9833709710531715,2.677342092657223,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.121398754533637
2024-05-22,7.041675220693902,3.510846506535277,2.9669472387600084,2.663655649079587,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.121398754533637
2024-05-23,7.0553616642715395,3.531376171901731,2.9587353726134262,2.6157530965578593,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.099500444809415
2024-05-24,7.069048107849175,3.531376171901731,2.9587353726134262,2.602066652980223,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.099500444809415
2024-05-28,7.100253199206186,3.5587490590570043,2.9587353726134262,2.5404776568808596,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.096489427222338
2024-05-29,7.100253199206186,3.57243550263464,2.9587353726134262,2.5267912133032233,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.096489427222338
2024-05-30,7.118593033600219,3.57243550263464,2.9587353726134262,2.4920276466160267,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.080065694929175
2024-05-31,7.129542188462327,3.6271812769451857,2.9587353726134262,2.4219530554985287,1.7392732498460275,0.0,0.0,0.0870457811537672,0.11195510846506536,0.0,18.07568603298433
2024-06-03,7.143228632039965,3.6408677205228224,2.9587353726134262,2.407719154177787,1.7392732498460275,0.0,0.4825840005474577,0.0870457811537672,0.11195510846506536,0.0,18.571409019366317
2024-06-04,7.143228632039965,3.689317730787655,2.9587353726134262,2.370492027646616,1.7392732498460275,0.0,0.4688975569698214,0.0870457811537672,0.11195510846506536,0.0,18.568945459522343
2024-06-05,7.143228632039965,3.689317730787655,2.9587353726134262,2.370492027646616,1.7400944364606856,0.0,0.4680763703551632,0.0870457811537672,0.11195510846506536,0.0,18.568945459522343
2024-06-06,7.143228632039965,3.88257031410388,2.9587353726134262,2.2774242113186887,1.7442003695339765,0.0,0.46616026825429413,0.0870457811537672,0.11195510846506536,0.0,18.67132005748306
2024-06-11,7.199343050708274,4.012591528091425,2.9587353726134262,2.1983165674399507,1.7442003695339765,0.0,0.46616026825429413,0.0870457811537672,0.11195510846506536,0.0,18.77834804626018
2024-06-12,7.230821870936838,4.148087319510025,2.9587353726134262,2.128789434065558,1.7524122356805585,0.0,0.46616026825429413,0.0870457811537672,0.11195510846506536,0.0,18.884007390679532
2024-06-13,7.230821870936838,4.148087319510025,2.9847396154109354,2.128789434065558,1.7524122356805585,0.0,0.46616026825429413,0.0870457811537672,0.11195510846506536,0.0,18.91001163347704
2024-06-14,7.25819475809211,4.202833093820571,2.9847396154109354,2.087730103332649,1.7606241018271402,0.0,0.46616026825429413,0.0870457811537672,0.11195510846506536,0.0,18.959282830356532
2024-06-17,7.265037979880928,4.304933962909738,2.9847396154109354,2.021761445288442,1.7606241018271402,0.0,0.46616026825429413,0.0870457811537672,0.11195510846506536,0.0,19.00225826319031
2024-06-18,7.375898172859782,4.488332306850065,2.9847396154109354,1.9683843153356602,1.7606241018271402,0.0,0.46616026825429413,0.0870457811537672,0.11195510846506536,0.0,19.243139670156708
2024-06-19,7.449804968179019,4.679668788065421,2.9847396154109354,1.8868131116129474,1.7606241018271402,0.0,0.46616026825429413,0.0870457811537672,0.11195510846506536,0.0,19.42681174296859
