date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,KGI ASIA LTD,CHIEF SECURITIES LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-07,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,50.18067417064249,44.01697669414497,0.0,0.0,0.0,0.0,0.0,0.0,5.802349135212542
2024-03-14,45.498274388972234,39.88729147465179,0.0,0.0,9.353506948415555,0.0,0.0,0.0,5.260927187960415
2024-03-15,40.99869176700149,35.854251958821905,10.010300571066885,0.0,8.407765542070072,0.0,0.0,0.0,4.728990161039652
2024-03-21,40.99951822189611,35.852958903723,10.010502359503224,0.0,8.407935026477638,0.0,0.0,0.0,4.729085488400033
2024-03-25,40.992907515534334,35.84717802156164,10.020981177404824,0.0,8.410610308389046,0.0,0.0,0.0,4.72832297711016
2024-03-27,40.98795088458927,35.84284358317598,10.031860932370586,0.0,8.409593344873937,0.0,0.0,0.0,4.727751254990236
2024-03-28,40.98877690650512,35.84356591678103,10.005864464368845,0.0,8.433946179936278,0.0,0.0,0.0,4.727846532408723
2024-04-03,40.656255730952076,35.84356591678103,10.338385639921889,0.0,8.433946179936278,0.0,0.0,0.0,4.727846532408723
2024-04-12,40.69644294449073,35.87899596343897,10.249758431692149,0.0,8.442282825552379,0.0,0.0,0.0,4.732519834825778
2024-04-17,40.695622003150916,35.87827220114216,10.251568901557102,0.0,8.442112525190176,0.0,0.0,0.0,4.732424368959654
2024-04-18,40.69058507454263,35.84717802156164,10.295086857237298,0.0,8.43882706954827,0.0,0.0,0.0,4.72832297711016
2024-04-19,40.68238560912749,35.77748715892306,10.373615390350603,0.0,8.43914165788429,0.0,0.0,0.0,4.727370183714552
2024-04-24,40.64411147338684,35.8005722477966,10.38030886863102,0.0,8.444586935086775,0.0,0.0,0.0,4.730420475098752
2024-05-02,40.60193473254633,35.82040450563002,10.390155589956183,0.0,8.452597437983002,0.0,0.0,0.0,4.7349077338844605
2024-05-06,35.01099812805237,30.934021689493736,9.056461705250168,8.562330278491427,7.29954996566353,0.0,0.0,5.04763531532034,4.089002917728425
2024-05-16,34.95664170966494,30.916777864103377,9.140255097952457,8.557557302971496,7.297222909343024,0.0,0.0,5.044821567308999,4.086723548655701
2024-05-17,34.947509944201016,30.93482455712604,9.137867378144353,8.555321802007649,7.295316647045301,0.0,0.0,5.043503702516876,4.0856559689587675
2024-05-20,34.95359725763973,30.92279447626214,9.139459052715187,8.556812006187032,7.296587377896688,0.0,0.0,5.044382202527765,4.086367626771456
2024-05-28,34.95055333586459,30.920101575535487,9.147371611100855,8.556066839210386,7.295951957140419,0.0,0.0,5.043942914270387,4.086011766877876
2024-05-30,34.949944615127386,30.919563051671652,9.147212294745055,8.555917821389011,7.297566548930271,0.0,0.0,5.043855065800015,4.085940602336614
2024-06-03,34.95603277683325,30.90752947406561,9.148805708074361,8.557408233228351,7.298837760249728,0.0,0.0,5.044733688229884,4.086652359318822
2024-06-05,34.92119345578193,30.94236879511692,9.148805708074361,8.557408233228351,7.298837760249728,0.0,0.0,5.044733688229884,4.086652359318822
2024-06-17,34.92484372931199,30.935150277698416,9.149762022564303,8.558302729597703,7.2996006996466924,0.0,0.0,5.045261008634086,4.087079532546811
2024-06-19,34.932755273805746,30.919504978444746,9.15183472330163,8.560241446728725,7.301254282298903,0.0,0.0,5.04640391444812,4.088005380972129
2024-06-25,34.91815214399928,30.90657952950111,9.189812476267779,8.556662962408163,7.298202099234646,0.0,0.0,5.044294338755021,4.0862964498340055
2024-07-04,34.927277668982725,30.91465666836248,9.19221414583493,8.558899164407524,7.30010941452774,0.0,0.0,5.019478573569074,4.087364364315532
2024-07-08,35.063508554677526,30.59797038482931,9.2735432911109,8.592282425043814,7.330331937579364,0.0,0.0,5.039056624234347,4.10330678252474
2024-07-09,33.288264645108995,29.05751074672283,8.806665293566583,8.159702613098046,6.96128522167815,0.0,5.044481798672522,4.785364524852005,3.8967251563008682
2024-07-11,33.15409809979712,29.245455027647754,8.811478127113363,8.142661079654703,6.9484041213053445,0.0,5.033946401814011,4.77537029424635,3.8885868484213595
2024-07-15,33.160144165890244,29.242499096476426,8.813085010792546,8.135856789026416,6.94967125004559,0.0,5.033206563725766,4.776241142982191,3.88929598106082
2024-07-22,33.1590447171319,29.241529540096884,8.812792806533006,8.135587038762363,6.9527564015424055,0.0,5.033039684092213,4.776082783224527,3.88916702861671
2024-07-24,33.143110899016406,29.227478194013628,8.856610726689466,8.131677669079245,6.949415413982344,0.0,5.030621172353456,4.773787746228691,3.887298178636761
2024-07-31,6.840802544826433,6.033211600396948,1.8282044801048642,1.6785619244367858,1.4352003739045855,0.0,1.0384338263046524,0.9854176065822475,0.8024261385081406
2024-08-02,33.139796919324475,29.227478194013628,8.87318062514913,8.11510777061958,6.952729393674276,0.0,5.030621172353456,4.773787746228691,3.887298178636761
2024-08-05,33.19101503796813,29.13361664294695,8.882453049891021,8.12358801341574,6.963312400269377,0.0,5.035878143691717,4.778776328055282,3.891360383761781
2024-08-13,33.17993145026163,29.138449899962502,8.883926645807549,8.124935713882815,6.964467611409915,0.0,5.036713594149714,4.779569125410187,3.892005959115689
2024-08-14,33.18543690286955,29.126692042464086,8.88540073074332,8.12628386159018,6.965623205912317,0.0,5.037549321855598,4.780362185858357,3.892651748706598
2024-08-15,33.17717940891537,29.144327365864665,8.883189786737091,8.12426180775815,6.963889957931337,0.0,5.0362958342733535,4.779172693854259,3.891683144665773
2024-08-19,31.018620477872865,27.248152065685034,8.30523563295046,7.595684689519118,6.510808438305515,6.506155645233834,4.708626588541101,4.468232279837586,3.6384841820544875
2024-08-20,31.042693015704497,27.191691733641278,8.31168105495488,7.601579452220639,6.515861263996374,6.511204860044019,4.712280799783943,4.4716999289122334,3.6413078907421377
2024-08-21,31.045102324657265,27.186040880190742,8.312326147426981,7.602169431750447,6.516366977945559,6.511710212596861,4.712646532882973,4.472046989866878,3.6415905026822966
2024-08-29,31.047512007625265,27.180389149515506,8.312971340041665,7.6027595028672375,6.516872770400544,6.512215643599401,4.713012322757516,4.47239410469842,3.641873158494444
2024-09-03,31.05581382349379,27.18629761782763,8.314778412319846,7.5811214935857425,6.518289407080993,6.513631267914427,4.71403683656453,4.473366312958633,3.642664828254409
2024-09-04,31.05474330149187,27.18671974957455,8.314907518974449,7.5812392084767035,6.518390618983143,6.51373240748792,4.714110033166466,4.473435772579904,3.642721389264996
2024-09-05,31.053296773251933,27.185453393659536,8.314520211038205,7.580886074770128,6.518086992705581,6.5134289981895925,4.718548444695632,4.473227400186941,3.6425517115024517
2024-09-16,31.053778934358522,27.18432281024278,8.314649309674495,7.581003782350275,6.5181881983218535,6.5135301314817,4.718621709075777,4.473296855494345,3.6426082690002546
2024-09-23,30.955150173216982,27.223210453971554,8.326543559251403,7.591848539317457,6.527512579222669,6.522847848937374,4.725371779003738,4.479695983978206,3.6478190831006154
2024-09-30,6.80933485312023,5.988404343728335,1.831624881377277,1.6700109212557528,1.4362264942863094,1.4348583337773442,1.0394599466863763,0.9854176065822475,0.8024261385081406
2024-10-02,30.95178126661629,27.228021405672315,8.325637366020205,7.59102230431254,6.529911659623691,6.522137955266996,4.7248575079991415,4.479208450327584,3.647422084161233
2024-10-03,30.944564649705292,27.221673008530427,8.51643910567286,7.418270785147604,6.529943544977493,6.520617274739486,4.72375587555025,4.4781640926160815,3.646571663060509
2024-10-04,30.924856389241857,27.243170527872447,8.484607474283655,7.4135461682568184,6.525784694153357,6.516464363716574,4.720747366229958,4.475311998061372,3.6955110181839648
2024-10-07,30.9344670377311,27.391485407595944,8.280579407477848,7.361464616799833,6.52781273987886,6.5122740282866705,4.722214452866426,4.47670280970983,3.792999499653487
2024-10-08,31.412105520784912,27.24819673241449,8.019653538652884,7.292343308899814,6.451126291841504,6.451126291841504,4.66094259405776,4.5839785485812445,3.880527172925896
2024-10-09,31.578591056938087,27.1302932297741,7.9638855637649355,7.289201672785237,6.448347062932544,6.448347062932544,4.634316715235701,4.582003711146055,3.9250139244907944
2024-10-10,31.618781438690107,27.18049634097704,7.553014867969095,7.284810185285378,6.449279170930631,6.47865028891905,4.887972372598911,4.6035362826058055,3.9434590520239796
2024-10-14,31.591433522690416,27.234212778050644,7.5464820666796415,7.278509361282809,6.445245530956639,6.473046733822016,4.883744636684614,4.599554562949646,3.947770806883578
2024-10-15,31.58184183126485,27.2377165420015,7.547881001152419,7.2798586201250055,6.446440322924488,6.4727018818724185,4.884649964315176,4.6004072086434515,3.9485026277006923
2024-10-16,31.570624679568354,27.263560049663045,7.545200165543483,7.277272979968003,6.444150693985459,6.470402925425131,4.882915047779061,4.598773248667313,3.947100209400152
2024-10-18,31.568187222635707,27.261455126047306,7.5446176271668,7.2767111273073155,6.443653163767306,6.4699033683644895,4.882538055076018,4.5984181935535675,3.9545161160814932
2024-10-22,31.565750142048966,27.25935052743398,7.544035178734652,7.276149361397268,6.443155710368339,6.469403888435979,4.882161120581042,4.598063193260703,3.961930877739075
2024-10-23,31.573062512934086,27.24249977606662,7.545782793885538,7.277834919399425,6.444648301040595,6.470902559635776,4.883292098703658,4.5991283586146405,3.962848679719666
2024-10-25,31.573550124786877,27.241376115051025,7.545899330351627,7.277947317699968,6.444747831673626,6.471002495737478,4.883367515876349,4.599199387185253,3.962909881637797
2024-10-29,31.564288074306695,27.255000046318166,7.5436857528400765,7.275812343483189,6.4428572751947675,6.469104237494866,4.881934987818322,4.597850219393726,3.9694670631501916
2024-11-01,31.574852499405676,27.25079269026882,7.54252123360204,7.2746891758799865,6.441862690917175,6.468105601472073,4.8811813632111445,4.597140448969888,3.968854296273198
2024-11-06,31.542464220234546,27.320467355311855,7.553248391495098,7.285035416479871,6.452570361461428,6.4773046992149945,4.891215290767599,4.603678614382399,3.8740156506522134
2024-11-07,31.55221951091276,27.29798940424387,7.555584421207595,7.287288494666555,6.45456597914869,6.479307966610688,4.892728020610075,4.605102416364351,3.8752137862354137
2024-11-11,31.55514727488115,27.291243307444628,7.556285511912826,7.287964689907735,6.4551649051830005,6.479909188480298,4.89318202204097,4.605529728709864,3.8755733714395295
2024-11-12,31.561245927406507,27.247932375609924,7.558857291373373,7.290445146458661,6.457361918582165,6.482114623588709,4.894847415044076,4.607097219343001,3.9000980825935887
2024-11-14,31.55383368094021,27.25088345783229,7.559675951999306,7.291234736757415,6.458061281957655,6.482816667801289,4.895377550578347,4.607596190146119,3.9005204819873622
2024-11-18,31.614143893744572,27.226871790432433,7.553014867969095,7.284810185285378,6.452370867560991,6.4771044406038705,4.89106406922927,4.6035362826058055,3.8970836025685816
2024-11-28,31.615041648372717,27.222792512568716,7.553598703860591,7.285373289386622,6.452869625442919,6.477605110351183,4.891442140608864,4.603892128550315,3.8973848408580736
2024-11-29,31.61032383343589,27.22405513795311,7.553949048721889,7.285711193635265,6.454714956695433,6.47790554935422,4.891669011493257,4.6041056625243115,3.8975656061866317
2024-12-02,31.60543750792223,27.21984684208411,7.566693563595779,7.284584968017387,6.455262987043101,6.476904194375141,4.890912857041276,4.603393959629874,3.8969631202911055
2024-12-05,31.60446042409272,27.219005339029945,7.566459638850331,7.284359764674604,6.458154927705144,6.476703960527658,4.890761654202747,4.603251645453787,3.896842645463061
2024-12-12,31.602506437662104,27.217322489002648,7.565991832747529,7.283909399759496,6.457755643967146,6.476303529971839,4.89045927657062,4.609149672166115,3.896601718152507
