date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,CITIBANK N.A.,BNP PARIBAS,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,BOCOM INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,34.87413412188413,34.84277061615656,21.700319535000162,0.0,8.582775726959147,0.0,0.0,0.0,0.0
2024-03-04,34.900621874287516,34.8479599301463,21.66300954417048,0.0,8.588408651395696,0.0,0.0,0.0,0.0
2024-03-05,34.900531239582335,34.84786943220086,21.66295328670635,0.0,8.58864604151045,0.0,0.0,0.0,0.0
2024-03-06,30.22669324025174,30.181757584332647,18.762294949829304,0.0,7.4386307405920284,5.036801851831283,4.864849885543568,0.0,3.4889717476194257
2024-03-07,30.229931065722727,30.18162181483057,18.762210549593963,0.0,7.437922519261867,5.036779194301232,4.857180728068985,0.0,3.494354128220655
2024-03-08,26.693826103933777,26.655729842136612,16.570115576463447,11.6873386923314,6.568908043493654,4.448303847890889,4.289688884320495,0.0,3.086089009429728
2024-03-11,26.69476628292443,26.65567689299172,16.570082661459594,11.68731547651276,6.5688949949646585,4.448295011746228,4.288885800201609,0.0,3.0860828791990023
2024-03-12,26.69445458675846,26.651597582067925,16.56754682192791,11.697851449581863,6.567095268027806,4.447614257004695,4.288229441004058,0.0,3.0856105936272873
2024-03-13,26.732748919258615,26.679905721674952,16.58502053884127,11.710189120748362,6.574021553789359,4.452305135702792,4.290962838730904,0.0,2.974846171253748
2024-03-14,26.743097715338692,26.67595573416972,16.58231796514653,11.708280913941865,6.572155149547926,4.451579620608463,4.292251489176167,0.0,2.9743614120706354
2024-03-15,26.745043962578947,26.67531940796187,16.58192241180204,11.708001625504414,6.572793508645574,4.451473432968658,4.292149102137424,0.0,2.973296548401076
2024-03-18,26.74330122423948,26.672986471571132,16.58047221097665,11.706977681886825,6.570827316395415,4.451084121627889,4.301314459715446,0.0,2.973036513587167
2024-03-19,26.742450748792663,26.672138232234587,16.57994492811079,11.71058056295859,6.570618354635196,4.450942570750327,4.300382635768263,0.0,2.972941966749583
2024-03-20,26.739475876109754,26.67472281966034,16.581427996657972,11.711628069073807,6.569615879312404,4.45134070554273,4.298580758584084,0.0,2.973207895058911
2024-03-21,26.7306098343468,26.64864889455239,16.564109130563782,11.756980635157044,6.560966965685752,4.446691397073372,4.294091003867664,0.0,2.997902138753188
2024-03-22,26.732481558105526,26.67317669669248,16.55874959787621,11.753176511341836,6.547529300165561,4.445252612306483,4.292701594940373,0.0,2.996932128571527
2024-03-25,26.710647425997642,26.65080086272428,16.543873673780467,11.727148309081738,6.544622078928425,4.441259119920103,4.288051843898389,0.0,3.093596685668948
2024-03-26,26.766235367375344,26.650995600475113,16.54300969860551,11.704324463126378,6.516714343669272,4.4410271828477565,4.284258215965402,0.0,3.0934351279352237
2024-03-27,26.753986698503198,26.65440561809253,16.544387727144546,11.71124941240457,6.516265520665226,4.441397119292944,4.2846150935951535,0.0,3.0936928103018313
2024-03-28,26.77899297573813,26.645738673712792,16.539008155366336,11.707441383490742,6.5133536193204975,4.43995295496406,4.281437494305819,0.0,3.094074743101623
2024-04-02,26.776565967300165,26.64076056549015,16.53579520275841,11.718250197814434,6.511097153183379,4.43909042691572,4.281993368372499,0.0,3.0964471181652384
2024-04-03,26.772832303523924,26.641792987201757,16.534713571079244,11.72323197517971,6.5106712523506305,4.43880005921501,4.281713276630892,0.0,3.0962445748188316
2024-04-05,26.771525943543512,26.64226827217125,16.535008547503658,11.723441115606347,6.510787401597383,4.438879246638761,4.281789661653666,0.0,3.096299811285424
2024-04-08,26.855681562746366,26.642902011843656,16.535401865774947,11.637822476099478,6.510942273706349,4.438984834265567,4.281891512590297,0.0,3.0963734629733364
2024-04-09,26.85806930439916,26.642717524037952,16.535041323311596,11.635982956292672,6.510998528014482,4.438888045415807,4.2817981490466535,0.0,3.0965041694816815
2024-04-10,26.84581820044649,26.644541285951906,16.53494299627759,11.630165396117265,6.523051199958214,4.438861649189316,4.281376247947257,0.0,3.101243024111967
2024-04-11,26.886772969116564,26.6490208370286,16.535139651515042,11.630700161040334,6.521741227564693,4.395900296562248,4.2794449490094,0.0,3.1012799081631215
2024-04-12,26.88844198927392,26.64969448859728,16.535434643142185,11.619807033409751,6.519875323250958,4.3959787206825505,4.279521295532949,0.0,3.111246506110406
2024-04-15,26.88869351489992,26.6497473151667,16.53566564643681,11.619830066864905,6.5198882473258095,4.3959874346464245,4.279529778648163,0.0,3.1106579960112715
2024-04-16,26.892153371123072,26.651213450893536,16.53645235478599,11.607101136887096,6.520198440494296,4.396196580143901,4.285878675581294,0.0,3.1108059900908103
2024-04-17,26.97187535499151,26.66576357660401,16.544618938899628,11.506526787547852,6.51231180787672,4.398367657009819,4.287995271568996,0.0,3.1125406055014655
2024-04-18,26.97512053861767,26.667601521063204,16.545834564033,11.499102131716882,6.512513885395697,4.3986380996616115,4.288258927748414,0.0,3.11293033176352
2024-04-19,26.995585511280773,26.670193471114395,16.546950447508202,11.46774354440754,6.521879243545506,4.398934752426379,4.288548136325734,0.0,3.110164893391469
2024-04-22,27.022503897075183,26.669584800647694,16.54485008594572,11.324677770239253,6.525414736349314,4.398376380447252,4.288003776100992,0.0,3.226588553194596
2024-04-23,27.03595827259036,26.669359979923467,16.5445875782413,11.319143167935241,6.523129567199783,4.393943325688808,4.287935740789584,0.0,3.225942367631459
2024-04-24,26.96683801847631,26.69308153399279,16.568708576855563,11.327737400813284,6.52451601541209,4.397818894625954,4.291717808360717,0.0,3.2295817514632943
2024-04-25,26.966784487978135,26.69302854691469,16.56966821171686,11.341610258562362,6.515173333046992,4.397810164739412,4.287143676106067,0.0,3.2287813209354823
2024-04-26,27.080845205453695,26.716817007889208,16.58210585485329,11.15765962884833,6.521849185214705,4.399635464676663,4.310966234643346,0.0,3.2301214184207616
2024-04-29,27.805275787919165,26.78833988811975,16.57321904036366,10.363133709586945,6.524667743859169,4.405608773739362,4.310204437481433,0.0,3.2295506189305185
