date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FB SECURITIES (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,EVERBRIGHT SECURITIES INVESTMENT,THE BANK OF EAST ASIA LTD,DBS BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-18,48.51437617648463,14.464148909580693,13.020685673002399,3.802640343401657,4.036652557103534,3.5573250804280754,3.466172606614511,3.132776285825406,3.3134547594930424,2.69176760806605
2024-03-19,48.508711280789676,14.527171911398057,13.0174613412463,3.7706312433663585,4.036225386841489,3.556444174728357,3.4653142731374342,3.1318443939531657,3.294054089350747,2.692141905188419
2024-03-20,48.48704546538497,14.550316639067143,13.010647336129747,3.749895237273468,4.033859828122035,3.554497292084411,3.4636773311143454,3.139283845798212,3.3116311045515108,2.6991459204741552
2024-03-21,48.474103005507644,14.557481478222172,13.00682565221149,3.772971673079626,4.032674941864237,3.5534532114335646,3.462659927474667,3.1413774674375214,3.300234744540532,2.6982178982285494
2024-03-22,48.472906604609925,14.576621199504558,13.005974497442837,3.784267020904486,4.031423197283054,3.5532206767070313,3.4624333341775553,3.1333346344357977,3.2892351233897146,2.6905837115450377
2024-03-25,48.45556449716167,14.590138131947535,13.001502652431807,3.79216531485757,4.03003707279729,3.551998972623316,3.461242845511403,3.159738128195412,3.268731882689712,2.6888805017842894
2024-03-26,48.447705974512715,14.587636678110039,12.999366182281571,3.756881052997601,4.029374837504913,3.551415290876556,3.460674077252854,3.195438990151382,3.282950666094777,2.68855625021759
2024-03-27,48.45551676415656,14.596485434221915,13.000639218226947,3.7374481001032405,4.029769436667181,3.5517630831657225,3.46101298319902,3.2081729375007204,3.2692640158372086,2.689928026921483
2024-03-28,48.5034758602968,14.606586875043929,13.008818797322586,3.6469690167094315,4.036963641931427,3.5538414634388116,3.4630382593620848,3.222634547602939,3.2676211671442204,2.690050371147769
2024-04-02,48.5068726381971,14.587243375694198,13.010653327093705,3.5874190278500127,4.036661464217485,3.5539874673574534,3.4631805327756506,3.2654616754358603,3.2979693448305434,2.6905511465479943
2024-04-03,48.544633621038415,14.502842262226906,13.023499451343826,3.551088589012849,4.039945888715346,3.5574749558518866,3.4665789134320626,3.241639388719703,3.367750151424497,2.704546778234509
2024-04-05,48.55616174336893,14.519705783964612,13.027514182649455,3.4235908333357026,4.0411912757400135,3.558571612409335,3.467647549626135,3.237223361242482,3.4419279986858036,2.726465658977534
2024-04-08,48.54058594698625,14.496560423658641,13.022753731025752,3.409465248568627,4.03989028230562,3.557655190655138,3.4568637142441174,3.3695514854352884,3.248499817381983,2.8581741597385855
2024-04-09,48.54542086520775,14.459681585692572,13.023883262894437,3.409760969407167,4.0402927447295545,3.5579637647861277,3.457163546200675,3.369843744343395,3.279917040505722,2.8560724762326033
2024-04-10,48.50836250693849,14.4482715013265,13.014262164658689,3.414629358952015,4.03262599564883,3.5553353997885875,3.454609645077359,3.43383980655385,3.2828495630801884,2.855214057975488
2024-04-11,48.49263292205535,14.464869941887192,13.010558359338937,3.415113800366818,4.031478326927679,3.5543235660018824,3.453626477424885,3.4455005532973795,3.2803553163522112,2.851540736347666
2024-04-12,48.49895312760141,14.479904145038066,13.012389818108097,3.3946707089652737,4.032029708916824,3.554809687925147,3.4540988270898123,3.4504451123322113,3.270924743025753,2.8517741209974083
2024-04-15,48.49597176707219,14.487161754192112,13.012134179110667,3.3979849497097225,4.031950496408838,3.554739850793201,3.454030968504763,3.505564535626879,3.209054552765501,2.8514069458161266
2024-04-16,48.53297885845622,14.453713050152913,13.021770392762875,3.4209060669711087,4.0354569099722895,3.557372334612438,3.456588871759963,3.526222943111004,3.1416802634211565,2.8533103087800327
2024-04-17,48.51948036999122,14.455491720185515,13.01903214372429,3.5192885739718136,4.034208115390747,3.5566384990510445,3.455875826400461,3.499058137596182,3.086330787729244,2.854595825959477
2024-04-18,48.51202519361236,14.426106051168036,13.016961916849477,3.5760182127354794,4.03356661408966,3.556072938683464,3.455326288851674,3.5046937605785193,3.0669604706208737,2.8522685528104583
2024-04-19,48.50027304980397,14.396941518221496,13.013184234346847,3.634036205967724,4.032412142545427,3.555055133497703,3.454337318975091,3.5091526505800537,3.053155558318617,2.8514521877430683
2024-04-22,48.512519854050964,14.379261885386832,13.01573540038334,3.7056932607752335,4.033200487192342,3.5559795182425225,3.455235515093355,3.4748391142477035,3.013884433543183,2.8536505310845186
2024-04-23,48.51893794576578,14.362605767889955,13.018113597255795,3.729216784304362,4.0339374217173285,3.556629256356325,3.4558668455593495,3.4606941036970005,3.011286451613655,2.8527118258404514
2024-04-24,48.59474900548017,14.331826692339163,13.038907391961684,3.682996217589967,4.0396510666205385,3.5623102498465973,3.4613868915460895,3.4240526473521973,3.006904185917223,2.857215651346374
2024-04-25,48.612205013293014,14.33329564722467,13.0455464067445,3.6934617440769175,4.042943411259984,3.5641098217043186,3.4631354799625473,3.3758734468983818,3.010514012841915,2.8589150159937557
2024-04-26,48.619479006713945,14.330830190242294,13.046462724437385,3.694242723446851,4.04322738714444,3.5643601643720144,3.463378730203987,3.388627792775388,2.990428869042842,2.858962411620852
2024-04-29,48.607140921854494,14.33604661624424,13.042060687417804,3.718491480950233,4.0418631524846145,3.563157505404132,3.4622101436142567,3.390351990902706,2.995695340329221,2.842982160798301
2024-04-30,48.600714418124404,14.331305647148021,13.038909790142295,3.7134752439442584,4.040886658362989,3.5622966641962073,3.461373690789032,3.4026683759355905,2.985687835975,2.8626816753822037
2024-05-02,48.59276081727044,14.330634036832931,13.037041612948405,3.739783670376372,4.040307691837432,3.5627243826054844,3.4608777552014143,3.403744374721861,2.9699063872899227,2.8622192709157424
2024-05-03,48.60380140712668,14.353525457489733,13.040269449994216,3.7377381725611745,4.041047378625744,3.5626681302031735,3.4617346328398324,3.375133461633829,2.9784354788195206,2.845646430706103
2024-05-06,48.69360144152177,14.286307292122084,13.054085552455467,3.7416234997114097,4.046030759512949,3.566371474464998,3.465333058126712,3.3786418662006388,2.919556699000105,2.8484483568838663
2024-05-07,48.69166867689977,14.26631080251967,13.052201445442362,3.741158245668743,4.045005873345995,3.5659280122229324,3.455666645564648,3.3782217472904663,2.955431500247245,2.848407050798162
