date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE BANK OF EAST ASIA LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,0.0,7.7822939733131,61.84447241313352,15.280555952927863,11.641999681919167,0.0,0.7414921507719782,0.0,2.3500502602150237,0.3591355677193485
2024-03-04,0.0,8.167777658297586,61.47425100391145,15.462207632701015,11.45014210153628,0.0,0.7393363554800348,0.0,2.3432177842656463,0.36306746380799276
2024-03-05,0.0,7.771116512978003,58.703206898545204,14.97374175436319,11.034433615777665,4.218060328040439,0.7136615140733649,0.0,2.238741422205003,0.34703795401713633
2024-03-06,0.0,7.761146224128409,58.52323669202026,14.970559134383846,11.205552964918903,4.228274921825294,0.716318581544368,0.0,2.2445844770545302,0.3503270041243794
2024-03-07,0.0,7.7127881934494145,58.41975914968981,15.339362187070424,10.974743331364248,4.222017478438378,0.7156295826530963,0.0,2.266817209117771,0.34888286821686426
2024-03-08,0.0,7.636422023239373,58.49957096906846,15.69441996942468,10.579291239898717,4.246594373316552,0.7176378542345264,0.0,2.2731785791501427,0.35288499166755016
2024-03-11,0.0,7.4670174022548235,58.38740326606796,15.96884003303132,10.642717135291974,4.21719445703728,0.7184619260468375,0.0,2.285868858697735,0.3124969215720722
2024-03-12,0.0,7.404728731914839,58.062194506736056,15.480018107370688,11.586139377655881,4.177515661318121,0.7113992498184827,0.0,2.265889568985049,0.3121147962008914
2024-03-13,0.0,7.292710727255409,58.171687383540686,15.802371970451667,11.281539651651466,4.1693452881345605,0.7100078972001449,0.0,2.261457948646011,0.3108791331200565
2024-03-14,0.0,7.1705829487032124,57.84176624166694,15.830252488970578,11.626664436806484,4.171430403681388,0.7255388768061709,0.0,2.2901832904490265,0.34358131291619953
2024-03-15,0.0,7.215749745325095,57.80860552693438,15.984182284226279,11.573147795535053,4.149039857415403,0.7191510650545108,0.0,2.207763264363078,0.3423604611462069
2024-03-18,0.0,7.226002581599365,57.664596471268915,16.080753542050548,11.623785073470563,4.155833646899182,0.704719278151176,0.0,2.2154367679077738,0.3288726386524809
2024-03-19,0.0,7.379815430504848,57.59927220437658,16.207805699477007,11.376910279898315,4.169034104227259,0.7078442973039026,0.0,2.225705402633153,0.33361258157892926
2024-03-20,0.0,7.381838511516003,57.42795971364367,16.364775036146366,11.40652787439345,4.154108716044077,0.6971861488934731,0.0,2.2291004025054804,0.33850359685748244
2024-03-21,0.0,7.367863715750531,57.39738539690886,16.540999204992897,11.253294271566915,4.156885575315968,0.6971531546758312,0.0,2.2446446568636658,0.3417740239253319
2024-03-22,0.0,7.3714395620482795,57.341867367486735,16.62971092622386,11.189478112465347,4.166636590923837,0.6976357550650627,0.0,2.248217225565665,0.3550144602212191
2024-03-25,0.0,7.35818489347257,57.44413284827935,16.648851528744157,11.06351695530518,4.166441014531998,0.6986543284003814,0.0,2.251499703708936,0.3687187275574236
2024-03-26,0.0,7.250284018073663,57.44567041986065,16.908779431838404,10.894581272291205,4.179240689734658,0.6990059171412062,0.0,2.225574249655219,0.3968640014049976
2024-03-27,0.0,7.291044605646185,57.57804106052146,16.765022859503677,10.866716702372253,4.176497772217906,0.6998601056935594,0.0,2.228293911964005,0.3945229820809531
2024-03-28,0.0,7.111267274725795,56.41746209594301,16.94952003930468,10.672077652829598,4.120801743571178,0.6901379175850333,1.4888886939897068,2.162969619696073,0.3868749623549349
2024-04-02,0.0,7.217859987326211,56.294413849648016,15.805738788820435,11.840756404350829,4.128826379197202,0.688690945234376,1.479611426396798,2.16041769226901,0.38368452675712156
2024-04-03,0.0,7.115612934624631,55.85284568718295,16.6481189789854,11.620303472282234,4.110316717305525,0.684469614660936,1.470210252888213,2.0433419898134835,0.4547803522566299
2024-04-05,0.0,7.125572625812475,55.992076648586156,16.44831857160444,11.67383914795857,4.083662879509839,0.6991258377252182,1.4717950323523112,2.084206826622089,0.421402429828901
2024-04-08,0.0,7.091193313920989,56.14747584228152,16.51422835851865,11.485923333814387,4.0794733433743255,0.6991016129706831,1.4701180585744806,2.0835312677559297,0.4289548687890283
2024-04-09,0.0,7.110240070345091,56.11249064178742,16.5039384286249,11.513442584979238,4.076159561763138,0.6986660063876866,1.4692020356498934,2.0822330302475693,0.4336276402150685
2024-04-10,0.0,7.095327175539699,55.65264998979824,17.027610722700768,11.48597773229848,4.066994083825355,0.6948898442713304,1.466120556657799,2.077865790627925,0.4325641042804088
2024-04-11,0.0,7.0131317045729,55.54802184573497,17.038746369320915,11.681874242379141,4.062933968956781,0.6949858865044587,1.4663231923610802,2.0608966779713915,0.43308611219836063
2024-04-12,0.0,7.099506156020574,55.77736070149331,16.74785602665466,11.612244801411043,4.056230758529383,0.7121250414479012,1.4641816092897453,2.080194828309629,0.4503000768437648
2024-04-15,0.0,7.08851958406505,55.764225146510405,16.769617664671287,11.607118808026375,4.051007135073515,0.71184868959023,1.4622960327894803,2.0775159485454333,0.4678509907282257
2024-04-16,0.0,7.0182483172769885,55.812621114706374,16.75210160623178,11.559771508212643,4.056286379074093,0.7144250602858744,1.4625375059537087,2.0778590147499374,0.546149493508601
2024-04-17,0.0,6.94596842588093,55.79380846669753,16.834645124411836,11.51439814747843,4.07522999151477,0.7150525129799228,1.463821997706966,2.0884511635058485,0.568624169823778
2024-04-18,0.0,6.918841506941489,55.90992697064993,16.437966121525598,11.79878435036609,4.085321905595512,0.720678076163553,1.467447011721173,2.0936230114132823,0.5674110456233779
2024-04-19,0.0,6.8857051649744445,55.95580479077521,16.559072347806232,11.6675376098029,4.0851478333205415,0.7207398800195396,1.4673844849862838,2.0936879894371754,0.5649198988776737
2024-04-22,0.0,7.025056059984578,55.860936242397145,16.49625376422619,11.667716992688765,4.093664179785635,0.7222424132888111,1.4704435553508164,2.0988252558916725,0.56486153638639
2024-04-23,0.0,7.126023757429626,55.899348399826955,16.415709198790378,11.617115889007133,4.088641216599282,0.720220789713794,1.4694712408752024,2.097437430993082,0.5660320767645477
2024-04-24,0.0,7.099797873275876,55.93969403395103,16.27211712459017,11.733745163027171,4.096184944714962,0.7216041314940033,1.4722936822589432,2.0986813929244135,0.5658816537634315
2024-04-25,0.0,7.187292855648554,56.08202005758627,16.14365708586347,11.714482004180505,4.086013356709917,0.7212559648933444,1.4715833156408054,2.097514173846872,0.4961811856302618
2024-04-26,0.0,7.18445948020439,55.97909671334781,16.193365846871856,11.775139632627846,4.08310775289684,0.7207430727662646,1.4705368584415976,2.0960226111304885,0.4975280317129146
2024-04-29,0.0,7.891239291515687,55.99821835281533,16.002584627470718,11.27286291568146,4.070073191042794,0.7142269539387305,1.4666749927737321,2.105158670593581,0.47896100416796455
2024-04-30,0.0,8.275679981856566,56.653614469884594,15.140705558822054,11.097551648879106,4.069534951695938,0.7126690197646086,1.4675924264983042,2.104624998715259,0.47802694388357264
2024-05-02,0.0,8.956340821120492,56.76794121079877,14.158388802148632,11.265993205294569,4.070390152730385,0.711342043688381,1.4689027409197286,2.1257972196821298,0.4749038036169179
2024-05-03,0.0,9.858235634081678,56.28719695704424,13.8088593620874,11.194672452172112,4.0686376799819834,0.7113055012350721,1.4688272817080852,2.12568801505078,0.4765771166386453
2024-05-06,0.0,10.201574374888194,56.100138733375715,13.762968629508698,11.091546453545547,4.052039963770991,0.7047883761675967,1.4408723081255361,2.1229308351834746,0.5231403254342474
2024-05-07,0.0,10.493455885245982,56.07408911680054,13.756577913481438,10.840824391591003,4.047852140649877,0.70369234933805,1.4402032514706347,2.1214838118740613,0.5218211395484073
2024-05-08,0.0,10.818385199097015,55.85935913704609,13.667194708644622,10.831481039483963,4.043560544973725,0.6890141465486973,1.4386763256265007,2.117084323604029,0.5352445749753565
2024-05-09,0.0,10.941760792974621,55.83064831942861,13.28644134798157,11.351851489017205,4.025179702975924,0.6858820900304133,1.4321365243960757,1.9178749742062153,0.5282247589893648
2024-05-10,0.0,10.906674845448356,55.321315240500546,13.620851763268696,11.580109187409587,4.027093046683396,0.6895240248086579,1.435249343973552,1.9145864717125514,0.5045960761946593
2024-05-13,0.0,11.03736684612985,55.80393742203083,12.671077952389032,11.862857711245454,4.04769904138144,0.6936681102351293,1.4425932866213753,1.9234592552467806,0.5173403747201116
2024-05-14,0.0,11.43102992738565,55.99118284947784,12.329515599516052,11.613628406099963,4.061882003525423,0.6957145445007298,1.4475042315778062,1.9030670531571474,0.5264753847593968
2024-05-16,0.0,12.061060076750293,56.09467850307607,12.529182118706858,10.60158857073597,4.110812876689298,0.7041063165529227,1.4649413816225472,1.9259920747406307,0.5076380811254103
2024-05-17,0.0,12.217514649311305,56.13871820702248,12.525139599965307,10.425256242376562,4.122557186855434,0.6865128153732721,1.4691266185761784,1.9275734849543522,0.4876011955651103
2024-05-20,0.0,12.520696463806658,56.961029966357835,12.281643581718154,9.786012401628364,3.8984152295232666,0.6897912773440161,1.4208974414861455,1.9262232081721868,0.5152904299633757
2024-05-21,0.0,12.54900150906176,57.0755901921245,12.093550542155505,10.023180912367666,3.741649878543616,0.6902051488376006,1.377996393244223,1.926540762238302,0.5222846614268237
2024-05-22,0.0,12.46516290380976,56.88277638085992,12.025339346444072,10.275198804031643,3.7133961209160002,0.6843030854305059,1.3731318192684436,1.9173768768445207,0.6633146623951351
2024-05-23,0.0,12.496021615753508,56.69744268181488,12.097730752050355,10.58184673019848,3.7077356781878237,0.6874444261924721,1.376583327445572,1.8367620107092717,0.5184327776476346
2024-05-24,0.0,12.467751949580972,56.46417648903272,12.331466699400186,10.68476897033844,3.6374045941022706,0.6936446080056138,1.3574727068746186,1.8322825378189345,0.5310314448462478
2024-05-27,0.0,12.767248192528658,56.38490043622658,12.494965259773764,10.132339098416113,3.6921071902777354,0.7078136965936509,1.375686211273675,1.8565396116715518,0.5884003032382664
2024-05-28,0.0,13.099558583853394,55.391090360939856,12.514584847461174,10.752029618527043,3.694106793131443,0.7068752462756099,1.400928086902908,1.858268009603466,0.582558453305106
2024-05-29,0.0,13.525528234655502,55.863310552710786,12.438163274410782,9.853918689300206,3.709053517483485,0.7103291749056201,1.4071373165539989,1.8665042730725012,0.6260549669071227
2024-05-30,0.0,13.681843202512162,56.23002088578989,12.565771164438788,9.136738270904491,3.7239995588883033,0.7069088003982539,1.4128075320136428,1.8748310359920288,0.6670795490624439
2024-05-31,0.0,14.13787144853801,56.47570887233574,12.491034615523475,8.44331721580916,3.748464919999011,0.7096070953266672,1.4220891782394445,1.8871480133685787,0.6847586408599154
2024-06-03,0.0,14.525614359454039,56.340449776690704,12.3471427494217,8.418834036540495,3.7450034998151494,0.7100858562617133,1.4585229439486134,1.7559640980438143,0.6983826798237651
2024-06-04,0.0,14.375680908602378,55.95656371634603,12.069867035561066,9.342749044588652,3.6922960643970937,0.7016892998169778,1.456683305732885,1.7304519189849927,0.6740187059699202
2024-06-05,0.0,14.222451402529881,54.95523970896682,12.232194592304271,10.465692474485728,3.633618830323978,0.690852564629237,1.4335339846031219,1.7029519215493498,0.663464520607609
2024-06-06,0.0,13.986600343491581,53.97356499764282,12.123332361539338,11.918603190507342,3.575501026490583,0.6795861001723519,1.4099954235444592,1.6743711115066588,0.6584454451048662
2024-06-07,0.0,14.094267125867812,53.609486253864326,12.470428621737785,11.840080251716522,3.5711371897915103,0.6780080887189727,1.4073617333067108,1.6712436014615144,0.6579871335348484
2024-06-11,0.0,14.07007920824857,53.49915209091816,12.98959294363779,11.479310133379103,3.562697805046098,0.6759202162625498,1.4049464853649984,1.6683754918824325,0.6499256252603032
