date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,CHINA INTERNATIONAL CAPITAL CORPORATION
2024-03-01,44.59426867491639,12.111479541903616,20.273368486103696,8.765657229579725,6.913817724454388,3.4495985126688598,1.6916274776608593,0.8013575659458131,0.10958100648258345,1.2892437802840682
2024-03-04,44.98434613761931,12.169829650935819,20.468068633211434,8.827582423450828,7.043597913040613,2.552899039697967,1.7196795720255127,0.8029551841631278,0.12202072947364968,1.3090207163817367
2024-03-05,44.979442477200934,12.150187682834902,20.44274319964656,8.843967666605606,7.076817732402382,2.5512814358163163,1.724618440701199,0.8054482588236439,0.12091541164595584,1.3045776943224978
2024-03-06,44.9580928812938,12.130145152444516,20.427809530607465,8.873865608966614,7.119834567097967,2.549948966200356,1.7273511738629626,0.7981188392262495,0.11167981477780378,1.3031534655222612
2024-03-07,44.9273066576231,12.115913826921627,20.37627141333439,8.926159326971181,7.187021157796107,2.5461703217991674,1.7253381301451578,0.788978882610886,0.10438400960514055,1.3024562731932416
2024-03-08,44.9107146889526,12.119865316801572,20.351228428569996,8.924151962278373,7.223498175195149,2.543077149078983,1.7231783614474243,0.7946160551552983,0.10773372195467314,1.3019361405659295
2024-03-11,44.92550655241291,12.090079626943625,20.431126335738337,8.98235917695781,7.263689786128022,2.5450343110203586,1.7219688208428032,0.6229718165560711,0.11503676883620037,1.3022268045638565
2024-03-12,44.97191906946868,12.096900000271237,20.208779224989414,8.982046147312701,7.250169205610818,2.5430091778121775,1.737269313812102,0.7828618775133606,0.12477178247294783,1.302274200736564
2024-03-13,45.02478548204662,12.125944844870066,20.14045209720305,9.02784806518804,7.244293675478533,2.547921917911031,1.7379422550129906,0.6786412034584132,0.18549540114622665,1.2866750576850314
2024-03-14,45.04156310258224,12.10270263411739,19.963360720591243,9.148569537894016,7.309484704884952,2.5461406778234315,1.7405831994622152,0.6666101290952059,0.20240152976668752,1.278583763782623
2024-03-15,45.107402512140496,12.09699451848095,19.617904449134066,9.259840867806306,7.304386169242479,2.596985004886468,1.7374277537024283,0.7825499954465487,0.21753163666113506,1.2789770924991208
2024-03-18,45.1411959181648,12.075321964011627,19.5487641077052,9.326413931888485,7.312424629720874,2.5542076874695225,1.743290042418257,0.7623992404569326,0.2560472591836837,1.2799352189806223
2024-03-19,45.14118018683552,11.951424114893667,19.80053648484593,9.383453395469022,7.328241572159036,2.553850989500407,1.7433069762775484,0.5952363966152766,0.2228222314701205,1.2799476519334723
2024-03-20,45.142376543486904,11.897533176596497,19.821725268148697,9.405134900347493,7.357183410919238,2.558620803974715,1.7433560943416675,0.6054674882010904,0.1886185992387448,1.2799837147449518
2024-03-21,45.154210155425055,11.816436863787713,19.73410029669344,9.584548175479519,7.37626581266838,2.5551122153398125,1.7424423235684945,0.6067882669479768,0.15869296382113485,1.2714029262684747
2024-03-22,45.11242932903791,11.793065210957208,19.731475451325924,9.659818469239825,7.403130877844951,2.5584323874082386,1.7412980151073394,0.608341120801427,0.12178260062568838,1.2702265376514879
2024-03-25,45.10344129357887,11.7738628629441,19.783523827091205,9.662139543078291,7.389498987384674,2.552702642998939,1.5723888575883207,0.7608259999082245,0.13170393320271945,1.2699120522246632
2024-03-26,45.11188718043845,11.776429461720848,19.760681921798792,9.773197553340655,7.452086391396552,2.55507438246724,1.5730020419051545,0.6050865266110763,0.1223432093427723,1.2702113309784602
2024-03-27,45.068560351744836,11.703236043743535,19.608416536966914,9.812777904072753,7.442552549328847,2.55767836930125,1.6407544133667868,0.7477704844872898,0.1485755771248181,1.269677769862969
2024-03-28,45.10042080313685,11.666745791974131,19.695069013215925,9.845853598680172,7.531976341842377,2.5584133181717443,1.5664222494034312,0.5935525010645394,0.13846563606789034,1.3030807464429446
2024-04-02,45.0628568850088,11.647895610095157,19.490676359633103,9.917873878621343,7.545606305958681,2.55694821490661,1.5653748064182884,0.7604009832439286,0.14768370716763426,1.3046832489464604
2024-04-03,45.09532548816344,11.630833017366845,19.442770892057908,9.91067886677081,7.530478284261058,2.557779907333113,1.600674518889695,0.7570236306040399,0.15373629354238594,1.3206991010107079
2024-04-05,45.0854867901743,11.616992873505533,19.83421822733791,9.722413546523676,7.451808248396727,2.563181479298033,1.5914537105603748,0.6316049037158896,0.18715103282383694,1.315689187663716
2024-04-08,45.079009565481066,11.660416485932137,19.872683335340053,9.622685467589703,7.39816621170087,2.5603056225236296,1.5918817197754214,0.6531162912421611,0.23050692107322315,1.331228379341736
2024-04-09,45.06523190974915,11.677486382428965,19.920195158074307,9.619020381880967,7.3953484002547105,2.561039169147269,1.5879526046783103,0.6379149341161016,0.17944185849696925,1.356369201173246
2024-04-10,45.053762540836146,11.694533013548265,19.981734709132816,9.656972284173417,7.361613990087422,2.5511498877811563,1.587754479569674,0.6337862578638226,0.12313776911590288,1.3555550678913797
2024-04-11,45.033897878234285,11.683915671353384,20.046296062494516,9.641611567741364,7.294600261692297,2.550825914852676,1.578891079792339,0.634060328327851,0.1765637727342297,1.3593374627770587
2024-04-12,45.02129539748477,11.746438359350698,20.031972584786086,9.58880224423141,7.3025336297522365,2.5394328530422237,1.5778357269694707,0.6338587032214715,0.1918603164351873,1.3659701847264496
2024-04-15,45.00828171217853,11.743419133903824,20.059030181389417,9.569860210726075,7.270539251914716,2.538671070772746,1.5773493152805371,0.6350773114346234,0.21592754942618966,1.3818442629733438
