date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,HANG SENG SECURITIES LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TOTAL_CCASS_PCT
2024-03-01,13.37569953764116,16.442093298558174,0.0,0.0,0.0,0.0,0.0,0.4193453395520238,0.6900110895962464,0.0,30.927149265347598
2024-03-04,13.348684198164229,16.441290862732124,0.0,0.0,0.0,0.0,0.0,0.4324517913774646,0.6900110895962464,0.0,30.912437941870063
2024-03-05,13.342614841054615,16.446073513994673,7.002394314704725,6.108490968675052,0.0,2.770336667768478,0.0,0.4387375386815026,0.6905460468136113,0.0,46.79919389169265
2024-03-06,13.34134418392407,16.444067424429555,7.00292927192209,6.108490968675052,0.0,2.770336667768478,0.0,0.44569198250724673,0.6908135254222937,0.0,46.803674024648785
2024-03-07,13.323936141113796,16.44687594982072,7.00292927192209,6.128551864326237,0.0,2.770336667768478,0.0,0.44943668302880124,0.6914822219439999,0.0,46.81354879992412
2024-03-08,13.306791297254467,16.461453533993915,7.00292927192209,6.130825432500038,0.0,2.771005364290184,0.0,0.4546525158981093,0.6917497005526824,0.0,46.81940711641149
2024-03-11,13.277826172459548,16.46733806338493,7.003597968443796,6.131627868326086,0.0,2.7715403215075494,0.0,0.45532121241981555,0.6858651711616681,0.0,46.79311677770339
2024-03-12,13.243658856204362,16.474559985819354,7.0048016221828675,6.132564043456474,0.0,2.7740813682900325,0.0,0.4577285198979577,0.6787769880315827,0.0,46.76617138388263
2024-03-13,13.226807703857368,16.496022201901425,7.004667882878526,6.133633957891204,0.0,2.7751512827247624,0.0,0.45799599850664013,0.6787769880315827,0.0,46.77305601579151
2024-03-14,13.21673887285143,16.492411240684213,7.007075190356668,6.1343877126104704,4.351221774411765,2.7751512827247624,0.0,0.4574610412892753,0.6854639532486444,0.0,51.119911068177224
2024-03-15,13.20788599960056,16.4764838257123,7.017774334703968,6.1350564091321775,4.351221774411765,2.7751512827247624,0.0,0.45745034214492797,0.6781082915098766,0.0,51.09913225994034
2024-03-18,13.189934172778836,16.466961587243205,7.017774334703968,6.135190148436518,4.351221774411765,2.7758199792464686,0.0,0.4599913889274114,0.678910727335924,0.0,51.075804113084104
2024-03-19,13.185102572930901,16.468833937503984,7.018443031225674,6.135858844958224,4.351221774411765,2.7758199792464686,0.0,0.4618637391881886,0.6794456845532889,0.0,51.07658956401849
2024-03-20,13.179733207340211,16.4685664588953,7.018443031225674,6.135858844958224,4.351221774411765,2.7763549364638336,0.0,0.46306739292725974,0.6794456845532889,0.0,51.072691330775555
2024-03-21,13.177318544200329,16.460942783590635,7.0192454670517215,6.135858844958224,4.351221774411765,2.7758199792464686,0.0,0.46881818301393274,0.6765034198577818,0.0,51.06572899633085
2024-03-22,13.157992144808587,16.446757189318465,7.0192454670517215,6.135858844958224,4.351221774411765,2.7758199792464686,0.0,0.46962061883998013,0.677840812901194,0.0,51.0343568315364
2024-03-25,13.159195798547657,16.43645926288419,7.015500766530167,6.135858844958224,4.351221774411765,2.7758199792464686,0.0,0.47269662283982855,0.678910727335924,0.0,51.02566377675423
2024-03-26,13.1616031060258,16.437395438014576,7.0130934590520235,6.135858844958224,4.351221774411765,2.7758199792464686,0.0,0.47670880197006554,0.6787769880315827,0.0,51.03047839171051
2024-03-27,13.153607769194368,16.444617360449005,7.010552412269541,6.134922669827835,4.351221774411765,2.7772911115942223,0.0,0.48834412144775285,0.6794456845532889,0.0,51.04000290374777
2024-03-28,13.151021518527017,16.440738920623108,7.007075190356668,6.134788930523494,4.351221774411765,2.7772911115942223,0.0,0.49984570162109887,0.6797131631619714,0.0,51.04169631081934
