date,SHANGHAI COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,HANG SENG BANK LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE BANK OF EAST ASIA LTD
2024-03-01,0.0,33.7368095419338,25.19978707440977,11.993951148280095,11.64667540987793,0.0,6.447783723168177,6.4957216483667635,0.0,4.479271453963466
2024-03-04,0.0,33.71059445453166,25.18875317214392,12.007942694926744,11.637625395429032,0.0,6.471524231855897,6.507769201695418,0.0,4.475790849417336
2024-03-05,0.0,33.70299969801822,25.18307832569534,12.01689047046554,11.645879728855062,0.0,6.4700662436000655,6.506303047706375,0.0,4.4747824856594
2024-03-06,0.0,33.58896633905456,25.199522839948642,12.024737482815109,11.662035643530738,0.0,6.486729255724935,6.5603039266813825,0.0,4.477704512244639
2024-03-07,0.0,33.53457325712402,25.212568729458006,12.03391451269696,11.677390134258985,0.0,6.487485741250371,6.575840920885747,0.0,4.47822670432591
2024-03-08,0.0,33.34514527475446,25.24573971667167,12.069209286153209,11.703652424671665,0.0,6.496021020177362,6.656113781641981,0.0,4.484118495929657
2024-03-11,0.0,33.212540121369926,25.248468310067967,12.0927523523976,11.7256327893285,0.0,6.496122163863288,6.727061365311327,0.0,4.497422897661392
2024-03-12,0.0,33.078434867376664,25.282557645864962,12.132748356428056,11.755987558035018,0.0,6.512971525552949,6.7363030198039855,0.0,4.500997026938366
2024-03-13,0.0,32.94262174420396,25.354305694662404,12.14846050918762,11.77121179799492,0.0,6.509703965781731,6.766870379696494,0.0,4.506825908472872
2024-03-14,0.0,32.79460036753481,25.367162789732077,12.213449269600291,11.80904823274063,0.0,6.519825759464689,6.782080109245865,0.0,4.5138334716816395
2024-03-15,35.43289858562112,21.11421318618312,16.432002489365857,7.871717266009293,7.633555218844354,0.0,4.214239470774306,4.383753607041778,0.0,2.917620176160169
2024-03-18,35.47231150059502,20.97995108958358,16.465953900819315,7.892607636972243,7.657214290972371,0.0,4.218927076603106,4.392168985109782,0.0,2.9208655193445896
2024-03-19,35.45438567531743,21.004723222965747,16.457632880841526,7.90327419383191,7.653850087875163,0.0,4.216795054571422,4.389949415803864,0.0,2.9193894687929305
2024-03-20,35.45116095067342,21.00281275554888,16.468768515571234,7.897502347887462,7.653153938202005,0.0,4.216411519426975,4.391066034577885,0.0,2.919123938112137
2024-03-21,35.441848373737415,20.997295579117598,16.464442375898233,7.870169359002661,7.635988502077079,0.0,4.2183349304607205,4.453563758971375,0.0,2.918357120734922
2024-03-22,35.45922386241683,21.01062207146687,16.477568285034856,7.815904904233017,7.63973207183605,0.0,4.220402983742177,4.4567579658687615,0.0,2.919787855401441
2024-03-25,35.44865323703082,21.02456927898098,16.471140418899417,7.766079997017722,7.637454617989508,0.0,4.219144854148246,4.514040148292223,0.0,2.9189174476410846
2024-03-26,35.445071404337206,21.019918825666135,16.469476128048672,7.751149292237451,7.637693336290958,0.0,4.243979250437972,4.5140892510570865,0.0,2.918622511924514
2024-03-27,35.452414940550206,20.956561017567306,16.443074472171496,7.742648803418399,7.636749124846435,0.0,4.333289325953902,4.516035121188518,0.0,2.9192271943037342
2024-03-28,35.455639893340624,20.967058547713165,16.410710782498068,7.733245821660469,7.600046807903222,0.0,4.40999359902353,4.503811804090333,0.0,2.919492743770588
2024-04-02,35.42717309294324,20.91336239714649,16.42530762001134,7.7068385507723285,7.593944844544439,0.0,4.507444701657425,4.494136252068978,0.0,2.9317925408557546
2024-04-03,35.43146703896225,20.905796792490293,16.457599665611916,7.693632088632599,7.578199597614467,0.0,4.507991025920493,4.493165902369359,0.0,2.932147888398623
2024-04-05,35.410901331160126,20.890633947196065,16.503062340006373,7.689166425686782,7.569763118490753,0.0,4.517992603834007,4.488034270147259,0.0,2.930445963478633
2024-04-08,35.45982630533285,20.729318890309585,16.510679087034802,7.6802671242131595,7.573044619723203,0.0,4.62722905868567,4.48873282943053,0.0,2.9309020852701995
2024-04-09,35.46752511563735,20.732304761219808,16.534965308554998,7.659213424616168,7.57014459265443,0.0,4.602987926358523,4.501320447005382,0.0,2.931538423953341
2024-04-10,35.47612810281907,20.737333579879323,16.499078035810403,7.6661216180831495,7.571980803573632,0.0,4.599559084824832,4.513508975953579,0.0,2.9362897990560124
2024-04-11,35.489244856863536,20.74529622062063,16.462468590817114,7.670075689118772,7.567309787416223,0.0,4.600819973915997,4.5273676170481325,0.0,2.9374172641995995
2024-04-12,35.47993202406225,20.754625731488172,16.437522669517495,7.675546887743488,7.56819979287607,0.0,4.610976383558256,4.534458240289084,0.0,2.9387382704651843
2024-04-15,35.466934355174686,20.757668454718498,16.439932485657888,7.669594695506504,7.590036180342584,0.0,4.611652373823667,4.525012351815185,0.0,2.9391691029609897
