date,PINESTONE SECURITIES LTD,KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,67.40454876003228,0.0,23.0842648054162,0.0,9.511186434551517,0.0,0.0,0.0
2024-03-04,0.0,0.0,61.97630480061799,0.0,21.245881436263108,0.0,8.745228628142597,0.0,0.0,8.032585134976312
2024-03-05,0.0,0.0,51.50750017545479,16.92720733176116,17.65803326170676,0.0,7.251423555978394,0.0,0.0,6.655835675098897
2024-03-06,0.0,0.0,51.499058066215895,16.924432952633513,17.67152915795064,0.0,7.250235043439666,0.0,0.0,6.65474477976028
2024-03-07,0.0,0.0,51.48120132913023,16.91856458997005,17.669593099588592,0.0,7.278203661771805,0.0,0.0,6.652437319539326
2024-03-08,0.0,0.0,49.737126149571694,16.338143599105567,17.033234039508752,0.0,7.028512137492997,3.4406100687175067,0.0,6.4223740056034835
2024-03-11,0.0,0.0,49.73197076447725,16.33838407398392,17.030541021754285,0.0,7.035974895978336,3.440660709739403,0.0,6.422468534066791
2024-03-12,0.0,0.0,49.715689411704396,16.33303518089246,17.046668381572132,0.0,7.033671444343071,3.4395342993051115,0.0,6.431401282182832
2024-03-13,0.0,0.0,49.71847413837239,16.33153331283755,17.03553780342899,0.0,7.047737124101318,3.439218024550867,0.0,6.427499596708882
2024-03-14,0.0,0.0,49.65039300483783,16.307481039618665,17.132749431358103,0.0,7.037357566001252,3.4341529146189798,0.0,6.437866043565167
2024-03-15,0.0,0.0,49.39261793203508,16.22646943272755,17.55676872884161,0.0,7.001551715273792,3.4163234682841757,0.0,6.406268722837788
2024-03-18,0.0,0.0,46.049691030149646,15.128250640924962,16.381799102344917,0.0,6.527341167184327,3.18408240434557,6.753422599471011,5.975413055579566
2024-03-19,0.0,0.0,46.07951903502949,15.11568725938438,16.404952692065663,0.0,6.5219204824352905,3.142638055020201,6.764831751944715,5.970450724120256
2024-03-20,0.0,0.0,46.106979454917536,15.116767713295875,16.402040788196878,0.0,6.522386662660826,3.1006560516103563,6.780291843468719,5.970877485849813
2024-03-21,0.0,0.0,46.144046394640945,15.128920587421787,16.33483359848856,0.0,6.527630227000452,3.103148772502655,6.785742746391447,5.975677673554156
2024-03-22,0.0,0.0,46.137916815654876,15.126910925916997,16.31188687499126,0.0,6.526763124347032,3.1027365634097657,6.7848413571680695,6.008944338512003
2024-03-25,0.0,0.0,46.17566314686132,15.139286547300628,16.24341999451461,0.0,6.532102796781354,3.1052749728146973,6.79039216844709,6.0138603732803
2024-03-26,0.0,0.0,46.355435874157244,15.133096206459381,16.07219894742652,0.0,6.536246744016647,3.1040052491439383,6.787615627965009,6.0114013508312585
2024-03-27,0.0,0.0,46.36950973641506,15.14403590610536,16.043921684146866,0.0,6.540971790049264,3.0932915083085293,6.79252238830468,6.015746986670239
2024-03-28,0.0,0.0,46.391005964122996,15.148271542568692,15.978145406764158,0.0,6.515514398805504,3.155210967005104,6.794422189367241,6.017429531366309
2024-04-02,0.0,0.0,39.81065073589423,13.001947348956664,13.792697367930298,14.1192968301248,5.592345960169736,2.6967387351735286,5.831735939277717,5.15458708247303
2024-04-03,0.0,0.0,39.84929451259631,13.012080322038008,13.788211334964515,14.057054104655741,5.6037359779983,2.7093879144194495,5.836280860257954,5.143954973069724
2024-04-05,0.0,0.0,39.94432269096832,13.015931942561076,13.723420605658672,14.002600498647979,5.605394703118692,2.7248435381505587,5.838008419463202,5.145477601431499
2024-04-08,0.0,0.0,39.93343852792514,13.012385317762412,13.696534766479363,13.998785023091296,5.603867326366252,2.7744958345967676,5.836417659345013,5.144075544433755
2024-04-09,0.0,0.0,39.9760727692758,13.026277764710034,13.61466007052734,14.013730582534494,5.609850197886878,2.777457976836432,5.835316167607667,5.14663447062135
2024-04-10,0.0,0.0,40.04404384063562,13.021198240434753,13.609644301147657,14.008266006546869,5.609128624578791,2.730050698755179,5.833040718652664,5.1446275692484695
2024-04-11,0.0,47.403719420178035,20.82423536428883,6.771456398434831,7.6730127350128186,7.284764483997429,2.9169335427674024,1.4197172127163626,3.033375282928855,2.6727855596754377
2024-04-12,0.0,47.59574933545292,21.05108813891476,6.79517168773852,7.581461008101856,6.927769473328695,2.9279143704304813,1.3962308107034078,3.02716854854714,2.697446626782213
2024-04-15,0.0,47.573694183568406,21.03521608988993,6.792022907737218,7.5918647139413595,6.924559249514835,2.9238048374755397,1.4177590037425145,3.0257658043304727,2.7153132097997243
2024-04-16,0.0,47.571511617183084,21.0448028903456,6.791711306102299,7.591669342789263,6.9242415674321105,2.923670700359114,1.4108123220392554,3.025626989490724,2.715953264258542
2024-04-17,0.0,47.572748380213106,21.04535001263169,6.791887876851649,7.584373176492864,6.924421583700048,2.9271111538680965,1.4032025366965621,3.0257056496693897,2.7251996298765997
2024-04-18,0.0,47.569983939865295,21.04565627653262,6.791493201968993,7.586532097043482,6.924019207317286,2.9269410601810217,1.4031209969528924,3.025529826681159,2.726723393457253
2024-04-19,0.0,47.55972921836862,21.042801199460826,6.790029151204949,7.604772023371921,6.922526587754952,2.926310095801314,1.4028185243880902,3.0248776093965852,2.726135590252742
2024-04-22,0.0,47.55500335321029,21.039181518237406,6.789354446728764,7.585518820760814,6.921838717412829,2.9260193172970728,1.402679130592187,3.0245770365393083,2.755827659221335
2024-04-23,0.0,47.54962428061719,21.036037445916264,6.788586484835081,7.596736342585869,6.921055769871806,2.92568834748934,1.4025204698344067,3.0242349186064774,2.755515940243567
2024-04-24,0.0,48.303246870669355,20.338087838856918,6.896180019103659,7.167921653178154,7.030748833783407,2.97205811094127,1.4247492702732913,3.072166564476821,2.794840838717124
2024-04-25,0.0,48.29214881371358,20.333415000655965,6.8945955666374665,7.1903372581920655,7.029133463056714,2.9713752568408114,1.4244219227433927,3.071460709659204,2.7931120085008034
2024-04-26,0.0,48.27873297574086,20.33583659593263,6.892680208152048,7.205877200684739,7.027180729166309,2.9721017792124598,1.4240262101029377,3.0706074401271453,2.792956860880875
2024-04-29,0.0,48.28203003263663,20.336294117125874,6.893150923877375,7.200471349710297,7.027660630216995,2.972304750335811,1.424123459867925,3.0708171384106473,2.793147597818449
2024-04-30,0.0,48.27116643437998,20.331097693610484,6.891599944717866,7.215144538224433,7.026079385979354,2.9707049264463827,1.423803027915801,3.0701261955549146,2.800277853170786
2024-05-02,0.0,48.27318894088065,20.533684760841204,6.891888694850043,7.006418122924858,7.026373770645855,2.970829395575039,1.4238626836293944,3.0702548303206987,2.803498800332259
2024-05-03,0.0,48.2254431299039,20.515700815532988,6.8571671579172655,7.112968343074379,7.019424159044349,2.9672709122789795,1.4340814352735343,3.0672181176030353,2.800725929371566
2024-05-06,0.0,48.225816946177524,20.51585984160578,6.857220310786545,7.112248335505996,7.019478569637841,2.9672939128795606,1.4340925514591703,3.0672418929376453,2.8007476390099315
2024-05-07,0.0,48.204742758150154,20.53122348335598,6.854223775749389,7.128510469175517,7.016411129403584,2.9659972358336892,1.4334658677036243,3.065901539648258,2.7995237409798044
2024-05-08,0.0,48.202800675228275,20.531171090378646,6.853947631325087,7.131787231494142,7.016128450740704,2.957820098597792,1.4334081159260714,3.065778019955389,2.8071586863538953
2024-05-09,0.0,48.20967336385058,20.557344909871837,6.854924857694589,7.10072388318075,7.017128800627029,2.950802936165769,1.4356271871109338,3.0662151343433726,2.8075589271551444
2024-05-10,0.0,48.216622747763054,20.54868330162283,6.855912989353722,7.1225173255103345,7.018140313848262,2.9509182937366814,1.435834131563827,3.066657126678935,2.7847137699223525
