date,SUPREME CHINA SECURITIES LTD,SUCCESS SECURITIES LTD,KOALA SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,USMART SECURITIES LTD,CENTRAL WEALTH SECURITIES INVESTMENT LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,0.0,69.519117370089,0.0,0.0,0.0,0.0,30.480882629910987,0.0
2024-03-04,0.0,0.0,0.0,69.54790437814606,0.0,0.0,0.0,0.0,30.452095621853932,0.0
2024-03-05,0.0,0.0,0.0,56.32579496593896,0.0,0.0,0.0,19.01151376224914,24.662691271811905,0.0
2024-03-07,0.0,16.851149052954312,0.0,46.86260326313334,0.0,0.0,0.0,15.795974611228694,20.49027307268366,0.0
2024-03-11,0.0,16.85471949736317,0.0,46.872532575329174,0.0,0.0,0.0,15.799321483839925,20.473426443467734,0.0
2024-03-12,0.0,16.865448853859284,0.0,47.02958037872801,0.0,0.0,0.0,15.809325992313394,20.29564477509932,0.0
2024-03-18,0.0,16.85830038690551,0.0,47.09441731245226,0.0,0.0,0.0,15.80262516594365,20.24465713469858,0.0
2024-03-20,0.0,16.856157028329132,0.0,47.088429744255606,0.0,0.0,0.0,15.80061602555575,20.25479720185951,0.0
2024-03-21,74.71052950971368,3.555389359890413,0.0,9.932139443486719,0.0,0.0,4.199625854156689,3.332749095927439,4.269566736825064,0.0
2024-03-22,74.69450887489893,3.5546269560507824,0.0,9.930009634208194,0.0,0.0,4.1987253027537,3.332029071955284,4.290100160133114,0.0
2024-03-25,74.01761347502075,3.5543093048726373,0.0,9.929122261412596,0.0,0.0,5.091977419127699,3.331731312732331,4.075246226833991,0.0
2024-03-26,73.25028918833905,3.5541505005722467,0.0,9.928678634485683,0.0,0.0,6.0746960519427695,3.331582453076396,3.860603171583842,0.0
2024-03-27,62.11810752492234,3.032506907425958,15.058243674907862,8.471443889571534,0.0,0.0,5.183111332810366,2.842605230134914,3.293981440227023,0.0
2024-04-02,62.115742404604276,3.0323914460252945,15.057670338734418,8.474933374551053,0.0,0.0,5.182913988068029,2.8424969991592146,3.2938514488577098,0.0
2024-04-03,62.11575424396511,3.032392024004001,15.057673208750705,8.474934989887041,0.0,0.0,5.182914975939806,2.842478480782228,3.293852076671116,0.0
2024-04-05,62.10391713705772,3.0318141553294575,15.05480373884379,8.49237649071749,0.0,0.0,5.181927292228824,2.8419368030376932,3.293224382785028,0.0
2024-04-10,62.11979817093067,3.030543619177438,15.04849475305779,8.488817607885226,0.0,0.0,5.179755712565756,2.8407458383990236,3.2918442979840896,0.0
2024-04-11,62.117786640236176,3.030445485704849,15.04800746060042,8.488542727449662,0.0,0.0,5.179587984435391,2.8406538508585375,3.294975850714969,0.0
2024-04-15,62.11542030031546,3.0303300426970057,15.047434215758532,8.492028801668633,0.0,0.0,5.179390671129761,2.840545637849482,3.2948503305811236,0.0
2024-04-18,62.35135900763106,3.0305032105072587,15.048294099400367,8.500133393265347,0.0,0.0,5.179686646725927,2.800706552862586,3.089317089607454,0.0
2024-04-22,62.30971875547135,3.033855015898638,15.0649378545096,8.509534733886339,0.0,0.0,5.185415497818364,2.803804197930576,3.0927339444851274,0.0
2024-04-29,62.31114463563866,3.0339244418852105,15.065282596815255,8.509729463971025,0.0,0.0,5.185534159581975,2.8034869636202457,3.0908977384876293,0.0
2024-05-02,62.31115937007438,3.033925159303658,15.065286159234775,8.509731476228422,0.0,0.0,5.185535385781881,2.803487626548181,3.0908748228287037,0.0
2024-05-03,62.36348677042673,3.0364729760680214,15.07793762115984,8.50924341736342,0.0,0.0,5.18989007262957,2.805841927461538,3.017127214890876,0.0
2024-05-07,62.34922479290962,3.035778561570714,15.074489430263313,8.507297428699365,0.0,0.0,5.18870319069969,2.8052002562439973,3.0393063396133,0.0
2024-05-08,62.34446630222815,3.035546871055808,15.073338945750953,8.51428014859772,0.0,0.0,5.188307189051492,2.8049861634573854,3.0390743798584956,0.0
2024-05-13,62.342087329252905,3.0354310390598083,15.072763769345961,8.51395525621226,0.0,0.0,5.188109210893652,2.808694981977461,3.0389584132579572,0.0
2024-05-16,62.315930604207296,3.0341574702961527,15.066439724796252,8.510383075744333,0.0,0.0,5.185932447940251,2.818959299287796,3.0681973777279268,0.0
2024-05-17,62.31117719399787,3.033926027149008,15.065290468615478,8.50973391041203,0.0,0.0,5.1855368690889945,2.818744271288001,3.07559125944862,0.0
2024-05-20,62.31236547856398,3.03398388462555,15.06557776622329,8.509896192460339,0.0,0.0,5.185635758143993,2.816891008494745,3.0756499114881075,0.0
2024-05-21,62.388510074856875,3.037691358676321,15.083987632838333,8.520295133426432,0.0,0.0,5.191972512306562,2.820333198933121,2.95721008896236,0.0
2024-05-22,62.4094824745263,3.0387125030692568,15.089058236654088,8.549899143800108,0.0,0.0,5.1937178356436675,2.8220452721918687,2.8970845341147053,0.0
2024-05-23,62.410316895614116,3.0387531309625158,15.089259978887618,8.550013456815716,0.0,0.0,5.193787276176009,2.822083003222355,2.895786258321675,0.0
2024-05-30,55.25180895976567,2.916179870873002,16.922126152680622,8.208800108045562,6.2295685393208835,0.0,4.98428705973339,2.708249500124127,2.77897980945675,0.0
2024-05-31,55.2519102349019,2.9161852161552515,16.922157170500014,8.208815154563766,6.2295799579588325,0.0,4.9842961958026075,2.7082544642753876,2.778801605842237,0.0
2024-06-03,55.27014580939955,2.917147686276774,16.92774223093379,8.207857268512319,6.231635994916277,0.0,4.985941234032245,2.709148308050777,2.750381467878267,0.0
2024-06-04,55.27004446740179,2.917142337465586,16.927711192636533,8.207842218784462,6.231624568739781,0.0,4.985932091931423,2.7093266981948543,2.7503764248455687,0.0
2024-06-07,54.2063469190985,2.8610005850513285,16.60192956775267,8.049878502107328,6.111694074028046,0.0,4.889975524620859,2.657184453798394,2.697444159488972,1.9245462140539054
2024-06-14,54.22194798516379,2.8618240063235056,16.606707749916175,8.052195328336484,6.113453073636745,0.0,4.891382902825686,2.6579492149853676,2.6694396233365065,1.925100115475744
2024-06-25,54.253665313496604,2.8634980408245188,16.61642190482583,8.056905489673712,6.1170291605459965,0.0,4.894244135284042,2.659503992175717,2.6125057532894798,1.9262262098840965
2024-06-28,54.288841697805445,2.8653546436359534,16.627195474489458,8.062129335882204,6.120995251451309,0.0,4.897417410520088,2.6252078422757577,2.5853832290640426,1.9274751148757343
2024-07-02,54.28835282454699,2.865328840999215,16.627045745908475,8.06205673607504,6.120940131636629,0.0,4.897373309074329,2.626084706295051,2.585359947581439,1.927457757882832
2024-07-04,54.28874392244938,2.8653494830714292,16.62716552855753,8.06211481581617,6.120984227408956,0.0,4.8974085901673945,2.625383216343017,2.585378572733977,1.9274716434521455
2024-07-05,54.28893947351371,2.8653598042190667,16.627225420529253,8.062143856000544,6.1210062755333725,0.0,4.897426230904554,2.6253926731188626,2.5850276798688085,1.9274785863118271
2024-07-09,54.28796173227952,2.8653081992244114,16.626925964985244,8.065600647718584,6.120896036499633,0.0,4.897338028489591,2.6253453899208976,2.583180128368532,1.9274438725135814
2024-07-10,54.28062979544994,2.86492122100597,16.624680392173975,8.08251885708818,6.120069370298729,0.0,4.896676611631927,2.6249908202162984,2.578329373257509,1.9271835588774662
2024-07-11,54.28062979544994,2.86492122100597,16.624680392173975,8.107729385620031,6.120069370298729,0.0,4.896676611631927,2.6249908202162984,2.553118844725657,1.9271835588774662
2024-07-12,54.30214242805174,2.8660566536251717,16.631269126364177,8.110942660855873,6.122494891232382,0.0,4.898617274540828,2.626031163029401,2.5144984572986204,1.9279473450018088
2024-07-19,54.30253372466303,2.866077306185203,16.63138896987236,8.132618851989614,6.122539009408875,0.0,4.898652573559501,2.621726537111789,2.496501789583534,1.9279612376260975
2024-07-23,54.351490250599596,2.868661222226541,16.646383022076133,8.132738414702837,6.128058793095794,0.0,4.903068960702459,2.6240901583723266,2.4158097844227933,1.9296993938015188
2024-07-30,54.35139224945078,2.8686560497447187,16.64635300699003,8.132904060522899,6.128047743595606,0.0,4.903060119980914,2.6240854268764853,2.4158054284772046,1.9296959143613674
2024-07-31,54.34747249327475,2.8684491657661764,16.645152492296532,8.135923464462502,6.127605796260021,0.0,4.902706517259966,2.6238961810332286,2.419237142603254,1.9295567470435655
2024-08-01,54.34355330243403,2.8682423116259232,16.643952150749865,8.135336753889593,6.127163912665247,0.0,4.902352965538135,2.6237069624843627,2.4262740408153705,1.9294175997974703
2024-08-02,54.34169188479338,2.868144066360163,16.643382049159868,8.135058096009748,6.126954040282947,0.0,4.902185046332704,2.6234368154571146,2.4297964897183926,1.9293515118856903
2024-08-16,54.341415426165376,2.8681294749268456,16.6432973774022,8.138622246794679,6.126922869937507,0.0,4.902160106892929,2.6234234689506386,2.426687332452039,1.929341696477789
2024-08-29,54.34043579385586,2.8680777701215976,16.642997342673258,8.138475528913936,6.126812417687521,0.0,4.902071733883329,2.6233761755488834,2.4284463217769563,1.929306915538663
2024-09-02,54.34033783256752,2.868072599743604,16.642967339795334,8.142066323103764,6.126801372681549,0.0,4.902062896757613,2.6233714463024906,2.425016751534401,1.929303437513721
2024-09-19,54.34072967984005,2.86809328136743,16.64308735195608,8.142125035408633,6.126845552944371,0.0,4.902098245451649,2.6226692650531858,2.4250342382898733,1.9293173496887281
2024-09-20,54.34082764254119,2.868098451819991,16.643117355266703,8.142139713617153,6.126856598109633,0.0,4.902107082704814,2.6226739930678242,2.424858335108861,1.92932082776383
2024-09-27,54.33984803142374,2.871652181322052,16.642817327028315,8.141992933913397,6.1267461482490235,0.0,4.902018711606959,2.622626713688534,2.4230119051908656,1.9292860475771088
2024-09-30,54.337888915142706,2.8895751655639956,16.642217303002322,8.127278177573455,6.126525260473962,0.0,4.901841978969387,2.6225321600436486,2.4229245482650628,1.9292164909654599
2024-10-02,54.338770499987454,2.9004381314849597,16.64248730845984,8.120199312182075,6.126624658001699,0.0,4.901921507079261,2.622033904085885,2.418276887898799,1.9292477908200296
2024-10-03,53.74098155327937,3.510611840300627,16.64608821858983,8.107531700456468,6.127950266631272,0.0,4.902982128516676,2.6226012296467465,2.411587843295051,1.9296652192839645
2024-10-04,50.52182802198276,3.300321700893491,15.648966243472534,7.962588174126613,5.760878207836092,4.833924313099295,4.578776064474997,2.8684209261262286,2.5712252430978646,1.9530711048901184
