date,CHINA MERCHANTS SECURITIES (HK) CO LTD,CMB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,79.21416976603132,0.0,0.0,9.496350203123685,3.4133176245757784,3.9123974389417193,3.6055661199025755,0.0,0.3581988474249289
2024-03-04,9.03013940066018,70.44169179395557,0.0,0.0,9.75187317129698,2.6845270641898322,4.56696598726789,3.1345018619723275,0.0,0.39030072065721805
2024-03-05,8.954478372942189,69.33929618437602,0.0,0.0,8.46192228620625,3.617657083647939,4.599067116306081,4.070362354304918,0.0,0.9572166022166061
2024-03-06,9.018550317836027,69.17294761011831,0.4136581237696432,0.5293217544935822,8.143040890828432,3.42573184053889,3.7135696210116484,4.380760013669192,0.0,1.2024198277342832
2024-03-07,9.029763786654655,69.02849947541506,3.0681795269046757,1.8142906374144971,4.570601380424237,3.286247159859489,3.7018223358899762,4.314051224006809,0.0,1.1865444734306037
2024-03-08,8.995747759809927,68.62641392166309,3.8057391395863442,2.3212764423424708,3.3039715108203263,3.3280178828059186,3.9166369994552293,4.368424244049194,0.0,1.333772099467497
2024-03-11,9.018867968507022,68.79978446665766,3.9279215544152772,2.4787620367949077,3.295371060589858,3.263221099023127,3.547229840758427,4.357927290370295,0.0,1.3109146828834288
2024-03-12,9.063508154270227,69.12799772423006,4.052453347422971,2.5277359460808886,3.144729640268045,3.230333477419666,3.2155022088414627,4.366603278102034,0.0,1.2711362233646386
2024-03-13,8.83465221282607,67.39450784763315,4.016180459640477,2.4273445122665342,4.949168862830825,3.225699145882578,3.5545165397782754,4.354733213540771,0.0,1.2431972056013159
2024-03-14,8.616888771843819,65.67169484865836,4.14452157091802,2.728719833835243,6.045565551946737,3.420497146802478,3.8609274230776833,4.266599920265179,0.0,1.2445849326524843
2024-03-15,9.02723103476485,68.78446943209366,4.359248901896598,3.0423087135331484,0.8458004140160867,3.5817878749445495,3.8982675764381067,4.9059639984088985,0.0,1.5549220539040987
2024-03-18,9.02531210997055,68.7497523223821,4.261863627276796,3.008705310618077,1.2644118230302526,3.480548756338839,3.91708834492833,4.843830671061858,0.0,1.4484870343932073
2024-03-19,8.958843974008502,68.24343544058993,4.321437385396335,2.7942529031864773,1.0045586536584166,3.3288472621627596,4.8130088670054505,4.91108698432689,0.0,1.6245285296652394
2024-03-20,8.505611573635166,64.78135590560886,6.418056607607962,3.3541869007517695,1.618347804091532,3.671792394856853,4.927872853500411,4.933876279546501,0.0,1.788899680400944
2024-03-21,8.234407553786546,62.71578260958584,9.605952667236958,4.167471749216095,0.5723944293693527,3.714693078804696,4.2886138933190345,4.796371782510371,0.0,1.9043122361711156
2024-03-22,8.28660614329322,62.87012275955234,10.162139128080817,4.500249862753775,0.20806579172673065,2.969532624679382,4.0290359856036115,4.922263164701278,0.0,2.0519845396088523
2024-03-25,8.225946332323415,62.404790564603815,10.583306518057125,4.994976195406037,0.18975654745844095,2.5449272345676293,3.969619392885604,4.991327031031837,0.0,2.095350183666092
2024-03-26,8.073859156394542,61.255304223170604,10.348236125745323,6.155502770907488,0.870352131578331,2.466355875740077,4.028748984499638,4.856063456765025,0.0,1.9455772751989686
2024-03-27,7.994996583453016,60.70380087571139,10.588351876603957,6.3585439955703,0.8852591372681542,2.4784418474478613,4.039760903423974,4.910776448163006,0.0,2.0400683323583424
2024-03-28,7.958921204985331,60.444013321501224,11.207878392824698,6.464725723683854,0.18853978899219975,2.5717674588374213,4.005291259726128,4.940872298046523,0.0,2.2179905514026195
