date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BNP PARIBAS,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,38.319183058692026,26.06361958055829,14.241530761718755,12.449824499304354,0.0,6.986462734102268,0.6404658530364382,0.0,0.5397643853978588,0.7591491271900116
2024-03-04,38.13023172816784,26.042360258800002,14.279529736403509,12.487403867649508,0.0,7.118239716127957,0.6456189171985238,0.0,0.5353667634904857,0.7612490121621742
2024-03-05,34.354367914760374,23.552181300301005,12.77604627205114,11.341302395245657,9.6947631984533,6.473480664409865,0.6358878303899121,0.0,0.4785737692816151,0.6933966551071336
2024-03-06,34.317666268728644,23.55636059060836,12.89395284406801,11.318149647268498,9.664455620097304,6.416326359162265,0.6405095542662449,0.0,0.48745842302810505,0.7051206927725651
2024-03-07,34.295970155362895,23.300120545804027,12.891386553007283,11.394669213203741,9.885414201314518,6.424303327423103,0.601028282315671,0.0,0.4930811921151824,0.7140265294535755
2024-03-08,34.29843665413852,23.730484760962014,12.887196221769887,11.445694216494594,9.651055899036649,6.182435798068867,0.5528058679850728,0.0,0.49156539517752385,0.7603251863668719
2024-03-11,34.322261156802,23.66369264130712,12.887398823228638,11.544254767615975,9.651499327761675,6.134952371659526,0.5448532856633229,0.0,0.4903091771535111,0.7607784488082345
2024-03-12,34.34967329055248,23.662909082944974,12.882916886764908,11.600730112370405,9.641064874420968,6.076338203548822,0.5368058398022276,0.0,0.49013508050865057,0.7594266290865639
2024-03-13,34.422302600447615,23.562994815296236,12.86647374002459,11.666446039155806,9.629005533183532,6.058732908139953,0.5424288770362942,0.0,0.48867652633356295,0.7629389603824076
2024-03-14,34.46607892493519,23.44145912757746,12.87322788672736,11.545587960757896,9.861613197237041,6.067458877002227,0.5033454948114067,0.0,0.487476187403435,0.7537523435479869
2024-03-15,34.50043027781584,23.686668849326512,12.85609996132156,11.52496995906264,9.619364684197324,6.066801513134399,0.5004087786855166,0.0,0.48818865761697144,0.757067318839243
2024-03-18,34.08943051272056,23.359594082371864,12.70549066587692,11.412890115515069,9.63509741074406,6.063942862074384,0.5213826735573569,0.977452074804103,0.48386871392731995,0.7508508884083619
2024-03-19,33.88083338952663,23.37334069704824,12.726443863437472,11.451955833584142,9.765812978326318,6.070416187658849,0.5128522379578735,0.9797727614725456,0.4865570169607221,0.752015034027204
2024-03-20,33.838650907768326,23.3896869227698,12.73056822690713,11.487537527300235,9.768765947053241,6.060518836829776,0.5040462064275468,0.9800687805064281,0.48828682951972807,0.7518698149177881
2024-03-21,33.78270390535802,23.395294956223715,12.725449827934781,11.524991344638739,9.765552572316972,6.08039807558729,0.5022981152776421,0.9797463929831572,0.48863812740656126,0.7549266822731204
2024-03-22,33.778630063566126,23.36943017668112,12.725177414592755,11.537774959966741,9.765344870981139,6.09460127621728,0.5057310927969827,0.9797254195800273,0.48937225745776897,0.7542124681600559
2024-03-25,33.75666283441163,23.38174844990089,12.723948845064001,11.555087860868424,9.764400387337014,6.099736350064668,0.4962969600861759,0.9796308306593523,0.4883943623160662,0.7540931192917868
2024-03-26,33.71358053182695,23.36337989428653,12.721874135012106,11.584142741539527,9.76280992288106,6.1330305425221425,0.49844922721406504,0.9794710964481997,0.48887302469229654,0.7543888835771251
2024-03-27,33.7308069615268,23.3798291075247,12.830076630431364,11.309436544609408,9.870711141412285,5.985080685919772,0.7249025126470963,0.9544123575088083,0.47743584346200596,0.7373082149577577
2024-03-28,33.75209534022101,23.44609133720031,12.770587173574663,11.30831859412624,9.861068600468057,6.0027421874883755,0.6656906315764605,0.9550224130182947,0.4793287406354759,0.7590549816911086
