date,STANDARD CHARTERED BANK (HONG KONG) LTD,FORTUNE ORIGIN SECURITIES LTD,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,SPDB INTERNATIONAL SECURITIES LTD,QUAM SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TOTAL_CCASS_PCT
2024-05-27,0.00015226178447781398,2.401777388353038,0.00015226178447781398,0.0,0.006699518517023816,0.0031974974740340933,0.0,0.5892531059291402,0.7460827439412885,0.0,3.74731477778348
2024-05-29,0.02839682280511231,2.4495875886790714,0.000228392676716721,0.0,0.003958806396423164,0.0250470635466004,0.0,0.5892531059291402,0.7460827439412885,0.0,3.842554523974353
2024-05-30,0.02915813172750138,2.430021949373672,0.0006090471379112559,0.0,0.004339460857617699,0.04187199073139884,0.0,0.5892531059291402,0.7460827439412885,0.0,3.84133642969853
2024-05-31,0.029462655296457006,2.4329149232787506,0.001294225168061419,0.0,0.0038826755041842563,0.03418277061526924,0.0,0.5892531059291402,0.7622224930959368,0.0,3.8532128488878
2024-06-03,0.029462655296457006,2.9962835258466627,0.001294225168061419,0.0,0.002892973905078466,0.03288854544720782,0.0,0.5892531059291402,0.8229749451025846,0.0,4.475049976695192
2024-06-04,0.029462655296457006,3.000699117596519,0.001294225168061419,0.0,0.002740712120600652,0.020783733581221608,0.0,0.5892531059291402,0.8393430869339497,0.0,4.4835766366259495
2024-06-05,0.029386524404218097,3.0165343431822116,0.001294225168061419,0.0,0.0025123194438839308,0.022687005887194283,0.0,0.5892531059291402,0.8359933276754377,0.0,4.4976608516901475
2024-06-06,0.029386524404218097,3.0165343431822116,0.001370356060300326,0.0,0.0025123194438839308,0.023600576594061166,0.0,0.5892531059291402,0.8346229716151373,0.0,4.497280197228952
2024-06-07,0.029386524404218097,3.018894400841618,0.001370356060300326,0.0,0.0024361885516450237,0.023600576594061166,0.0,0.5892531059291402,0.8168844737234721,0.0,4.481825626104455
2024-06-11,0.029538786188695914,3.018894400841618,0.00152261784477814,0.0,0.0017510105214948606,0.02405736194749461,0.0,0.5892531059291402,0.7833107502461141,0.0,4.448328033519335
2024-06-12,0.029005869943023562,3.0366328987332833,0.0017510105214948606,0.0,0.0015987487370170467,0.022230220533760843,0.0,0.5892531059291402,0.7844527136296976,0.0,4.464924568027417
