date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-01,43.63553082196229,26.14403116788922,18.95993513247393,1.2044200688332896,4.699334644000191,2.008555376167172,1.8553175772598236,0.418648347065899,0.5113258326822127,0.5629010316659682
2024-03-04,43.76384508435423,26.106974723819594,19.01447900274973,1.2135218167128976,4.540558198128638,2.0068349464193718,1.852534571996623,0.42668357920887157,0.5101691084672458,0.5643989681428029
2024-03-05,43.76891922757402,26.09608106205726,19.018187229993895,1.2350761123344074,4.536787884752746,1.9920022056705775,1.852997536699147,0.41927379970016826,0.5124273154552755,0.5682476257625078
2024-03-06,43.62691367393226,26.26737936950364,18.955974601335623,1.231425491033563,4.612964503693961,1.9713299342998518,1.8452030665936547,0.4117933900916674,0.5093896789566996,0.5676262905590865
2024-03-07,43.60039757810764,26.3515719025537,18.97400354735138,1.2501600290977843,4.5343667676953165,1.9407119952663654,1.8467474352516167,0.4180875214267729,0.5136757552592288,0.5702774679901921
2024-03-08,43.552558729702554,26.357748272741393,18.97634897320699,1.2523973842452805,4.558841792809338,1.9372982210318375,1.8593670584272775,0.4173891225594781,0.5142160033896898,0.5738344418861632
2024-03-11,43.56767454890868,26.3707289542465,18.965226086980135,1.2518418667527844,4.514945912232075,1.9432297347417111,1.8844242835325666,0.4162533863771375,0.5110469613353475,0.5746282648930676
2024-03-12,43.498756474319485,26.613004547321562,18.902165487564815,1.2338318326847308,4.487732624459549,1.9301709032877503,1.875338093771998,0.41979950242894803,0.48688530507635586,0.5523152290848059
2024-03-13,43.54883680958691,26.459287833918673,18.92804530734507,1.266770311392982,4.520269512674989,1.9309305160831725,1.889165309858107,0.4178492977053825,0.4850305672817466,0.5538145341529729
2024-03-14,43.566854479607144,26.45730436374941,18.896957797020594,1.3010043741535713,4.529494003113484,1.9279330245782107,1.896602086878908,0.40599940177346844,0.4798476211483907,0.5380028479768137
2024-03-15,43.55984767023781,26.30050129659264,18.8979219231065,1.3911738439061692,4.548523762479535,1.9317325955705895,1.9641749939933597,0.4017721790306006,0.4796362504685809,0.5247154846142229
2024-03-18,43.62049058685998,26.16813037829998,18.918250643610303,1.4216815375073018,4.584040644625434,1.9374030651772636,1.9602740228166664,0.39093749984901943,0.4760567302383046,0.5227348910157483
2024-03-19,43.69847890869134,26.1515482173561,18.947739592480204,1.4232503429516326,4.5052211929621855,1.9402517346953325,1.952818526664087,0.3806775643011809,0.4761912818847824,0.5238226380131544
2024-03-20,43.78887075766471,26.07216930751291,18.952967122046257,1.4361100504013162,4.446730094715555,1.9521905089825098,1.9540136281986975,0.39561354333304316,0.4760770581002346,0.525257929044761
2024-03-21,43.75589134824741,25.950604048859212,18.94125459617486,1.4367615517371521,4.558292959725958,1.95092088106983,1.9543794502857321,0.4486541623830391,0.47740407199407964,0.5258369295227262
2024-03-22,43.78263005308755,25.836922451716738,18.95244155089291,1.5194507112768432,4.507435313378126,1.9637686550667246,1.9550512945981515,0.4746195168171297,0.4791793015744548,0.5285011515913717
2024-03-25,43.844167944248355,25.838587165356053,18.977092318828102,1.5296150431360482,4.452380763337659,1.9674602413571478,1.9611398918753502,0.414952764020812,0.4848903763872801,0.5297134914531872
2024-03-26,43.916824349153394,25.96929468316097,19.010767344430718,1.5265587915148915,4.197670996353046,1.9791690019882457,1.9649863430154575,0.4120616725153827,0.48901146362519937,0.5336553542426989
2024-03-27,43.97038267951143,25.94653866095653,19.04211038671475,1.5297425502695374,4.12455674974721,1.9833155589260676,1.967632961238931,0.40833729783602585,0.4906949736240178,0.5366881811754985
2024-03-28,44.009622754885704,25.799091588884338,19.06885563738468,1.5348887328616159,4.154769872893033,1.999825702650914,1.969906046670937,0.4295259338966115,0.49232236433093696,0.5411913655412288
2024-04-02,44.04722097466184,25.655868734846198,19.08039291856212,1.5330065058541005,4.194472409892653,2.051886088255364,1.9705060195653867,0.44213596381591014,0.4865641656624114,0.5379462188840147
2024-04-03,44.078141577702304,25.618854175976924,19.068168942496385,1.530930319425274,4.182104092022514,2.0527506642762696,1.9733653221212428,0.47676254753556907,0.4829334076136532,0.5359889508298673
2024-04-05,44.196542716646256,25.26510732395702,19.118838455663838,1.5362400022878044,4.374805739928124,2.0710959342856143,1.9808550455675114,0.44131683384184717,0.4805833306001356,0.5346146172218526
2024-04-08,43.9935467817407,25.60288634492036,19.03695044302048,1.5567656324992492,4.325946865723105,2.0589696439339797,1.9724151191472903,0.4365658495051329,0.4769396502128044,0.539013669296899
2024-04-09,44.00712289679229,25.553865071751524,19.042135429177286,1.5571656811465557,4.339897802088114,2.059498746069655,1.9702029143190203,0.44957945789130555,0.48127701866854605,0.5392549820956992
2024-04-10,44.06719011180854,25.475540480194812,19.072557714972962,1.559997155977067,4.374434251980226,2.0634014063695876,1.9740638840154632,0.39232870489867055,0.4812329433326371,0.5392533464500293
2024-04-11,44.06740599550479,25.30834532222192,19.073131690863512,1.5817709809285345,4.507540855041604,2.069832069953483,1.9724170329471182,0.3933059849537696,0.4855564295332748,0.5406936380519884
2024-04-12,44.099652553139954,25.210941253674147,19.070771941553026,1.5948530793440978,4.554039317164867,2.1014328619196223,1.9683522459371532,0.3960872772928088,0.4702258698760006,0.5336436000983259
2024-04-15,44.15045322928841,25.181048909965426,19.078275150939454,1.6264528347041194,4.477604548180971,2.108887955537146,1.96818444824949,0.41495725351597307,0.46894621835750167,0.5251894512615078
2024-04-16,44.12419006562318,25.30538544276355,19.070189130852768,1.6244948497868537,4.417971976691107,2.1093225101887625,1.9670521658808917,0.39716669540200605,0.4635555568330789,0.5206716059778046
2024-04-17,44.12355135816749,25.2561089118744,19.061607651378544,1.6462866714027697,4.57165274981138,2.108526989507219,1.8530595971110915,0.3970266089046218,0.461897631580994,0.5202818302614923
2024-04-18,44.073349676400674,25.419388264590143,19.046197118523043,1.6826601499782865,4.396710234688477,2.109774380648438,1.8482296041249762,0.4427091263818862,0.4615279493040752,0.5194534953600032
2024-04-19,44.14393644205143,25.290725847907957,19.077052993913863,1.685188966695933,4.447215385061169,2.1156277460698965,1.8173062344570747,0.4401279841477722,0.4629331422956704,0.5198852573992415
2024-04-22,44.198524508855655,25.139346666978735,19.098137689686702,1.6877032529236784,4.695715701056042,2.121144114049653,1.6574713466854814,0.41489641867934224,0.4666976620085317,0.5203626390761795
