date,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),SUCCESS SECURITIES LTD,ICBC (ASIA) SECURITIES LTD
2024-09-03,62.87345267272671,7.92045419290789,6.8656345980827105,6.667080321409735,6.605032109949431,5.292712437563988,3.7756336673595383
2024-09-12,62.88381614043794,7.9182432851560085,6.863718131629551,6.665219279201041,6.6031883878171325,5.291235035047453,3.774579740710874
2024-09-13,62.890721905234436,7.916770032250062,6.862441081617465,6.663979161498387,6.601959811461176,5.290250558174151,3.7738774497643264
2024-09-16,62.927509293680295,7.908921933085502,6.855638166047089,6.6573729863692686,6.595415117719951,5.285006195786865,3.770136307311028
2024-09-19,62.88854489164086,7.904024767801858,6.913312693498453,6.653250773993808,6.591331269349846,5.281733746130031,3.7678018575851393
2024-09-23,62.89888266427312,7.9018230214491325,6.9113869200532365,6.651397443436813,6.58949518709957,5.28026246556687,3.7667522981212667
2024-09-26,62.90921467912618,7.899622501392413,6.909462219196732,6.649545145120367,6.587660127483136,5.278792004455721,3.765703323225447
2024-10-04,63.22066365939566,7.887907062967312,6.899215225854291,6.639683618612125,6.321448433541371,5.270963356608787,3.760118643020453
2024-10-07,63.22857495677945,7.881575697703136,6.8936774512225245,6.865892813040257,6.263892319091134,5.109286243516918,3.7571005186465793
2024-10-08,63.53211721930452,8.051835047701918,7.063612915255291,6.942415861275987,6.305354423692471,4.322694925261817,3.781969607508002
2024-10-09,63.79593226635297,8.020926848899483,7.036498158065814,6.915766337491874,6.157322849270966,4.306101600470544,3.7674519394483483
2024-10-10,63.85746955930527,8.007293405031213,7.024537981333828,6.904011372767167,6.146857036899685,4.298782372210891,3.761048272451944
2024-10-15,63.865286575003864,8.00556156341727,7.023018693032597,6.902518152325042,6.145527576085278,4.297852618569442,3.760234821566507
2024-10-16,63.76111024481522,8.080461562451271,7.088726025261188,6.733198191174178,6.203025105254951,4.338063308903789,3.7954155621394046
2024-10-17,63.806260707054975,8.070394019623112,7.079894097492602,6.724809219747703,6.195296682759695,4.332658464413643,3.7906868089082697
2024-10-22,63.72151108335935,8.089291289416172,7.096472057446144,6.740555729004059,6.20980330939744,4.342803621604745,3.799562909772089
2024-10-24,63.717532467532465,8.09502997002997,7.0960289710289715,6.740134865134865,6.209415584415585,4.342532467532467,3.7993256743256745
2024-10-25,63.715543345924516,8.097899041613337,7.095807448568664,6.739924452907939,6.209221740080542,4.342396903193581,3.7992070677114227
2024-11-04,63.7268670224386,8.095371844084513,7.0935929844271755,6.737821052960085,6.2072839621758265,4.341041725181787,3.7980214087320165
2024-11-05,63.70836971435699,8.08906074591493,7.134838468254959,6.732568292378695,6.202444804789821,4.3376574778595485,3.795060496445054
2024-11-18,63.7043966323667,8.088556283130652,7.140629872154662,6.732148425319613,6.202057998129092,4.337386966011849,3.794823822887434
2024-11-19,63.6477201748907,8.101186758276077,7.151780137414117,6.7426608369768894,6.211742660836976,4.344159900062461,3.800749531542786
2024-11-28,63.68462138953942,8.09992193598751,7.150663544106167,6.710382513661202,6.210772833723653,4.343481654957064,3.8001561280249807
2024-12-03,63.69142393306484,8.098404670475476,7.149324092285599,6.709125534638319,6.209609440854172,4.342668040335925,3.799444288345665
2025-01-03,63.75253233598255,8.08477481689263,7.137291569269129,6.697833878759544,6.199158485273492,4.3353592021193705,3.793049711703288
2025-01-07,63.7621540762902,8.077786088257293,7.136624283221142,6.697207678883071,6.198578908002992,4.334953876838694,3.792695088506607
2025-01-15,63.765541740674955,8.077030943255119,7.135957121934498,6.696581596086131,6.1979994390950734,4.334548627340999,3.7923405316132244
2025-01-21,63.97364986638494,8.054191784227207,7.115779006898267,6.677645889006277,6.074824436020135,4.3222919644521784,3.7816170530110003
2025-01-24,64.00720228486279,8.046690674282877,7.109151868868745,6.671426797466783,6.0691667701477705,4.318266484539923,3.778095119831119
2025-02-03,63.95756428948103,8.118001054688712,7.103638676055464,6.666253063250302,6.064460092440363,4.314917641219716,3.77516518286441
2025-02-21,64.19600321722453,8.064715708717442,6.975808946358968,6.647899523603291,6.047763410257997,4.30303780238817,3.764771391449607
2025-02-24,64.21260938128073,8.060975232676789,6.972573513496799,6.644816177607371,6.044958411922946,4.301042020964101,3.7630252620512663
2025-03-10,64.24352988466651,8.060975232676789,6.972573513496799,6.644816177607371,6.014037908537151,4.301042020964101,3.7630252620512663
2025-03-17,64.33122989359069,8.017817371937639,6.975377381836179,6.607275426874535,6.000989853996535,4.302771591190299,3.764538480574115
2025-03-20,63.846732722939926,8.127430076508215,7.067603160667252,6.697604414900288,6.08303022701618,4.361595384422426,3.8160040135457165
2025-03-26,63.88462141401473,8.12666562157078,7.032450227308355,6.69697444740555,6.082458065527512,4.361185138736479,3.8156450854365884
2025-03-28,63.89594107506661,8.124118476727785,7.030246042939978,6.694875411377526,6.080551637674346,4.359818210311863,3.8144491459018965
2025-03-31,63.90725364248786,8.12157292809024,7.028043239855868,6.692777690741031,6.078646404511985,4.358452138492871,3.813253955820147
2025-04-01,64.50116009280742,8.018561484918793,6.9389017788089715,6.607888631090487,5.865429234338746,4.303170920340294,3.7648878576952822
2025-04-02,64.51213854955931,8.016081645276017,6.936755837327972,6.605845059533014,5.863615277563012,4.301840111334467,3.763723519406216
2025-04-07,64.52311021796258,8.013603339001392,6.934611222754676,6.60380275158448,5.861802442417685,4.3005101252125515,3.7625599010666253
2025-04-09,64.5963308419297,8.00543578973377,6.927543393662364,6.590895052195936,5.8249428624374575,4.296126999814689,3.7587250602260793
2025-04-17,64.60887557518298,8.004694110743955,6.926901578085914,6.581019733794509,5.82440319940706,4.295728976869151,3.7583768259164327
2025-04-23,64.62977829926511,7.988019514605075,6.925832149694313,6.580003705304762,5.8235039832026185,4.295065769159513,3.757796578768604
