date,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,QUAM SECURITIES LTD,GET NICE SECURITIES LTD,KOALA SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,LONG BRIDGE HK LTD,EVERBRIGHT SECURITIES INVESTMENT,VALUABLE CAPITAL LTD
2024-03-01,39.95713829738726,0.0,59.34521909625644,0.0,0.0,0.0,0.0,0.0,0.0,0.6976426063562994
2024-03-04,38.31635065995959,4.823939120340513,55.95683391375381,0.0,0.0,0.0,0.0,0.0,0.2493658368803474,0.6535104690657381
2024-03-05,38.31104613664703,4.824353957948144,55.96164595605624,0.0,0.0,0.0,0.0,0.0,0.2493872812486563,0.6535666680999269
2024-03-06,38.21705426356589,4.832041343669251,56.050818260120586,0.0,0.0,0.0,0.0,0.0,0.24978466838931956,0.6503014642549526
2024-03-07,27.600783265471048,3.4905044602617097,40.453175022534424,0.0,27.80592422217387,0.0,0.0,0.0,0.18027538619339198,0.469337643365555
2024-03-08,27.618781268450327,3.489636742177061,40.44311861036015,0.0,27.79901183928405,0.0,0.0,0.0,0.18023057083372176,0.46922096889468945
2024-03-11,27.639018328673504,3.4886610748679714,40.431811121466296,0.0,27.79123951537745,0.0,0.0,0.0,0.18018018018018017,0.469089779434607
2024-03-13,27.548989113530325,3.4930015552099536,40.48211508553655,0.0,27.82581648522551,0.0,0.0,0.0,0.18040435458786935,0.46967340590979784
2024-03-14,22.53081722721047,2.8483741693298836,33.02135646527672,0.0,22.690610257190684,18.404098818038857,0.0,0.0,0.12174707046111702,0.38299599249226396
2024-03-15,22.744522592723776,2.8386378586247027,32.93781308505794,0.0,22.633203461013004,18.34235692961595,0.0,0.0,0.12143905277538834,0.3820270201892425
2024-03-18,22.70174550973944,2.858588413862889,32.93448014166456,0.0,22.63091323045788,18.33544143688338,0.0,0.04300531242094612,0.1214267644826714,0.3743991904882368
2024-03-19,22.706915310847396,2.864299992409099,32.941980213051295,0.0,22.636066901141167,18.311783608714354,0.0,0.043015105893069505,0.12145441663925508,0.37448445130436986
2024-03-20,22.736586476436216,2.8534567807543447,32.933647011206396,0.0,22.630340745237916,18.307151349573754,0.0,0.04300422453264527,0.12142369279805722,0.37438971946067645
2024-03-21,22.73946263219147,2.85634772048778,32.93781308505794,0.0,22.633203461013004,18.294287304559024,0.0,0.04300966452461671,0.12143905277538834,0.37443707939078075
2024-03-22,22.741992612457622,2.85634772048778,32.93781308505794,0.0,22.633203461013004,18.294287304559024,0.0,0.04300966452461671,0.12143905277538834,0.3719070991246268
2024-03-25,22.804622114339175,2.879971680699891,32.918657867455565,0.0,22.6200409618448,18.240663480745404,0.0,0.04298465195074465,0.12136842903739664,0.37169081392702724
2024-03-26,22.790956451368167,2.880481513327601,32.92448535734156,0.0,22.62404531890142,18.24389256992565,0.0,0.04299226139294927,0.12138991452126853,0.37175661322138487
2024-03-27,22.869558626613777,2.8751168489932035,32.89204416260327,0.0,22.601753366514238,18.225916475076424,0.0,0.04294990020464364,0.12127030646017027,0.3713903135342715
2024-03-28,22.814601344860712,2.876788513069417,32.911168410940896,0.0,22.614894585166084,18.236513473886447,0.0,0.042974872339349816,0.12134081601698772,0.3817179837201072
2024-04-02,20.30626429308103,2.5604232994036145,29.191516075512308,0.0,20.05739652930362,16.17416259360567,11.221469889242634,0.038114882740684274,0.10761849244428502,0.34303394466615844
2024-04-03,20.252624966346584,2.5621466391456518,29.211163959436416,0.0,20.0708965269676,16.185048909629362,11.229022704837117,0.038140536659786416,0.10769092703939694,0.3432648299380777
2024-04-05,20.362568906018915,2.5590462958813247,29.175816788419308,0.0,20.04660959978488,16.158741540805806,11.215434948236453,0.03585353829606059,0.10756061488818176,0.33836776766907184
2024-04-08,20.493655873072704,2.555553069125249,29.135990332758965,0.0,20.019244970573098,16.12325732315886,11.200125316087453,0.03580459641506479,0.10741378924519435,0.3289547295634077
2024-04-09,20.557171626762138,2.5553815171179233,29.136272096665923,0.0,20.017901096442156,16.06175878272544,11.199373461624525,0.03580219288431417,0.10740657865294248,0.3289326471246364
2024-04-10,20.563487445732445,2.5578480956004115,29.138880186188064,0.0,20.019692968715034,16.045293828044578,11.200375956675469,0.03580539766369781,0.1074161929910934,0.33119992838920465
2024-04-11,20.58435311751941,2.557104185775968,29.13264278842927,0.0,20.013870556388287,16.040627307098593,11.19711850376966,0.03579498422783507,0.10738495268350522,0.33110360410747447
2024-04-12,20.511901829500413,2.5595091475020713,29.157802808070404,0.0,20.032693642654007,16.055713549947377,11.2076494166648,0.03582864948384352,0.10748594845153056,0.33141500772555255
2024-04-15,20.588432710594027,2.5573330350151027,29.119588320841256,0.0,20.015661707126075,16.044300257299472,11.198120595144871,0.03579818771674684,0.10739456315024053,0.33337062311220494
2024-04-16,20.611660476978834,2.5571613942458273,29.117633898608442,0.0,20.014318314018524,16.02308828135487,11.197369009799097,0.0357957850463108,0.10738735513893238,0.3355854848091637
