date,ABN AMRO CLEARING HONG KONG LTD,FUBON SECURITIES (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,VALUABLE CAPITAL LTD,HANG SENG SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,92.97323135755258,0.0,0.0,7.0267686424474185,0.0,0.0,0.0,0.0,0.0
2024-03-13,93.0,0.0,0.0,7.000000000000001,0.0,0.0,0.0,0.0,0.0
2024-03-14,47.183098591549296,48.17872753763963,0.0,3.5696940262263235,0.0,0.0,0.0,0.0,1.0684798445847499
2024-03-15,46.090335114133076,48.17872753763963,0.0,3.5696940262263235,0.0,0.0,1.0927634774162214,0.0,1.0684798445847499
2024-04-12,45.48502994011976,47.52095808383234,0.0,3.520958083832335,0.0,1.341317365269461,1.0778443113772456,0.0,1.0538922155688624
2024-04-22,45.91616766467066,47.52095808383234,0.0,3.089820359281437,0.0,1.341317365269461,1.0778443113772456,0.0,1.0538922155688624
2024-04-24,45.50841431618867,47.025361460061625,0.0,3.057596586868926,0.0,1.3273287508888363,1.066603460535672,0.9717942640436122,1.042901161412657
2024-04-29,45.532116615311686,47.025361460061625,0.0,3.033894287745911,0.0,1.3273287508888363,1.066603460535672,0.9717942640436122,1.042901161412657
2024-04-30,45.555818914434695,47.025361460061625,0.0,3.0101919886228963,0.0,1.3273287508888363,1.066603460535672,0.9717942640436122,1.042901161412657
2024-05-03,45.484712017065654,47.025361460061625,0.0,3.0812988859919415,0.0,1.3273287508888363,1.066603460535672,0.9717942640436122,1.042901161412657
2024-05-08,45.489078822412154,47.10351377018044,0.0,2.9914529914529915,0.0,1.3295346628679963,1.0683760683760684,0.97340930674264,1.0446343779677114
2024-05-09,45.346628679962016,47.31718898385565,0.0,2.967711301044634,0.0,1.282051282051282,1.0683760683760684,0.97340930674264,1.0446343779677114
2024-05-10,45.28167340147373,47.37342524364155,0.0,2.9712384121701922,0.0,1.2835749940575232,1.0696458283812693,0.9745661991918231,1.0458759210839077
2024-05-14,45.43730741881963,47.23868215216876,0.0,2.9627873903768664,0.0,1.2799241526428065,1.066603460535672,0.9717942640436122,1.042901161412657
2024-05-21,45.484712017065654,47.23868215216876,0.0,2.9627873903768664,0.0,1.2325195543967766,1.066603460535672,0.9717942640436122,1.042901161412657
2024-05-30,45.60322351268073,47.23868215216876,0.0,2.9627873903768664,0.0,1.2325195543967766,1.066603460535672,0.9717942640436122,0.9243896657975823
2024-06-05,50.42125729099157,43.054655433138905,0.0,2.7003672499459928,0.0,1.123352775977533,0.9721322099805573,0.8857204579822855,0.8425145819831497
2024-06-28,50.44286022899114,43.054655433138905,0.0,2.678764311946425,0.0,1.123352775977533,0.9721322099805573,0.8857204579822855,0.8425145819831497
2024-07-05,50.46446316699071,43.054655433138905,0.0,2.678764311946425,0.0,1.1017498379779649,0.9721322099805573,0.8857204579822855,0.8425145819831497
2024-07-17,50.367965367965375,43.13852813852814,0.0,2.683982683982684,0.0,1.103896103896104,0.974025974025974,0.8874458874458875,0.8441558441558441
2024-07-23,50.38961038961038,43.13852813852814,0.0,2.662337662337662,0.0,1.103896103896104,0.974025974025974,0.8874458874458875,0.8441558441558441
2024-08-12,50.28199566160521,43.232104121475054,0.0,2.668112798264642,0.0,1.106290672451193,0.9761388286334056,0.8893709327548807,0.8459869848156183
2024-09-25,50.0650759219089,43.44902386117136,0.0,2.668112798264642,0.0,1.106290672451193,0.9761388286334056,0.8893709327548807,0.8459869848156183
2024-10-02,50.162372807967095,43.364364581078156,0.0,2.662914050660316,0.0,1.1041350941762287,0.9742368478025547,0.887638016886772,0.8443386014288807
2024-10-03,50.20567222342498,43.364364581078156,0.0,2.6412643429313705,0.0,1.082485386447283,0.9742368478025547,0.887638016886772,0.8443386014288807
2024-10-07,49.23966588134504,42.89997858213751,0.0,2.6129792246733774,1.4992503748125936,1.0708931248661382,0.9638038123795245,0.8781323623902335,0.835296637395588
2024-10-08,49.228791773778916,42.909168808911744,0.0,2.6135389888603253,1.4995715509854326,1.0711225364181662,0.9640102827763496,0.8783204798628963,0.8354755784061696
2024-10-10,49.057412167952016,42.909168808911744,0.0,2.6135389888603253,1.4995715509854326,1.2425021422450728,0.9640102827763496,0.8783204798628963,0.8354755784061696
2024-10-14,49.11191953777017,42.86325700834582,0.0,2.6107425636635995,1.4979670447250162,1.2411726942007275,0.9629788144660818,0.8773806976246523,0.8345816392039376
2024-10-15,49.133319066980526,42.86325700834582,0.0,2.589343034453242,1.4979670447250162,1.2411726942007275,0.9629788144660818,0.8773806976246523,0.8345816392039376
2024-10-22,49.56130965118767,42.86325700834582,0.0,2.589343034453242,1.0699764605178685,1.2411726942007275,0.9629788144660818,0.8773806976246523,0.8345816392039376
2024-10-24,49.180681328158684,43.1867184131091,0.0,2.608883139284174,1.0780508840017249,1.250539025442001,0.9702457956015523,0.8840017248814144,0.8408796895213453
2024-10-30,49.20189818809318,43.2053494391717,0.0,2.5668679896462465,1.0785159620362381,1.2510785159620361,0.9706643658326143,0.8843830888697153,0.8412424503882657
2024-10-31,47.9762428508579,44.28068631764188,0.0,2.6176858776946768,1.0998680158380993,1.2758468983721953,0.9898812142542894,0.9018917729872415,0.8578970523537175
2024-11-08,46.877807726864326,45.2156334231806,0.0,2.6729559748427674,1.1230907457322552,1.302785265049416,1.0107816711590296,0.9209344115004492,0.8760107816711591
2024-11-11,46.27442071785552,45.729213993639256,0.0,2.7033166742389825,1.1358473421172195,1.3175829168559745,1.0222626079054975,0.9313948205361199,0.8859609268514312
2024-11-13,46.69821951769214,45.368492224476,0.0,2.681992337164751,1.1268875366238449,1.3071895424836601,1.0141987829614605,0.9240477800315527,0.878972278566599
2024-11-14,46.09072258946888,45.88557100524277,0.0,2.7125598358787326,1.139731023478459,1.3220879872350126,1.0257579211306131,0.9345794392523363,0.888990198313198
2024-11-18,46.07843137254902,45.896032831737344,0.0,2.7131782945736433,1.1399908800729595,1.322389420884633,1.0259917920656634,0.9347925216598267,0.8891928864569083
2024-11-19,46.10123119015048,45.896032831737344,0.0,2.7131782945736433,1.1399908800729595,1.2995896032831737,1.0259917920656634,0.9347925216598267,0.8891928864569083
2024-11-21,49.37901498929336,43.10492505353319,0.0,2.5481798715203428,1.070663811563169,1.220556745182013,0.9635974304068522,0.8779443254817988,0.835117773019272
2025-01-02,49.400428265524624,43.10492505353319,0.0,2.526766595289079,1.070663811563169,1.220556745182013,0.9635974304068522,0.8779443254817988,0.835117773019272
2025-01-08,49.41126097195461,43.09569685292229,0.0,2.526225647612931,1.0704345964461572,1.220295439948619,0.9633911368015413,0.8777563690858489,0.8349389852280027
2025-01-09,49.43266966388354,43.09569685292229,0.0,2.5048169556840074,1.0704345964461572,1.220295439948619,0.9633911368015413,0.8777563690858489,0.8349389852280027
2025-02-06,49.83943481053308,43.09569685292229,0.0,2.119460500963391,1.0704345964461572,1.198886748019696,0.9633911368015413,0.8777563690858489,0.8349389852280027
2025-02-14,49.807197943444734,43.123393316195376,0.0,2.120822622107969,1.0711225364181662,1.1996572407883461,0.9640102827763496,0.8783204798628963,0.8354755784061696
2025-02-19,50.107112253641816,43.123393316195376,0.0,1.8209083119108824,1.0711225364181662,1.1996572407883461,0.9640102827763496,0.8783204798628963,0.8354755784061696
2025-02-21,50.11779824373528,43.11415720711073,0.0,1.820518312272435,1.0708931248661382,1.199400299850075,0.9638038123795245,0.8781323623902335,0.835296637395588
2025-02-25,50.16063396872992,43.11415720711073,0.0,1.7776825872777897,1.0708931248661382,1.199400299850075,0.9638038123795245,0.8781323623902335,0.835296637395588
2025-03-05,50.10720411663808,43.160377358490564,0.0,1.7795883361921099,1.072041166380789,1.2006861063464835,0.9648370497427101,0.879073756432247,0.8361921097770154
2025-03-07,50.16063396872992,43.11415720711073,0.0,1.7776825872777897,1.0708931248661382,1.199400299850075,0.9638038123795245,0.8781323623902335,0.835296637395588
2025-03-10,50.43869034881232,43.077252300449395,0.0,1.5621656323560882,1.0699764605178685,1.1769741065696555,0.9629788144660818,0.8773806976246523,0.8345816392039376
2025-03-11,50.31109204033469,43.18815704784381,0.0,1.5661875134091396,1.072731173567904,1.1800042909246944,0.9654580562111135,0.8796395623256811,0.836730315382965
2025-03-13,50.343790287924364,43.25311559948432,0.0,1.5685431886549206,1.0743446497636442,1.0743446497636442,0.9669101847872797,0.8809626128061882,0.8379888268156425
2025-03-19,50.27932960893855,43.25311559948432,0.0,1.633003867640739,1.0743446497636442,1.0743446497636442,0.9669101847872797,0.8809626128061882,0.8379888268156425
2025-04-02,49.95702621400945,43.575418994413404,0.0,1.633003867640739,1.0743446497636442,1.0743446497636442,0.9669101847872797,0.8809626128061882,0.8379888268156425
2025-04-03,50.064460678985824,43.46798452943704,0.0,1.633003867640739,1.0743446497636442,1.0743446497636442,0.9669101847872797,0.8809626128061882,0.8379888268156425
2025-04-09,49.9461555029076,43.57096704716778,0.0,1.6368727116088735,1.0768899418479432,1.0768899418479432,0.9692009476631488,0.8830497523153134,0.8399741546413956
2025-04-10,48.62076226574016,42.59844177721626,2.4426194988418617,1.600336913034323,1.052853232259423,1.052853232259423,0.9475679090334808,0.8633396504527269,0.82122552116235
2025-04-28,48.63157894736842,42.589473684210525,2.442105263157895,1.6,1.0526315789473684,1.0526315789473684,0.9473684210526316,0.8631578947368421,0.8210526315789474
2025-04-30,48.694736842105264,42.589473684210525,2.442105263157895,1.6,1.0526315789473684,0.9894736842105264,0.9473684210526316,0.8631578947368421,0.8210526315789474
