date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIBANK N.A.,QUAM SECURITIES LTD,YUE XIU SECURITIES CO LTD,CHINA MERCHANTS BANK CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ZHESHANG INTERNATIONAL FINANCIAL,FUTU SECURITIES INTERNATIONAL
2024-05-14,74.9029497605622,7.585503386132442,0.0,0.0,5.24496330509195,5.758550338613244,2.3943781700716893,0.0,4.113655039528492
2024-05-16,74.90348037375233,7.585557121908715,0.0,0.0,5.247834064166955,5.758591132237201,2.3943951318688326,0.0,4.110142176065967
2024-05-17,74.90878691915864,7.58609452154754,0.0,0.0,5.248205847555489,5.758999100267086,2.394564763058525,0.0,4.103348848412716
2024-05-20,74.90401099446026,7.585610858446325,0.0,0.0,5.2478712401354475,5.7451722134852155,2.398662529575948,0.0,4.118672163896799
2024-05-21,74.89233907524931,7.584428830462375,0.0,0.0,5.247053490480508,5.744276971894832,2.4174127379873074,0.0,4.114488893925658
2024-05-22,74.8928695381172,7.584482551015349,0.0,0.0,5.247090655390521,5.744317658641621,2.417429860535617,0.0,4.113809736299697
2024-05-23,74.844628169373,7.579597095006867,0.0,0.0,5.2437108031201785,5.740617523394255,2.4802865353851384,0.0,4.111159873720571
2024-05-24,74.82873803997056,7.577280190228161,0.0,0.0,5.24259752024005,5.744352601483326,2.5123138764649267,0.0,4.094717771612976
2024-05-27,74.83191552605133,7.571232430749197,0.0,0.0,5.242820138997013,5.744596526490113,2.561253520927402,0.0,4.048181856784951
2024-05-28,74.8027986671666,7.568286488436751,0.0,0.0,5.240780174456856,5.742361322363162,2.592799586849943,0.0,4.052973760726691
2024-05-29,74.8080909560431,7.5702369413412764,0.0,0.0,5.234783469998514,5.744890090064595,2.626235469743815,0.0,4.015763072808699
2024-05-30,74.80862022611821,7.57029050105418,0.0,0.0,5.242603047926306,5.744930735379435,2.62625405045917,0.0,4.007301439062699
2024-06-03,74.81603079361486,7.563964677912375,0.0,0.0,5.243122381976678,5.745499830182271,2.6222687648590512,0.0,4.009113551454772
2024-06-04,74.81603079361486,7.563964677912375,0.0,0.0,5.243122381976678,5.746914977923695,2.620853617117627,0.0,4.009113551454772
2024-06-05,74.81603079361486,7.563964677912375,0.0,0.0,5.243122381976678,5.748330125665119,2.620853617117627,0.0,4.007698403713348
2024-06-07,74.77740610038119,7.559352479826876,0.0,0.0,5.24041555575986,5.7439480626021036,2.6195005693029043,0.0,4.059377232127071
2024-06-11,74.75678733031674,7.557268099547511,0.0,0.0,5.238970588235294,5.7423642533936645,2.6187782805429864,0.0,4.085831447963801
2024-06-13,74.75678733031674,7.557268099547511,0.0,0.0,5.238970588235294,5.7423642533936645,2.6180712669683257,0.0,4.086538461538462
2024-06-14,74.76336234015028,7.555439308360608,0.0,0.0,5.238192858809142,5.7415117947702905,2.6148549776970333,0.0,4.086638720212639
2024-06-18,74.67467820855899,7.546477063313304,0.0,0.0,5.2319793262679255,5.734701226443737,2.6950695125998205,0.0,4.117094662816231
2024-06-20,74.65412090239151,7.544399582121581,0.0,0.0,5.230539006691702,5.733122511788125,2.7169156055001835,0.0,4.120902391506903
2024-06-21,74.62620218598514,7.541578171195518,0.0,0.0,5.228582919962461,5.72462796621531,2.7427127948575016,0.0,4.136295961784069
2024-06-24,74.62514905837443,7.541471744177021,0.0,0.0,5.228509134014945,5.725252781834988,2.742674089597313,0.0,4.136943192001298
2024-06-26,74.61146110378203,7.540088466232565,0.0,0.0,5.227550106173588,5.72420263987753,2.7421710206068473,0.0,4.154526663327431
2024-06-27,74.61146110378203,7.540088466232565,0.0,0.0,5.227550106173588,5.72420263987753,2.741465548257836,0.0,4.155232135676442
2024-07-03,74.32778129172816,7.510717548668213,0.0,0.0,5.207674467636517,5.702438681565816,3.0824372759856633,0.0,4.16895073441563
2024-07-04,74.32778129172816,7.510717548668213,0.0,0.0,5.207674467636517,5.702438681565816,3.0831400660622674,0.0,4.168247944339026
2024-07-05,74.3272589271282,7.511367549599061,0.0,0.0,5.207637868874349,5.702398605674287,3.0831183982121146,0.0,4.168218650511979
2024-07-08,74.3272589271282,7.511367549599061,0.0,0.0,5.207637868874349,5.702398605674287,3.0838211833496145,0.0,4.1675158653744795
2024-07-10,74.33039322486559,7.511684295603893,0.0,0.0,5.207857469164002,5.702639069473241,3.0839512246547423,0.0,4.163474716238536
2024-07-11,74.3273156574352,7.510734137720217,0.0,0.0,5.207198723849813,5.69489048017259,3.0835611336373794,0.0,4.17629986718481
2024-07-12,74.32052615306782,7.509345400376627,0.0,0.0,5.206723066977712,5.694370274600185,3.083279462604345,0.0,4.18575564237331
2024-07-15,74.32503635635551,7.508026499743574,0.0,0.0,5.205808586422745,5.693370146338722,3.082737932148854,0.0,4.185020478990593
2024-07-16,74.31772680973621,7.507288117733834,0.0,0.0,5.205296617610903,5.692810227951249,3.092269326683292,0.0,4.1846089002845
2024-07-17,74.31511660578815,7.50702444506884,0.0,0.0,5.205113796010115,5.692610283787581,3.092160719303175,0.0,4.187974150042146
2024-07-18,74.30885286432726,7.506391706234372,0.0,0.0,5.204675076559997,5.692130475093418,3.100328716320625,0.0,4.187621161464333
2024-07-19,74.28693808193015,7.5041779600320195,0.0,0.0,5.203140140716503,5.690451781425984,3.1289058659963205,0.0,4.186386169899027
2024-07-24,74.31772680973621,7.50658564855467,0.0,0.0,5.205296617610903,5.692810227951249,3.043798953320923,0.0,4.233781742826034
2024-07-25,74.31616066536478,7.506427457536632,0.0,0.0,5.205186923109344,5.692690259767628,3.043734809424128,0.0,4.2357998847974825
2024-07-26,74.31772680973621,7.505883179375505,0.0,0.0,5.205296617610903,5.692810227951249,3.0445014225000877,0.0,4.233781742826034
2024-07-29,74.29371984747299,7.502756300868674,0.0,0.0,5.203615143152084,5.690971271269162,3.063882978349871,0.0,4.245054458887227
2024-08-01,74.29528504613829,7.502914366774814,0.0,0.0,5.203724771415328,5.6910911670107724,3.060436242082052,0.0,4.246548406578745
2024-08-02,74.29979708333626,7.5015973543599,0.0,0.0,5.202811343673424,5.690092190165914,3.0598990331617784,0.0,4.245802995302725
2024-08-06,74.30397078959379,7.501316574799002,0.0,0.0,5.203103605659516,5.6904118245971285,3.070603517887863,0.0,4.230593687462697
2024-08-07,74.33215557631655,7.506269273185774,0.0,0.0,5.205077233231012,5.692570296640231,3.071768251136196,0.0,4.1921593694902395
2024-08-08,74.33215557631655,7.504161954467866,0.0,0.0,5.205077233231012,5.692570296640231,3.071768251136196,0.0,4.194266688208146
2024-08-12,74.33215557631655,7.504161954467866,0.0,0.0,5.205077233231012,5.692570296640231,3.0710658115635603,0.0,4.194969127780783
2024-08-13,74.33581072537477,7.504530958034196,0.0,0.0,5.205333183472189,5.69285021846945,3.0712168256599743,0.0,4.190258088989421
2024-08-27,74.33581072537477,7.504530958034196,0.0,0.0,5.205333183472189,5.69285021846945,3.0698118774323166,0.0,4.1916630372170784
2024-08-28,74.33424418890536,7.5043728092050275,0.0,0.0,5.205223487429491,5.69273024860035,3.069747184894315,0.0,4.19368208096546
2024-08-29,74.33424418890536,7.5043728092050275,0.0,0.0,5.205223487429491,5.6983499230807055,3.069747184894315,0.0,4.188062406485105
2024-08-30,74.33424418890536,7.505075268515071,0.0,0.0,5.204521028119446,5.6983499230807055,3.069747184894315,0.0,4.188062406485105
2024-09-02,74.32767472731231,7.503915605531715,0.0,0.0,5.203716840264365,5.697469430182823,3.069272856249868,0.0,4.197950540458916
2024-09-03,74.34582557690281,7.505180710196341,0.0,0.0,5.182115134698465,5.6984299813845665,3.0697903129500195,0.0,4.198658283867795
2024-09-04,74.3463478370822,7.504530958034196,0.0,0.0,5.182151537715836,5.698470011380081,3.0698118774323166,0.0,4.198687778355368
2024-09-11,74.34687010459913,7.504583675791869,0.0,0.0,5.182187941244652,5.6985100419379995,3.0698334422175857,0.0,4.1980147942087624
2024-09-12,74.34164775960046,7.504056531542607,0.0,0.0,5.181823928970308,5.698109761665601,3.0696178079978647,0.0,4.204744210223161
2024-09-13,74.28894317160827,7.4987365229110505,0.0,0.0,5.17815026954178,5.6940700808625335,3.0674415992812216,0.0,4.272658355795148
2024-09-16,74.99805126242764,7.569605362925799,0.0,0.0,5.227577116860478,4.814444751518244,3.0967211604555085,0.0,4.29360034581234
2024-09-17,75.00230305349463,7.569605362925799,0.0,0.0,5.227577116860478,4.814444751518244,3.0960125286110105,0.0,4.290057186589851
2024-09-20,75.00070861678005,7.569444444444444,0.0,0.0,5.227465986394558,4.8143424036281175,3.0959467120181405,0.0,4.292091836734694
2024-09-23,75.00336604896715,7.569712645714488,0.0,0.0,5.227651206462814,4.814512985862594,3.0960564078942707,0.0,4.2887007050986785
2024-09-26,74.9948629287683,7.568854468543409,0.0,0.0,5.2270585484408105,4.813967165257811,3.0957054084503053,0.0,4.299551480539357
2024-09-27,74.96989615945827,7.56633469804077,0.0,0.0,5.225318392384082,4.812364532717562,3.1230078340817977,0.0,4.303078383317514
2024-09-30,74.95946357386126,7.563495266619935,0.0,0.0,5.223357478174055,4.810558588411892,3.1515743710658426,0.0,4.291550721867012
2024-10-02,74.97841685890995,7.559052889310331,0.0,0.0,5.220289567912592,4.807733133305971,3.1567997509093226,0.0,4.277707799651839
2024-10-03,74.87864677910534,7.547569756021734,0.0,0.0,5.208826459594854,4.800429593934812,3.266468356308601,0.0,4.298059055034657
2024-10-04,74.94488567310138,7.547129815437664,0.0,0.0,5.2273819281535285,4.767389276730449,3.3337101834317853,0.0,4.179503123145191
2024-10-07,74.91208248005084,7.5425464303368415,0.0,0.0,5.205847044700233,4.780735823741261,3.3493397358943575,0.0,4.2094484852764635
2024-10-08,74.8872275990597,7.540043908878488,0.0,0.0,5.2041198105282485,4.818681745342623,3.348228467354243,0.0,4.201698468836697
2024-10-09,74.95816593824797,7.544252317642323,0.0,0.0,5.205075160099131,4.802620895143012,3.2909461911587155,0.0,4.198939497708834
2024-10-10,74.94652425292793,7.541668725688831,0.0,0.0,5.204266764558463,4.802580954868587,3.299612433199438,0.0,4.205346868756751
2024-10-14,68.83288608874888,6.924512892311283,8.25911665953668,0.0,4.778387067501523,4.4102205110255515,3.0328368270265362,0.0,3.762039953849544
2024-10-15,68.83645556491865,6.924871977701433,8.259544953652686,0.0,4.778634860958061,4.410449212419784,3.0323458870810915,0.0,3.7576975432682955
2024-10-16,68.85921968110284,6.927162022837654,8.262276373209525,0.0,4.7802151485873985,4.41190774158826,3.0333486794752917,0.0,3.725870353199022
2024-10-17,68.81989510466843,6.925166451646364,8.26066943707901,0.0,4.779285441072552,4.411049666448405,3.0327587212883067,0.0,3.7711751777969384
2024-10-18,68.81409549986387,6.924582852549559,8.259325044404973,0.0,4.778882680115648,4.410677937534843,3.032503144001763,0.0,3.779932841529346
2024-10-21,68.80874288603394,6.924044232988061,8.25868260367917,0.0,4.77851096101741,4.410334858757794,3.0355082515524328,0.0,3.784176205971194
2024-10-22,68.80606689136634,6.92377495462795,8.258361420793364,0.0,4.778325123152709,4.41016333938294,3.0353901996370234,0.0,3.7879180710396683
2024-10-24,68.79848603666954,6.921715911521287,8.257451538267107,0.0,4.777798661023869,4.409677440261314,3.035055769068744,0.0,3.7998146431881374
2024-10-28,68.79937781522408,6.921805632068441,8.25755857286367,0.0,4.7778605917236465,4.409734599306523,3.0318545643086297,0.0,3.8018082245050064
2024-10-29,68.79848603666954,6.921715911521287,8.257451538267107,0.0,4.777798661023869,4.409677440261314,3.0318152653648482,0.0,3.803055146892033
2024-10-30,68.79447331924877,6.9213121978406535,8.256969916918331,0.0,4.777519992741695,4.409420242893989,3.03487874742395,0.0,3.8054255829326147
2024-10-31,68.7779815087176,6.919652980698833,8.254990508153917,0.0,4.7835016813201765,4.408363191074425,3.040630284496219,0.0,3.814879845538832
2024-11-01,68.77037017838282,6.9201910180067525,8.255632374571539,0.0,4.783873622279387,4.408705963157111,3.040866708567948,0.0,3.8203601350344387
2024-11-04,68.75789555516685,6.91893572775154,8.25413484150584,0.0,4.792075615934284,4.407906244533846,3.0403151095822074,0.0,3.828736905525431
2024-11-05,68.76842248466278,6.918756437747388,8.253920952559875,0.0,4.791951439140209,4.40779202269974,3.0635579769763477,0.0,3.795598686213665
2024-11-06,68.76975900492356,6.9188909043793725,8.25408136823011,0.0,4.7920445711324176,4.407877688520342,3.0636175174915783,0.0,3.7937289453226226
2024-11-07,68.7562756288585,6.918577157034858,8.253707074698607,0.0,4.79182726878154,4.407677806785129,3.078378150770566,0.0,3.7935569130707987
2024-11-12,68.76607599857462,6.919563315948038,8.254883540121156,0.0,4.7763128057274296,4.408306067575885,3.0788169360847455,0.0,3.7960413359681233
2024-11-13,68.76473942001192,6.91942882317879,8.254723093269755,0.0,4.7762199704563715,4.4082203851037915,3.0787570943582034,0.0,3.7979112136211675
2024-11-14,68.76028453335752,6.918980551704479,8.254188315474417,0.0,4.77591054561474,4.407934800917348,3.0856839295663328,0.0,3.7970173233651643
2024-11-15,68.76384839650146,6.919339164237123,8.254616132167152,0.0,4.776158082280531,4.408163265306123,3.0858438613540655,0.0,3.7920310981535468
2024-11-18,68.76872398096152,6.926089719480721,8.261895807125164,0.0,4.780370135007198,4.412050786569313,3.088565240509941,0.0,3.7623043303461423
2024-11-19,68.76366018328156,6.927212706483601,8.26323537995577,0.0,4.78114521788195,4.412766150633313,3.092308789861793,0.0,3.7596715719020164
2024-11-20,68.75834965434052,6.926808389213868,8.262753083697584,0.0,4.780866159094152,4.412508592848156,3.092128302572018,0.0,3.7665858182336995
2024-11-21,68.74201477388434,6.9271228541224845,8.26312819814386,0.0,4.781083202002711,4.41335745925508,3.092268679754331,0.0,3.781024832837195
2024-11-22,68.81699486440337,6.937924855378743,8.272141173720808,0.0,4.786298150276258,4.418171312076768,3.069671412711089,0.0,3.6987982314329675
2024-11-25,68.89002996405613,6.946331190567497,8.281389136242208,0.0,4.791649063054513,4.423110672013832,3.073103197249287,0.0,3.59438677681653
2024-11-26,69.08806466332051,6.9669513069552185,8.30519522847272,0.0,4.805423375268887,4.452121765204355,3.1197444755882926,0.0,3.262499185190014
2024-11-27,69.09797376587477,6.967950556758025,8.306386418755054,0.0,4.806112603332725,4.453412261715388,3.120191931572222,0.0,3.2479724619918118
2024-11-28,69.13448179143809,6.973588942448812,8.310775111377824,0.0,4.808651920655939,4.455765229245892,3.120535918125069,0.0,3.1962010867083697
2024-11-29,69.22343413232316,6.982561557050486,8.32146822545882,0.0,4.814839004637189,4.461498269218209,3.1258572268303837,0.0,3.0703415844817448
2024-12-02,69.23519113689215,6.983747485040892,8.322881555224583,0.0,4.815656763606908,4.462256016304774,3.1263881267800686,0.0,3.05387891615061
2024-12-04,69.2410711369234,6.984340600113673,8.323588400154176,0.0,4.816065747267608,4.46263498637887,3.126653644387245,0.0,3.045645484775039
2024-12-05,69.2546441803177,6.985709711776583,8.325220039074496,0.0,4.817009820897668,4.463509778425389,3.127266549486739,0.0,3.0266399200214322
2024-12-06,69.25509670674333,6.985755358076321,8.325274438055411,0.0,4.8170412963931,4.463538944066911,3.1272869837950865,0.0,3.026006272869838
2024-12-10,69.25057170859196,6.99640640313623,8.324730480235218,0.0,4.8232603724273115,4.463247304802352,3.1159751715125776,0.0,3.025808559294348
2024-12-11,69.24830943125019,6.996177844565679,8.324458527980138,0.0,4.823102806180785,4.463101499460978,3.1191401783672537,0.0,3.0257097121949625
2024-12-12,69.26776984811649,6.998143936423287,8.326797898204061,0.0,4.824458212427783,4.464355736804956,3.120016730713931,0.0,2.998457637309492
2024-12-13,69.37318308018945,6.9952637595949705,8.323370896619304,0.0,4.822472644128696,4.462518373346399,3.0932549403886984,0.0,2.9299363057324843
2024-12-16,69.55407684363276,6.999333272325573,8.328213039101618,0.0,4.818741584197247,4.469690036996849,3.09636175859229,0.0,2.733583465153674
2024-12-17,69.60086299892126,7.000751855120788,8.329900951260175,0.0,4.819718217776471,4.470595926906606,3.103527181197084,0.0,2.6746428688176263
2024-12-18,69.71629444742103,6.996589260745136,8.324948054833188,0.0,4.816852449590319,4.467937744207624,3.1265109836258382,0.0,2.550867059576859
2024-12-19,70.08827553544177,7.037704572962164,8.380913539967374,0.0,4.849234331421354,4.474951323475241,2.941640793558912,0.0,2.227279903173183
2024-12-20,70.09272957835782,7.068318714995245,8.415011095846983,0.0,4.868963330867589,4.489855225615556,2.8142502377681495,0.0,2.250871816548663
2024-12-23,70.05682193591014,7.071027419887678,8.418235877106046,0.0,4.8708292038321765,4.491575817641229,2.8153287082920384,0.0,2.2761810373306903
2024-12-27,70.04710281361687,7.070046442185094,8.417067998493767,0.0,4.8701534640056545,4.4909526923915415,2.8301325881443606,0.0,2.274544001162706
2024-12-30,70.06237693110785,7.071588100807465,8.41890338183404,0.0,4.871215425074998,4.491931966855647,2.8122480804556687,0.0,2.27173611386433
2025-01-06,70.0670067667583,7.07205540283358,8.419459716641995,0.0,4.871537322901247,4.492228801015013,2.812433918375978,0.0,2.2652780714738845
2025-01-13,70.06006224272018,7.072015223697164,8.41862524199996,0.0,4.87105449211394,4.491783564485969,2.812155170704955,0.0,2.2743040642778327
2025-01-14,70.05913641018864,7.071921768145629,8.418513991212132,0.0,4.870990121906901,4.491724206283656,2.812118008523572,0.0,2.2755954937394693
2025-01-17,70.05728481853201,7.071734864452359,8.418291498457208,0.0,4.870861386596541,4.508123608348916,2.812043687107282,0.0,2.261660136505692
2025-01-22,63.67425129563238,6.427417562950017,7.651287225034681,8.995261858864648,4.427069258531957,4.097381111091094,2.6759387704854043,0.0,2.0513929174098164
2025-01-23,63.6368001248357,6.423637160227826,7.64798732437477,8.991771646690953,4.424465397103572,4.094971161752261,2.6743648683523484,0.0,2.1060023166625657
2025-01-24,63.60702352171904,6.420631445076996,7.644408717613395,8.98756426330408,4.422395124087416,4.0930550639783565,2.673113493344211,0.0,2.1518083708765006
2025-02-03,63.59824856046066,6.419745681381958,7.6421545105566215,8.985724568138195,4.4217850287907865,4.092490403071017,2.6727447216890594,0.0,2.1671065259117084
2025-02-04,63.59824856046066,6.419745681381958,7.6421545105566215,8.985124760076776,4.421185220729367,4.092490403071017,2.6727447216890594,0.0,2.1683061420345493
2025-02-05,63.613404040888796,6.42246964534242,7.643254787157461,8.985818495944715,4.421821759370351,4.093079617987234,2.67312952920286,0.0,2.1470221241061576
2025-02-06,63.622182357070436,6.423355912475326,7.644309516238383,8.985858537375579,4.4224319475859915,4.0936444415112225,2.6734984070605314,0.0,2.1347188806825343
2025-02-07,63.61722040243332,6.422854948825936,7.643713329253806,8.985157721704281,4.422087037903603,4.093325174279784,2.673289898371789,0.0,2.1423514872274816
2025-02-10,63.59814317244027,6.42092889358027,7.641421168793781,8.982463295269168,4.42076096343921,4.092097687362058,2.687482007484886,0.0,2.1567028116303617
2025-02-11,63.444544095665165,6.403587443946189,7.617937219730941,8.954857997010464,4.4125560538116595,4.085500747384155,2.733034379671151,0.0,2.347982062780269
2025-02-12,63.318475024316314,6.390863035033386,7.602799806662968,8.937064022007005,4.403787973720485,4.083349743112368,2.7729542972735897,0.0,2.4907060978738893
2025-02-13,63.28448825988681,6.387432681469288,7.598718935070046,8.932266972022926,4.401424200676316,4.096067941767608,2.7774298783942557,0.0,2.5221711307127563
2025-02-14,63.296190692070006,6.388613831855978,7.600124073919423,8.933918707722409,4.402238102623448,4.096825377888596,2.7785399840135527,0.0,2.5035492299065867
2025-02-17,63.367253096372735,6.3963834844196015,7.608656705722168,8.943948785935243,4.407180479415242,4.101424868919225,2.781659440801653,0.0,2.3934931384141316
2025-02-18,63.37103748118774,6.396765485774349,7.609111105802537,8.944482931606986,4.407443682664055,4.101669811996847,2.79675593034089,0.0,2.3727335706265973
2025-02-19,63.37103748118774,6.396765485774349,7.609111105802537,8.944482931606986,4.407443682664055,4.1022670265879935,2.796158715749743,0.0,2.3727335706265973
2025-02-20,63.380500421099164,6.3977206888107085,7.610247343491479,8.945818574952662,4.408101828346842,4.102879601478924,2.7965762547858963,0.0,2.358155287034327
2025-02-21,63.380500421099164,6.3977206888107085,7.610247343491479,8.945818574952662,4.408101828346842,4.102879601478924,2.7959789510151176,0.0,2.3587525908051057
2025-02-24,63.37179441239355,6.396841891520647,7.6092019923316725,8.944589768397416,4.4074963270863945,4.102316025847756,2.7955948925598118,0.0,2.3721646898627586
2025-02-25,63.357037514703165,6.395352308620082,7.607430096548265,8.942506911231723,4.406469987640389,4.101360751368812,2.794943904084642,0.0,2.394898525802927
2025-02-26,63.35514610176373,6.395161386623359,7.6072029901006655,8.942239948413597,4.40633844022784,4.101238312455966,2.7948604659493927,0.0,2.3978123544654477
2025-02-28,63.377850513062484,6.397453203206192,7.6099291627345815,8.9454445546092,4.4079175277436,4.102708062069213,2.795862052488861,0.0,2.362834924085865
2025-03-04,63.373981797768906,6.396459881040537,7.608747581396461,8.944055609965842,4.407233117550104,4.102071041253613,2.795427943530086,0.0,2.3720230274944463
2025-03-05,63.36813436223332,6.397376782855914,7.609838258833649,8.945337697398283,4.407864873258953,4.102659053443868,2.795828654705306,0.0,2.3729603172707074
2025-03-06,63.365485113626185,6.397109326007107,7.609520112282378,8.944963717263416,4.4076805924687195,4.107862752710007,2.795711768746081,0.0,2.3716666168961087
2025-03-07,63.375326296674615,6.398102849906516,7.610701933587801,8.946352943987481,4.408365141659051,4.108500737714221,2.8104821126701673,0.0,2.342167983800154
2025-03-10,63.42685310839167,6.403304777220471,7.6168897550710515,8.953626706043414,4.4119493283434865,4.111841121998171,2.812767153097033,0.0,2.262768049834701
2025-03-11,63.42761148077073,6.403381339263829,7.616980827519415,8.953733761381232,4.412002080456266,4.111890285823604,2.8128007843559253,0.0,2.2615994404290043
2025-03-12,63.44164464163986,6.4047980673786435,7.618666060729278,8.876783429206979,4.412978222131863,4.112800028702297,2.813423107741249,0.0663740626906012,2.2525323797792316
2025-03-13,63.45796125389525,6.408239677973096,7.620625512138811,8.639819129020102,4.414113199873198,4.113857803350659,2.814146694499106,0.2882930301272198,2.2429436991225606
