date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,TOYO SECURITIES ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,DAIWA CAPITAL MARKETS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,30.79023171569546,8.816138904503154,5.870082818062581,0.0,0.0,3.3412838673412026,0.0,0.0,2.3257385547436136,51.14347586034601
2024-03-04,30.77534195240772,8.838523515083379,5.8699828867653485,0.0,0.0,3.340182624445694,0.0,0.0,2.3257385547436136,51.149769533445756
2024-03-05,30.81011804384486,8.789157454250203,5.869683092873649,0.0,0.0,3.34388008244332,0.0,0.0,2.3257385547436136,51.13857722815565
2024-03-06,30.801823746174506,8.788358003872338,5.869383298981949,0.0,0.0,3.3489765786022114,0.0,0.0,2.3257385547436136,51.13428018237462
2024-03-07,30.787433639372928,8.785060271063644,5.864636562363375,5.216084441946163,0.0,3.355971769408532,0.0,0.0,2.3177440509649614,56.3269307351196
2024-03-08,30.77294360127412,8.79855099619012,5.858515770407845,5.216059459121854,4.380238585972144,3.412233089750796,0.0,0.0,2.3177440509649614,60.75628555368184
2024-03-11,30.51701954906002,8.794553744300792,5.858315907813378,5.216059459121854,4.130410342889264,3.914387858347386,2.06333145962151,0.0,2.3177440509649614,62.81182237211917
2024-03-12,30.506626694147776,8.787358690900007,5.857816251327212,5.216059459121854,4.130410342889264,3.918185247642246,2.06333145962151,0.0,2.317694085316345,62.7974822309662
2024-03-13,30.523215289488476,8.641758790831304,5.85361913684342,5.216059459121854,4.130410342889264,4.024412216601086,2.06333145962151,0.0,2.317694085316345,62.770500780713256
2024-03-14,30.53470738867029,8.635662981700081,5.853519205546187,5.21553481981138,4.130410342889264,4.027410155518081,2.06333145962151,0.0,2.317694085316345,62.77827043907314
2024-03-15,30.60575854100306,8.552919867591031,5.853419274248954,5.21553481981138,4.130410342889264,4.028409468490413,2.06333145962151,0.0,2.3176316282555742,62.76741540191119
2024-03-18,30.618150021859968,8.515545562425832,5.84749834488789,5.21553481981138,4.150396602335895,4.034705140216102,2.06333145962151,0.0,2.3176316282555742,62.76279357941416
2024-03-19,30.482843045406284,8.617075760414714,5.843975766660421,5.182957216913372,4.18986946474299,4.039002185997127,2.0683280244831677,1.5861345325089,2.3126350633939166,64.3228210605209
2024-03-20,30.50442820560864,8.649153706826556,5.843476110174255,5.188153644369496,4.135606770345388,4.096462681906189,2.0683280244831677,1.5961276622322151,2.3126350633939166,64.39437186933984
2024-03-21,30.582474548747733,8.4229092498907,5.843176316282555,5.205741552682531,4.135606770345388,4.096062956717257,2.0683280244831677,1.5961276622322151,2.312547623508838,64.26297470489038
2024-03-22,30.45526200736993,8.348860158640935,5.8289361064268315,5.295679720192368,4.135606770345388,4.094464055961526,2.0683280244831677,1.5961276622322151,2.312547623508838,64.13581212916121
2024-03-25,30.561289113734308,8.182974205233903,5.828536381237899,5.295679720192368,4.135606770345388,4.096462681906189,2.0683280244831677,1.592130410342889,2.312547623508838,64.07355493098494
2024-03-26,30.472450190494033,8.306589219911311,5.8281491474611204,5.295679720192368,4.135606770345388,4.095663231528325,2.0683280244831677,1.592130410342889,2.310861282868028,64.10545799762663
2024-03-27,30.43067890825058,8.343064143401412,5.827849353569421,5.295679720192368,4.140603335207045,4.096862407095122,2.0683280244831677,1.592130410342889,2.310861282868028,64.10605758541003
2024-03-28,30.456760976828427,8.321578914496284,5.827749422272188,5.295679720192368,4.140603335207045,4.096862407095122,2.0683280244831677,1.592130410342889,2.3051651989257387,64.10485840984323
2024-04-02,30.43577540440947,8.310786334395104,5.827549559677721,5.295679720192368,4.140603335207045,4.098561239148086,2.0683280244831677,1.592130410342889,2.3051651989257387,64.0745792267816
2024-04-03,30.441671350946226,8.26441821247892,5.827249765786022,5.288384735494348,4.140603335207045,4.101659109362314,2.0756230091811876,1.592130410342889,2.3018674661170446,64.03360739491599
2024-04-05,30.312060458434825,8.15029667103866,5.827024920367248,5.2783916057710325,4.140603335207045,4.113850727624758,2.0756230091811876,1.592130410342889,2.2793204671788145,63.76930160514647
2024-04-08,30.327549809505967,8.175179564049715,5.807538317406783,5.2783916057710325,4.140603335207045,4.105456498657173,2.0756230091811876,1.592130410342889,2.2670788832677538,63.76955143338955
2024-04-09,30.327549809505967,8.175179564049715,5.807438386109549,5.253408781462745,4.140603335207045,4.103657735306976,2.0756230091811876,1.592130410342889,2.2670788832677538,63.742669914433826
2024-04-10,30.306963962275933,8.105227655986509,5.807338454812316,5.173463743676223,4.135606770345388,4.100260071201049,2.0700268565361313,1.592130410342889,2.2670788832677538,63.5580968084442
2024-04-11,30.38980700768222,8.054562488289301,5.807238523515084,5.173463743676223,4.135606770345388,4.100859658984448,2.0700268565361313,1.592130410342889,2.2670788832677538,63.590774342639435
2024-04-12,30.293273374554992,8.069851976765975,5.80713859221785,5.173463743676223,4.135606770345388,4.102858284929111,2.0700268565361313,1.592130410342889,2.2670788832677538,63.51142889263631
2024-04-15,30.424083442633187,8.04626819061895,5.806938729623384,5.173463743676223,4.135606770345388,4.098960964337018,2.0700268565361313,1.6023234026606707,2.2670788832677538,63.62475098369871
2024-04-16,30.39500343513834,8.043669976890888,5.806738867028917,5.188453438261195,4.135606770345388,4.114450315408156,2.0825182686902757,1.6023234026606707,2.2670788832677538,63.63584335769159
2024-04-17,30.360227343701208,7.928449191181063,5.8066389357316845,5.189452751233527,4.135606770345388,4.266845543688714,2.0700268565361313,1.6123165323839859,2.2670788832677538,63.63664280806945
2024-04-18,30.356130160514645,7.991206045843483,5.799244019736431,5.189452751233527,4.135606770345388,4.2330687652239085,2.068228093185935,1.6123165323839859,2.2670539004434453,63.65230703891075
2024-04-19,30.352032977328086,8.147798388607832,5.798044844169634,5.189452751233527,4.135606770345388,4.197493223408907,2.068228093185935,1.6123165323839859,2.2670039347948285,63.76797751545812
2024-04-22,30.35942789332334,8.080444694272687,5.795446630441571,5.189452751233527,4.135606770345388,4.200091437136969,2.0682156017737805,1.6123165323839859,2.2669914433826746,63.70799375429392
2024-04-23,30.3822122290925,8.075248266816564,5.795346699144338,5.189452751233527,4.135606770345388,4.193995628005746,2.0682156017737805,1.6123165323839859,2.2669914433826746,63.7193859221785
