date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-01,61.673726367720775,33.445980002054064,0.0,0.0,0.0,0.0,0.0,4.88029363022516,0.0,0.0
2024-03-04,46.84273976811427,25.395489360404945,20.093924717271054,0.0,0.0,3.9653165141120272,0.0,3.702529640097708,0.0,0.0
2024-03-05,40.988065560472805,22.20269688605681,17.58459925994625,5.411962343582047,5.082229355508587,3.4681807792925996,0.0,3.2397083299279656,0.0,2.02255748521294
2024-03-06,40.95256305309957,22.214636408816986,17.59236422189183,5.419897860566129,5.084402921109541,3.4696640493129878,0.0,3.243048993500091,0.0,2.023422491702867
2024-03-07,40.96982756036682,22.21936064121753,17.602705355629695,5.384139988676377,5.085484185757554,3.471135239535187,0.0,3.243494229909325,0.0,2.0238527989075124
2024-03-08,40.954656277777225,22.28352102852808,17.60193710051835,5.34820604259402,5.086180415512754,3.4637872961659877,0.0,3.237581963814679,0.0,2.024129875088909
2024-03-11,40.97479582269619,22.29186071638273,17.559018659467576,5.3691569629167395,5.07449962799036,3.466627087640576,0.0,3.2391092786532587,0.0,2.0249318442525737
2024-03-12,40.983967301583675,22.296972665394666,17.56294893332708,5.346874718562345,5.07563546443001,3.467403030424591,0.0,3.2408127970659284,0.0,2.0253850892117073
2024-03-13,40.96345997634784,22.324657296059357,17.56548414143104,5.336147487256423,5.076368131376263,3.463499657250583,0.0,3.2447058571413785,0.0,2.025677453137111
2024-03-14,40.97559036607133,22.331268231600465,17.57068575693032,5.2887810404946425,5.093779034411118,3.4645252932850847,0.0,3.2490929661239765,0.0,2.026277311083066
2024-03-15,40.436279503922066,22.057110383050716,17.354972911842236,5.223851417310013,5.031243423509906,3.422233530660675,0.0,3.2082373931278565,1.264670447895323,2.001400988681206
2024-03-18,40.741179738019156,22.054235222801662,17.35233034283968,4.911515322884863,5.030477337156281,3.421712441501183,0.0,3.2077488882635166,1.2797044627945076,2.0010962437391515
2024-03-19,40.64010879824616,22.057682768893166,17.348774207523178,4.925610485843487,5.030988035467453,3.422301532938537,0.0,3.2104917046235686,1.3627430697432532,2.0012993967212
2024-03-20,40.61216886636851,22.07053195652523,17.34215696554858,4.9283835038285035,5.03061108145414,3.4370303996825515,0.0,3.2129098339752313,1.362640964259075,2.0035664283581758
2024-03-21,40.60191378810134,22.06093069145507,17.334992345603073,4.923931441887279,5.028532769248577,3.4356104484847974,0.0,3.208924892742329,1.4024249338303536,2.002738688647177
2024-03-22,40.62287910954834,22.07140621778709,17.334215502568203,4.912663151242849,5.0277445008986765,3.437051794436978,0.0,3.152886491507867,1.4385601136562165,2.002593118353776
2024-03-25,40.58246025059874,22.088722221145137,17.33717707499067,4.915187618095576,5.031688990878241,3.4409571665054215,0.0,3.1490740437923437,1.4396887282770077,2.0150439057168636
2024-03-26,40.566723310924424,22.113176449564538,17.34045043966671,4.892188707660717,5.034877945110876,3.442807105541242,0.0,3.1531860624883543,1.440462738602912,2.016127240440226
2024-03-27,40.57968074290167,22.107656794731923,17.345989159304096,4.878990692858604,5.020031663875605,3.444874684024807,0.0,3.165082212586681,1.4409228373347753,2.0167712123818404
2024-03-28,40.60253929516183,22.104688189471588,17.343901893485494,4.877367764160338,5.020083411671716,3.44489599806591,0.0,3.149293695719641,1.4407293509262262,2.0165004013372525
2024-04-02,40.60204812191731,22.107807976540283,17.346595388030867,4.874889340810445,5.0159096669568095,3.446305977579315,0.0,3.1492555983782102,1.4407119222697418,2.0164760075170163
2024-04-03,40.57048083675709,22.085197239734082,17.32148003228749,4.864624615898448,5.01087001206488,3.5117047973375364,0.0,3.18076156837682,1.439750514060179,2.015130383483476
2024-04-05,40.56365713468912,22.082140642211684,17.319566229003556,4.862077809547418,5.006550297985235,3.5286245760409547,0.0,3.182980569468303,1.4395512521832583,2.0148514888704647
2024-04-09,39.37863064390251,21.646850163164927,16.7472141760381,4.733430623520857,4.8902820115131895,3.567751284369911,2.7605386475370683,2.853752739255126,1.4864826575702599,1.9350670531280467
2024-04-10,39.26218450538245,21.695756850822903,16.857471665576057,4.715046066571423,4.869317207564299,3.3809546921046056,2.7606506225404286,2.692440559012363,1.8310322856813115,1.9351455447441557
2024-04-11,39.22899424476942,21.669143972297906,16.862787779149734,4.73667348499365,4.848227302334223,3.3720833961019756,2.7582508303551316,2.655798544469191,1.9345770937857023,1.9334633517430668
2024-04-12,39.296038834752586,21.666220987872574,16.816378019178252,4.740475765088063,4.837914640421541,3.371680658021093,2.7577292659176975,2.651537993514293,1.9289260868341707,1.9330977483997258
2024-04-15,39.326717784957296,21.667367347960724,16.767141689161917,4.756418097513717,4.832930922633006,3.358351832398912,2.7548884253035024,2.6781384808112585,1.9269390275397784,1.93110639171989
2024-04-16,39.35085262502963,21.6646594367953,16.743702902228453,4.7496610045627685,4.815536887348982,3.4359725312326512,2.751653515373426,2.64382116097482,1.9153011339348742,1.928838802519097
2024-04-17,39.40938048045081,21.624805899388654,16.730098151711612,4.780930633719795,4.771807878627373,3.433926339554589,2.7507654077160764,2.6553859845868537,1.9146829624995265,1.928216261744708
