date,KINGKEY SECURITIES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,CITIBANK N.A.,REALINK FINANCIAL TRADE LTD,INTERACTIVE BROKERS HONG KONG LTD,SHANGHAI COMMERCIAL BANK LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-06,0.0,0.0,72.99223622247678,0.0,12.33295150820924,0.0,0.0,0.0,14.674812269313989,0.0
2024-03-07,0.0,0.0,72.7607206292819,0.0,12.61101243339254,0.0,0.0,0.0,14.628266937325552,0.0
2024-03-12,0.0,45.29785147850618,39.46123544286378,0.0,7.114719694493661,0.0,0.0,0.0,8.126193384136377,0.0
2024-03-13,0.0,45.22627737226277,39.392013739802486,0.0,7.2614856161442685,0.0,0.0,0.0,8.120223271790469,0.0
2024-03-14,0.0,45.21074770366555,39.378487423813205,0.0,7.293329899562194,0.0,0.0,0.0,8.117434972959051,0.0
2024-03-15,0.0,45.20453882203492,39.3730794980516,0.0,7.306061490395345,0.0,0.0,0.0,8.116320189518136,0.0
2024-03-21,0.0,40.600705081823364,35.30951244669551,0.0,6.447342087842727,0.0,0.0,10.363779115414813,7.278661268223593,0.0
2024-04-03,0.0,40.46238352433557,35.09341004024053,0.0,7.019906054439463,0.0,0.0,10.300350383279525,7.123949997704913,0.0
2024-04-05,0.0,40.51467102949496,35.06980015596092,0.0,7.045763826241188,0.0,0.0,10.293420589899236,7.076344398403695,0.0
2024-04-08,0.0,40.63894725541019,35.17737458014448,0.0,7.067376267235165,0.0,0.0,10.324995015413874,6.791306881796292,0.0
2024-04-10,0.0,40.626485334478154,35.166587448827826,0.0,7.0652090584320995,0.0,0.0,10.321828858803146,6.819889299458763,0.0
2024-04-11,0.0,40.62150270585169,35.1622744484815,0.0,7.064342547026629,0.0,0.0,10.320562939796716,6.83131735884346,0.0
2024-04-12,0.0,40.60656215039921,35.14934179271451,0.0,7.067874273979741,0.0,0.0,10.316767045193325,6.859454737713208,0.0
2024-04-15,0.0,40.619011849830606,35.16011834500943,0.0,7.039381907930036,0.0,0.0,10.319930096730182,6.861557800499747,0.0
2024-04-17,0.0,40.507238622292206,35.06336660908382,0.0,7.295185972207359,0.0,0.0,10.291532264228822,6.842676532187792,0.0
2024-04-18,0.0,40.52298543874361,34.97141114584127,0.0,7.416329953495464,0.0,0.0,10.264542197148737,6.824731264770908,0.0
2024-04-19,0.0,40.47608169232878,34.93093312620886,0.0,7.52349187493337,0.0,0.0,10.252661397176405,6.816831909352583,0.0
2024-04-22,0.0,40.495817397796706,34.899206143625534,0.0,7.527160249280043,0.0,0.0,10.257660485456125,6.820155723841595,0.0
2024-04-24,0.0,40.47608169232878,34.88219795616881,0.0,7.572227044973425,0.0,0.0,10.252661397176405,6.816831909352583,0.0
2024-04-25,0.0,40.47361608162643,34.88007309830199,0.0,7.577857306022996,0.0,0.0,10.252036853727251,6.8164166603213285,0.0
2024-04-26,0.0,40.41190908120798,34.91623092519475,0.0,7.585712761254326,0.0,0.0,10.262664451118193,6.823482781224752,0.0
2024-04-30,0.0,40.357768135799645,34.8694526908731,0.0,7.715612392479257,0.0,0.0,10.248915277460608,6.808251503387379,0.0
2024-05-02,0.0,36.33510149814274,31.393834724563785,0.0,7.034280466576202,0.0,9.901722932686377,9.227353098400428,6.107707279630467,0.0
2024-05-03,0.0,36.3012666894899,31.364601163984933,0.0,7.120849024306744,0.0,9.892502567613832,9.218760698390962,6.102019856213625,0.0
2024-05-06,0.0,36.279356384799726,31.364601163984933,0.0,7.170147209859637,0.0,9.892502567613832,9.218760698390962,6.074631975350908,0.0
2024-05-07,0.0,36.19410631583261,31.290899900269135,0.0,7.3992103501509625,0.0,9.869256936759703,9.197098241731219,6.049428255256363,0.0
2024-05-08,0.0,36.18026630249232,31.27893479003073,0.0,7.396381017412086,0.0,9.865483100034142,9.193581427108228,6.0853533629225,0.0
2024-05-10,0.0,36.18224279919695,31.28064353122738,0.0,7.391322161674929,0.0,9.866022042856558,9.194083664522473,6.085685800521708,0.0
2024-05-16,0.0,36.17631395682274,31.275517867627983,0.0,7.406497070992585,0.0,9.864405391012248,9.19257711687354,6.084688596670899,0.0
2024-05-17,0.0,36.273395676164135,31.33206457001246,0.0,7.459232991497461,0.0,9.890877226611169,9.217246053370209,5.827183482344565,0.0
2024-05-20,0.0,29.860769485979706,26.171218066789457,16.65732361656122,6.251072544017207,0.0,8.25544280337265,7.701724078756192,5.102449404523561,0.0
2024-05-21,0.0,29.803970818253433,26.058066652205188,16.62309194076882,6.324995147792531,0.0,8.238477434381029,7.685896630855472,5.265501375743529,0.0
2024-05-23,0.0,29.798527481308145,26.053307459619884,16.620055932880543,6.342103761200844,0.0,8.23697277552651,7.684492894241196,5.264539695222875,0.0
2024-05-24,0.0,29.906063193851406,25.98804440649018,16.578423000284655,6.563051522914888,0.0,8.216339311130088,7.665243381725022,5.082835183603757,0.0
2024-05-27,0.0,30.81823773107586,26.486254395228205,16.896243602984693,4.446868508697619,0.0,8.373852598841864,7.812191753797593,5.166351409374166,0.0
2024-05-29,0.0,30.808578752624317,26.47396564323246,17.087910175959543,4.4448053077842085,0.0,8.369967406307634,7.808567153445536,5.006205560646306,0.0
2024-05-30,0.0,30.814648122585808,26.47519400526627,17.08870303564593,4.445011541718382,0.0,8.370355763319374,7.808929462121124,4.997158069343108,0.0
2024-05-31,0.0,30.74047930384068,26.411469965400325,17.029056782808937,4.582431697466934,0.0,8.350208870939746,7.790133885693787,5.096219493849589,0.0
2024-06-05,0.0,30.747595402618145,26.417583943886942,17.009849879046726,4.58349248237786,0.0,8.352141856777434,7.791937220042362,5.09739921525053,0.0
2024-06-07,0.0,30.984823051365463,26.422477165117332,16.999108600270894,4.621386647526656,0.0,8.353688889917922,7.575740035424457,5.042775610377282,0.0
2024-06-11,0.0,30.937546958260608,26.38216221839492,16.92231225364974,4.614335417798481,0.0,8.317825066752974,7.564181105729776,5.261636979413498,0.0
2024-06-12,0.0,30.907956606629156,26.36875122751482,16.913710040782377,4.5796411613156645,0.0,8.31359682059221,7.56033596358469,5.356008179581085,0.0
2024-06-13,0.0,28.522234186594453,24.333400855038008,15.60817510154909,4.226147957823811,7.7145324477328705,7.671887160570168,6.976768979818118,4.9468533108734825,0.0
2024-06-14,0.0,28.52466707183145,24.33547644180021,15.609506445318747,4.205183976798986,7.715190480760004,7.672541556046018,6.977364083208053,4.960069944236531,0.0
2024-06-19,0.0,28.44058218265181,24.336514367969293,15.610172202377779,4.290664818467772,7.715519539371968,7.672868795649625,6.977661672975423,4.956016420536334,0.0
2024-06-20,0.0,28.441795246371864,24.337552382678794,15.6108380162293,4.286582570030176,7.715848626054318,7.6731960631684455,6.977959288128726,4.956227807338374,0.0
2024-06-27,0.0,28.38610120789656,24.2898951737349,15.546214015856968,4.508061512265205,7.700739637098921,7.65817059543447,6.964295216303943,4.946522641409035,0.0
2024-07-04,0.0,27.86389896690038,24.283692772558492,15.54224430518465,5.047399163731926,7.69877326070072,7.656215088999777,6.962516890274394,4.945259551649661,0.0
2024-07-11,0.0,27.882885280809155,24.30023955283471,15.55283470854405,4.982698961937716,7.704019164226776,7.661431993611924,6.967261112589833,4.948629225445835,0.0
2024-07-15,0.0,27.936936841097438,24.280592759651494,15.540260209997767,5.063775917277476,7.697790449037776,7.655237710237126,6.9616280677865126,4.863778044914416,0.0
2024-07-16,0.0,27.935748098505396,24.27955959789373,15.390670709004839,5.216743790223925,7.6974629009095255,7.6549119727674055,6.961331844050848,4.863571086644328,0.0
2024-07-23,0.0,27.933370916788103,24.277493538127707,15.389361045812814,5.224809334879218,7.6968078882707704,7.654260580983481,6.960739472200653,4.863157222937254,0.0
2024-07-24,0.0,27.921491074181574,24.26716851137125,15.38281607178931,5.265116476880057,7.693534496507288,7.651005284254622,6.957779124536166,4.861088960479729,0.0
2024-07-25,0.0,27.863622345346844,24.27232992672785,15.38608786277158,5.308774579137111,7.695170844278072,7.652632586432423,6.959258983548329,4.862122871757787,0.0
2024-08-01,0.0,27.858882072111346,24.26820061882636,15.383470318663676,5.473742410870929,7.693861710385012,7.651330689321524,6.958075045986667,4.712437133834491,0.0
2024-08-07,0.0,27.844670924684102,24.255821120758366,15.375623027301613,6.159601262526967,7.689936979924972,7.647427654441693,6.954525649064264,4.072393381298022,0.0
2024-08-08,0.0,27.75729238616439,24.253759098878913,15.374315923702248,6.252590191807024,7.689283247436373,7.646777535731363,6.953934434939694,4.072047181339992,0.0
2024-08-12,0.0,27.762012562573734,24.257883493288272,15.376930353176249,6.23664827982017,7.690590823581927,7.648077883705853,6.955116963725834,4.072739640127964,0.0
2024-08-15,0.0,27.760832367976363,24.04429660017217,15.37627666245098,6.453189929112686,7.690263887855632,7.647752755252782,6.9548212938263205,4.072566503353066,0.0
2024-08-23,0.0,26.213007656875632,22.703689951730574,14.518961555058254,6.157613222410661,7.261487822256118,7.221346927716284,6.567050346716977,3.8294413391002418,5.527401178135255
2024-08-26,0.0,26.18567862620673,22.680019648531875,14.503824446382566,6.2554509638807865,7.253917175423295,7.213818130783034,6.560203703146772,3.8254488586809416,5.521638446964001
2024-08-28,0.0,26.182528943016088,22.677291635343057,14.50207988773618,6.266726807998797,7.253044654939107,7.2129504335187695,6.559414624367263,3.824988723500226,5.520974289580514
2024-08-30,0.0,26.182528943016088,22.677291635343057,14.48203277702601,6.286773918708965,7.253044654939107,7.2129504335187695,6.559414624367263,3.824988723500226,5.520974289580514
