date,HGNH INTERNATIONAL SECURITIES CO LTD,YUE XIU SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,INNOVAX SECURITIES LTD,CMB WING LUNG BANK LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,99.16555641259379,0.0,0.0,0.0,0.0,0.0,0.0,0.8344435874062127,0.0
2024-03-05,0.0,99.79528448397572,0.0,0.0,0.0,0.0,0.0,0.0,0.20471551602428348,0.0
2024-03-06,49.00549988698862,26.651849619528367,16.91591953589995,0.0,0.0,0.0,0.0,0.0,0.05462216529797333,7.37210879228509
2024-03-07,49.02715657966748,26.679122081941536,16.71856423031195,0.0,0.0,0.0,0.0,0.0,0.18871841325558134,7.386438694823454
2024-03-08,48.70357916760069,26.505641485466636,16.500410969139953,0.0,0.9284166479862512,0.0,0.0,0.0,0.05043712172158709,7.311514608084884
2024-03-11,48.794371244074505,26.242021574409318,16.48687992236199,0.0,0.7857116195737375,0.0,0.0,0.0,0.3863237654436191,7.304691874136838
2024-03-12,48.67084826762246,26.411290322580644,16.479988052568697,0.0,0.744847670250896,0.0,0.0,0.0,0.3864247311827957,7.3066009557945035
2024-03-13,48.72451363322058,26.36565811358837,16.498159188173954,0.0,0.710160907510886,0.0,0.0,0.0,0.3868508101440879,7.314657347362126
2024-03-14,48.49723715651135,26.668906810035843,16.491188769414574,0.0,0.6739097968936678,0.0,0.0,0.0,0.3864247311827957,7.282332735961767
2024-03-15,48.843144245745066,26.385318346437487,16.576907920662027,0.0,0.6774126963277102,0.0,0.0,0.0,0.19703139366872455,7.320185397158994
2024-03-18,48.72006451249929,26.369484087541963,16.566959848470642,0.0,0.677006169945427,0.0,0.0,0.0,0.35069294675843443,7.315792434784239
2024-03-19,48.09527331903247,26.12064501812264,17.628892669576153,0.0,0.6121014867963607,0.0,0.0,0.0,0.34580960130187144,7.1972779051705
2024-03-20,48.269688636237795,26.05525922371311,17.594728779461434,0.0,0.5703106254960226,0.0,0.0,0.0,0.34513944002510105,7.164873295066536
2024-03-21,42.91982120177479,23.23882098734887,15.644844706154023,0.0,0.48328302571461557,11.110561301070481,0.0,0.0,0.3166905834034341,6.285978194533788
2024-03-22,42.89299453497779,23.519408258622683,15.660343091122227,0.0,0.4441362458104248,11.121567850479634,0.0,0.0,0.06934469265441577,6.292205326332821
2024-03-25,42.94688466052801,23.423319171446995,15.680018515151014,0.0,0.4446942520374932,11.135540824254848,0.0,0.0,0.06943181630325172,6.300110760278388
2024-03-26,43.112931732214534,23.285046497414974,15.667068598140105,0.0,0.4443269850184173,11.126344130424009,0.0,0.0,0.06937447349729936,6.294907583290662
2024-03-27,43.04296868551808,23.253932881031382,15.657240958087787,0.0,0.4440482675514617,11.119364796381584,0.11059938262434177,0.0,0.08088611565063801,6.290958913154723
2024-03-28,42.854786295178236,23.465465762689497,15.646393164085055,0.0,0.4437406179376784,11.111660975569523,0.11052275614061133,0.0,0.08083007538641725,6.2866003530129815
2024-04-02,42.80888508057872,23.547440925419373,15.62963451207857,0.0,0.44326533302573906,11.099759417328544,0.11040437662722868,0.0,0.08074349932439112,6.27986685561744
2024-04-03,42.82582176650951,23.179255547129998,15.63581813985691,0.0,0.44344070422999576,11.104150868748146,0.11044805644390228,0.0,0.41871352741419665,6.282351389667337
2024-04-05,43.113327498802825,23.218679304479927,15.662411862811473,0.0,0.44419491735332484,11.123037038260208,0.11063590878317012,0.0,0.03467692663353093,6.293036542875543
2024-04-08,42.97438939978246,23.17643956623488,15.631695177823923,0.0,0.44332377467945544,11.101222848478857,0.11041893272685321,0.0,0.2818154850192821,6.280694815254294
2024-04-09,42.71316300023018,23.24323435598961,16.109302554996546,0.0,0.44885074479629083,11.074939988819835,0.11015750879615929,0.0,0.03452698036894545,6.265824866002433
2024-04-10,43.10296424737842,23.220213029477335,15.663446453637189,0.0,0.4508298241268268,11.12377177772273,0.11064321691024688,0.0,0.03467921724052515,6.29345223350673
2024-04-11,42.99735187024164,23.275405494869247,15.698444223766964,0.0,0.4270109235352532,11.148626282687852,0.11089043363124794,0.0,0.03475670307845084,6.307514068189342
2024-04-12,42.917086547833414,23.23360811458213,15.664183172814827,0.0,0.42621380073678816,11.127814580476764,0.110683428873507,0.0,0.22467084069846202,6.295739513984108
2024-04-15,42.76871409051249,23.64387666068518,15.610029139160067,0.0,0.4247402992937458,11.08934362807237,0.11030077539798824,0.0,0.07902145103139456,6.273973955846763
2024-04-16,43.03824666953159,23.240554031271692,15.6722091831675,0.0,0.426432184060031,11.13351624739678,0.11074014082179102,0.0,0.07933622029023835,6.298965323460381
2024-04-17,42.96456666887023,23.31757784094665,15.670655119984133,0.0,0.4263898988563496,11.132412243009188,0.11072915978052489,0.0,0.07932835327559992,6.298340715277319
2024-04-18,42.81314844702085,23.479134415862454,15.724119758901223,0.0,0.42488719080399195,11.093178749053061,0.11033892164289713,0.0,0.07904877968446362,6.2761437370310595
2024-04-19,42.96456666887023,23.31757784094665,15.670655119984133,0.0,0.4263898988563496,11.132412243009188,0.11072915978052489,0.0,0.07932835327559992,6.298340715277319
2024-04-22,42.920587749711075,23.214462605250123,15.836222552418688,0.0,0.4259534422981674,11.121017005118045,0.1106158164107644,0.0,0.079247152055473,6.291893676737659
2024-04-23,30.088075645521567,16.360543036700115,11.257710959110216,29.655220304850527,0.2986007430297559,7.7960256009629285,0.07754360381005289,0.0,0.055553626610187146,4.410726479404651
2024-04-24,30.114215549995365,16.28787878787879,11.267491428041886,29.680984153461214,0.2988601612454823,7.802798628486701,0.07761097210638496,0.0,0.055601890464275786,4.4145584283198955
2024-04-25,30.08320122198179,16.37409306039321,11.255887151833551,29.650416006109907,0.2985523681683002,7.794762604580117,0.07753104134603146,0.0,0.05554462663596283,4.410011918951132
2024-04-26,30.127100512334188,16.261695213202724,11.249378375565245,29.63327049625869,0.2983797286826188,7.790255241884187,0.07748620861137775,0.0,0.1549724172227555,4.407461806238218
2024-04-29,30.106891799557612,16.28391759024424,11.320339552282018,29.673765764513778,0.2987874787200778,7.800900994800171,0.07759209718699696,0.0,0.024319911058610987,4.413484811636499
2024-04-30,30.123637037809527,16.292974588938712,11.271016558324932,29.69027010115758,0.29895366218236175,7.805239800234065,0.07763525335743501,0.0,0.02433343761949456,4.415939560375894
2024-05-02,30.103754139743856,16.345908890896037,11.265893142499825,29.670673243938023,0.2987563398874453,7.8000880057435324,0.07758401074596448,0.0,0.024317376502466476,4.413024850042844
2024-05-03,30.122938947661147,16.292597012850074,11.273072778466565,29.689582053926284,0.2989467341807353,7.8050589203156315,0.07763345422522971,0.0,0.024332873712385433,4.415837224661947
2024-05-06,30.12573150240454,16.294107422214495,11.28454719276899,29.692334434208238,0.2792745813778319,7.805782490294918,0.07764065125441798,0.0,0.024335129497653398,4.416246595978909
2024-05-07,30.123637037809527,16.292974588938712,11.290715055445476,29.69027010115758,0.2792551650618185,7.805239800234065,0.07763525335743501,0.0,0.02433343761949456,4.415939560375894
2024-05-08,30.10724046880067,16.366331588456013,11.284569416778616,29.674109417705104,0.25130865798860424,7.800991337378978,0.07759299578449994,0.0,0.024320192708574606,4.413535924398944
2024-05-09,30.084941906216727,16.272045549229276,11.2750543905939,29.65213164838217,0.25112252927834094,7.795213627736889,0.07753552747303616,0.0,0.18168772855621904,4.410267092533444
2024-05-10,30.099223118870917,16.279769830151324,11.39039723981429,29.66620740757893,0.25124173623091084,7.7989139873337106,0.07757233330631809,0.0,0.024313716409442986,4.412360630304153
2024-05-13,30.097132338469734,16.401356842678027,11.273834469824143,29.664146705720274,0.251224284242333,7.798372251872605,0.0775669449043148,0.0,0.02431202750732255,4.41205413478125
2024-05-14,30.084941906216727,16.333379623200482,11.395408045178911,29.65213164838217,0.22682034902559828,7.795213627736889,0.07753552747303616,0.0,0.024302180252742677,4.410267092533444
2024-05-16,30.09748078169862,16.36797258497731,11.267018616282302,29.66449013614893,0.18639436880614985,7.798462535889598,0.07756784291932944,0.0,0.12850791886635177,4.41210521441141
2024-05-17,30.145011600928072,16.312064965197216,11.256380510440835,29.72505800464037,0.1194895591647332,7.814385150812065,0.0777262180974478,0.0,0.12877030162412995,4.421113689095128
2024-05-20,28.670897911143868,15.559173257361595,10.668675957804886,28.184708121129454,0.05829877572570976,7.409444401667566,0.07369845233250101,5.060993719131898,0.12209743595384497,4.192011967748678
2024-05-21,28.759185202322328,15.49283361426006,10.67741899946018,28.22817860329841,0.05838869242379174,7.4208723050313425,0.07381212061120843,5.068799506450298,0.022033468839166695,4.198477487303213
2024-05-22,28.648523374387498,15.52001942347592,10.735884871760915,28.25343221648347,0.017657705381185714,7.433893965479187,0.07394164128371518,5.077693903677217,0.033108197589723214,4.2058447004811725
2024-05-23,28.660247592847316,15.688583218707015,10.665199449793672,28.07592847317744,0.017606602475928473,7.412379642365888,0.07372764786795048,5.061898211829436,0.15075653370013756,4.193672627235213
2024-05-24,28.696554999613415,15.65437335012205,10.69286590012923,27.983034560455945,0.017672332858389386,7.440052133381932,0.07400289384450556,5.080795696786948,0.15131935009995914,4.2093287827076225
2024-05-27,28.565302958670962,16.029157916726223,10.654953657383484,27.85504601277583,0.017591503303904212,7.406022890943674,0.0736644200850989,5.057557199872462,0.15062724703967983,4.190076193198685
2024-05-28,28.673752055535324,15.70594532551954,10.695405533666634,27.960798596165944,0.01765829001534064,7.4341400964584095,0.07394408943923893,5.076758379410434,0.1556136807601894,4.205983953028949
2024-05-29,28.783798697715486,15.521465621896038,10.770334400176582,27.96049001213994,0.01765809513298753,7.434058050987749,0.07394327336938528,5.076702350733915,0.1556119633594526,4.205937534488467
2024-05-30,28.552192238217742,15.571733537686791,11.395259729596583,27.735508237998797,0.01751601072855657,7.374240516722316,0.07334829492583064,5.036947835130548,0.07115879358476107,4.172094805408069
2024-05-31,28.54562966530219,15.428058577589038,11.551342950331634,27.729133375653962,0.021889980955716568,7.37254558588534,0.07333143620165052,5.035790118862597,0.07114243810607886,4.171135871111792
2024-06-03,28.478492205412877,15.525544962864634,11.417068006538457,27.793928888791374,0.02194113194299694,7.389773238401369,0.07350279200903975,5.047557403486446,0.07130867881474005,4.180882691738066
2024-06-04,26.935967542776503,14.64725597418364,10.798667676631421,26.288483288887964,0.020752700445145426,6.9895095099249795,5.436169881605844,4.774158737405705,0.1546076183163334,3.954427069822461
2024-06-05,26.91530063143488,14.71481746451419,10.788308604725911,26.26831316681701,0.020736777712111316,6.984146733439091,5.431998921687559,4.770495712671208,0.1544889939552293,3.9513929930428113
2024-06-06,26.919766465140878,14.647779241115408,10.790098619738465,26.27267165123249,0.020740218394499695,6.985305555267497,5.432900208439195,4.771287241654655,0.20740218394499693,3.9520486150719165
2024-06-07,26.89550135725979,14.724714561014526,10.780372572991565,26.24898982573199,0.02072152344640378,6.979009096748793,5.42800306678547,4.7669864688451895,0.2072152344640378,3.94848629271224
2024-06-11,26.858768753233313,14.837040869115365,10.766683911019141,26.213140196585616,0.023797206414899123,6.96947749612002,5.42058975685463,4.760475944128298,0.20693222969477496,3.9430936368339364
2024-06-12,26.979231568016615,14.797507788161992,10.821391484942886,26.30841121495327,0.023883696780893044,6.994807892004154,5.440290758047768,4.656282450674974,0.020768431983385256,3.95742471443406
2024-06-13,26.995210041249752,14.746007501844291,10.828839500015587,26.32399239425205,0.023897841920970875,6.998950573028688,5.443512774955062,4.659040137984062,0.020780732105192067,3.959768502644348
