date,CMB WING LUNG BANK LTD,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FIRST FIDELITY CAPITAL (INTERNATIONAL)
2024-03-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,51.91736248787338,29.092798889412897,0.0,18.989838622713716,0.0,0.0,0.0
2024-03-28,51.917667589495565,29.0926142851442,0.0,18.98971812536023,0.0,0.0,0.0
2024-04-03,51.91782013885469,29.092521983888386,0.0,18.989657877256935,0.0,0.0,0.0
2024-04-19,51.91812523466899,29.09233738313379,0.0,18.989537382197224,0.0,0.0,0.0
2024-05-02,51.919650655664654,29.0914144145001,0.0,18.988934929835242,0.0,0.0,0.0
2024-05-03,51.91782013885469,29.092521983888386,0.0,18.989657877256935,0.0,0.0,0.0
2024-05-06,43.610467870506916,24.437437701681773,16.000965075439748,15.95112935237156,0.0,0.0,0.0
2024-05-22,43.61031759133064,24.43750282791832,16.00100771831619,15.951171862434851,0.0,0.0,0.0
2024-05-24,43.61020136931405,24.437437701681773,16.001231576632623,15.95112935237156,0.0,0.0,0.0
2024-05-28,43.78746205432027,18.131705602261615,16.066271158683556,22.014561184734557,0.0,0.0,0.0
2024-06-04,43.614598479790025,18.45490419259625,16.00284494187252,21.927652385741204,0.0,0.0,0.0
2024-06-05,43.614598479790025,24.429818912411342,16.00284494187252,15.952737665926115,0.0,0.0,0.0
2024-06-11,43.61483097131884,24.429949137752065,16.002397187504123,15.952822703424976,0.0,0.0,0.0
2024-06-12,43.61498125401852,24.42988402490816,16.0023545365111,15.95278018456222,0.0,0.0,0.0
2024-06-17,43.614865007853574,24.429818912411342,16.002578413808976,15.952737665926115,0.0,0.0,0.0
2024-06-21,40.09722701926754,22.459498494244244,14.711934094868518,14.66611311657799,0.0,8.065227275041712,0.0
2024-07-02,40.81051858404292,22.859779802040123,14.97389481270313,14.927009331896562,0.0,6.428797469317268,0.0
2024-07-03,40.8088902057974,22.862857769700984,14.973297340154145,14.92641373012256,0.0,6.428540954224908,0.0
2024-07-04,40.803802361229025,22.860007345047567,14.971430545709147,14.924552780887254,1.0597367047502626,5.380470262376745,0.0
2024-07-10,40.16286773375807,22.50092879246632,14.736263534199479,14.69012211209552,2.6138624755699578,5.295955351910662,0.0
2024-07-15,40.162769161030155,22.501119000369552,14.736227366620374,14.690086057762459,2.613856060302096,5.295942353915365,0.0
2024-07-19,40.163062879604276,22.501008550796662,14.736155031994766,14.69001394962727,2.613843229860844,5.295916358116177,0.0
2024-07-22,40.16316145256921,22.50106377544757,14.73594576732725,14.690050003606375,2.613849645065725,5.295929355983869,0.0
2024-07-30,40.16326002601801,22.501119000369552,14.735736501632523,14.690086057762459,2.613856060302096,5.295942353915365,0.0
2024-08-01,39.0951209119934,21.902703301592926,14.343840611678434,14.299404238196049,5.203833802114776,5.155097134424416,0.0
2024-08-21,38.11736272274925,21.354922734091275,13.985105114866633,13.94178008282684,7.574659768290461,5.026169577175546,0.0
2024-08-27,38.11129865588331,21.367434329153237,13.982880233435028,13.939562093946881,7.573454720510641,5.025369967070901,0.0
2024-08-29,38.11120989745824,21.367384565962638,13.98308056101108,13.93952962972705,7.573437082488925,5.0253582633520715,0.0
2024-09-23,38.10890366012451,21.368180804828004,13.983601629566095,13.940049075390688,7.5737193006954096,5.025545529395294,0.0
2024-09-26,38.10854863881347,21.368913336306463,13.983471358786648,13.939919210345423,7.573648744171936,5.0254987115760645,0.0
2024-10-03,38.1107547324421,21.36766920809631,13.982657221403077,13.939107608629234,7.573207795682506,5.0252061199679305,0.0013973137788399102
2024-10-04,38.10982318992288,21.36860075061554,13.982657221403077,13.939107608629234,7.573207795682506,5.0252061199679305,0.0013973137788399102
2024-10-07,38.1088469396126,21.368984874889662,13.98229903098632,13.938750533812588,7.573013794612926,5.025077390453511,0.0030274356323985374
2024-10-15,38.107405586953305,21.369482526680795,13.98262465787958,13.939075146526289,7.573190158810908,5.025194417012263,0.0030275061368597376
2024-10-16,38.107405586953305,21.369482526680795,13.98262465787958,13.939075146526289,7.572258618461106,5.025194417012263,0.003959046486662734
2024-10-17,38.107316840695155,21.369432760458622,13.982592094507753,13.939042684574543,7.572240983841068,5.0251827141111045,0.004191921811752706
