date,CMB WING LUNG BANK LTD,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FIRST FIDELITY CAPITAL (INTERNATIONAL)
2024-10-23,38.106961859796044,21.36923369788787,13.98246184253713,13.938912838279524,7.572170446182278,5.0251359030515514,0.005123412265600803
2024-10-28,38.10759379645604,21.36893511098537,13.982266469131144,13.938718073372769,7.5720646421581055,5.02506568809742,0.005356219799158432
2024-10-30,38.107560441921564,21.368785820663156,13.982168784475563,13.938620692960427,7.57201174125479,5.0250305813561695,0.005821937368333684
2024-11-06,38.10729421198535,21.368636532426912,13.982071101184887,13.938523313908737,7.571958841090636,5.024995475105451,0.00652052429803284
2024-11-07,38.10699463588646,21.367872216984217,13.981875738698129,13.938328559887205,7.571853042979747,5.0249252640755655,0.008150541488675724
2024-11-26,38.106728415482785,21.367722938259366,13.981778059501993,13.938231184917305,7.571800145032983,5.024890159296377,0.00884909750918817
2024-12-06,38.10663967617483,21.367673179147918,13.981745500073236,13.938198726896347,7.571782512548306,5.024878457812313,0.009081947347051634
2024-12-10,38.10663967617483,21.36697456781353,13.981745500073236,13.938198726896347,7.571782512548306,5.024878457812313,0.009780558681440222
2024-12-11,38.106728415482785,21.36679145431103,13.981778059501993,13.938231184917305,7.571800145032983,5.024890159296377,0.009780581457523765
2024-12-12,38.10521990345355,21.365014170733065,13.981224569835735,13.937679419119425,7.57150040396161,5.024691241478814,0.014670291417794292
2024-12-19,38.1050424393021,21.364914669296773,13.981159456285392,13.937614508368155,7.5714651418663435,5.024667840418021,0.015135944463211206
2024-12-30,38.104598786155165,21.365364493679376,13.98099667506292,13.937452234135097,7.5713769880651105,5.024609338719636,0.015601484182696062
2025-01-02,38.10171576759768,21.36694474485511,13.980964119273285,13.937419779741925,7.571359357551192,5.02459763854343,0.01699859243737466
2025-01-03,38.0925125135305,21.368727924683352,13.980150273805073,13.936608469031912,7.570918621386735,5.024072307970524,0.02700988959190716
2025-01-06,38.09224642714163,21.368578658403102,13.980052618716007,13.936511118093996,7.570632894245784,5.024037213481616,0.02794106991786597
2025-02-20,38.09180295808757,21.36809704636479,13.97988986326596,13.936348869553097,7.570544757112295,5.023978723756288,0.029337781860003357
2025-02-24,38.09175333279446,21.368695089786975,13.979700746193128,13.936160341493867,7.570442344340934,5.023910760406112,0.02933738498452844
2025-02-25,38.09145402458734,21.367232403689297,13.98183378129963,13.935965653498863,7.570336585350998,5.023840576432259,0.029336975141607484
2025-02-26,38.0910105821149,21.366750826173153,13.983067994037269,13.93580341765821,7.570248455116575,5.0237820912853035,0.02933663361458721
2025-02-27,38.09130988064266,21.366117985411627,13.98303050410829,13.935998101120282,7.570354211644119,5.023852273625058,0.029337043447965765
2025-03-05,38.09139857024701,21.365934898825568,13.983063061388334,13.936030548892797,7.570371838019319,5.023863970872328,0.02933711175464213
2025-03-07,38.09264026807431,21.366631382439667,13.980259093886039,13.936484833573942,7.570618615890859,5.024027738053672,0.02933806808151099
2025-03-10,38.0925515726877,21.36658163210422,13.98045938334151,13.936452383685937,7.570600988366477,5.02401604004378,0.029337999770381255
2025-03-12,38.09272896387398,21.36621544830214,13.980524488202498,13.936517283613059,7.570636243497331,5.024039436118038,0.029338136392958833
2025-03-13,38.09281766008669,21.366032355122147,13.980557040860381,13.936549733803291,7.57065387118589,5.024051134236881,0.0293382047047248
2025-03-14,38.093083751203096,21.365948759508242,13.980189010701654,13.936647085280693,7.570706754744112,5.024086228920272,0.029338409641931414
2025-03-17,38.093083751203096,21.365715914987273,13.980421855222621,13.936647085280693,7.570706754744112,5.024086228920272,0.029338409641931414
2025-03-21,38.09317244906801,21.365765664001984,13.980221562881583,13.936679536075397,7.570724382761035,5.0240979272570225,0.029338477954969872
2025-03-25,38.09334984603701,21.365399470431488,13.980286667696218,13.93674443811817,7.570759639041157,5.024121324093961,0.029338614582001165
2025-03-28,38.093615944588485,21.365083021454698,13.980151478281128,13.936841792315748,7.570812524077041,5.0241564197579605,0.029338819524934102
2025-03-31,11.832097527882828,6.635725025874022,4.3422701587735535,4.328890161796709,2.351552549757316,1.5605415933478994,0.009112862805850457
2025-04-02,38.09960425176412,21.354757785335778,13.979663461363344,13.93937347894254,7.572187794393429,5.025069079154426,0.029344149046366855
2025-04-03,38.0977412536115,21.355336428817353,13.980347197016464,13.940055244040533,7.572558144851536,5.024616147414254,0.029345584248363584
2025-04-07,38.09782998401463,21.35515326381929,13.980379757525348,13.940087710708656,7.572575781491264,5.024627849845991,0.029345652594817594
2025-04-09,38.097918714831074,21.354970097968035,13.980412318185909,13.940120177528009,7.5725934182131445,5.024639552332238,0.02934572094158997
2025-04-10,38.09809617770391,21.354603763705924,13.980477439962034,13.940185111620417,7.572628691903365,5.024662957468266,0.02934585763608981
2025-04-15,38.0981849097603,21.35442059529506,13.980510001077601,13.94021757889347,7.572646328871706,5.024674660118047,0.029345925983817276
2025-04-16,37.506018363840916,21.022275932176772,13.763208564351972,13.723542414115656,7.45494340337385,4.9465752901638504,1.5834360319769887
2025-04-24,37.50610435937677,21.022094848393472,13.763240121273961,13.723573880089255,7.454960496413332,4.946586631900757,1.5834396625524536
2025-04-29,37.50619035530697,21.02191376377977,13.763271678340661,13.723605346207151,7.454977589531199,4.946597973689675,1.5834432931445672
