date,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TOTAL_CCASS_PCT
2024-03-01,20.13886429566641,3.039823481934859,0.0,4.724381970913778,3.091599944551418,3.911624943632334,0.0,1.9556249449814478,36.86191958168025
2024-03-04,20.120271819472368,3.0356075009384775,0.0,4.770715602064009,3.1174439080592355,3.9074511224459165,3.141791198313338,1.9539385525828956,40.047219703876245
2024-03-05,20.120271819472368,3.0356075009384775,0.0,4.758826535654214,3.117781186538946,3.9042891366986305,3.141791198313338,1.9539385525828956,40.032505930198866
2024-03-06,20.1099848258412,3.0353967018886583,0.0,4.759922690713273,3.1303448099081623,3.907830560735591,3.137575217316956,1.952673758283981,40.03372856468782
2024-03-07,20.108509232492462,3.0353967018886583,0.0,4.770125364724516,3.1424868351777406,3.910530222006814,3.137575217316956,1.952673758283981,40.05729733189113
2024-03-08,20.10239606004771,3.0353967018886583,0.0,4.768902730235566,3.1528159886188747,3.91048806219685,3.137575217316956,1.952673758283981,40.0602485185886
2024-03-11,20.10239606004771,3.037504692386849,0.0,4.767595776126687,3.1494432038217695,3.914704043193231,3.137575217316956,1.952673758283981,40.06189275117718
2024-03-12,20.10239606004771,3.0377154914366677,0.0,4.768059534036289,3.1494432038217695,3.916812033691422,3.137575217316956,1.952673758283981,40.064675298634796
2024-03-13,20.0971682436122,3.0377154914366677,0.8690169327287953,4.772275515032671,3.146913615223941,3.9155050795825437,3.137575217316956,1.947530261468396,40.92370035640217
2024-03-14,20.096999604372343,3.0398656417448224,0.8690169327287953,4.788127603579064,3.1464498573143396,3.9070731175897806,3.137575217316956,1.946518426029264,40.93162640067536
2024-03-15,20.089410838578857,3.0440816227412038,0.8690169327287953,4.807478956352455,3.1413906801186817,3.903067935643219,3.1443207869111665,1.942302445032883,40.94107019810726
2024-03-18,20.07781689083881,3.058120839459154,0.8690169327287953,4.8041904911752775,3.1411798810688625,3.9129333311747514,3.1443207869111665,1.942302445032883,40.949881598389695
2024-03-19,20.07781689083881,3.058120839459154,0.8690169327287953,4.800522587708426,3.145395862065244,3.936416345324595,3.1443207869111665,1.942302445032883,40.97391269006907
2024-03-20,20.068499572836807,3.058120839459154,0.8690169327287953,4.809207508560971,3.1436673098567276,3.945691503516634,3.1443207869111665,1.942302445032883,40.98082689890314
2024-03-21,20.068499572836807,3.058120839459154,0.8690169327287953,4.809544787040681,3.1432878715670536,3.9440051111180816,3.1443207869111665,1.942091645983064,40.978887547644796
2024-03-22,20.068077974737168,3.058120839459154,0.8690169327287953,4.807436796542491,3.1432878715670536,3.944089430738009,3.1443207869111665,1.9403209339645837,40.97467156664842
2024-03-25,20.066096463668867,3.058120839459154,0.8690169327287953,4.807141677872744,3.1432878715670536,3.9507928405222557,3.1443207869111665,1.9403209339645837,40.97909834669462
2024-03-26,20.065506226329376,3.058120839459154,0.8690169327287953,4.805623924714046,3.1470822544637964,3.9658860524893007,3.1443207869111665,1.9403209339645837,40.995877951060216
2024-03-27,20.045691115646385,3.0579100404093347,0.8690169327287953,4.839984169834555,3.144679145295859,3.966897887928432,3.1443207869111665,1.9403209339645837,41.00882101271911
2024-03-28,20.045648955836416,3.0579100404093347,0.8690169327287953,4.835768188838173,3.144679145295859,3.969933394245827,3.1443207869111665,1.9392669387154882,41.00654438298106
2024-04-02,20.044173362487687,3.058921875848466,0.8690169327287953,4.8350093122588245,3.1404631642994776,3.97781727870906,3.1443207869111665,1.9392669387154882,41.00898965195896
2024-04-03,20.04037897959094,3.058921875848466,0.8690169327287953,4.838677215725676,3.14889512629224,3.932579802617888,3.1443207869111665,1.9392669387154882,40.972057658430664
2024-04-05,20.03447660619601,3.0744788457251135,0.8690169327287953,4.80267273801658,3.210490608649372,3.89699692300843,3.1443207869111665,1.935008797909143,40.96746223914461
2024-04-08,20.03447660619601,3.0786948267214944,0.8605849707360327,4.804654249084879,3.2020586466566088,3.888312002155884,3.1443207869111665,1.935008797909143,40.94811088637122
2024-04-09,20.03447660619601,3.0786948267214944,0.8605849707360327,4.804654249084879,3.2024802447562473,3.8840960211595026,3.1443207869111665,1.935008797909143,40.944316503474475
2024-04-10,20.03447660619601,3.082910807717876,0.8605849707360327,4.796306606712044,3.2008360121676587,3.8881855227259927,3.1442786271012024,1.935008797909143,40.942587951265956
2024-04-11,20.028152634701435,3.083121606767695,0.8605849707360327,4.796939003861501,3.2014684093171155,3.8956478090895876,3.1442786271012024,1.935008797909143,40.94520185948372
2024-04-12,20.01263782463475,3.0852295972658856,0.8605849707360327,4.800016669988859,3.2016792083669343,3.9174865906508427,3.1442786271012024,1.935008797909143,40.95692228665365
2024-04-15,20.008211044588553,3.0857355149854513,0.8605849707360327,4.807605435782346,3.2080031798615063,3.9174865906508427,3.1442786271012024,1.935008797909143,40.96691416161507
2024-04-16,19.964196202986333,3.0920594864800233,0.8605849707360327,4.810640942099741,3.204208796964764,3.918161147610264,3.1442786271012024,1.935008797909143,40.929138971887504
2024-04-17,19.959432144460422,3.0920594864800233,0.8605849707360327,4.810261503810066,3.2140320326863323,3.918161147610264,3.1442786271012024,1.935008797909143,40.93381871079348
2024-04-18,19.959432144460422,3.1023886399211578,0.8605849707360327,4.813381329747388,3.2146222700258256,3.9223771286066453,3.1442786271012024,1.935008797909143,40.95207390850781
2024-04-19,19.959432144460422,3.1044966304193484,0.8605849707360327,4.814351005376556,3.2238974282178647,3.9308090905994084,3.1442786271012024,1.935008797909143,40.972858694819976
2024-04-22,19.927517168317813,3.1087126114157297,0.8605849707360327,4.81460396423634,3.2255416608064533,3.9392410525921706,3.1442786271012024,1.935008797909143,40.955488853114886
2024-04-23,19.927517168317813,3.1150365829103017,0.8605849707360327,4.810008544950283,3.2153811466051745,3.9392410525921706,3.1442786271012024,1.935008797909143,40.94705689112212
2024-04-24,19.911622919961456,3.1169337743586736,0.8605849707360327,4.780623157405506,3.217404817483437,3.4549091557278824,3.1442786271012024,1.935008797909143,40.42136622068333
2024-04-25,19.91103268262196,3.129202279058143,0.8605849707360327,4.797107643101357,3.2228855927787325,3.441402248770536,3.1442786271012024,1.935008797909143,40.44150284207711
2024-04-26,19.9026007206292,3.133502579674452,0.8605849707360327,4.800522587708426,3.2306851576220383,3.393677343891499,3.1442786271012024,1.935008797909143,40.400860785271995
2024-04-29,19.90184184404985,3.133502579674452,0.8605849707360327,4.812369494308257,3.253830893292172,3.332587779253933,3.1442786271012024,1.935008797909143,40.37400498632505
2024-04-30,19.90184184404985,3.135610570172643,0.8605849707360327,4.8096291066606085,3.2604921432664544,3.3249146938405194,3.1442786271012024,1.935008797909143,40.37236075373645
2024-05-02,19.890332215929728,3.135610570172643,0.8605849707360327,4.82843238190447,3.2696829818385655,3.322638064102473,3.1442786271012024,1.935008797909143,40.386568609694265
2024-05-03,19.89012141687991,3.135610570172643,0.8605849707360327,4.83163652746172,3.2695986622186384,3.3268540450988544,3.1442786271012024,1.935008797909143,40.393693617578144
2024-05-06,19.89012141687991,3.131394589176261,0.8605849707360327,4.812411654118221,3.2780727840213646,3.3180848046263813,3.1442786271012024,1.935008797909143,40.369957644568515
2024-05-07,19.89012141687991,3.1292865986780707,0.8605849707360327,4.788211923198992,3.281993646347999,3.301642478740494,3.1474406128484884,1.935008797909143,40.334290445339136
2024-05-08,19.889193901060708,3.1292865986780707,0.8605849707360327,4.804780728514771,3.28410163684619,3.301642478740494,3.1474406128484884,1.935008797909143,40.352039725333896
2024-05-09,19.889193901060708,3.1292865986780707,0.8605849707360327,4.785302896311489,3.2936297538980113,3.301642478740494,3.1474406128484884,1.935008797909143,40.34209001018244
2024-05-10,19.889193901060708,3.133502579674452,0.8605849707360327,4.792765182675083,3.297887894704357,3.302654314179626,3.1474406128484884,1.9329008074109526,40.3569302632897
2024-05-13,19.889193901060708,3.131394589176261,0.8605849707360327,4.79183766685588,3.30113420007157,3.302822953419481,3.146766055889068,1.9329008074109526,40.35663514461995
2024-05-14,19.884977920064326,3.131394589176261,0.8605849707360327,4.753177121119063,3.3154685354592672,3.304677985057889,3.146766055889068,1.9325213691212781,40.329568546623186
2024-05-16,19.884977920064326,3.131394589176261,0.8605849707360327,4.759964850523237,3.3210336303744903,3.304677985057889,3.146766055889068,1.9325213691212781,40.34192137094258
2024-05-17,19.87241429669511,3.131394589176261,0.8605849707360327,4.773329510281766,3.3130232664813657,3.3040034280984676,3.146766055889068,1.9324792093113146,40.33399532666939
2024-05-20,19.86845127455851,3.131394589176261,0.8605849707360327,4.780159399495903,3.3265144056697857,3.329425793506647,3.146766055889068,1.9324792093113146,40.375775698343524
2024-05-21,19.86845127455851,3.131394589176261,0.8605849707360327,4.790825831416749,3.328622396167977,3.329004195407009,3.146766055889068,1.9324792093113146,40.38812852266292
2024-05-22,19.868029676458875,3.131394589176261,0.8605849707360327,4.789940475407508,3.3321638202049373,3.329004195407009,3.146766055889068,1.9324792093113146,40.39036299259101
2024-05-23,19.868029676458875,3.131394589176261,0.8605849707360327,4.8025040987767245,3.3431675306054927,3.3517704927874683,3.146766055889068,1.9324792093113146,40.436696623741234
2024-05-24,19.868029676458875,3.131394589176261,0.8605849707360327,4.77834652766746,3.347805109701512,3.353878483285659,3.146766055889068,1.9324792093113146,40.41928462222618
2024-05-27,19.867987516648906,3.131394589176261,0.8605849707360327,4.784796978591923,3.347805109701512,3.355733514924067,3.146091498929647,1.9324792093113146,40.42687338801967
2024-05-28,19.867987516648906,3.131394589176261,0.8605849707360327,4.772359834652598,3.3494915021000646,3.375717264846914,3.146091498929647,1.9324792093113146,40.43610638640175
2024-05-29,19.867987516648906,3.131394589176261,0.8605849707360327,4.775311021350065,3.3494915021000646,3.376560461046191,3.146091498929647,1.9324792093113146,40.43990076929849
2024-05-30,19.867987516648906,3.131394589176261,0.8605849707360327,4.785007777641742,3.356194911884311,3.3772771778155755,3.146091498929647,1.9324792093113146,40.4570176521438
2024-05-31,19.866722722349994,3.131394589176261,0.8634096780036081,4.786820649470186,3.356194911884311,3.3772771778155755,3.146091498929647,1.9324792093113146,40.4603904369409
2024-06-03,19.866722722349994,3.131394589176261,0.8634096780036081,4.7858931336509825,3.356194911884311,3.3772771778155755,3.146091498929647,1.9324792093113146,40.45946292112169
2024-06-04,19.866680562540033,3.131394589176261,0.8634096780036081,4.787368726999715,3.356194911884311,3.3772771778155755,3.146091498929647,1.9324792093113146,40.46089635466046
