date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,FUBON SECURITIES (HONG KONG) LTD
2024-03-01,0.0,32.089274643521385,0.0,10.402975821450713,13.70737755734656,0.0,0.0,43.80037197768134,0.0,0.0
2024-03-04,20.63469774626132,18.233518219476235,13.483816611668889,5.890612932668679,7.761707505441269,0.0,9.622270589061294,24.373376395422312,0.0,0.0
2024-03-05,20.385655822986752,18.072414510647153,13.321079281403897,5.8195186238468475,7.668030796975793,0.0,8.881875563570784,23.71159048345703,2.139834917111743,0.0
2024-03-06,20.38848421782865,18.109608047173083,13.392299687825183,5.820326049254249,7.530350329517864,0.0,8.88310787374263,23.735691987513007,2.140131807145335,0.0
2024-03-07,19.206898804468544,17.103286078264844,12.595544522114066,5.360292676553211,7.042529561638466,0.0,8.365453713987064,22.372117331939638,1.9990853857712159,5.954791925262952
2024-03-08,18.450787015870944,17.062895957154986,12.102410032003135,5.371954803735876,7.040689700215531,0.0,8.379596368623865,23.665991770622426,1.9724381163869116,5.953236235386323
2024-03-11,18.549361549263576,17.115704908396197,12.151791254367918,5.385193168087261,6.975604976976585,0.0,8.379870023839848,23.516540935958982,1.972502530942817,5.953430652166814
2024-03-12,18.677924894043436,17.324309228899036,12.274534283930743,5.33561126260801,7.182048165062261,0.0,8.430528632913887,22.801195912869204,1.9844268489010088,5.989420770772416
2024-03-13,18.845759290512593,17.426122638075384,12.363082828683941,5.274827095535921,7.233859492372348,0.0,8.49134650385519,22.35348621728052,1.9821966312584798,6.029319302425627
2024-03-14,18.870112657388997,17.72365805168986,12.395626242544731,5.265076209410205,7.7468522200132535,0.0,8.50231941683234,21.54075546719682,1.9151756129887343,6.0404241219350565
2024-03-15,18.97085604738516,17.89957240610026,12.670559457008387,5.300778358164697,7.872871942390434,0.0,8.499236701243335,20.783315775129722,1.9257384607285957,6.077070851849409
2024-03-18,19.037804306569974,17.959462008714993,13.325129835025692,5.302721752757849,8.012409235468176,0.0,8.615672992381546,19.694395246414913,1.9664398706015904,6.085964752065262
2024-03-19,19.129619015655326,18.090267514410602,13.481477230949283,5.387920249439023,8.020161163870842,0.0,8.627344746160565,19.18967013917849,1.9816870762642596,6.091852864071614
2024-03-20,19.115736367496783,18.11731829050986,13.486010347496421,5.38307135719395,7.796287247353963,0.0,8.61958051374833,19.412388597088277,1.9832368158082974,6.086370463304119
2024-03-21,19.173001644731368,18.26929797061049,13.465364460090804,5.464688196606303,7.784351822084129,0.0,8.623025041051722,19.16301743974366,1.9802006558957062,6.077052769185815
2024-03-22,19.20716499181165,18.356228975513528,13.472987093770792,5.467781712301443,7.7887584805560754,0.0,8.627906465635226,19.017357709472314,1.9813216314368811,6.080492939502092
2024-03-25,19.21292302239798,18.285120044128433,13.49368085362937,5.46942087426794,7.791093437827475,0.0,8.630492987349715,19.083015949257632,1.9652608500719153,6.068991981069542
2024-03-26,19.204871713453993,18.38095941814231,13.450067000704955,5.445263452896141,7.73520309567887,0.0,8.767007295188531,18.98852567162132,1.9637563797119335,6.064345972601937
2024-03-27,19.223426860691124,18.501998636702552,13.463062035364443,5.450524496376201,7.742676607321694,0.0,8.202439676086923,19.373349600505875,1.9656536997933731,6.076868387157818
