date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD,GET NICE SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,14.780879506070773,8.020928806900141,0.0,0.0,0.0,0.0,22.801808312970916
2024-03-04,0.0,0.0,14.780606018429957,8.021749269822594,0.0,0.0,0.0,0.0,22.802355288252553
2024-03-05,0.0,0.0,14.780606018429957,7.993180750862735,0.0,0.0,0.0,0.0,22.77378676929269
2024-03-07,0.0,0.0,14.780606018429957,7.987710998046374,0.0,0.0,0.0,1.8975965392515115,24.66591355572784
2024-03-08,0.0,0.0,14.780606018429957,7.980873807025921,0.0,0.0,0.0,1.8975965392515115,24.65907636470739
2024-03-11,0.0,17.507250995597705,14.780606018429957,7.911954921539757,0.0,3.105907436365302,0.0,1.8975965392515115,45.203315911184234
2024-03-12,0.0,17.371327638111104,14.780606018429957,7.916193979972437,0.0,3.1154795037939356,0.0,1.8975965392515115,45.08120367955895
2024-03-13,0.0,17.371327638111104,14.780606018429957,7.911271202437711,0.0,3.1154795037939356,0.0,1.8975965392515115,45.07628090202422
2024-03-14,0.0,17.371327638111104,14.780606018429957,7.912365153000985,0.0,3.1154795037939356,0.0,1.8975965392515115,45.077374852587496
2024-03-15,0.0,17.260291655938957,14.780606018429957,7.911271202437711,0.0,3.1154795037939356,0.0,1.8975965392515115,44.96524491985207
2024-03-19,0.0,17.260291655938957,14.780606018429957,7.910997714796894,0.0,3.1154795037939356,0.0,1.8975965392515115,44.96497143221126
2024-03-21,0.0,17.260291655938957,14.780606018429957,7.865043586510227,0.0,3.1154795037939356,0.0,1.8975965392515115,44.91901730392458
2024-03-22,0.0,17.257556779530773,14.780606018429957,7.892529094412446,0.0,3.115752991434754,0.0,1.8975965392515115,44.944041423059446
2024-03-25,0.0,17.257556779530773,14.780606018429957,7.897725359587991,0.0,3.124231108300115,0.0,1.8975965392515115,44.95771580510034
2024-03-26,0.0,17.25783026717159,14.780606018429957,7.904836038249262,0.0,3.131341786961386,0.0,1.8975965392515115,44.97221065006371
2024-03-27,0.0,17.25783026717159,14.777597654380958,7.909594723199496,0.0,3.131341786961386,0.0,1.8975965392515115,44.973960970964946
2024-03-28,0.0,17.25783026717159,14.762555834135963,7.908774260277042,0.0,3.134623638651203,0.0,1.8975965392515115,44.96138053948731
2024-04-02,0.0,17.25783026717159,14.754351204911417,7.911509136685224,0.0,3.1389994409042927,0.0,1.8975965392515115,44.960286588924035
