date,KGI ASIA LTD,UOB KAY HIAN (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-01,90.19856923179782,0.0,0.0,9.801430768202179,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,90.23122542813353,0.0,0.0,9.768774571866462,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,66.5982905982906,0.0,0.0,8.092796092796092,11.985347985347985,0.0,0.0,0.0,6.476190476190475,6.847374847374847
2024-03-06,58.832950954504135,0.0,0.0,7.709622960045019,10.61425912298169,0.0,0.0,11.151032422838838,5.718367170252369,5.973767369377949
2024-03-07,58.67448073774024,0.0,0.0,9.092476083771437,10.471429802637248,0.0,0.0,10.471429802637248,5.6924933206929245,5.597690252520899
2024-03-08,46.286861713602946,0.0,0.0,7.003103270880698,7.958977082261572,14.621882208466786,7.60384340928326,8.055228264657561,4.384407308451849,4.085696742395327
2024-03-11,46.201807478650196,0.0,0.0,7.196749854904237,7.98275433214493,14.524500456015254,7.598043279993368,8.035817925545146,4.381062930105298,4.079263742641572
2024-03-12,40.887288398246675,0.0,10.339891081364287,7.311421698127131,7.299614799946869,12.829670735126996,6.762400932744956,7.1225113272429414,3.908083297666662,3.53911772953348
2024-03-13,40.70200214778528,0.0,10.306427173897054,7.390735101578475,7.617282316077496,12.788148932727244,6.740515174250114,7.0494431940215065,3.8777821910352035,3.527663768627624
2024-03-14,39.18166891882075,0.0,10.147770367464364,7.75031602807201,9.27306278424364,12.805312177615042,6.6576580503610705,6.875608444851284,3.830114932508028,3.4784882960638157
2024-03-15,38.50253551881168,0.0,10.075993736622085,7.832095502147649,10.38916263234259,12.68908649495051,6.5822930284006835,6.73456781255836,3.755153639510997,3.4391116346554425
2024-03-18,38.22752644577368,0.0,10.012990906365545,7.7831232423018175,10.980884809204985,12.558352010735344,6.541135490870677,6.72100957900898,3.757369841111222,3.417607674627761
2024-03-19,38.146157446144684,0.0,9.947101952831392,7.890743550834597,11.404989150936707,12.475713698183313,6.498092550309872,6.520783401642251,3.721299618510062,3.3951186306071217
2024-03-20,38.26337902643976,0.0,9.95062881070605,7.828657924146613,11.690644937684787,12.05986787194613,6.481913734810226,6.555475392210952,3.782766767106622,3.3866655349488606
2024-03-21,38.40503080805944,0.0,9.948817731906434,7.774628822807834,11.708472568842264,12.020078112882986,6.460527614455113,6.533846565994105,3.773106044583562,3.3754917304682546
2024-03-22,38.52416372558669,0.0,9.963582165103558,7.753202379111067,11.749321559639478,11.919458935024396,6.442722760443763,6.518651837061825,3.7627075746284397,3.366189063400779
2024-03-25,38.54466757542967,0.0,9.957981421886199,7.791003246251353,11.700557905535492,11.912758751528267,6.439101167807306,6.500934526904538,3.763403083236133,3.389592321421043
2024-03-26,38.55742670050619,0.0,10.003225037508589,7.810199531668466,11.691462063743566,11.886366504479998,6.4248355931965735,6.486531962926091,3.7578697926160665,3.38208281335446
2024-03-27,38.762967422195466,0.0,9.987540074759552,7.795153229080626,11.617130297218218,11.867728793627238,6.414761511430932,6.425961444231334,3.751977488135071,3.3767797393215644
2024-03-28,38.76188209600874,0.0,9.987260433145273,7.794934972210944,11.616805028629026,11.86739650851871,6.4145819042152565,6.428581428231441,3.7518724363371647,3.3766851927034476
2024-04-02,39.26710975390695,0.0,9.81608655400644,7.541694877782537,11.952301336170565,11.713255309447154,6.331265285818906,6.345082975224884,3.700377222920783,3.3328266847217805
2024-04-03,39.231116029345465,0.0,9.705315791630804,7.8637102613495085,12.336571170949629,11.376149295736164,6.259819391505117,6.202439990710002,3.729661051682446,3.2952170170908643
2024-04-05,39.384405856315965,0.0,9.639768471229146,8.152536601974804,12.023152877085462,11.340823970037453,6.240381341504937,6.215866530473272,3.718079673135853,3.2849846782431054
2024-04-08,39.74294526038341,0.0,9.616455850984334,8.21162180889366,11.714196432210644,11.299811149002078,6.2252897300381775,6.200834205127508,3.711805225330489,3.2770403380296997
2024-04-09,40.0603885526612,0.0,9.373468766140032,8.888771172411966,11.582418455589252,11.165260690495424,6.067990094158468,6.044152507581677,3.623313159672101,3.1942366012898784
2024-04-10,40.44630037016058,0.0,9.323831227852937,8.841700367525984,11.528987130004085,11.040269782514194,6.035856836115026,6.012145482328455,3.593587396098165,3.177321407400577
2024-04-11,40.932204491956355,0.0,9.204999154669476,8.794038469041396,11.618742928485037,10.899561728635897,5.958929941607169,5.909510618651892,3.5451861677916066,3.1368264991611725
2024-04-12,41.395282640479245,0.0,9.1578361733235,8.748981096921943,11.525572849952773,10.843716440890683,5.928398607822588,5.884407871754066,3.395049748347113,3.120754570508093
2024-04-15,42.071629303596865,0.0,9.082626493346508,8.674562743009663,11.31542814613302,10.677668133814112,5.879711019004478,5.836081561421294,3.3671675499493126,3.0951250497247496
2024-04-16,42.29080528923081,0.0,9.060303887559042,8.653243046043958,11.249215959857144,10.613023386797405,5.865260301327428,5.821738072989337,3.3588919752691333,3.087518080925743
2024-04-17,42.41772589378288,0.0,9.06007193784161,8.686302369340655,11.090203909220076,10.612751686443172,5.865110146819759,5.8215890326792366,3.358805985433227,3.087439038439384
2024-04-18,42.631343188071924,0.0,9.058680488897421,8.723363409483586,10.993792794522301,10.46778012414411,5.864209381199206,5.8155756063223905,3.358290138862226,3.0869648684968323
2024-04-19,42.73936884082979,0.0,9.04687040658512,8.711990490432916,10.956452829224023,10.443907614044507,5.856564029806869,5.80799366028861,3.353911831997648,3.082940296790521
