date,THE HONGKONG AND SHANGHAI BANKING,THE BANK OF EAST ASIA LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD
2024-03-01,46.30559722656441,23.91229550830851,11.882239508781502,3.5752322012603956,1.0720053328087114,9.003981808510112,1.0214713183117439,0.34467391546876563,2.8825031799858536,0.0
2024-03-04,45.1190370329257,23.303267457800295,11.577069618664883,3.500883903912614,1.047240421018147,8.777195465193037,1.0032814943331834,0.336106852958561,2.791531765630005,2.544385987563581
2024-03-05,45.11804570255226,23.308000383861632,11.58026719342141,3.467744706289153,1.057608186610913,8.78003594556138,1.0098321807047246,0.33617511672829387,2.7920987296177175,2.5501918546525197
2024-03-06,45.10125534671061,23.291539300300414,11.574512877433031,3.43561780781036,1.059292585213238,8.871089522046931,1.0119684246742793,0.36705228102398824,2.739026580902843,2.5486452738843055
2024-03-07,45.11390326764186,23.290209717556962,11.560955315567996,3.425696203247809,1.060289234048495,8.871005968682063,1.02671030742451,0.3691455638382198,2.7388702253082697,2.5432141966838175
2024-03-08,45.103506479789075,23.291391561387957,11.554141766718155,3.435807449891106,1.051251362514374,8.871456121076823,1.0409285054604642,0.36916429584676125,2.73900920717743,2.5433432501378532
2024-03-11,45.11759509731306,23.296482739716957,11.5401718627755,3.440576600118512,1.055922242571254,8.836521555866932,1.05997780452715,0.36924499009201067,2.7396079169746423,2.5438991900439842
2024-03-12,45.11207063296569,23.28779026646429,11.535231744620898,3.4348534050736825,1.0591220802202825,8.792212526066454,1.0950977724848827,0.36910721598096075,2.7715643555300913,2.54295000059277
2024-03-13,45.11076087956736,23.287987191186353,11.512497720859939,3.438264905068626,1.0625134907080003,8.792709681012393,1.1086368504099897,0.3720699848082134,2.771587792255265,2.5429715041238627
2024-03-14,45.12135921960536,23.29542353612987,11.471130600946516,3.4368251646182584,1.0696198426433146,8.798266500237371,1.119987348626165,0.37620674180752406,2.7777595912798603,2.533421454105755
2024-03-15,45.1411170490733,23.30294843273853,11.742384463436323,3.4377237899802453,1.0820230869330476,8.476402170131735,1.1188683528592913,0.3866936858091126,2.77865686424404,2.533182104794378
2024-03-18,45.13354417883578,23.3021217870221,11.415813727442634,3.4304097624355463,1.083042361945489,8.796544311351935,1.1327897552179997,0.39535276845236705,2.7772891042693493,2.533092243026803
2024-03-19,45.10911816000224,23.311428680725406,11.433034703136569,3.4305349409696393,1.08320431549615,8.78841094028487,1.1319108440618773,0.39972122523387915,2.7786702439931794,2.5339659460961896
2024-03-20,45.121246577323895,23.31616513782058,11.42777477466201,3.4314436107609954,1.0808846308614324,8.79291160134364,1.1202885583961668,0.3955694879733732,2.7792348191023484,2.534480801755562
2024-03-21,45.126049556585556,23.313944683929424,11.429202519946962,3.4315400812410077,1.0801468131146532,8.810297687996114,1.124626048369355,0.40759458504287266,2.742358586656507,2.5342394371175496
2024-03-22,45.112643806937115,23.301554868877606,11.425692853855717,3.4214673585890627,1.0747079407140843,8.843503654574917,1.1409491647513081,0.40695494547016303,2.73963274926267,2.532892656967361
2024-03-25,45.120410617655374,23.30032277667581,11.405841858026388,3.423189979943702,1.0774006646792227,8.848958153874511,1.141523347544186,0.40608741189322883,2.7394878885370595,2.5367773011705137
2024-03-26,45.09879502520571,23.280879649292025,11.395325942552601,3.4017270212468103,1.0970722836395699,8.820349805089748,1.1731774473067276,0.4109795053310793,2.7368540973459665,2.584839222989765
2024-03-27,45.1142993450368,23.28068220263178,11.375882169550062,3.41766381648154,1.08942656184104,8.791932244412324,1.1733468478571794,0.41392293146753245,2.7367563683580163,2.606087512363729
2024-03-28,45.11439159667038,23.282256403317298,11.384402983109943,3.430573348712642,1.0863306181540926,8.769983636513784,1.1825123997371092,0.41690922186695667,2.7263760602872624,2.606263731630534
2024-04-02,50.4260757850282,21.02719919609389,10.2800225334659,3.096579606068318,0.9841649838835398,7.892874544180324,1.0744659856770427,0.3746201014860168,2.492077686575415,2.3519195775413504
2024-04-03,50.41447261479022,21.004951479509558,10.253076303558393,3.2128337413023416,1.0349774153877893,7.859415080979053,1.0822891707872853,0.31836660226517,2.470186449913635,2.34943114150656
2024-04-05,53.26845196242695,20.999587012442127,10.273900333884894,3.2093449538265144,1.02708949202275,4.997604960336421,1.0953540640779083,0.3179041144356925,2.4695555875251216,2.341207519021611
2024-04-08,53.24631380803204,20.988832069560807,10.268638553679702,3.209225226224709,1.0263729755385964,5.000732776585682,1.1298436772810199,0.32307508658378986,2.4669573574126633,2.340008469100987
2024-04-09,53.22329596775306,20.980359280322,10.26868244183452,3.2197354837538312,1.0284340497814444,5.000427815997287,1.1491907917773985,0.3248488222416486,2.4659614940086767,2.3390638525301357
2024-04-10,53.20080267888525,20.971342480254762,10.267885574796162,3.2193033953915253,1.082046813456357,4.975590993841726,1.1542165760759373,0.3237575426014535,2.466043691299258,2.3390102533975674
2024-04-11,53.18924128989967,20.96791030715747,10.265443921073446,3.2214407587406435,1.11345994089033,4.95936218517817,1.1544082818202697,0.3271300014340245,2.4656400982139797,2.3359632155920016
2024-04-12,53.199379854272664,20.967630993672305,10.258075776362256,3.2242523454447176,1.1084973093440051,4.9545386223441295,1.1547735038847313,0.3313122430159508,2.4656072534278803,2.3359320982313587
2024-04-15,53.21226603436576,20.96603505935808,10.258246418615522,3.2238166485963644,1.1074615095520506,4.943695810083976,1.1579204624378694,0.3274813157970926,2.4654195857212935,2.337657155471983
2024-04-16,53.20729638349917,20.96340229881471,10.2600024488569,3.228358626692999,1.1118887207917187,4.9430750171095115,1.1594874135918674,0.32401548451545126,2.4651099964551415,2.33736360967253
2024-04-17,53.18148312849604,20.96005246880463,10.273010761292554,3.247626797003437,1.1177984453603673,4.932963814328542,1.1579705159354143,0.32586602057561426,2.4662379356690063,2.3369901125343966
