date,GUOYUAN SECURITIES BROKERAGE (HONG KONG),BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,FORTUNE (HK) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,SOUTH CHINA SECURITIES LTD,TOTAL_CCASS_PCT
2024-05-24,11.674393161055459,7.184548716794949,2.895309700619349,1.4885133452271935,1.4549536974680526,1.2353863159407574,0.0,1.0502815323365267,0.0,0.7073109617397442,27.69069743118203
2024-05-28,11.674393161055459,7.177626098871539,2.895309700619349,1.489341049544123,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0502815323365267,0.0,0.7073109617397442,28.714793408764788
2024-05-29,11.674393161055459,7.177550853024544,2.895309700619349,1.489341049544123,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0502815323365267,0.0,0.7073109617397442,28.71471816291779
2024-05-30,11.674393161055459,7.177400361330558,2.895309700619349,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0502815323365267,0.0,0.7073109617397442,28.715320129693744
2024-05-31,11.674393161055459,7.177400361330558,2.8960621590892845,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0502815323365267,0.0,0.7073109617397442,28.716072588163676
2024-06-03,11.674393161055459,7.17642216531964,2.897040355100201,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0502815323365267,0.0,0.7073109617397442,28.716072588163676
2024-06-05,11.674393161055459,7.1751429859207505,2.897040355100201,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0502815323365267,0.0,0.7073109617397442,28.714793408764788
2024-06-06,11.674393161055459,7.1743905274508135,2.897792813570137,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0502815323365267,0.0,0.7073109617397442,28.714793408764788
2024-06-07,11.674393161055459,7.1743905274508135,2.897040355100201,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0510339908064623,0.0,0.7073109617397442,28.714793408764788
2024-06-11,11.674393161055459,7.1740142982158455,2.912089524498919,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0510339908064623,0.0,0.7073109617397442,28.729466348928533
2024-06-13,11.674393161055459,7.17702413209559,2.912089524498919,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0510339908064623,0.0,0.7073109617397442,28.73247618280828
2024-06-14,11.674393161055459,7.17702413209559,2.9120142786519256,1.490093508014059,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0510339908064623,0.0,0.7073109617397442,28.732400936961287
2024-06-18,11.674393161055459,7.17702413209559,2.9120142786519256,1.4900182621670655,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0510339908064623,0.0,0.7073109617397442,28.73232569111429
2024-06-19,11.674393161055459,7.17702413209559,2.9270634480506432,1.489341049544123,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0510339908064623,0.0,0.7073109617397442,28.74669764789007
2024-06-20,116.74393161055458,71.76572657013628,29.271386938976367,14.89341049544123,14.549536974680525,12.353863159407574,10.301908911892381,10.510339908064624,0.0,7.073109617397441,287.463214186551
2024-06-21,11.674393161055459,7.176572657013628,2.9272891855916243,1.489341049544123,1.4549536974680526,1.2353863159407574,1.030190891189238,1.0510339908064623,0.8805269015189879,0.7073109617397442,29.626998811868077
2024-06-24,11.674393161055459,7.176572657013628,2.9272891855916243,1.489341049544123,1.4549536974680526,1.2331289405309498,1.030190891189238,1.0510339908064623,0.8805269015189879,0.7073109617397442,29.62474143645827
2024-06-28,11.674393161055459,7.178077573953499,2.9272891855916243,1.489341049544123,1.4549536974680526,1.2331289405309498,1.030190891189238,1.0510339908064623,0.8805269015189879,0.7073109617397442,29.626246353398138
2024-07-02,11.674393161055459,7.180334949363306,2.9272891855916243,1.5292213484507255,1.4549536974680526,1.2331289405309498,1.030190891189238,1.0510339908064623,0.8805269015189879,0.7073109617397442,29.668384027714552
2024-07-03,11.674393161055459,7.1804101952103006,2.9272891855916243,1.5292213484507255,1.4549536974680526,1.2331289405309498,1.030190891189238,1.0510339908064623,0.8805269015189879,0.7073109617397442,29.668459273561542
2024-07-11,11.674393161055459,7.1804101952103006,2.9272891855916243,1.490093508014059,1.4549536974680526,1.2331289405309498,1.030190891189238,1.0510339908064623,0.8805269015189879,0.7073109617397442,29.62933143312488
2024-07-12,11.713521001492126,7.1804101952103006,2.9272891855916243,1.4876856409102641,1.4549536974680526,1.2331289405309498,1.030190891189238,1.0510339908064623,0.8805269015189879,0.708815878679616,29.66755632339762
2024-07-16,11.736094755590203,7.157836441112224,2.9272891855916243,1.4876103950632704,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.708815878679616,29.665976160610757
2024-07-18,11.736094755590203,7.150311856412865,2.9272891855916243,1.4876103950632704,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.708815878679616,29.6584515759114
2024-07-19,11.736094755590203,7.102906972806903,2.9272891855916243,1.4153743819494242,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.716340463378975,29.54633526389095
2024-07-22,11.75114392498892,7.102906972806903,2.9272891855916243,1.4153743819494242,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.716340463378975,29.561384433289668
2024-07-23,11.75114392498892,7.104411889746776,2.9272891855916243,1.4153743819494242,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.716340463378975,29.562889350229536
2024-07-24,11.75114392498892,7.103734677123833,2.9272891855916243,1.4153743819494242,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.716340463378975,29.562212137606597
2024-07-25,11.75114392498892,7.103734677123833,2.9272891855916243,1.4153743819494242,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.7389142174770519,29.584785891704673
2024-07-29,11.728570170890842,7.103734677123833,2.9272891855916243,1.4123645480696805,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.7389142174770519,29.55920230372685
2024-07-30,11.690947247394048,7.102982218653898,2.9272891855916243,1.4109348769768024,1.4549536974680526,1.2331289405309498,1.0286859742493664,1.0510339908064623,0.8805269015189879,0.7389142174770519,29.519397250667247
2024-07-31,7.118065405511703,4.321888596411451,1.776563272207311,0.8584990314449731,0.8852827727598527,0.7503110302021342,0.6259154316508041,0.6395133310875891,0.5357663946439696,0.44960058070447634,17.961405846624263
2024-08-01,7.1290536070767825,4.313647445237642,1.776563272207311,0.8584990314449731,0.8852827727598527,0.7503110302021342,0.6259154316508041,0.6395133310875891,0.5357663946439696,0.44960058070447634,17.964152897015534
2024-08-02,7.077775333106414,4.309069027918859,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.6304938489695869,0.6395133310875891,0.5357663946439696,0.44960058070447634,17.908296205726383
2024-08-05,7.067702815005092,4.309069027918859,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.6304938489695869,0.6385976476238325,0.5357663946439696,0.44960058070447634,17.897308004161307
2024-08-06,7.041147994556152,4.309069027918859,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.6304938489695869,0.6385976476238325,0.5357663946439696,0.44960058070447634,17.870753183712367
2024-08-07,7.041147994556152,4.309069027918859,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.5975292442743504,0.6385976476238325,0.5357663946439696,0.44960058070447634,17.83778857901713
2024-08-08,7.021918641817264,4.294875934230633,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.5975292442743504,0.6385976476238325,0.5357663946439696,0.44960058070447634,17.80436613259001
2024-08-09,7.021918641817264,4.294875934230633,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.6130958631582121,0.6385976476238325,0.5357663946439696,0.44960058070447634,17.819932751473875
2024-08-13,6.985291303267001,4.299454351549415,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.6130958631582121,0.6385976476238325,0.5357663946439696,0.44960058070447634,17.787883830242396
2024-08-16,6.985291303267001,4.299454351549415,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.5993606112018635,0.6385976476238325,0.5357663946439696,0.44960058070447634,17.77414857828605
2024-08-19,6.985291303267001,4.299454351549415,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.5764685246079492,0.6385976476238325,0.5357663946439696,0.44960058070447634,17.751256491692132
2024-08-21,6.985291303267001,4.299454351549415,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.5764685246079492,0.6385976476238325,0.5357663946439696,0.4322025948931015,17.733858505880757
2024-08-22,6.95873648281806,4.2985386680856585,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.5856253592455148,0.6385976476238325,0.5357663946439696,0.4322025948931015,17.715544836605627
2024-08-23,6.95873648281806,4.2985386680856585,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.6039390285206463,0.6385976476238325,0.5357663946439696,0.4322025948931015,17.733858505880757
2024-08-27,6.945001230861712,4.2985386680856585,1.776563272207311,0.8539206141261902,0.8852827727598527,0.7503110302021342,0.6039390285206463,0.6385976476238325,0.5357663946439696,0.4322025948931015,17.72012325392441
2024-08-28,6.950495331644252,4.2985386680856585,1.7738620059892292,0.8530049306624337,0.8852827727598527,0.7503110302021342,0.5810469419267321,0.6385976476238325,0.5357663946439696,0.4322025948931015,17.699108318431193
2024-08-29,6.927603245050337,4.298080826353781,1.7738620059892292,0.8530049306624337,0.8852827727598527,0.7503110302021342,0.5810469419267321,0.6385976476238325,0.5357663946439696,0.4322025948931015,17.675758390105404
2024-08-30,6.913867993093989,4.297165142890023,1.7738620059892292,0.8530049306624337,0.8852827727598527,0.7503110302021342,0.5810469419267321,0.6385976476238325,0.5357663946439696,0.44593784684945004,17.67484270664165
2024-09-04,6.923024827731554,4.296249459426267,1.7738620059892292,0.8530049306624337,0.8852827727598527,0.7503110302021342,0.5810469419267321,0.6385976476238325,0.5357663946439696,0.44593784684945004,17.683083857815454
2024-09-05,6.93218166236912,4.296249459426267,1.7738620059892292,0.8525470889305553,0.8852827727598527,0.7503110302021342,0.5810469419267321,0.6404290145513457,0.5357663946439696,0.44593784684945004,17.69361421764866
2024-09-13,6.93218166236912,4.292586725571241,1.7738620059892292,0.8525470889305553,0.8852827727598527,0.7503110302021342,0.5975292442743504,0.6404290145513457,0.5357663946439696,0.44593784684945004,17.706433786141247
2024-09-16,6.959652166281817,4.292586725571241,1.7738620059892292,0.8525470889305553,0.8852827727598527,0.7503110302021342,0.574637157680436,0.6404290145513457,0.5357663946439696,0.44593784684945004,17.71101220346003
2024-09-17,6.9871226701945135,4.292586725571241,1.7738620059892292,0.8516314054667987,0.8852827727598527,0.7503110302021342,0.5755528411441927,0.6404290145513457,0.5357663946439696,0.45509468148701576,17.747639542010294
2024-09-19,6.9871226701945135,4.292586725571241,1.7734041642573508,0.851036211215357,0.8852827727598527,0.7503110302021342,0.5847096757817584,0.6404290145513457,0.5357663946439696,0.45509468148701576,17.75574334066454
2024-09-20,6.977965835556948,4.292586725571241,1.7734041642573508,0.851036211215357,0.8852827727598527,0.7503110302021342,0.5847096757817584,0.6404290145513457,0.5357663946439696,0.45509468148701576,17.746586506026972
2024-09-26,6.951411015108008,4.291671042107485,1.7734041642573508,0.851036211215357,0.8852827727598527,0.7503110302021342,0.5847096757817584,0.6404290145513457,0.5357663946439696,0.45509468148701576,17.719116002114276
2024-09-27,6.942254180470442,4.291671042107485,1.7734041642573508,0.851036211215357,0.8852827727598527,0.7503110302021342,0.6112644962306989,0.6404290145513457,0.5357663946439696,0.45509468148701576,17.73651398792565
2024-09-30,6.933097345832877,4.286176941324945,1.7734041642573508,0.851036211215357,0.8852827727598527,0.7503110302021342,0.6112644962306989,0.6404290145513457,0.5357663946439696,0.45509468148701576,17.721863052505547
2024-10-02,6.957820799354304,4.282056365738041,1.7734041642573508,0.851036211215357,0.8852827727598527,0.7503110302021342,0.5902037765642978,0.6308143381819017,0.5357663946439696,0.4660828830520946,17.722778735969303
2024-10-03,6.957820799354304,4.276928538341004,1.790802150068726,0.8501205277516004,0.8829935641004613,0.7503110302021342,0.6011919781293766,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.74269485130601
2024-10-04,6.944085547397956,4.276012854877247,1.790802150068726,0.8501205277516004,0.8964998951908708,0.7503110302021342,0.6011919781293766,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.741550246976313
2024-10-07,6.944085547397956,4.275555013145368,1.790802150068726,0.8501205277516004,0.8964998951908708,0.7503110302021342,0.6011919781293766,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.741092405244434
2024-10-08,6.934013029296633,4.274639329681612,1.790802150068726,0.8501205277516004,0.8964998951908708,0.7503110302021342,0.6011919781293766,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.730104203679357
2024-10-09,6.938591446615416,4.260904077725264,1.790802150068726,0.8496626860197221,0.900162629045897,0.7503110302021342,0.6011919781293766,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.72415226116494
2024-10-10,6.948663964716737,4.259622120876004,1.790802150068726,0.8496626860197221,0.9019939959734102,0.7503110302021342,0.6011919781293766,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.734774189344513
2024-10-14,6.948663964716737,4.259622120876004,1.790802150068726,0.8496626860197221,0.9029096794371668,0.7503110302021342,0.6011919781293766,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.735689872808273
2024-10-15,6.948663964716737,4.259622120876004,1.7917178335324822,0.8496626860197221,0.9056567298284364,0.7503110302021342,0.6011919781293766,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.739352606663296
2024-10-16,6.95873648281806,4.259622120876004,1.7962962508512652,0.854241103338505,0.9267174494948375,0.7503110302021342,0.6130958631582121,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.79154656409742
2024-10-17,6.975218785165679,4.259622120876004,1.7962962508512652,0.8725547726136365,0.9267174494948375,0.7503110302021342,0.6048547119844029,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.818101384546363
2024-10-18,6.975218785165679,4.259622120876004,1.7962962508512652,0.8725547726136365,0.9267174494948375,0.7503110302021342,0.5956978773468372,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.808944549908794
2024-10-23,6.975218785165679,4.259622120876004,1.7962046825048896,0.8725547726136365,0.9267174494948375,0.7503110302021342,0.5865410427092715,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.799696146924855
2024-10-25,6.968809000919383,4.259622120876004,1.7962046825048896,0.8725547726136365,0.9267174494948375,0.7498531884702558,0.5865410427092715,0.6306769856623382,0.5357663946439696,0.4660828830520946,17.792828520946678
2024-10-29,6.968809000919383,4.259622120876004,1.7962046825048896,0.8725547726136365,0.9267174494948375,0.7498531884702558,0.5865410427092715,0.6297613021985816,0.5357663946439696,0.4660828830520946,17.791912837482922
2024-10-30,6.968809000919383,4.2470314732493515,1.7962046825048896,0.8725547726136365,0.9267174494948375,0.7498531884702558,0.5984449277381069,0.6215201510247725,0.5357663946439696,0.4660828830520946,17.782984923711297
2024-10-31,6.968809000919383,4.245200106321838,1.7962046825048896,0.8725547726136365,0.9267174494948375,0.7498531884702558,0.5984449277381069,0.6114476329234503,0.5357663946439696,0.4660828830520946,17.771081038682464
2024-11-01,6.968809000919383,4.248862840176865,1.7962046825048896,0.8725547726136365,0.9267174494948375,0.7498531884702558,0.5984449277381069,0.6077848990684239,0.5357663946439696,0.4660828830520946,17.771081038682464
2024-11-04,6.9807128859482175,4.245200106321838,1.7962046825048896,0.8725547726136365,0.9267174494948375,0.7498531884702558,0.5984449277381069,0.6059535321409109,0.5357663946439696,0.4660828830520946,17.77749082292876
2024-11-07,6.9807128859482175,4.245200106321838,1.7962046825048896,0.8881213914974981,0.9267174494948375,0.7498531884702558,0.5984449277381069,0.5913025967208057,0.5357663946439696,0.4660828830520946,17.778406506392514
2024-11-11,6.971556051310652,4.243414523567513,1.7962046825048896,0.8881213914974981,0.9267174494948375,0.7498531884702558,0.5984449277381069,0.5913025967208057,0.5357663946439696,0.4660828830520946,17.767464089000622
2024-11-12,6.994448137904567,4.243414523567513,1.7962046825048896,0.8881213914974981,0.9244282408354461,0.7498531884702558,0.5984449277381069,0.5913025967208057,0.5357663946439696,0.4660828830520946,17.788066966935144
2024-11-15,6.994448137904567,4.243414523567513,1.7962046825048896,0.8881213914974981,0.9244282408354461,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.4660828830520946,17.77982581576134
2024-11-18,6.994448137904567,4.243414523567513,1.7962046825048896,0.9186136508405919,0.9244282408354461,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.4660828830520946,17.81031807510443
2024-11-20,6.994448137904567,4.243414523567513,1.7962046825048896,0.9186136508405919,0.9244282408354461,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.45692604841452883,17.801161240466865
2024-11-21,6.994448137904567,4.243414523567513,1.8190967690988036,0.9186136508405919,0.9244282408354461,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.45692604841452883,17.824053327060778
2024-11-22,7.002689289078376,4.243414523567513,1.817997948942296,0.9186136508405919,0.9244282408354461,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.45692604841452883,17.83119565807808
2024-11-25,7.016424541034724,4.243414523567513,1.817997948942296,0.9186136508405919,0.9244282408354461,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.45692604841452883,17.844930910034428
2024-11-26,7.016424541034724,4.243139818528386,1.817997948942296,0.9186136508405919,0.9244282408354461,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.45692604841452883,17.844656204995303
2024-11-28,7.016424541034724,4.243139818528386,1.817997948942296,0.9186136508405919,0.9152714061978805,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.45692604841452883,17.835499370357738
2024-12-03,7.017340224498481,4.243139818528386,1.817997948942296,0.9186136508405919,0.9152714061978805,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.45692604841452883,17.836415053821494
2024-12-04,7.017340224498481,4.242681976796508,1.817997948942296,0.9186136508405919,0.9152714061978805,0.7498531884702558,0.5984449277381069,0.5830614455469965,0.5357663946439696,0.45692604841452883,17.835957212089614
2024-12-06,7.024665692208535,4.304948452331955,1.817997948942296,0.9186136508405919,0.9161870896616371,0.7498531884702558,0.5984449277381069,0.5574223085618125,0.5357663946439696,0.45692604841452883,17.880825701813688
2024-12-09,7.024665692208535,4.304948452331955,1.817997948942296,0.9186136508405919,0.9161870896616371,0.7498531884702558,0.5801312584629754,0.5574223085618125,0.5357663946439696,0.45692604841452883,17.862512032538554
2024-12-10,7.0448107284111785,4.304948452331955,1.817997948942296,0.9186136508405919,0.9161870896616371,0.7498531884702558,0.5938665104193241,0.5574223085618125,0.5357663946439696,0.45692604841452883,17.896392320697547
2024-12-13,7.0448107284111785,4.297622984621903,1.817997948942296,0.9186136508405919,0.9161870896616371,0.7498531884702558,0.5938665104193241,0.5610850424168389,0.5357663946439696,0.45692604841452883,17.892729586842524
2024-12-16,7.0448107284111785,4.297622984621903,1.817997948942296,0.9186136508405919,0.9161870896616371,0.7498531884702558,0.6048547119844029,0.5610850424168389,0.5357663946439696,0.45692604841452883,17.9037177884076
2025-01-02,7.058545980367527,4.297622984621903,1.817997948942296,0.9181558091087137,0.9161870896616371,0.7498531884702558,0.6048547119844029,0.5610850424168389,0.5357663946439696,0.45692604841452883,17.916995198632073
2025-01-03,7.058545980367527,4.297622984621903,1.817997948942296,0.9117460248624176,0.9161870896616371,0.7498531884702558,0.6048547119844029,0.5610850424168389,0.5357663946439696,0.45692604841452883,17.91058541438578
2025-01-06,7.058545980367527,4.297622984621903,1.817997948942296,0.9117460248624176,0.9161870896616371,0.7498531884702558,0.6048547119844029,0.5574223085618125,0.5357663946439696,0.45692604841452883,17.906922680530748
2025-01-13,7.058545980367527,4.28755046652058,1.817997948942296,0.9117460248624176,0.9161870896616371,0.7498531884702558,0.6048547119844029,0.5574223085618125,0.5357663946439696,0.45692604841452883,17.896850162429427
2025-01-15,7.058545980367527,4.287092624788701,1.817997948942296,0.9117460248624176,0.9161870896616371,0.7498531884702558,0.6048547119844029,0.5574223085618125,0.5357663946439696,0.45692604841452883,17.896392320697547
2025-01-22,7.058545980367527,4.24222413506463,1.817997948942296,0.9209028594999833,0.9161870896616371,0.7498531884702558,0.6222526977957777,0.5574223085618125,0.5357663946439696,0.45692604841452883,17.878078651422417
2025-02-11,7.058545980367527,4.24222413506463,1.817997948942296,0.9209028594999833,0.9161870896616371,0.7498531884702558,0.6130958631582121,0.5574223085618125,0.5357663946439696,0.45692604841452883,17.86892181678485
2025-02-14,7.073196915787632,4.240163847271177,1.817997948942296,0.9209028594999833,0.9161870896616371,0.7498531884702558,0.6130958631582121,0.5574223085618125,0.5311879773251869,0.45692604841452883,17.87693404709272
2025-02-20,7.073196915787632,4.238790322075543,1.8088411143047303,0.9419635791663845,0.9161870896616371,0.7498531884702558,0.6130958631582121,0.5574223085618125,0.5311879773251869,0.45692604841452883,17.887464406925922
2025-02-21,7.073196915787632,4.238790322075543,1.8088411143047303,1.7523892287641376,0.9161870896616371,0.7498531884702558,0.6121801796944555,0.5583379920255691,0.5311879773251869,0.45692604841452883,18.697890056523676
2025-02-27,7.073196915787632,4.238790322075543,1.8088411143047303,1.7615460634017033,0.9161870896616371,0.7498531884702558,0.6030233450568898,0.5583379920255691,0.5311879773251869,0.45692604841452883,18.697890056523676
2025-02-28,7.073196915787632,4.238790322075543,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.5975292442743504,0.5576512294277517,0.5311879773251869,0.45692604841452883,18.689877826215806
2025-03-03,7.085100800816467,4.238790322075543,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.5975292442743504,0.5576512294277517,0.5311879773251869,0.45692604841452883,18.701781711244642
2025-03-04,7.085100800816467,4.238332480343664,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.5975292442743504,0.5576512294277517,0.5311879773251869,0.45692604841452883,18.701323869512763
2025-03-05,7.085100800816467,4.238332480343664,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.5883724096367846,0.5576512294277517,0.5311879773251869,0.45692604841452883,18.692167034875197
2025-03-06,7.085100800816467,4.2337540630248816,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.5819626253904886,0.5567355459639951,0.5311879773251869,0.45692604841452883,18.68026314984636
2025-03-07,7.102498786627843,4.2337540630248816,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.5819626253904886,0.5567355459639951,0.5311879773251869,0.45692604841452883,18.697661135657736
2025-03-12,7.102498786627843,4.2337540630248816,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.5911194600280544,0.5567355459639951,0.5311879773251869,0.45692604841452883,18.706817970295305
2025-03-17,7.102498786627843,4.2337540630248816,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.592035143491811,0.5567355459639951,0.5311879773251869,0.45692604841452883,18.70773365375906
2025-03-19,7.102498786627843,4.216172940520755,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.592035143491811,0.5558198625002385,0.5311879773251869,0.45692604841452883,18.689236847791175
