date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD
2024-03-01,40.34132046198931,58.94908401372804,0.0,0.0,0.0,0.0,0.0,0.7095955242826472,0.0
2024-03-04,39.916978488190054,58.30726639736861,0.0,0.0,0.0,0.0,1.0738854253534924,0.7018696890878484,0.0
2024-03-05,38.118903978526056,55.53931426310304,0.0,0.0,0.0,4.645600233874611,1.0276308679051391,0.6685506565911594,0.0
2024-03-06,34.428546664355345,50.15934820583254,9.699571960049605,0.0,0.0,4.1742562639179654,0.928086621417999,0.6101902844265465,0.0
2024-03-07,34.43193847811189,50.14545852098949,9.698123571746649,0.0,0.0,4.173632943221847,0.94288053202354,0.6079659539065813,0.0
2024-03-08,32.69748216098273,47.6037877694837,9.222373253750686,4.068232500803673,0.0,4.024694920531259,0.8950516502514801,0.5872510827441838,0.901126661452282
2024-03-11,32.71161941792794,47.60667988061878,9.22495867475705,4.068479661398806,0.0,4.024939436052826,0.8951060280429428,0.589311887240942,0.8789050139607176
2024-03-12,32.70900775260508,47.59993216786933,9.22365114036442,4.0760023589382754,0.0,4.024368946045614,0.8949791568061191,0.593278038335278,0.8787804390358726
2024-03-13,32.698414304907885,47.594636924657344,9.222688065664526,4.078730634252734,0.0,4.0230655759688885,0.8946893004167289,0.6092793652159171,0.8784958289159737
2024-03-14,32.4685073612206,47.2569209441938,9.159256707903168,4.05380893737247,0.0,3.994519218159537,1.5897684033027388,0.6049561180709537,0.8722623097767239
2024-03-15,32.46589733554329,47.253122131525174,9.158520428439292,4.059512044642574,0.0,3.994198113231246,1.5896406075803349,0.6069171472683453,0.8721921917697414
2024-03-18,32.471065812305554,47.26357033629539,9.166575793224643,4.060409649101207,0.0,3.995081276033985,1.56386074603997,0.6070513435784973,0.8723850434207545
2024-03-19,33.086757846599,46.3485815709454,9.297540139435075,4.121595212263682,0.0,4.030887503586267,1.5980863731032278,0.631896397528062,0.8846549565392868
2024-03-20,32.79966705204181,46.44502797884124,9.588012257252805,4.085077496768759,0.0,3.9951734667953605,1.5839271797560368,0.6262977368933309,0.8768168316506633
2024-03-21,32.79239583738347,46.43936115581333,9.58761132282597,4.094145140171957,0.0,3.9982043931773,1.5835272767117974,0.6281594171650114,0.8765954567511737
2024-03-22,32.77815627952924,46.44780455235757,9.589354499353291,4.09488951929492,0.0,3.9989313287835686,1.5858353589770655,0.6282736262953724,0.8767548354089763
2024-03-25,32.856452655987084,46.429983203662786,9.529132078176929,4.093318369599185,0.0,3.997396996853274,1.5912850889216366,0.6260131694996287,0.8764184372994801
2024-03-26,32.85048222016618,46.4215462845046,9.539514695764932,4.092574561529698,0.0,4.0007086796601365,1.5909959321585607,0.6279184453062339,0.876259180909664
2024-03-27,32.862781663722565,46.40327680759502,9.533742126988404,4.101055083204292,0.0,3.999134176854973,1.5903697862032395,0.6337260315581436,0.8759143238733577
2024-03-28,32.862781663722565,46.40327680759502,9.53172389121911,4.101055083204292,0.0,4.001152412624267,1.5903697862032395,0.6337260315581436,0.8759143238733577
2024-04-02,32.62826483306771,47.781258752190084,8.46282608249091,4.074293223857161,0.0,3.9750912983377664,1.5792144910966273,0.6292809012745444,0.8697704176851981
2024-04-03,32.770537338170605,47.927784676758336,8.121811594676322,4.088797669345124,0.0,3.995322206402868,1.5840573074945712,0.6392515530244589,0.8724376541277206
2024-04-05,32.786092073392226,47.915263016951315,8.119689682251387,4.087729426074951,0.0,3.9882492851748967,1.5916822544008657,0.6390845415397415,0.872209720214616
2024-04-08,32.28761662560818,47.15208207729425,8.394542011027797,4.0740411491999895,1.1015732621865992,3.926703253270184,1.5663303835759184,0.6289053812842703,0.8682058565528135
2024-04-09,32.27824134104357,47.15861063477899,8.405594116507404,4.064715412065717,1.1017257832217053,3.927246934626025,1.56654725370124,0.6289924579254977,0.8683260661298539
2024-04-10,32.295281031657574,47.163274997084685,8.408403656073657,4.065117444803667,1.1018347526791448,3.9078537772309705,1.564724038364818,0.6250983516097123,0.8684119504957711
2024-04-11,32.274850696499264,47.1334390122419,8.407038227172224,4.072430348344028,1.101137720401759,3.9053816277444793,1.5637341774466633,0.674125606206463,0.8678625839432177
2024-04-12,32.27612683512499,47.13530265531969,8.407370639126986,4.072591371108068,1.101181259081162,3.9015820732435786,1.563796007061399,0.6741522609455588,0.867896898988564
2024-04-15,32.27885430976246,47.101779612389215,8.401391242984593,4.069694908209118,1.149787590571702,3.8988072336653854,1.5587326614451427,0.6736727979122861,0.8672796430600984
2024-04-16,32.25878007934108,47.11574175032352,8.403881624119656,4.070901266909925,1.1501284161852314,3.8999629370129805,1.561170874203321,0.6718963256064927,0.867536726297795
2024-04-18,32.2647719259626,47.10702051503926,8.409311575326624,4.064731792417289,1.150060234898815,3.8997317415340396,1.5729346168031904,0.6639523005601407,0.8674852974580408
2024-04-19,32.23474044114573,47.13168891978332,8.406373482114203,4.070131589390339,1.150469443917036,3.9011193257221146,1.5734942909930598,0.664188544941794,0.8677939619924034
2024-04-22,32.666673802876986,46.85151219079136,8.35451200155085,4.044070747079711,1.1431030474989758,3.858463808954877,1.5634192883319329,0.6560075908327457,0.8622375220825609
2024-04-23,32.15869835443707,46.111285755549694,8.134163779718397,3.9795094882503483,1.124854066130016,3.762076356910783,1.1035939377323696,0.6513330245460744,2.9744852367252483
2024-04-24,32.16283530438266,46.100593706007174,8.132277671346127,3.980519030697241,1.1245932407115506,3.768933189016975,1.1052703327955447,0.651181996769403,2.9737955282733273
2024-04-25,32.157311122034606,46.08990661375091,8.132324280299192,3.983459947923312,1.1243325362227778,3.783514213388849,1.1050141077653417,0.6510310390155947,2.973106139599407
2024-04-26,32.01681577392079,45.89911092932104,8.089504515398302,3.962485523812434,1.1184124999315406,3.7751226050094697,1.5315717567791027,0.6495247851836093,2.9574516106437128
2024-04-29,32.251598262123174,46.00375483860405,7.714320245648687,3.9715194673310266,1.1209623326802411,3.783729385825316,1.5350635380518078,0.6548577201224777,2.9641942096132152
2024-04-30,32.25035594479569,46.00198279427619,7.714023093438338,3.9752184420090453,1.120919153706039,3.783583638239714,1.5350044080819811,0.6529065173648577,2.966006008088144
2024-05-02,32.25228192272303,46.003908772203516,7.714023093438338,3.9752184420090453,1.120919153706039,3.779731682385054,1.5350044080819811,0.6529065173648577,2.966006008088144
2024-05-03,32.24607140054697,45.99505022705314,7.712537675705626,3.9744529711394825,1.1207033087224705,3.794408711061217,1.5347088265495,0.6566320073442653,2.9654348718773273
2024-05-06,32.25141865412931,45.96068992023212,7.708377527229453,3.998254852189155,1.119819212692054,3.7914153928001593,1.5488908354245765,0.6580380940561555,2.963095511247016
2024-05-07,32.265323138194866,45.940667989090244,7.709860972322923,4.000948757930573,1.1200347172273175,3.79214503487359,1.5511133712804432,0.6562402724648029,2.9636657466152387
2024-05-08,32.27320458692163,45.93463651113804,7.7085258460497945,3.990635283546278,1.1198407594136615,3.7914883443721985,1.5450723879882646,0.6734437556611366,2.9631525249090007
2024-05-09,32.878695489798744,46.776913331136186,8.169618382055283,4.063809250985483,1.1403746307008444,3.8668888894984823,1.5557688260764098,0.6857923036860748,0.8621388960624942
2024-05-10,32.88861247031964,46.77151089338523,8.168469128853426,4.063339906709713,1.1402429246408161,3.866442288279468,1.555589144613072,0.6837539187279121,0.8620393244707201
2024-05-13,32.87895010170544,46.75776985826851,8.166069308556722,4.0817321821568955,1.1399079318691523,3.8653063634772713,1.5649251504526678,0.6835530381827046,0.8617860653306306
2024-05-14,32.90013840113512,46.796265119767796,8.172792361739265,4.069410898866416,1.1408464080637064,3.8077219032023186,1.566213539592614,0.6841158013990266,0.8624955662337298
2024-05-16,32.7729546001115,46.886334370680146,8.190486608975768,4.079207325761431,1.1430422068334873,3.815050664560222,1.569228046838413,0.6854325260908712,0.8582636501481684
2024-05-17,32.6128264338827,47.14584694690918,8.150468013850007,4.059276379750875,1.1374573196990898,3.7964103840472196,1.5615608220611215,0.6820835130154335,0.854070186784368
2024-05-20,32.743632758883635,47.31792978417803,7.860331390276806,4.07997736397174,1.1416090508805543,3.7259216359924614,1.6045295594850402,0.6884961801702312,0.8375722761615063
2024-05-21,32.848315854095006,47.50335627960283,7.89113395727888,4.105811791359777,1.144113501573156,3.305326183116252,1.6108172879291596,0.7443630010234992,0.8467621440214408
2024-05-22,32.78281141667738,47.5483000196615,7.898599894448806,4.109696370310253,1.1451959669785403,3.308453408904441,1.6123413097907848,0.7470383330204248,0.8475632802078699
2024-05-23,32.76857973741818,47.55529057045933,7.904676378732085,4.112858007275912,1.146076979485518,3.3109986403897453,1.6135817026147223,0.7456404444845539,0.8422975391399589
2024-05-24,32.76463454988123,47.557263164227805,7.906648972500562,4.112858007275912,1.146076979485518,3.3109986403897453,1.6135817026147223,0.7456404444845539,0.8422975391399589
2024-05-27,32.76915936665077,47.534237859598015,7.913659484282914,4.121317460309632,1.1462352534417883,3.3154016237675137,1.6138045392691616,0.7437705517169607,0.842413860963242
2024-05-28,32.78411672678349,47.54877800291777,7.916080176151902,4.122578121029934,1.146585872818761,3.27694637145534,1.6162716520457234,0.7459715317134108,0.8426715450836677
2024-05-29,32.7860901964441,47.54877800291777,7.91805364581252,4.120604651369317,1.146585872818761,3.27694637145534,1.6162716520457234,0.7439980620527933,0.8426715450836677
2024-05-30,32.78353485430653,47.542210385232195,7.916959974190582,4.120035497815424,1.1464275020262267,3.288332929650098,1.6160484064707052,0.7438952982166738,0.8425551520915642
2024-05-31,32.782257447934626,47.5191966485589,7.922332434110866,4.1454007705789016,1.146348333034908,3.276267481935395,1.619882928436591,0.7458169877576509,0.8424969676521612
2024-06-03,32.77400101777553,47.50672141529043,7.925519759011287,4.148101641323463,1.1470952182812624,3.288273814195254,1.6209383377089783,0.7463029130986527,0.8430458833151447
