date,CINDA INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,3.708076162223864,1.6182645262813367,1.6485799643683317,0.8330871293114824,0.3452435509164515,0.2007437013561418,0.20106185301704224,0.6397037049416754,0.04834754113754935,0.18634258649455954,9.429450720048434
2024-03-04,3.707243106220554,1.7038799637124138,1.6918534371220844,0.8412435049075258,0.22868394531297237,0.19339008881783346,0.19550309750404707,0.6396658387597067,0.009277214582314843,0.19053815945668395,9.401278356396137
2024-03-05,3.7070916414926796,1.7217149354196395,1.6951402217169615,0.8825933756172719,0.2613438301903732,0.1851125414394905,0.19282974505706166,0.6396658387597067,0.11344708117802149,0.19285337355461007,9.591792584425816
2024-03-06,3.7078489651320523,1.89153718831256,1.7137325170635602,0.8608581871672771,0.3426884166895721,0.1807581577101896,0.186619691214206,0.6492535560341645,0.12657907308474306,0.19045265761779878,9.850328410026124
2024-03-07,3.708076162223864,2.017798185468767,1.722759814844882,0.8588512795229396,0.32197508502618283,0.1768503677310268,0.18555186488269057,0.6512756101512893,0.1480189053153825,0.18682507738520385,9.977982352552228
2024-03-08,3.708076162223864,2.0892213778980007,1.7614893457623988,0.8597903608357617,0.3228132150978765,0.18067485210985862,0.18421897527739473,0.6724882452901171,0.10477572550720478,0.18674934502126658,10.070297605023743
2024-03-11,3.7081518945878016,2.1203322330034284,1.8294667156324866,0.8465523436195279,0.20299583039490812,0.1802356043990225,0.18230294646978193,0.6912925912557396,0.06050258554948022,0.20528862771310882,10.027121372625286
2024-03-12,3.7077732327681154,2.1954057253744383,1.8802452656524224,0.8529365818994393,0.14161914190086403,0.1794025483957126,0.18216662821469487,0.6912925912557396,0.04082731739857903,0.20044932965751763,10.072118362517523
2024-03-13,3.707697500404178,2.2575441299849635,1.923821667861924,0.8523155765151537,0.13525762333013383,0.17875882330224585,0.18649094619551262,0.6912925912557396,0.02599134730326901,0.1956478977838951,10.154818103937014
2024-03-14,3.7075460356763035,2.3231435036274215,1.9670118350153458,0.8474762784595625,0.22165310410976463,0.1822122190977851,0.18643036030436283,0.7068555920448474,0.0011662784046338657,0.1966854311698356,10.340180637909862
2024-03-15,3.7075460356763035,2.439074606342585,1.9870051790947834,0.8367147095440773,0.3352302177566664,0.1809249961079434,0.1865666785594499,0.7115888647909264,0.1383781753861688,0.1937848816310384,10.716814344889942
2024-03-18,3.7075460356763035,2.552377796029126,2.1105473843856424,0.8014870431350195,0.47601069945928914,0.16458952520667558,0.18652123914108754,0.7138684089454381,0.1380600994576323,0.18168284987386363,11.032691081310078
