date,CMB WING LUNG BANK LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,LIVERMORE HOLDINGS LTD,CINDA INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CITIC SECURITIES BROKERAGE (HK) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-01,0.0,0.0,61.19168827842346,0.0,0.0,17.683219671501295,21.125092050075242,0.0,0.0
2024-03-04,87.30276505639014,0.0,7.292374205590754,0.0,0.7747031180033322,2.1152694361658098,2.5148881838499673,0.0,0.0
2024-03-05,87.287226222715,0.0,7.288438354474651,0.0,0.7929692694066645,2.1189406579066485,2.512425495497022,0.0,0.0
2024-03-06,87.29122402365871,0.0,7.287245484564229,0.0,0.7930055878169378,2.1163660091085035,2.5121588948516087,0.0,0.0
2024-03-07,85.81294423751318,0.0,7.1590515309137,0.0,0.7817964915882553,2.0838201458358943,2.4661414869606286,1.6962461071883466,0.0
2024-03-08,68.01563935045951,19.94738033504771,5.671042875938993,0.0,0.6196573393524698,1.6549215314420818,1.946949014618384,1.3444564678615725,0.7999530852792811
2024-03-11,68.06016681103021,19.957463437255655,5.668208859093827,0.0,0.6132187820302305,1.664932201104051,1.9461405889580865,1.268562282985982,0.8213070375419447
2024-03-12,68.0633451006747,19.95752282585692,5.661083904738575,0.0,0.6117327273259663,1.664937155541018,1.951502746387488,1.2685660579216014,0.8213094815537461
2024-03-13,68.08319982168814,19.963344623878168,5.6258251210177495,0.0,0.6107205247245786,1.6654228334441432,1.9610018993261868,1.268936110629559,0.8215490652914808
2024-03-14,68.14348470411366,19.980235157062936,5.618370507508161,0.0,0.591872795730241,1.666831909937333,1.9060572939730218,1.2709034723490014,0.8222441593256549
2024-03-15,68.18065568129505,19.991133996010298,5.591329439175171,0.0,0.5921956511034276,1.6677411350988953,1.882654693348458,1.2715967260646805,0.8226926779040128
2024-03-18,68.17618489485068,19.992803699442145,5.590962800872664,0.0,0.592156819263767,1.6676317768889306,1.8861079328245136,1.2715133440944018,0.8226387317629041
2024-03-19,68.20667916444067,20.001746205491887,5.5928671799604315,0.0,0.6013674077185861,1.671657784754648,1.8305934963626087,1.2720820745207508,0.8230066867504153
2024-03-20,68.24595527808106,20.03534283287831,5.59608777491721,0.0,0.6554189559029715,1.5983281195474246,1.7549684523386133,1.2904179796607451,0.8234806066736778
2024-03-21,68.47740714675665,20.104137365908052,5.623051331157039,0.0,0.6261965037751053,1.3474606847435358,1.6905377664400683,1.294771708845988,0.8364374923735701
2024-03-22,68.55757116861454,20.1273920627878,5.642575016247092,0.0,0.6364927717376254,1.152971056859965,1.6708639568480128,1.296230782666844,0.9159031842381213
2024-03-25,68.53682482468278,20.121301272360633,5.642365584542124,0.0,0.6524794169907112,1.1526221539790542,1.6784479611621166,1.2958385276733584,0.9201202586092216
2024-03-26,68.53899956831866,20.121060128823682,5.64229796366734,0.0,0.6476778012966738,1.1526083403902008,1.681423968357111,1.2958229977092846,0.9201092314370435
2024-03-27,68.53826576284543,20.11961338897252,5.641892272453066,0.0,0.6536230463390135,1.1525254658096296,1.678307163884987,1.2957298257412653,0.9200430739540868
2024-03-28,68.53970313293371,20.120035333271097,5.642010593030679,0.0,0.6533371569899035,1.1525496363311927,1.6765447790250465,1.295756999514533,0.9200623689038453
2024-04-02,68.53990847643927,20.120095612472763,5.642027496375465,0.0,0.6533391143742515,1.152553089345604,1.6762502040261644,1.295760881575185,0.9200651253913048
2024-06-21,68.41201284479477,20.082551466378824,5.631499459696621,0.0,0.652119982038531,1.1504024225495382,1.6731223171730352,1.2933429886994419,1.1049485186692343
2024-07-08,68.37338194632828,20.0599739870423,5.6406441046481754,0.0,0.6616578352766934,1.1776249349466834,1.6782649770877227,1.2711773726721434,1.1372748419980028
2024-07-09,68.36643438133694,20.05853336876608,5.640070946784771,0.0,0.6633837580541061,1.1775052739684186,1.6828761923137476,1.2695539095984372,1.1416421691775025
2024-07-10,68.37397972548307,20.060571766197093,5.644230779576946,0.0,0.7085834989281222,1.1776249349466834,1.6824494311712896,1.210801678037821,1.1417581856589671
2024-07-11,68.36866670818917,20.059012954421807,5.644987658612856,0.0,0.7085284382690952,1.1775334273048843,1.688893755761396,1.2107075923888542,1.1416694650519434
2024-07-12,68.37974715922572,20.05577619621976,5.644076773309278,0.0,0.711402290118216,1.1869055984532217,1.6895176872241984,1.1910890522242048,1.1414852432254046
2024-07-15,68.37901239866892,20.061171373700493,5.644100586283452,0.0,0.7103980694503843,1.1872248863378632,1.6902710806245256,1.1860292922932127,1.1417923126411473
2024-07-16,68.3818585116182,20.061830983355826,5.644286163843856,0.0,0.7110192439579864,1.1872639221939203,1.6867397565307887,1.185171563821474,1.1418298546779395
2024-07-17,68.38431138852926,20.062550606997,5.644488626010167,0.0,0.7074577196923573,1.1873065096919124,1.6868002603704586,1.18521407626597,1.1418708124428765
2024-07-18,68.38226731221688,20.058961815785757,5.644319906529608,0.0,0.7164038768404195,1.1872710198980885,1.6837607389440914,1.1851786490171,1.1418366807680507
2024-07-22,68.37531836671063,20.05692344183226,5.643746335734255,0.0,0.7252974690384489,1.1871503704674289,1.6847851556709204,1.185058212211318,1.1417206483347377
2024-07-23,68.3757270891162,20.057043334714564,5.6437800719658915,0.0,0.7253018045989021,1.1871574668139875,1.6841974636195416,1.1850652960517272,1.1417274731191922
2024-07-24,68.37497091813104,20.057522920577625,5.643915020925794,0.0,0.7244224813069039,1.1871858530486288,1.6851344006767794,1.1850936322602752,1.141754773072951
2024-07-26,68.37435782847602,20.057343073191326,5.643864414309562,0.0,0.7244159857146837,1.1871752080515585,1.6860159487962842,1.1850830060232704,1.1417445354372995
2024-07-29,68.37456219047273,20.057403021961733,5.643881283080802,0.0,0.7244181508991474,1.1871787563627043,1.6857221011796708,1.1850865480810984,1.1417479479621173
2024-07-30,68.37394910814743,20.057223176725575,5.643830677069591,0.0,0.7244116553845845,1.1871681114928991,1.686603638759927,1.1850759219711342,1.1417377104488609
2024-07-31,59.57109375,17.47578125,4.917447916666666,0.0,0.6311770833333333,1.034375,1.46953125,1.0325520833333335,0.9947916666666667
2024-08-02,68.37331802349034,20.05800252937608,5.6440499763394065,0.0,0.7244398034556663,1.1872142406407944,1.6860713825414704,1.185121969823955,1.1417820743322846
2024-08-06,68.36963965144405,20.05692344183226,5.643746335734255,0.0,0.72440082978583,1.1871503704674289,1.6913605101901257,1.185058212211318,1.1417206483347377
2024-08-07,68.36453145791137,20.055424901732692,5.643324666866622,0.0,0.7288295679490001,1.1870616732931325,1.6942227154830736,1.1849696713512765,1.1416353454128316
2024-08-08,68.36371421778054,20.055185156096744,5.643257205695007,0.0,0.7288208554081728,1.187047482975193,1.69539787787469,1.18495550604145,1.1416216981282066
2024-08-09,68.36506508413969,20.055844470388468,5.643442727798075,0.0,0.7288448153966913,1.187086507165914,1.6930627047066726,1.1849944614584214,1.1416592289460703
2024-08-12,68.37466939539635,20.05866202892618,5.644235550571669,0.0,0.7367187547638089,1.1872532757967837,1.6714804426625416,1.18516093618687,1.1418196156957992
2024-08-13,68.40219341518554,20.065859387623952,5.651044996300014,0.0,0.7489436172883523,1.1876792806658372,1.6125766265435195,1.1894733581290786,1.1422293182637206
2024-08-14,68.40976191393266,20.06807961513498,5.656754049501442,0.0,0.7535121755978946,1.187810693836949,1.5921208796545614,1.1896049698095126,1.1423557025320104
2024-08-15,68.40853447603537,20.067719544864946,5.661138162991019,0.0,0.7549938589016262,1.18778938161747,1.5873076630477168,1.1901817066559746,1.142335205885885
2024-08-16,68.40873904595945,20.06777955567932,5.662949341289273,0.0,0.7549961166467685,1.1877929336009396,1.5852191190882632,1.1901852657934893,1.1423386219424947
2024-08-19,68.40914818947816,20.067899578384814,5.664777470507451,0.0,0.7591872385539078,1.1878000376316105,1.5786496471946805,1.190192384132379,1.142345454117007
2024-08-20,68.40567062555964,20.06687943114806,5.6662836714623595,0.0,0.763036010878882,1.1877396560793971,1.5779713406674163,1.1901318809657602,1.1422873832384934
2024-08-21,68.4028693130576,20.06675942064487,5.669240047327494,0.0,0.7630314475218374,1.1877325527709692,1.5779619035680776,1.1901247633505685,1.1422805517585857
2024-08-22,68.39305267800636,20.063879599142183,5.682777646756604,0.0,0.7671077110452125,1.1875620988539608,1.5735496793223553,1.189953966122549,1.142116620750788
