date,CHRISTFUND SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,CHIEF SECURITIES LTD,BOCI SECURITIES LTD
2024-03-13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,56.857916769268655,0.0,0.0,0.0,43.14208323073135,0.0,0.0,0.0,0.0
2024-03-27,0.0,37.796305378453496,0.0,0.0,33.562203694621545,28.641490926924963,0.0,0.0,0.0,0.0
2024-04-02,0.0,34.832982244959375,0.0,0.0,30.996087872404456,26.36172133614204,0.0,0.0,0.0,7.809208546494132
2024-04-05,0.0,34.881972635693884,0.0,0.0,30.97278604721095,26.34190347316193,0.0,0.0,0.0,7.803337843933243
2024-04-11,0.0,34.881972635693884,0.0,0.0,31.243422041798226,26.07126747857465,0.0,0.0,0.0,7.803337843933243
2024-04-18,0.0,35.12253796421591,0.0,0.0,31.243422041798226,25.830702150052627,0.0,0.0,0.0,7.803337843933243
2024-04-23,0.0,32.013513513513516,0.0,0.0,28.64864864864865,23.256756756756758,0.0,0.0,9.013513513513512,7.0675675675675675
2024-04-26,0.0,25.530768401767435,0.0,0.0,22.847289578618383,18.547257247548227,20.250026942558467,0.0,7.1882745985558785,5.636383230951611
2024-05-02,0.0,25.533520155205863,0.0,0.0,22.849752101746066,18.5492563052382,20.241431342961846,0.0,7.189049364087088,5.63699073076094
2024-05-03,0.0,19.29624501099617,0.0,24.42779180581575,17.26806223018653,14.01808259346746,15.296896635985991,0.0,5.4329233526105725,4.2599983709375255
2024-05-06,0.0,19.235141279636245,0.0,24.334199415394608,17.213380967846703,13.973692757388761,15.248457291328354,0.0,5.415719389412147,4.579408898993179
2024-05-07,0.0,19.649774047772755,0.0,24.18495803744351,17.188508715300195,13.887992253066495,15.154938670109749,0.0,5.382504841833441,4.551323434473854
2024-05-08,0.0,19.649774047772755,0.0,24.176888315041964,17.188508715300195,13.887992253066495,15.154938670109749,0.0,5.39057456423499,4.551323434473854
2024-05-10,0.0,19.649774047772755,0.0,24.09619109102647,17.269205939315686,13.887992253066495,15.154938670109749,0.0,5.39057456423499,4.551323434473854
2024-05-13,0.0,19.728879206003388,0.0,24.09424675219882,17.18712176228516,13.886871621076413,15.153715807310578,0.0,5.398208666182523,4.5509561849431135
2024-05-14,0.0,18.38711118404122,0.0,22.305182728779656,16.018219559103393,13.092826409576999,14.123106259153134,6.966481612362396,4.865628194713566,4.241444052269632
2024-05-16,0.0,18.393248249144744,0.0,22.303505440295712,16.01701503298377,13.091841864988144,14.122044240349071,6.965957752077362,4.865262312835916,4.2411251073252805
2024-05-20,0.0,20.18763815021018,0.0,20.390869406755918,16.03268801638616,13.149815006866957,14.135862955292586,6.972774087081432,4.885077240673529,4.245275136733237
2024-05-23,0.0,16.65491135451376,17.49945570358679,16.822578247344435,13.227054878864397,10.848668954636667,11.662163879111425,5.752576574401439,4.030215312855865,3.50237509468522
2024-05-24,0.0,16.6580146851393,17.50271639922541,16.825712819553456,13.229519492672152,10.832057274751282,11.664336904806714,5.75364845924544,4.030966267955035,3.5030276966512175
2024-05-27,0.0,16.763494147480777,17.483170432124663,16.806922888795498,13.214745571478186,10.819960693266646,11.452779495281094,5.933346312322881,4.026464730464481,3.4991157287857733
2024-05-29,0.0,16.73235136352563,17.45069065226322,16.7756994240529,13.190195560440262,10.799859651365173,11.431502819048228,6.108100897936496,4.01898446888532,3.492615162482774
2024-05-30,0.0,16.65184231448714,17.457176950232427,16.707596250807967,13.195098262595836,10.803873882613681,11.435751827583058,6.234268871995033,4.020478296913003,3.4939133427718554
2024-05-31,0.0,16.60228325997974,17.457176950232427,16.707596250807967,13.195098262595836,10.803873882613681,11.435751827583058,6.296217690129286,4.008088533286154,3.4939133427718554
2024-06-03,0.0,16.47219074189781,17.457176950232427,16.707596250807967,13.195098262595836,10.810068764427106,11.435751827583058,6.420115326397792,4.008088533286154,3.4939133427718554
2024-06-05,0.0,16.317448498478917,17.45069065226322,16.70138846314901,13.190195560440262,10.806052231440496,11.431502819048228,6.603507303962422,4.006599308734671,3.492615162482774
2024-06-06,0.0,16.321619619825146,17.448529623925367,16.600251214245528,13.07710949813001,10.804714050301548,11.430087184445076,6.819403012614334,4.006103146444184,3.49218265006881
2024-06-07,0.0,16.330969696827125,17.445289084783486,16.597168217283368,13.074680818687979,10.802707399910284,11.427964389819133,6.824327177048883,4.005359133376478,3.4915340822632666
2024-06-11,0.0,16.32793727398217,17.442049749083303,16.594086365256327,13.09082158243832,10.800701494730433,11.425842383537182,6.823059999041864,4.004615396613518,3.490885755316885
2024-06-12,0.0,16.32591628431552,17.43989086019755,16.59203243299845,13.101578761901425,10.799364638411898,11.424428150434593,6.822215475112013,4.004119725531517,3.490453671097026
2024-06-18,0.0,16.307350041384154,17.43989086019755,16.59203243299845,13.120145004832793,10.799364638411898,11.424428150434593,6.822215475112013,4.004119725531517,3.490453671097026
2024-06-20,0.0,16.311387923927402,17.444209172534123,16.59614080609084,13.123393699706295,10.777277561881444,11.427256966819728,6.823904732085298,4.005111190429233,3.491317946525637
2024-06-25,0.0,16.383852955259897,17.42910442730177,16.581770393753033,13.112030300170247,10.767945638017169,11.41736223307277,6.817995989450505,4.001643209533089,3.488294853441518
