date,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CGS INTERNATIONAL SECURITIES HK LTD,EFG BANK AG,PHILLIP SECURITIES (HONG KONG) LTD,DEUTSCHE BANK AG,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-05,0.0,0.0,96.61609877572543,0.0,0.0,3.383901224274567,0.0,0.0,0.0,0.0
2024-03-07,52.08305207586527,31.142509779355866,16.206807727032523,0.0,0.0,0.5676304177463523,0.0,0.0,0.0,0.0
2024-03-08,52.08305207586527,31.142509779355866,16.20461695999222,0.0,0.0,0.569821184786654,0.0,0.0,0.0,0.0
2024-03-11,51.52827055348331,30.810784039454532,16.032007604196675,0.0,0.0,0.5648352433787464,0.0,1.0641025594867384,0.0,0.0
2024-03-12,51.52835741895214,30.8108359797423,16.03203463067829,0.0,0.0,0.5648361955682474,0.0,1.0639357750590162,0.0,0.0
2024-03-13,51.285191710957314,30.665437618137027,15.95637840473128,0.0,0.0,0.5621706964086344,0.0,1.0589149921549583,0.0,0.4719065776107833
2024-03-14,51.28482293774922,30.665217114100074,15.956263668202904,0.0,0.0,0.5621666540431036,0.0,1.0596264416029177,0.0,0.47190318430178435
2024-03-18,51.28482293774922,30.665217114100074,15.955185072620642,0.0,0.0,0.5632452496253678,0.0,1.0596264416029177,0.0,0.47190318430178435
2024-03-22,51.28445416984451,30.664996613234223,15.955070345498045,0.0,0.0,0.5639602581132575,0.0,1.0596188222683804,0.0,0.47189979104158514
2024-03-26,51.28537609955017,30.67154013365621,15.949364904086652,0.0,0.0,0.5639703963066571,0.0,1.0578401921167235,0.0,0.4719082742835831
2024-04-17,51.282979151257294,30.67010662372892,15.949338509127706,0.0,0.0,0.5639440377619515,0.0,1.0624644975051782,0.0,0.4711671806189574
2024-04-18,51.282979151257294,30.67010662372892,15.949338509127706,0.0,0.0,0.5646630756317587,0.0,1.061745459635371,0.0,0.4711671806189574
2024-04-19,51.28279477989971,30.669996359284674,15.949281168441926,0.0,0.0,0.5646610455683818,0.0,1.0621011601154962,0.0,0.471165486689818
2024-04-24,43.300173358340345,25.910912234026135,13.466634228857039,8.91410318755634,6.636810333788108,0.47676655039471055,0.0,0.8967757033226442,0.0,0.39782440371468036
2024-04-29,43.300173358340345,25.910912234026135,13.462080895822012,8.91410318755634,6.641363666823135,0.47676655039471055,0.0,0.8967757033226442,0.0,0.39782440371468036
2024-05-06,43.29977904171171,25.91067627414965,13.461958302263104,8.914022010534547,6.642517397778002,0.47676220868048125,0.0,0.8964639839888298,0.0,0.397820780893673
2024-05-09,43.299647604431435,25.91059762181251,13.462220990089524,8.913994951855837,6.642497234293564,0.4767607614599773,0.0,0.8964612627558229,0.0,0.39781957330133344
2024-05-22,43.29960817340295,25.91057402620448,13.462512282227875,8.913986834284257,6.642491185272102,0.47654784119412885,0.0,0.8964604463891425,0.0,0.3978192110250612
2024-05-29,43.29960817340295,25.91057402620448,13.46281583380132,8.913986834284257,6.642491185272102,0.47654784119412885,0.0,0.8961568948156986,0.0,0.3978192110250612
2024-06-07,42.25934546249266,25.28807869391882,13.139374909355295,8.699830436560845,6.48290692622023,2.8675749314915553,0.0,0.8746269401549412,0.0,0.38826169980565645
2024-06-12,42.25934546249266,25.28807869391882,13.139374909355295,8.699830436560845,6.48290692622023,2.8678711903111838,0.0,0.8746269401549412,0.0,0.38796544098602775
2024-06-13,42.25934546249266,25.28807869391882,13.139374909355295,8.699830436560845,6.48290692622023,2.8684637079504416,0.0,0.8740344225156836,0.0,0.38796544098602775
