date,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,VMS SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA CONSTRUCTION BANK (ASIA),BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,41.86714916122115,33.67394614542027,0.0,0.0,15.642159630196954,0.0,0.0,8.81674506316163,0.0
2024-03-04,0.0,41.51055365114695,33.40327009014654,0.0,0.0,15.549271321697331,0.0,0.7652329376881423,8.771671999321033,0.0
2024-03-05,0.0,41.47049180860586,33.389808064734524,0.0,0.0,15.568882546872088,0.0,0.765348763707618,8.805468816079909,0.0
2024-03-06,0.0,36.99294275645285,29.79966364193179,0.0,0.0,13.9441022622181,0.0,0.6830568083242046,7.869665523107187,10.71056900796587
2024-03-07,0.0,36.99547168686944,29.776480105621474,0.0,0.0,13.931185441810022,0.0,0.7165649390740254,7.875927517602525,10.704370309022508
2024-03-08,0.0,36.953447420707505,29.766524727700112,0.0,0.0,13.99206729668083,0.0,0.716234366575893,7.8722941204145895,10.699432067921064
2024-03-11,0.0,32.81920163490484,26.388418200957336,0.0,0.0,12.411093120869086,11.258960373307456,0.6350319182574935,7.000901487945607,9.486393263758174
2024-03-12,0.0,32.78763204116519,26.403921098048848,0.0,0.0,12.409561740829583,11.267006370498665,0.635485731474808,7.0032204876651045,9.4931725303178
2024-03-13,5.713036945835691,30.864223051440636,24.921422807780967,0.0,0.0,11.766021480762547,10.634128652285026,0.599789935584768,6.6047768105645845,8.89660031574578
2024-03-14,5.723558621810095,30.960851026033716,24.976953270194617,0.0,0.0,11.921594500132905,10.654304027592788,0.6009278743338577,6.706775564385755,8.455035115516266
2024-03-15,5.815674468042912,30.803446478849956,24.960952086633544,0.0,0.0,12.06752499683206,10.648695833464213,0.6006115589586059,6.671535729088858,8.431558848129855
2024-03-18,48.85418462473542,16.69501021645666,13.56874596999694,0.0,0.0,6.5614615973239125,5.788178101085362,0.3264668957768503,3.6229158504077894,4.583036744217073
2024-03-19,48.85300578530487,16.694607369976108,13.56807384873818,0.0,0.0,6.561303270873226,5.788038433774793,0.32645901821114204,3.6255861164513417,4.582926156670332
2024-03-20,48.82128270250101,16.681699674088847,13.558574339628645,0.0,0.0,6.548947194395324,5.784279925581592,0.36655199948632866,3.6289158478766557,4.609748316441594
2024-03-21,49.301406803804696,16.5000817980989,13.71096961191668,0.0,0.0,6.593917177702001,5.841205599510281,0.37015940090346694,3.671587167786563,4.010672440277412
2024-03-22,49.36777741738732,16.45279960414714,13.73131467631563,0.0,0.0,6.5957227785817265,5.849131064396488,0.3802412430232931,3.6765688508790704,3.9464443652693206
2024-03-25,49.78684478481426,16.371026862520015,13.855955483826794,0.0,0.0,6.720567788394755,5.898782478438643,0.38346899004851753,3.7618792304754227,3.2214743814816016
2024-03-26,49.76746982440897,16.4013789919094,13.85585578885814,0.0,0.0,6.7147459002222245,5.8955001366721635,0.383267023923336,3.7620046443430213,3.219777689662748
2024-03-27,49.78818190252897,16.37336693344004,13.86116422766526,0.0,0.0,6.697636320297516,5.898057738902839,0.3967816869713934,3.7636366876382685,3.22117450255571
2024-03-28,6.0894437678527105,30.59380497435483,25.903618455890186,0.0,0.0,12.583769050481465,11.022237006211675,0.7415020311986189,7.045922910931929,6.019701803078586
2024-04-02,6.08220223549292,30.546043280650153,25.881442247765023,0.0,0.0,12.679646962952818,11.016849102945162,0.7411395692760737,7.03591735577827,6.01675924513958
2024-04-03,6.085316615149055,30.561684321852884,25.894694789210863,0.0,0.0,12.630011209716024,11.022490258795047,0.7415190683304526,7.044443622104065,6.019840114841606
2024-04-05,6.075237274837477,30.506511303535248,25.851239454657442,0.0,0.0,12.661660267448816,11.00720187835617,0.8362025175153195,7.0543901766290595,6.007557127020468
2024-04-08,6.086397713169046,30.378312784958574,25.93043856360428,0.0,0.0,12.677530800816161,11.030993488176014,0.8544343910565075,7.2887401980650175,5.7531520601544015
2024-04-09,6.085318022880496,30.349702714666275,25.92620246858929,0.0,0.0,12.664949816242984,11.029191423146875,0.8542948074063617,7.338128543703738,5.752212203363983
2024-04-10,49.8177006892534,16.16125726752075,13.871741816898044,0.0,0.0,6.767002271039596,5.902184667088452,0.4754481210112754,3.9355537466529036,3.069111420535577
2024-04-11,49.83933725758918,16.10866794439875,13.880228224412344,0.0,0.0,6.773985508329934,5.904748073671112,0.47565461520145386,3.948868190915168,3.068510185482061
2024-04-12,49.892325368042464,16.061369942496974,13.899738003252537,0.0,0.0,6.777314959525219,5.917186677114825,0.47616032094865596,3.9741892936744954,3.0017154349448347
2024-04-15,49.87520596765792,16.049700165483607,13.894968628837482,0.0,0.0,6.766543278926846,5.9151563310219455,0.5013355415082089,3.9964046210181015,3.0006854655458897
2024-04-16,49.857088010952204,16.084326537779145,13.88992106191199,0.0,0.0,6.761010517512416,5.913007557012221,0.5011534234505517,3.994952863887533,2.998540027493937
2024-04-17,49.869017782354234,16.07286834440805,13.893068692441265,0.0,0.0,6.761044821427021,5.914422417592088,0.5012733391138532,4.021068293041812,2.9672363096216743
2024-04-18,49.859238456775245,16.03400749405416,13.89034425855272,0.0,0.0,6.7503044795483165,5.913262598028652,0.5011750392995544,4.0867723017601225,2.9648953719812283
2024-04-19,49.92695122290277,15.988671658468146,13.910441453832789,0.0,0.0,6.817775947873003,5.92129327358135,0.501855674409023,4.096197651811243,2.8368131171216735
2024-04-22,49.922290632779784,15.981014642461949,13.912841640959869,0.0,0.0,6.817315649528909,5.9189792451695515,0.5018088270942556,4.109201056230803,2.8365483057748833
2024-04-23,49.93469148344726,15.981813272566164,13.91435973729567,0.0,0.0,6.799277783376928,5.920449537834269,0.5019334779516089,4.110221794422402,2.8372529131057
2024-04-24,50.01323741872026,15.782427646640052,13.931658966051252,0.0,0.0,6.827264917649478,5.929762246742062,0.502723005899,4.17297445728533,2.839951341012574
2024-04-25,43.813688915454726,13.278079797451204,11.728701980916926,0.0,14.105789990098398,5.7639516706838245,4.992681990411964,0.4333801286960276,3.512925093347747,2.370800432939187
2024-04-26,43.80666011878514,13.266443018631552,11.72860290410426,0.0,14.103527073367156,5.783525698705967,4.991881041041685,0.44519391286169724,3.514589653935433,2.3595765785671112
2024-04-29,43.78890293391895,13.255423135214606,11.725927409483598,0.0,14.097810158705592,5.80746248982299,4.989857564377737,0.4450134519319995,3.530982740702445,2.358620115842084
2024-04-30,43.24858948045588,13.139231447428406,12.677002195385912,0.0,13.923856577255696,5.810154981662286,4.928287463455903,0.4395224087922854,3.4997322877875034,2.333623157776127
2024-05-02,43.30430790070064,13.08649981694027,12.701349734055109,0.0,10.288536241936738,5.790367780472602,4.934670185402017,4.111212553013894,3.5095510625136668,2.2735047249650573
2024-05-03,43.31221852118256,13.056668468790628,12.70449044218736,0.0,10.290485488975873,5.819956968678888,4.935605098884539,4.1119914557370585,3.538414397839479,2.230169157723613
2024-05-06,43.306435288305444,12.997933759967673,12.711734226681518,0.0,10.289216127957866,5.851986312799718,4.934996277782802,4.159944289610311,3.51154516431028,2.2362085525843884
2024-05-07,43.283914667950654,13.018811790302335,12.712945791442506,0.0,10.283900304764616,5.894022190209509,4.928777340114014,4.157795094952299,3.481844127059227,2.2379886932048385
2024-05-08,43.28309318271336,12.988315441167597,12.728685160175809,0.0,10.283809741752629,5.8963186298313985,4.928733935869699,4.172729173791873,3.4794651208362906,2.2388496138613405
