date,CHINA SECURITIES (INTERNATIONAL),CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA CITIC BANK INTERNATIONAL LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,HAITONG INTERNATIONAL SECURITIES CO LTD
2025-01-09,47.159435824102694,25.651563218332413,12.923316070072413,4.289992303921444,0.10604332663630568,9.71661667178892,0.10604332663630568,0.02730456913389907,0.0057149098187230605,0.013969779556878592
2025-01-13,46.59691789992749,25.346273840247097,12.861115761084665,4.2389354123274465,0.9850693601767453,6.984480577318408,1.7499098379190718,0.36767557010418644,0.683274224988838,0.1863475159060467
2025-01-14,46.87958437214206,25.500029541978144,12.958071095674095,4.2646496649636685,1.0914119702075464,5.944906483226974,2.5912354758253193,0.4406047167176792,0.1906341324480503,0.1388725468164605
2025-01-15,46.99646839885223,25.563608308172704,12.97519171693731,4.275282639466858,1.0409769008174927,5.742041241163403,2.569852397702029,0.5182736059389219,0.18794537358224642,0.13035941736681064
2025-01-16,46.998847716291145,25.564902531783996,12.975848619487163,4.275499086678466,1.02267710539852,5.74233194681269,2.594663448102681,0.5258939817983727,0.18795488880158445,0.11138067484538339
2025-01-17,46.95071344651844,25.53872001934016,12.962559293720064,4.271120297911273,1.2176106710741728,5.699151288694858,2.6021212472177027,0.5285163660529639,0.1491983999862434,0.08028896948412251
2025-01-20,46.921346565440324,25.5227459797859,12.960769442860027,4.268448784048082,1.204844853638202,5.742339852931848,2.627029313805791,0.521867776143238,0.1314146458084667,0.0991927855381215
2025-01-21,47.013723910314226,25.572994399323807,12.979955767876053,4.276852378451552,1.2205108622934564,5.619439648776476,2.54547415834128,0.5279595742493479,0.1152141996563325,0.12787510071746794
2025-01-22,47.079291197581135,25.608659556869167,12.99805815198346,4.2828170539797235,1.163891668310653,5.564517887671014,2.55029203791599,0.5090441229049316,0.11537488215279895,0.1280534406311285
2025-01-23,47.073024607581125,25.605250861329992,12.996328017583329,4.282246980432743,1.1472568138814778,5.533352720494519,2.5734047869385637,0.5178501751056174,0.12043027328037612,0.15085476337226061
2025-01-24,47.04410056615592,25.589517703267813,12.988342417909418,4.279615751823841,1.2010289321281828,5.497646591408944,2.604129715178776,0.516265073673243,0.12035627484406894,0.15899697360979634
2025-01-27,46.99974002244363,25.56538789942438,12.976094975092023,4.275580260033248,1.2606506628161973,5.376649762640744,2.6643269530402565,0.5315996770911675,0.11517993003641964,0.23478985738193234
2025-02-03,47.0491671589135,25.592273663388315,12.98974124668573,4.280076661266523,1.2835161805396647,5.325287093300856,2.6341857249180283,0.5321587323066724,0.0918607335529375,0.22173280512778015
2025-02-04,47.08466388856203,25.611582018332246,12.999541491006324,4.283305809268374,1.2857525431018741,5.25449277949775,2.623493108163489,0.5179782187939996,0.09129603856344669,0.24789410471046983
2025-02-05,47.14833396861417,25.646215194884775,13.017120077726885,4.289097895294715,1.2271797264068507,5.220967263949154,2.567364104288311,0.5186786531166049,0.09141949332777367,0.27362362239076704
2025-02-06,47.26596201564577,25.710198669022688,13.049595846939392,4.299798553546749,1.2588812224564043,4.979416210062343,2.5534031670854875,0.5155175885691039,0.09292045423591255,0.27430627243615285
2025-02-07,47.27769691549727,25.716581837664076,13.052835719647701,4.300866080859338,1.2961165394656027,5.009299445190822,2.4636399841512193,0.5156455780781621,0.09294352394989097,0.274374375495911
2025-02-10,47.3041970834535,25.730996535976818,13.060152115357374,4.30327680898139,1.3770995353785915,5.059878988493002,2.2739340154031322,0.5305846035940641,0.09299562079799924,0.2668846925641211
2025-02-11,47.35517285090817,25.758724673788368,13.074225946395673,4.307914089633689,1.3977128011363302,4.954381765867293,2.2655445175353015,0.5196788015173857,0.09309583438225558,0.2735487188355318
2025-02-12,47.35668268306158,25.759545943111274,13.074642793923122,4.30805143951154,1.3869170930931911,4.969205976892112,2.2624284350779966,0.5133187402023075,0.09564945469608215,0.27355744043079494
2025-02-13,47.380248536728274,25.772364528700948,13.081149058749315,4.310195232194223,1.3978149428267532,4.949349464198584,2.2246374740469594,0.5135741802718102,0.09697301292088839,0.2736935693622442
2025-02-14,47.48658577164647,25.830206394582284,13.110507562839512,4.319868761926636,1.3964762249922695,4.796128538219329,2.227072661011023,0.46037677746997896,0.09719065302144,0.27558665429105683
2025-02-17,47.431085505475146,25.8000171673118,13.095184569039162,4.314819886286997,1.3948440840217289,4.750287143727187,2.2327723982325844,0.461116038765425,0.24333131685543896,0.27654189028452775
2025-02-18,47.37692372663593,25.770556006788652,13.080231116405125,4.309892773236101,1.3173369710971803,4.665120821171091,2.224481364753447,0.6009353156288348,0.3795716696381706,0.27495023464546475
2025-02-19,47.36000465271583,25.761352919974563,13.07555995205458,4.308353640074168,1.3398240079626742,4.606061131686398,2.195627824567105,0.6989277071523516,0.3794361183901909,0.2748520454221383
2025-02-20,47.34339946339132,25.75232056988025,13.070975447679633,4.306843061086793,1.3737783890825992,4.585321646463518,2.1457717204881805,0.7649810055216328,0.3786655977332083,0.27794309867286
2025-02-21,47.314244971193155,25.735422467682284,13.062398563187122,4.304017006091114,1.4754445509335437,4.44470663244179,2.1698463473573617,0.8001547305580876,0.373320598811337,0.3204441317442022
2025-02-24,47.27449057820148,25.71379904118124,13.051423269674334,4.300400683277399,1.495846892495839,4.405326386153575,2.194757483117299,0.8631354834997267,0.3749165190127869,0.3259036633863275
2025-02-25,47.3220832650498,25.73968591527506,13.064562539775427,4.304730029200291,1.487795236557531,4.251105683543469,2.1185949300016236,0.9793324533571415,0.37593113043637827,0.35617881680328045
2025-02-26,47.28713245490694,25.72067527978544,13.054913407416443,4.3015506720886405,1.5153479277044057,4.179202244446759,2.1214870987861683,1.0862115817914775,0.37565347787630227,0.35782585519742693
2025-02-27,47.24021096119954,25.695153484729637,13.041959438641094,4.297282382338042,1.516388573045277,4.118445213211612,2.118109877617774,1.3172989659298528,0.3752807290674134,0.2798703742197659
2025-02-28,47.23089790662618,25.690087877235406,13.04447586288648,4.296435205229186,1.4842924465667438,4.119541123422414,2.111332871723046,1.3551958884463287,0.3752067452760835,0.29253407258813285
2025-03-03,47.086267362304255,25.611419641863126,13.004531044387091,4.283278653270242,1.508911070867847,4.106292260604919,2.1035995517392925,1.604644504355681,0.37405778647564275,0.31699812413190065
2025-03-04,47.0695558860743,25.602329844464933,12.999915581671436,4.281758466740066,1.502037828030485,4.09659586258927,2.112993299009973,1.6756911465454019,0.34223646714618644,0.3168856177279504
2025-03-05,47.00848100874836,25.569109663711725,12.983047603326375,4.276202691501218,1.5222420771255816,4.067861235323814,2.1197458279806956,1.7937771503425772,0.34179239985356097,0.31774034208608815
2025-03-06,46.98613798847097,25.557300844141007,12.977051521779456,4.274227773066595,1.6164375311108865,3.956532950905091,2.0555011892678166,1.9207453402945802,0.34163454669271187,0.3144303142708848
2025-03-07,46.71864840763562,25.41180449175385,12.903173858693137,4.249894822022759,1.9368599995571452,4.242245514587028,1.9708289634987126,1.9148430784839072,0.3742876582450476,0.27741320552279997
2025-03-10,46.40455312967682,25.240957772781393,12.816424217643277,4.221322251091945,1.9731994773458206,4.646728562730998,2.0050655867013103,1.9744491286930947,0.3798940095713296,0.33740586376400983
2025-03-11,46.320620422386575,25.19530402163874,12.793242932406871,4.213687073485804,1.9983205126477972,4.716285888065111,1.920358570050739,1.992707252780809,0.37296993338432666,0.47650339315322005
2025-03-12,45.784463970441685,24.903670950088042,12.645162451684438,4.164914075837562,2.0060139731757585,4.71656175369761,1.9369686243756097,2.094786564490236,0.9700809858788083,0.7773766503302495
2025-03-13,45.78559299981265,24.904285066176975,12.657804107720057,4.165016781207711,2.018393271414157,4.6796885706724005,1.8957114568107918,2.1182648993827256,0.9972305350967704,0.7780123117057623
2025-03-14,45.76048525289064,24.890628139494435,12.650862864387765,4.162732783547815,2.006811822974428,4.684516180590389,1.894055739583479,2.1171032925207656,0.9738859991633868,0.8589179248468998
2025-03-17,45.72780185456566,24.872850567653877,12.641827269859728,4.159759645196392,2.048478439841385,4.7008731985688605,1.892087239444718,2.119285479391057,0.9738061363597043,0.863230169118612
