date,CHINA SECURITIES (INTERNATIONAL),CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA CITIC BANK INTERNATIONAL LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,HAITONG INTERNATIONAL SECURITIES CO LTD
2025-03-18,45.74554652617369,24.882502476282294,12.646732930406074,4.161373839753722,2.0486573994998345,4.73657474953993,1.8607919434422728,2.1194919157182595,0.9674085463260507,0.8309196728578703
2025-03-19,45.79434486579898,24.909045493007863,12.660223633120381,4.165812919606532,1.8578440388949795,4.871115384077037,1.8664765701079,2.1217528502614087,0.9672072953767924,0.7861769497481244
2025-03-20,45.7348417431485,24.87667979384959,12.643773505013264,4.160400048698111,1.8843730238330698,4.878333854614956,1.9256321717405256,2.0697312853277605,0.9893512602483566,0.8368833135258633
2025-03-21,45.68813742958273,24.85127578654828,12.630861713041858,4.156151457885778,1.9009040859779534,4.835210993894161,1.9531943278252435,2.0676176805734308,0.9889561163680576,0.9276904083025093
2025-03-24,45.583820358453025,24.79453431163294,12.602022399953647,4.146661958605438,1.8738541976942569,5.034081989130909,1.9241837241308537,2.0628968091878144,0.9934496121342771,0.9844946390768387
2025-03-25,45.53351518209942,24.767171677010744,12.588115119820989,4.14208580506091,1.7957621851722032,5.004615703520337,1.9447448451233287,2.121929983912938,0.9948056551855806,1.107253843093547
2025-03-26,45.53658620181596,24.76884210531479,12.58896412850333,4.1423651691100964,1.7866862200690972,5.009245212137719,1.93935776049367,2.122073098029906,0.9985515824098595,1.1073285221155762
2025-03-27,45.509240793873616,24.753968041443876,12.581404265360764,4.139877616246703,1.7702940250646428,5.02890959385999,1.821153978017348,2.237837929919029,0.9795688215742773,1.177744934639752
2025-03-28,45.79067432113513,24.907048963430164,12.65920888083086,4.1654790180641585,1.6647118633471327,4.854077831938459,2.075340789639425,2.2985354913178186,1.0201539266576045,0.5647689136392494
2025-03-31,45.69994516720372,24.857698402144873,12.634126059312582,4.1572255823454025,1.8220167183725187,4.870304222642197,2.358591719527816,2.187527670994361,1.0162865896308235,0.3962778678257015
2025-04-01,45.444487787944276,24.718746758658202,12.562278966533311,4.133987174763714,1.911571334215785,4.713357277865146,2.387628471866195,2.2236396378169534,1.4612879789496591,0.44301461138675685
2025-04-02,45.30642754103232,24.64365126419958,12.518014395728756,4.121428131459234,2.2199344242717807,4.539817751009263,2.4303981165976296,2.275448035870773,1.5312734314337748,0.4136069083968858
2025-04-03,45.129953429094094,24.54766120919411,12.4874850940901,4.105374661589913,2.4142471181907528,4.550694786959888,2.2963603975944764,2.287245444971053,1.6529182696652778,0.5280595886503309
2025-04-07,45.25825781301846,24.61745016993785,12.510799171935005,4.117046235050799,2.6465855238048577,3.7823930215456922,2.8458564117358245,2.2748569561048892,1.2788620571958638,0.6678926396707631
2025-04-08,45.25219103092898,24.614150248266164,12.509122123457905,4.116494352950882,2.877768328742898,3.5308505234241996,2.8960476109496067,2.2684589218525955,1.269550987102565,0.6653658723242102
2025-04-09,45.06529142434174,24.513479628503983,12.457960451649308,4.09965810089346,2.9357823996629007,3.3386120375695194,2.839298439029085,2.433337623532086,1.3135107946437203,1.003069100174199
2025-04-10,45.06829972928677,24.51511601028818,12.458792074897428,4.099931770969655,3.0118356097280046,3.2927137063644163,2.805503933865115,2.3849514298269305,1.3536510966558915,1.0092046381176045
2025-04-11,45.09128549052719,24.527619224449317,12.465146315498863,4.102022820628852,3.0352297336180625,3.1869244318871432,2.8215068157877847,2.388596473705433,1.353734319219343,1.0279343746780114
2025-04-14,45.01666735062016,24.487030332317143,12.444518692630876,4.095234694954417,3.1077957787198485,3.181044470332977,2.8604814276924064,2.384643767014606,1.3484633140983788,1.074120171619187
2025-04-15,44.99675634370045,24.476199645394175,12.439014444707066,4.093423360372184,3.1064211913304005,3.173578539652434,2.8483101268664357,2.383589031927793,1.3666496147752953,1.116057701273766
2025-04-16,44.99811954939714,24.47694116761713,12.439391292656342,4.093547373267717,3.095002957763692,3.1718569466365865,2.8302190320505494,2.3836612442917704,1.3872920560035573,1.1239683803155145
2025-04-17,44.992394640461605,24.473827076170462,12.43780868469234,4.0930265695948105,3.0994558807056025,3.19811018008287,2.7935088088220352,2.383357981762283,1.3871155570572204,1.141394620650773
2025-04-22,45.03195349542007,24.49534530349135,12.448744432249027,4.0966252987956375,3.0773199217566396,3.2106239634510194,2.7068287942308653,2.3854535117616984,1.3877287881247347,1.1593764907189548
2025-04-23,45.013938773890985,24.485546110026515,12.443764398141544,4.094986472179459,3.0130517692723635,3.2396458697400323,2.766358534491866,2.3778318428596825,1.3708082379538693,1.1940679914436845
2025-04-24,45.01830465544373,24.487920952063945,12.426785773063978,4.095383643064402,3.039409944689892,3.240566266198846,2.704189821153093,2.378062467694146,1.3770030387431416,1.2323734378848326
2025-04-25,44.7872128849576,24.362217484293478,12.362995544895048,4.0743608732346805,3.0648167492271527,3.042406558278455,2.7102098526223584,2.2820280557016033,2.098559995669454,1.2151920011201718
2025-04-28,44.76345673050894,24.349295211082257,12.356437931400167,4.072199739733636,3.124671913969681,2.9805174897904783,2.77507513347153,2.2506799627243037,2.1022688963660006,1.2253969909530018
2025-04-29,44.79234536483937,24.365009321138395,12.364412306998007,4.074827782735539,3.117641327554766,2.965553024758053,2.7768660615326257,2.101346950125905,2.0939753478226795,1.348022512494661
2025-04-30,44.79693858089693,24.367507822861064,12.365680211518036,4.07524563458614,3.120373840691844,2.958015475534176,2.707179160453314,2.161882823321007,2.099015705125649,1.3481607450118445
2025-05-02,44.76453600896889,24.349882289734257,12.356735853818924,4.072297923336617,3.121130646393872,2.9715478381263747,2.699193324556153,2.1904574679403885,2.1264302876543226,1.3477883594702007
