date,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.8926873884140765,0.0,4.864011891998513,3.0755228905596383,2.129174733853158,3.3984852251893467,0.0,0.0,1.0811623648547044,0.1796999775375028,15.620744472406942
2024-03-04,0.8889373888828264,0.0,4.864011891998513,3.0538478932690136,2.1344247331969086,3.3997977250252847,0.0,1.3911373261078341,1.0805998649250168,0.18127497734062784,16.994031800746026
2024-03-05,0.8896498887937639,0.0,4.864011891998513,3.0435728945533884,2.1452247318469087,3.399422725072159,0.0,1.3911373261078341,1.0805623649297043,0.18277497715312785,16.996356800455402
2024-03-06,0.8896123887984515,0.0,4.864011891998513,3.029247896344013,2.1641997294750337,3.3992727250909094,0.0,1.3911373261078341,1.0805623649297043,0.1857749767781279,17.003819299522586
2024-03-07,0.8896123887984515,0.0,4.863261892092263,3.0176603977924503,2.1841122269859716,3.399235225095597,0.0,1.3911748261031467,1.0805623649297043,0.191774976028128,17.017394297825714
2024-03-08,0.8895748888031388,0.0,4.863261892092263,3.000035399995575,2.193412225823472,3.4039227245096595,0.0,1.3911748261031467,1.0805623649297043,0.193424975821878,17.015369298078838
2024-03-11,0.8895748888031388,0.0,4.863261892092263,2.990435401195575,2.2083372239578467,3.403997724500284,0.0,1.3911748261031467,1.080449864943767,0.19492497563437805,17.0221567972304
2024-03-12,0.8895748888031388,0.0,4.863261892092263,2.9746104031737,2.1905997261750345,3.4042602244674716,0.0,1.402799824650022,1.080449864943767,0.19492497563437805,17.000481799939777
2024-03-13,0.8895373888078264,0.0,4.863261892092263,2.973597903300262,2.180099727487534,3.4034352245705968,0.0,1.4028748246406468,1.0811998648500167,0.19492497563437805,16.988931801383526
2024-03-14,0.8879998890000139,0.0,4.863261892092263,2.960960404879949,2.169599728800034,3.4047477244065343,0.0,1.4143498232062721,1.0810873648640795,0.1999499750062531,16.9819568022554
2024-03-15,0.8878873890140764,0.0,4.863261892092263,2.9329479083815113,2.1598497300187836,3.4070727241159093,0.0,1.4143498232062721,1.0810873648640795,0.20144997481875312,16.947906806511646
2024-03-18,0.8890123888734515,0.0,4.863261892092263,2.9357979080252616,2.1478497315187837,3.4070727241159093,0.0,1.4132623233422097,1.0809373648828293,0.20144997481875312,16.938644307669463
2024-03-19,0.8894998888125139,0.0,4.863261892092263,2.935685408039324,2.137349732831283,3.407447724069034,0.0,1.4132623233422097,1.0808623648922044,0.20133747483281564,16.92870680891165
2024-03-20,0.8909248886343889,0.0,4.863036892120388,2.935985408001824,2.124599734425033,3.4087977239002845,0.0,1.4143873232015844,1.0808623648922044,0.20347497456562816,16.922069309741335
2024-03-21,0.890399888700014,0.0,4.863036892120388,2.921660409792449,2.118599735175033,3.4087227239096594,0.0,1.4286373214203347,1.080824864896892,0.20947497381562824,16.9213568098304
2024-03-22,0.8903623887047013,0.0,4.863036892120388,2.9159979105002614,2.1125997359250333,3.4087977239002845,0.0,1.4286373214203347,1.0808623648922044,0.21322497334687832,16.913519310810084
2024-03-25,0.890249888718764,0.0,4.863036892120388,2.8939479132565107,2.121974734753158,3.3982227252221593,0.0,1.4492623188422102,1.0807873649015793,0.21322497334687832,16.91070681116165
2024-03-26,0.8901748887281389,0.0,4.863036892120388,2.8940604132424483,2.1279747340031583,3.400360224954972,0.0,1.4492248188468975,1.0807873649015793,0.2156249730468784,16.92124430984446
2024-03-27,0.8901748887281389,0.0,4.863036892120388,2.9177604102799486,2.1327747334031586,3.3997977250252847,0.0,1.4491873188515851,1.079699865037517,0.2156249730468784,16.9480568064929
2024-03-28,0.986212376723453,0.0,4.861274392340701,2.8745416656822917,2.116724735409408,3.3983727252034095,1.7983377002077874,1.4518498185187727,1.0754623655672042,0.26471246691094164,18.82748824656397
