date,STANDARD CHARTERED BANK (HONG KONG) LTD,VMS SECURITIES LTD,CITIBANK N.A.,PLANETREE SECURITIES LTD,UBS SECURITIES HONG KONG LTD,GET NICE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,OSHIDORI SECURITIES LTD,IMAGI BROKERAGE LTD
2024-03-08,0.0,0.0,56.10847059268489,0.0,43.89152940731511,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,46.2554532104093,0.0,36.18388744850331,0.0,0.0,0.0,17.56065934108739,0.0
2024-03-15,0.0,0.0,36.42454671026913,0.0,28.4935419945368,21.253508111618366,0.0,0.0,13.828403183575713,0.0
2024-03-27,34.37474579892266,0.0,23.903627651656116,0.0,18.698992404326866,13.947693369278213,0.0,0.0,9.074940775816145,0.0
2024-04-02,34.374704128660646,0.0,23.90379026674277,0.0,18.69893819871351,13.947652936978033,0.0,0.0,9.07491446890504,0.0
2024-04-08,34.37447584223461,0.0,23.903873419295092,0.0,18.69900324548725,13.947701455766381,0.0,0.0,9.07494603721667,0.0
2024-04-09,30.80325394947866,0.0,21.42045995668841,0.0,16.756332466462577,12.498651380906566,10.38916755893664,0.0,8.132134687527149,0.0
2024-04-10,30.803013899016296,0.0,21.420241073068407,0.0,16.756201883980527,12.498553978630566,10.389917851688617,0.0,8.132071313615583,0.0
2024-04-11,30.80298189257067,0.0,21.420322722831315,0.0,16.756184473136695,12.498540991775135,10.38990705585085,0.0,8.132062863835337,0.0
2024-04-12,30.803141696430185,0.0,21.420237383754273,0.0,16.756158356938787,12.498521511542593,10.389890862136264,0.0,8.132050189197894,0.0
2024-04-16,30.803689759800122,0.0,21.41891983977179,0.0,16.75642822824296,12.498722810207159,10.390058199621231,0.0,8.13218116235674,0.0
2024-04-22,30.80384979869913,0.0,21.41851157603294,0.0,16.75651528535676,12.49878774664345,10.390112180604932,0.0,8.132223412662789,0.0
2024-04-25,30.718672774195145,0.0,21.359234535362315,0.0,16.710181138086554,12.740792850581004,10.3613820431192,0.0,8.109736658655779,0.0
2024-04-29,30.718640943050346,0.0,21.359212402606374,0.0,16.71016382274877,12.740779648382293,10.36147492798597,0.0,8.10972825522625,0.0
2024-04-30,30.718529534563032,0.0,21.359134938321795,0.0,16.710103219349104,12.740733440902268,10.361800023503754,0.0,8.109698843360045,0.0
2024-05-02,30.718672774195145,0.0,21.35783564386963,0.0,16.710181138086554,12.740792850581004,10.362780934611884,0.0,8.109736658655779,0.0
2024-05-07,30.718688689792284,0.0,21.357794898717156,0.0,16.71018979576891,12.74079945169062,10.362786303653957,0.0,8.109740860377073,0.0
2024-05-09,30.718688689792284,0.0,21.357786401742207,0.0,16.710198292743858,12.74079945169062,10.362786303653957,0.0,8.109740860377073,0.0
2024-05-14,30.71550951649151,0.0,21.355015996592144,0.0,16.707341743035784,12.73862145677298,10.375156758447304,0.0,8.108354528660271,0.0
2024-05-16,30.7149685439345,0.0,21.352982250683922,0.0,16.707047487347833,12.738397099608449,10.378392897009688,0.0,8.108211721415607,0.0
2024-05-17,30.714383553572084,0.0,21.35113521181243,0.0,16.70560232311856,12.73729522473555,10.384073327902621,0.0,8.107510358858756,0.0
2024-05-20,30.721670001964203,0.0,21.324798140793323,0.0,16.71012903150103,12.740746643005219,10.392948936007611,0.0,8.109707246728618,0.0
2024-05-21,30.725367826455212,0.0,21.325432657410893,0.0,16.712140351991636,12.742280187404573,10.384095602276751,0.0,8.110683374460931,0.0
2024-05-22,28.02003849371048,0.0,19.446952266318426,0.0,15.240657772432037,11.620338717029188,9.504757551719129,8.770707120137121,7.396548078653615,0.0
2024-05-23,28.01970747983176,0.0,19.447903877315653,0.0,15.24047772738161,11.620201440508614,9.504645267552773,8.770603507653375,7.396460699756216,0.0
2024-05-24,28.01920435371431,0.0,19.44755466780384,0.0,15.24020406705191,11.619992786409032,9.506270215868392,8.770446021366496,7.396327887786021,0.0
2024-05-27,28.028956175475408,0.0,19.410726614273532,0.0,15.246536779225384,11.624821204024071,9.514049411169454,8.775508556098623,7.399401259733527,0.0
2024-05-28,28.027335009476385,0.0,19.409171406096466,0.0,15.246169208425261,11.624540947275074,9.513820041916286,8.779740515381235,7.399222871429295,0.0
2024-05-29,28.027242267140668,0.0,19.40801993972925,0.0,15.24611875891436,11.62450248171712,9.513788560725086,8.781129604342125,7.399198387431392,0.0
2024-05-30,28.027295262685925,0.0,19.407867551710275,0.0,15.24614758716542,11.624524462004779,9.51380654995169,8.78114620821442,7.399212378267496,0.0
2024-06-03,28.02685805543112,0.0,19.406430304506255,0.0,15.245909757354498,11.624343127117456,9.516352571992915,8.78100922814582,7.399096955451941,0.0
