date,PHILLIP SECURITIES (HONG KONG) LTD,MIRAE ASSET SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD
2025-03-31,0.0,100.0,0.0
2025-04-08,0.0,90.9090909090909,9.090909090909092
2025-04-14,47.61904761904761,47.61904761904761,4.761904761904762
