date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,TAI YIP STOCK CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-03-01,40.02683735086608,32.3817447594365,14.24574588032127,8.43956359038837,2.524540375210993,1.6789570742012772,0.0,0.0,0.0,0.7026109695755022
2024-03-04,38.072834685712834,30.796083013926445,13.60342146084705,8.026297003504459,2.387154249534111,1.605345432074529,0.0,4.840658475358621,0.0,0.6682056790419543
2024-03-05,37.386676812377594,30.242093575808088,13.356766959631983,7.876843259787081,2.341677319681445,1.5980102993390106,0.0,4.753580074262153,1.7881663438408475,0.6561853552717999
2024-03-06,37.37318979534916,30.276339902136417,13.348871269321826,7.870000741704194,2.328325134413306,1.5923211284507979,0.0,4.76819970915233,1.7869963171030696,0.6557560023688943
2024-03-07,37.372145233935576,30.29573348415489,13.340990631382649,7.866803705033652,2.317153798270705,1.593875129592052,0.0,4.767797171285309,1.7868454564575982,0.658655389887563
2024-03-08,37.379874035315034,30.26739589635904,13.363496625905244,7.865143739859179,2.319196964477378,1.597758984767229,0.0,4.7667911239044365,1.7843583277954063,0.6559843016170579
2024-03-11,37.39073811354137,30.27797569308896,13.358036910279553,7.860083295114986,2.318326758697645,1.5908315857599085,0.0,4.765846254020225,1.7832669440628095,0.6548944454345483
2024-03-12,37.26970118799585,30.493996505542402,13.316755827269796,7.838569292443109,2.3116146301670972,1.585565149604724,0.0,4.756375472841336,1.7784601387026793,0.6489617954330116
2024-03-13,37.41142358607615,30.45613676250591,13.240453875520517,7.841743687411089,2.316009394273175,1.4916978959116314,0.0,4.799000412312382,1.782684391062104,0.6608499949270467
2024-03-14,37.395583011179326,30.405301178320084,13.220179284645015,7.825506094931275,2.3471871179580783,1.4880848243403288,0.0,4.865026219426846,1.792763029767835,0.6603692394312093
2024-03-15,37.46772677840829,30.317902265591833,13.20661164172974,7.829048184836822,2.3339183383824387,1.4896013936262156,0.0,4.867228295567736,1.7935744952185986,0.6943886066383214
2024-03-18,36.09384557062997,29.120865607032414,12.758105395128272,7.522116793497406,2.2397639061844385,1.435159379599295,3.7456710874806856,4.684743032320474,1.7316643617942145,0.6680648663328281
2024-03-19,36.16068379374128,29.091541224784933,12.726042993607603,7.5053909315571365,2.233356744888946,1.435588101629948,3.747849037207096,4.696799552716517,1.7342943019962291,0.6684533178703155
2024-03-20,36.13365128853599,29.172929272008965,12.646749877455177,7.503990305771113,2.2291265081445433,1.460472784817863,3.7471496287350385,4.698357176234452,1.739244584488819,0.6683285738080409
2024-03-21,36.23906460620885,28.94017641689438,12.616807291768403,7.532774840631411,2.28787498332363,1.486597900421987,3.7619300703370153,4.716889607748803,1.7469195207051968,0.6709647619603236
2024-03-22,36.18204190647168,29.033429732573417,12.59803710606277,7.524642930976945,2.2760476469422404,1.4967916379056059,3.757868927384303,4.7158660247232875,1.7450336563303095,0.6702404306294361
2024-03-25,36.20075548227716,28.96695845274437,12.628778082587178,7.534973951315978,2.258394859311994,1.508217008260165,3.763028324405045,4.714599997749489,1.7531331986128607,0.6711606427357633
2024-03-26,36.23511077888678,28.9549636151678,12.619391353795711,7.5371541354011296,2.228647026346753,1.5163963524102515,3.7641171263727555,4.718001748717565,1.754863025233789,0.671354837667468
2024-03-27,36.24802197503699,28.98744957934986,12.616006467708047,7.373850387798682,2.22829158477704,1.5980619657523203,3.768340270140768,4.734310591131403,1.772743153206115,0.6729240250987687
2024-03-28,36.17307619985746,28.95573261487585,12.640162608343653,7.370465016098822,2.248833445751496,1.6273144323394617,3.769947550517093,4.739186964975484,1.8020701251788056,0.6732110420618781
2024-04-02,36.25175075231725,28.95744638869392,12.569887536080293,7.370901244397363,2.231823015885268,1.6306761807158856,3.770170678610362,4.737834741389902,1.8062585751831557,0.6732508867266037
2024-04-03,36.19603766151157,28.944686597987257,12.569244741766852,7.36398134048973,2.235082780672973,1.6960535449285725,3.7685093930072835,4.753699038925567,1.796078680140189,0.6766262205700132
2024-04-05,35.93899550200422,28.980299407118114,12.504390698351164,7.371426539533318,2.437706166139479,1.6776265542426765,3.7729465827488484,4.8189342806851405,1.8182089635215077,0.6794653056555315
2024-04-08,35.99195684373952,29.029118804057173,12.625984841380737,7.309787804642844,2.2541509039648844,1.6641797470601456,3.779515472777692,4.831416197855529,1.8332410955468361,0.6806482889746365
2024-04-09,35.806363703160045,29.312602168239106,12.494247964611787,7.305483158111131,2.270798041713385,1.683238282511499,3.7772897613608554,4.825299434533766,1.8452479224531304,0.6794295633052975
2024-04-10,35.84921001926323,29.144948253828534,12.54771372201851,7.26336148032434,2.291472229841745,1.7143669376353774,3.7945953088947206,4.848228056338395,1.863150817370347,0.6829531744847955
2024-04-11,35.764116312191305,29.35332546509879,12.510295949824895,7.235365315736571,2.2590458416455776,1.7150616901915758,3.7825366153078175,4.832821065128087,1.8666489001345827,0.6807828447408012
2024-04-12,35.83410464146177,29.14923633150732,12.55867819814965,7.2582668732136995,2.266581091570118,1.7228368524984456,3.7951536052863424,4.848941373045255,1.8831473763169033,0.6830536569504928
2024-04-15,35.85430930856116,29.157982133009625,12.5682003483542,7.254279499843035,2.262329057989802,1.7175996617475375,3.7962922855496983,4.843820109503123,1.8619289982441314,0.6832585971976805
2024-04-16,35.81926597454226,29.175369504856892,12.568292423867891,7.242155245825542,2.2863792550391757,1.701762544419426,3.7985560754549343,4.873851217236655,1.8507017235124514,0.683666035244769
2024-04-17,35.81888077933985,29.18246746954663,12.550362089729173,7.243917162232597,2.2643111131857903,1.7021765597568703,3.7994802117162108,4.88367536003091,1.8708968927075416,0.6838323617544275
2024-04-18,35.931713414545584,29.317914067022805,12.151775092189311,7.27651326838725,2.2837144753215566,1.7172736594785583,3.816577074855302,4.907716891074377,1.9090661863754705,0.6877358707497864
2024-04-19,35.96244114219201,29.33048910990837,12.163155598144405,7.280604713384112,2.261432723038814,1.7074899185846895,3.8187230635455025,4.875334362598334,1.9122067970559715,0.6881225715477862
2024-04-22,35.83474349206525,29.56143616393096,12.121326737707577,7.250145205669389,2.2511070953202283,1.7217550965422708,3.802746859755641,4.856584490682878,1.9149111513231822,0.6852437070026196
2024-04-23,35.64262689640204,29.291315657160833,12.44655975869414,7.2163588339142715,2.634832347818169,1.4690883827133825,3.78502569480658,4.898698774942154,1.910085357313336,0.7054082962350953
2024-04-24,35.85925888852358,29.331353644669893,12.703643845256291,7.175543980579543,2.2143704248079907,1.459992717822296,3.767897317060026,4.87734655840616,1.9083765109828308,0.7022161118913943
2024-04-25,36.059171763973104,29.138196624969364,12.454959280247362,7.2103787422055365,2.242545911071528,1.5893184087625971,3.788342834675256,4.903812214602248,1.9072477139848973,0.7060265055081121
2024-04-26,36.035699086525575,29.38748145900707,12.341963980923303,7.185187801558715,2.199561732971495,1.6197326085083723,3.775107480069053,4.8511216417390655,1.9005843519508687,0.703559856746483
2024-04-29,36.08847488048296,29.39108522124267,12.2353250846364,7.185251387371159,2.23632753716242,1.6211575265851645,3.7755704183372063,4.8525340584717265,1.910627752007895,0.7036461337023959
2024-04-30,13.11269437317879,10.613927703658216,4.3448514541638,2.5874107293108994,0.8022124664542966,0.5845587909670905,1.3634621232474307,1.7522356421437364,0.6923419846066186,0.25410593504311857
2024-05-02,36.61268916509375,29.41042764083604,12.034584263931608,7.164431184450332,1.9249362786075304,1.6049111130777587,3.7716049195384524,4.85573137439508,1.9166336038890088,0.7040504561804419
2024-05-03,36.66808042602546,29.395352135098328,12.042461979883937,7.13992214194296,1.9150949579396166,1.6089044226648819,3.7604690891649515,4.852154886710769,1.9139095354737303,0.7036504250953577
2024-05-06,36.611277378562995,29.41304958741758,12.07078000806602,7.141440115821264,1.9486192293130526,1.6125173078833839,3.7449144479024072,4.853186472801637,1.900415428451123,0.7038000237805417
2024-05-07,36.64234503194143,29.410450692975022,12.075924111866193,7.1444835238871836,1.9474045185915334,1.5907079878855706,3.7371027541691535,4.854027632336116,1.8934537899718096,0.704099956375989
2024-05-08,36.71859676125772,29.399699919449507,12.086806430495644,7.131749145953413,1.928728851416753,1.5455803102685417,3.7276109658890304,4.851911878550523,1.907507788426558,0.7018079482923082
2024-05-09,36.71441334617463,29.372963696611663,12.158577139898293,7.123431311192248,1.9195682496370596,1.544948802553566,3.7016499448630564,4.857985708006245,1.9053115830032366,0.7011502180600054
2024-05-10,36.73791522086068,29.377955605125035,12.167349813213136,7.124741018238014,4.211213049629562,1.527664105240964,3.7023305265661643,2.548792545567904,1.9007589847119026,0.7012791308466411
2024-05-13,36.796766051457844,29.381965606827343,12.164346498288046,7.122754044172337,4.208051661529997,1.4984303298709172,3.678266846586183,2.5462446164998243,1.9018092457245783,0.701365099042935
2024-05-14,36.93707685454872,29.140597534958328,12.213330746716974,7.13252788913155,4.226792877313022,1.5147751736478703,3.6737526862136134,2.5591784062904783,1.8979439730561816,0.7040238581232614
2024-05-16,36.97627290725501,29.150069029141346,12.214600187570849,7.120585603131121,4.204162953497784,1.5095444528016246,3.650379657200057,2.5579946750296276,1.9121279361696164,0.7042625982029651
2024-05-17,37.17131964067871,29.166389237809337,11.825352485109427,7.066998320161942,4.487315780297027,1.5137705727022068,3.609641532644899,2.5577921617214163,1.929517873715752,0.6719023951592826
2024-05-20,37.21094518455214,29.28035905745638,11.85178729461647,7.082666570698656,4.229603860563688,1.5357518161789443,3.6237464734763387,2.5673749728709936,1.9436488167979742,0.6741159527884186
2024-05-21,37.069353794939026,29.534321527839996,12.043466311085634,6.954919976605312,4.292373942568331,1.3275632745327408,3.605022717351477,2.559108235001505,1.9417091611510493,0.672161058924931
2024-05-22,37.00002490268366,29.54612154890909,12.115004253505864,6.958356811121494,4.23584408386574,1.3395217290515222,3.5931245314938445,2.5672754430318,1.9717167616056634,0.6730099347313205
2024-05-23,36.96956641316592,29.55021255204418,12.016354429369432,6.96443741835346,4.218975813308476,1.402851973769081,3.5973275105794267,2.5789253290840795,2.016022224798715,0.6853263355272258
2024-05-24,36.871223262008115,29.581956113280405,12.084427108779046,6.943190967273245,4.2857920752613055,1.3310289527148544,3.6001885396330273,2.590866400206483,2.025043107824529,0.6862834730189841
2024-05-27,36.621556762233624,29.74877570504175,12.110424625344493,6.960862598588221,4.239860706392154,1.337880518444154,3.6056483216528536,2.642805709479072,2.044073188890111,0.6881118639335682
2024-05-28,36.52066173419203,29.80150643573407,12.10925357858929,6.971721920335683,4.19540975885875,1.3810184048533878,3.6114876976277377,2.623496287918127,2.0933209633482806,0.6921232185426449
2024-05-29,36.50604985885476,29.803128409697965,12.134927623892231,6.980243809234155,4.15071625087235,1.3918223290524474,3.5868972710607134,2.6358189557789786,2.116597543427374,0.6937979481290318
2024-05-30,36.61032677254333,29.757717146420624,12.055817196943885,6.963508647703444,4.085374286006297,1.5199347796275415,3.5410950247557778,2.6447939908632367,2.1292975902709292,0.6921345648649322
2024-05-31,13.137378844285937,10.626327583203677,4.255534856532149,2.486736715311012,1.438844374507332,0.5436691987706551,1.258654865271008,0.9444816764437569,0.7648213700522855,0.24716798979679203
2024-06-03,36.91967870835775,29.974131466032873,11.593123839611819,6.9572286630023665,4.021473098470796,1.536322606337932,3.512791727632931,2.6436477743533935,2.1500917473688945,0.6915103688312455
2024-06-04,34.600561510418736,30.424504847251622,12.227171516287688,7.031495601503396,4.780898982643132,1.69280626658355,3.5565092680116264,2.721415539101503,2.258678836251895,0.7059576319468511
2024-06-05,34.468895987319534,30.11126871317516,13.35836653139189,6.989630492154175,4.035809548226263,1.7495008281452025,3.539507686950375,2.7208484714798815,2.3176636766557417,0.7085080645017805
2024-06-06,34.43556398642221,30.09698307040607,13.303448583327992,6.975465429049807,4.058357251740262,1.8284916276736642,3.517129169397636,2.7516246639754365,2.324803670941718,0.7081325470651967
2024-06-07,34.460676931604326,30.377625318106666,13.176625326520606,6.914804493791915,4.003524298264412,1.832369175436987,3.4884636051905074,2.7212302717775363,2.3214829392822036,0.703197640024843
2024-06-11,34.70353985311859,30.261686200505267,13.091390082502514,6.887999562505858,3.976240859399823,1.868423173195808,3.450314505207354,2.7108444357157544,2.324212464599507,0.7253488632495202
2024-06-12,34.71506303304031,30.288041025073685,13.083032747171341,6.838285155497288,3.955060674668294,1.9285984653854666,3.438915473479204,2.7128896541084737,2.3141359808488264,0.7259777907271098
2024-06-13,34.79420049352729,30.28701488830368,12.998063031819363,6.835530538113442,3.9633590565213033,1.9021614406133072,3.4259417489132824,2.7109690937256112,2.3570743581643345,0.725685350298384
2024-06-14,34.80496119793459,30.290739747521595,12.985646834426323,6.835530538113442,3.9617035635355653,1.9021614406133072,3.423458509434675,2.7134523332042186,2.3566604849179003,0.725685350298384
2024-06-17,34.91249456284846,30.179977956602876,12.951108610893241,6.847773895096797,3.9934276130885022,1.9055684682650085,3.4034696686860744,2.718312492249299,2.360881581648364,0.7269851506213808
2024-06-18,34.914768175654416,30.276679508167444,12.938494193138716,6.834157892639071,3.952099721753917,1.891479019462243,3.382625055838985,2.714806311513681,2.369174736114878,0.7257153857166514
2024-06-19,35.08139156538187,30.217288668823763,12.871123783131413,6.818913238139768,3.9470482885422062,1.8930869499875551,3.363505372143326,2.7094068614087647,2.373963254525524,0.7242720179158146
2024-06-20,35.12791138518297,30.218459695132218,12.823642445596581,6.809036572631309,3.937394901272956,1.9035394361878948,3.363727683432204,2.7137168849355398,2.3782511068670793,0.7243198887612532
2024-06-21,35.13539213883023,30.226067702714985,12.80957686411502,6.7988509660923055,3.9433265367271666,1.9145524657797606,3.3559435754698628,2.716995362011112,2.371979290987512,0.7273150972720523
2024-06-24,35.245026831480644,30.2207647467218,12.792618234772974,6.788073410789254,3.9542202843803267,1.9069896454386952,3.2573977575412965,2.7159895161674363,2.391652551080562,0.7272670216270101
2024-06-25,35.242407872447615,30.211553616960224,12.721515067787884,6.773414551438993,4.007385329900528,1.9083646483847014,3.165505434485352,2.7144195599300387,2.4340361186870525,0.8213977999776124
2024-06-26,35.222567488480536,30.24713852182478,12.72847486820812,6.777780146982515,4.003357713524275,1.9145524657797606,3.130775018316222,2.719061128590503,2.434365441685126,0.8219272066081692
2024-06-27,35.202502916299274,30.26435575320352,12.731429457934581,6.7705691766328515,4.002797454661194,1.9231095255645394,3.1173043193374794,2.721472818804277,2.439918339941101,0.8265402376211823
2024-06-28,35.11443104305834,30.257285508745298,12.707418299781963,6.769449796290111,4.023628611996734,1.9265115093728298,2.9973377809833672,2.721022876842649,2.4440615311656386,1.0388530417630704
2024-07-02,35.11111157774279,30.258171633434337,12.677722996366706,6.7690987780367164,4.018124385984644,1.929540369801868,2.993001501689181,2.7195606646562216,2.4442332761563015,1.0794348161312335
2024-07-03,35.08444887832452,30.30455398500283,12.662181587435986,6.779938141510399,4.0162782770794365,1.9111012738893505,2.977921393928785,2.724329516139008,2.458083630694302,1.0811633159953749
2024-07-04,35.06097972374908,30.30700528561204,12.603168533461123,6.780486562929335,4.09237434127248,1.9145682625174183,2.9736077220467227,2.7282763360965125,2.4582824622594974,1.081250770055793
