date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,SINO-RICH SECURITIES & FUTURES LTD,UBS SECURITIES HONG KONG LTD,CHIEF SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-08,0.0,0.0,77.65723270440252,0.0,0.0,0.0,0.0,0.0,0.0,22.342767295597486
2024-03-11,0.0,0.0,62.53481894150418,0.0,0.0,19.473284375791337,0.0,0.0,0.0,17.991896682704482
2024-03-14,0.0,0.0,62.33600815182779,0.0,0.0,19.564386702330914,0.0,0.0,0.0,18.099605145841295
2024-03-19,0.0,0.0,62.34394904458599,0.0,0.0,19.554140127388536,0.0,0.0,0.0,18.101910828025478
2024-04-02,57.58217952340586,6.084581331826317,23.047941979843646,0.0,0.0,6.315343317321277,0.0,0.0,0.0,6.969953847602901
2024-04-05,57.58489144256582,6.080158244242453,23.04902745725993,0.0,0.0,6.315640747892432,0.0,0.0,0.0,6.970282108039373
2024-04-08,46.83418240318689,4.799479066916919,18.745930210288428,0.0,18.81487723599035,5.136553414792967,0.0,0.0,0.0,5.6689776688244535
2024-04-09,46.84135923073976,4.723594989081715,18.74880281959928,0.0,18.817760410680766,5.137340535570624,0.0,0.0,0.0,5.731142014327855
2024-04-15,46.87727638691868,4.727216961239121,18.686500785952536,0.0,18.832189548748225,5.141279760763716,0.0,0.0,0.0,5.735536556377718
2024-04-16,46.96731072100795,4.736296239388468,18.737755925171896,0.0,18.868359390004994,5.151154304152422,0.0,0.0,0.0,5.539123420274268
2024-04-18,47.003421366239955,4.743781955176258,18.752162380348285,0.0,18.8828662591781,5.155114750317149,0.0,0.0,0.0,5.4626532887402455
2024-04-24,47.003421366239955,4.847576211894053,18.813670088032907,0.0,18.8828662591781,5.155114750317149,0.0,0.0,0.0,5.297351324337831
2024-05-02,46.938462129064455,4.84087680909056,18.78766939229913,0.13820108257514685,18.8567699335867,5.14799032592422,0.0,0.0,0.0,5.290030327459787
2024-05-03,46.916848931353364,4.838647787882276,18.779018456697745,0.13813744675952574,18.84808718007751,5.145619891792333,0.0,0.046045815586508575,0.0,5.2875944898507345
2024-05-06,46.929454210485915,4.81308052506333,18.784063867352423,0.13817456052813387,18.85315114761649,5.147002379672987,0.0,0.04605818684271129,0.0,5.2890151224380135
2024-05-09,46.99438850026905,4.819740179875471,18.67168883080944,0.13836574679068336,18.879237450995465,5.154124067952956,0.0,0.04612191559689446,0.0,5.2963333077100465
2024-05-10,46.9961947957105,4.816081792674021,18.672406503440058,0.13837106507283697,18.879963101049313,5.154322173963178,0.0,0.04612368835761233,0.0,5.296536879732482
2024-05-13,46.99980780319047,4.816452046896021,18.673842014222565,0.13838170286373247,18.873726696136846,5.154718431674034,0.0,0.04612723428791082,0.0,5.296944070728426
2024-05-16,47.21943307329883,4.838958832161891,18.761102958214256,0.1390283463350583,18.494631961072063,5.178805900980922,0.0,0.046342782111686104,0.0,5.321696145825288
2024-05-17,43.41203621516066,4.44878395171312,17.248357890999465,0.12781821409550861,17.003372980649743,4.761228475057696,0.0,0.042606071365169536,8.063199005858335,4.8925971951003016
2024-05-20,43.472232098414274,4.01052407025528,17.272274763563964,0.13155087819099767,17.01628386546256,5.144705966010098,0.0,0.3768754888715068,7.889497262319561,4.686055606911754
2024-05-21,42.72336559628219,3.7667283972186305,16.974737062790453,0.12928474090639086,16.72315594535099,5.0630699884691985,0.0,2.2607358747685105,7.753590272196792,4.605332122016842
2024-05-22,42.756023571254225,3.846019735695108,16.939223822309007,0.1290142613061822,16.688169043551028,5.052477422504271,0.0,2.256006136894592,7.737368806443739,4.595697200041843
2024-05-23,42.81829591409846,3.998744944917027,17.005996374285314,0.1289917724166783,16.695718867661412,5.051596708966671,0.0,2.255612885232185,7.450146423093014,4.594896109329243
2024-05-24,42.83920474363446,3.9867457272410185,16.97942099755842,0.1290547610742937,16.70387164283223,5.054063480990583,0.0,2.256714335542379,7.453784443669341,4.597139867457272
2024-05-27,42.84069901287105,3.983396700268583,16.98001325473508,0.12905926261815898,16.704454288604417,5.0542397711814155,0.0,2.2567930517283474,7.454044438243399,4.597300219749555
2024-05-29,42.85116181703999,3.9425022678110393,16.984160212127556,0.12909078222036147,16.72597864768683,5.055474146954155,0.0,2.2573442188263204,7.455864908240876,4.598422999092875
2024-05-30,42.86013400335008,3.9223897264098273,16.987716359575657,0.1291178112786153,16.729480737018427,5.056532663316583,0.0,2.2578168620882186,7.457426018983808,4.599385817978783
