date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,CHIEF SECURITIES LTD,BNP PARIBAS,HUATAI FINANCIAL HOLDINGS (HONG KONG),EVERBRIGHT SECURITIES INVESTMENT,LONG BRIDGE HK LTD
2024-07-23,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-25,0.11153611473785734,0.009185327096058838,99.79431428252754,0.027884028684464334,0.011481658870073548,0.0439583511025673,0.0,0.0013121895851512626,0.0,0.00032804739628781564
2024-07-26,0.2452460997005831,0.052529285076430114,99.63656300887746,0.03512895939486264,0.022653254189210485,0.006566160634553764,0.0,0.0009849240951830644,0.0,0.0003283080317276882
2024-07-29,0.35323508845650053,0.07977335176108702,99.5046173341256,0.02199512167898284,0.01936883849343265,0.006565707963875475,0.0,0.013459701325944722,0.0,0.0009848561945813212
2024-07-30,0.33013971926806635,0.24154198853403092,99.33099012814336,0.06693332212388808,0.01907761355221931,0.006466987644820104,0.0,0.0019400962934460312,0.0,0.002910144440169047
2024-07-31,0.3519769968299404,0.2661684373451803,99.20894222331597,0.0929322889514194,0.02039977074543353,0.05342797099994496,0.0,0.0019428353090889074,0.0,0.0042094765030259666
2024-08-01,0.365273777545037,0.48229068681167714,98.78974776714281,0.09244982334325715,0.059154956894461735,0.01163704070054985,0.1939506783424975,0.0029092601751374626,0.0,0.002586009044566633
2024-08-02,0.34722783512820593,0.4707297280695232,98.90238500906867,0.04784890093014384,0.020691416618440577,0.011638921847872826,0.19398203079788043,0.0038796406159576084,0.0,0.0016165169233156701
2024-08-05,0.2141957160856783,0.4186993183213259,99.06051109747037,0.08302910864859626,0.012599748005039898,0.011630536620036831,0.19384227700061382,0.004846056925015346,0.0,0.0006461409233353794
2024-08-06,0.27040560841261896,0.5081816272796291,98.90416269565638,0.09918102960892954,0.009368892047749043,0.008399696318671556,0.19383914581549744,0.004845978645387436,0.0,0.0016153262151291454
2024-08-07,0.3614037972849687,0.22122767656122133,99.12213725513229,0.014095922754343307,0.013704369344500438,0.025059418229943654,0.23493204590572178,0.0070479613771716534,0.0,0.0003915534098428696
2024-08-08,0.23721077704144142,0.4035714705110992,99.04019665791152,0.02974920636163292,0.010960233922706866,0.026617710955145243,0.23486215548657566,0.01487460318081646,0.0,0.0019571846290547972
2024-08-09,0.2787085460182257,0.4681677261766824,98.91608993830833,0.04540757210409294,0.011743337613127486,0.03444712366517396,0.23486675226254972,0.0070460025678764915,0.0,0.0035230012839382457
2024-08-12,0.2963815609167861,0.4839202236369189,98.84971066582098,0.06460100072822945,0.01174563649604172,0.04228429138575019,0.23491272992083442,0.007047381897625033,0.00587281824802086,0.0035236909488125163
2024-08-13,0.34100764029776365,0.5811649197709873,98.57043632496575,0.10830622407615967,0.012949657226497352,0.05690000902551867,0.29431039151130345,0.007063449396271283,0.00588620783022607,0.02197517589951066
2024-08-14,0.33989842296551565,0.5891311003132089,98.65885345118572,0.08713331397037467,0.02119458988468573,0.0569113987644339,0.196246202635979,0.016092188616150277,0.0058873860790793694,0.028651945584852935
2024-08-15,0.3442915132338277,0.6010379780627026,98.63932225214545,0.08793762709735166,0.021199249389540133,0.05692391039783924,0.19628934619944569,0.01727346246555122,0.005888680385983371,0.029835980622315746
2024-08-16,0.3309594290066506,0.599495905211335,98.56623507149195,0.14879433403739095,0.026696608745494947,0.053393217490989894,0.19629859371687464,0.017274276247084965,0.005888957811506238,0.05496360624072489
2024-08-19,0.34231383740877847,0.5915905424025564,98.75989746287347,0.0879338297930807,0.030619815731519173,0.07851234802953634,0.07851234802953634,0.02276858092856554,0.005888426102215225,0.0019628087007384086
2024-08-20,0.3316183367280063,0.5717963510209528,98.84738100003531,0.08790829281310462,0.029433580182959135,0.07848954715455769,0.019622386788639423,0.024331759617912885,0.005886716036591827,0.0035320296219550963
2024-08-21,0.3591164557756915,0.7092059405318848,98.67656755314138,0.08791484818989607,0.033360545072058774,0.07849540016955006,0.019623850042387515,0.02590348205595152,0.005887155012716255,0.003924770008477504
