date,QUAM SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,UBS SECURITIES HONG KONG LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,REALINK FINANCIAL TRADE LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,60.95293193933634,0.0,0.0,35.72048431753379,3.3265837431298815,0.0
2024-03-04,0.0,0.0,0.0,0.0,42.55380531994691,29.7645836939588,0.0,25.359182966937855,2.3224280191564253,0.0
2024-03-05,0.0,0.0,0.0,0.0,42.56977113336604,29.738231983607033,0.0,25.36869750930763,2.323299373719299,0.0
2024-03-07,0.0,0.0,0.0,0.0,42.63128992167404,29.636694702159023,0.0,25.405358536373885,2.3266568397930576,0.0
2024-03-11,0.0,0.0,0.0,0.0,42.630057803468205,29.63583815028902,0.0,25.38150289017341,2.352601156069364,0.0
2024-03-13,0.0,0.0,0.0,0.0,42.484773258666976,29.599053199780617,0.0,25.349998556706982,2.566174984845423,0.0
2024-03-14,0.0,55.76586516981514,0.0,16.23860102966139,9.68806542307531,6.749655037927314,5.182700306331258,5.786641060895166,0.5884719722944236,0.0
2024-03-18,0.0,55.80296457185953,0.0,16.249404096849595,9.694510610163658,6.690253041679051,5.186148205539038,5.790490744255247,0.5862287296538699,0.0
2024-03-19,0.0,53.81081645437461,0.0,15.669305529862083,9.310309509990814,6.460940669642963,5.001004361230228,5.576150033306683,0.5653005501358865,3.606172891456737
2024-03-20,0.0,53.77768326637747,0.0,15.659657394410619,9.304576829172495,6.588361502932277,4.983325173790331,5.498447570902726,0.5839958168125731,3.6039524456015033
2024-03-22,0.0,53.739817994546335,0.0,15.648631311693656,9.298025406546772,6.647155698949627,4.979816377002008,5.494576072554793,0.5905622631665333,3.6014148755402715
2024-03-27,0.0,53.69724070668713,0.0,15.636233125305527,9.290658714231274,6.721117820010125,4.975870939833034,5.490222798654065,0.5900943691464944,3.5985615261323547
2024-03-28,0.0,53.69758105728024,0.0,15.636332232841557,9.290717601450844,6.800389490105478,4.97590247852298,5.4103946954553415,0.5900981093567155,3.5985843349868443
2024-04-02,0.0,53.63248252149451,0.0,15.617376028234661,9.277871638330451,6.934584690134882,4.96987010314989,5.384210588789226,0.5893827228880387,3.5942217069783453
2024-04-03,0.0,53.605673215869,0.0,15.609569359825425,9.260578948325868,6.94440599623357,4.967385810791038,5.409992826222963,0.6074377910145081,3.5949560517176335
2024-04-05,0.0,53.555689537869014,0.0,15.595014488264386,9.210537752853204,7.089648654649876,4.923560280583198,5.471957089135026,0.5619881991960535,3.5916039974492433
2024-04-08,0.0,53.49583202767651,0.0,15.577584430940158,9.200243424422794,7.160656172474571,4.918057372073915,5.498676715159485,0.561360082656957,3.5875897745956147
2024-04-09,0.0,53.50427836235704,0.0,15.580043940151084,9.138540943836972,7.161786752115498,4.9188338729145995,5.531122431660276,0.5772374860170693,3.58815621094746
2024-04-10,0.0,53.50427836235704,0.0,15.580043940151084,9.122752172337599,7.161786752115498,4.9188338729145995,5.531122431660276,0.593026257516442,3.58815621094746
2024-04-11,0.0,53.50799559462671,0.0,15.58112637026452,9.123385979386327,7.106703983389058,4.919175610969222,5.503716540281928,0.6694904214710631,3.5884054996111745
2024-04-15,0.0,53.50478522725389,0.0,15.580191535401525,9.121259703278806,7.090488675001638,4.9188804707624705,5.526122375190552,0.6700818102945344,3.5881902028165857
2024-04-16,0.0,53.50478522725389,0.0,15.580191535401525,9.120628146435926,7.090488675001638,4.9188804707624705,5.526122375190552,0.6707133671374134,3.5881902028165857
2024-04-17,0.0,53.51391043786198,0.0,15.5828487281829,9.094390423965352,7.091697953801633,4.919719383021646,5.537803149637385,0.6708277569196879,3.588802166609422
2024-04-18,0.0,53.51492454229114,0.0,15.583144027774818,9.09456276535349,7.091832343575179,4.9198126131589275,5.5366447395953005,0.6702087927793057,3.588870175471843
2024-04-22,0.0,53.51492454229114,0.0,15.583144027774818,9.09456276535349,7.090568990525642,4.9198126131589275,5.537908092644837,0.6702087927793057,3.588870175471843
2024-04-24,0.0,53.51391043786198,0.0,15.5828487281829,9.094390423965352,7.090434624692557,4.919719383021646,5.537803149637385,0.6720910860287644,3.588802166609422
2024-05-08,0.0,53.499041320696186,0.0,15.578518952959591,9.091863500485852,7.088464510710449,4.932876661506875,5.53626444235176,0.6851656119484042,3.5878049993408836
2024-05-09,0.0,53.49566312818339,0.0,15.577535248676522,9.09949823470492,7.088016910208718,4.9325651754205255,5.5346519570582995,0.6844908980548997,3.5875784476927244
2024-05-10,0.0,53.37332290674901,0.0,15.541910695202748,9.078688423892627,7.071807193240676,5.396308642646147,5.303382891109132,0.6552052989728554,3.579373948186806
2024-05-13,0.0,53.38408522537069,0.0,15.545044601539884,9.080519071342772,7.072603036449205,5.351397121083827,5.3164247878226965,0.6698304550735482,3.58009570131737
2024-05-14,0.0,53.382403326992836,0.0,15.544554845366509,9.08023298401484,7.016300216994916,5.35122852203227,5.344612343111888,0.7006848532822942,3.579982908204456
2024-05-16,0.0,53.373154779951726,0.0,15.54186173794233,9.07708481810629,6.983584481448377,5.3181712584705885,5.349986415557926,0.7925439131855714,3.5636125953371893
2024-05-17,0.0,53.307665988933415,0.0,15.522791893943266,9.059654945945201,6.942295667357509,5.241801328462044,5.415154220364245,0.9576882086212388,3.5529477463730785
2024-05-20,0.0,53.28922383799786,0.0,15.517421678126485,9.056520696473992,6.893347014353276,5.239987891511085,5.413280810796998,1.0579988756403151,3.5322191950999935
2024-05-21,0.0,53.26978956990456,0.0,15.511762565246062,9.053217836373369,6.8436743249817855,5.261341870110721,5.467268307213949,1.0777340860913984,3.515211440078158
2024-05-22,40.834552132336185,31.51790411487848,0.0,9.17777691880345,5.312950492609582,4.03316968632312,3.1218839058002454,3.2742299058509157,0.6953227694620341,2.0322100739359876
2024-05-23,40.83667907411816,31.519545782134315,0.0,9.178254959976305,5.3124831299175765,4.033379761288357,3.134324121296353,3.2598905514628336,0.6975912787026722,2.027851341103421
2024-05-24,40.84959740716151,31.529516720002448,0.0,9.181158422182783,5.2776913834886825,4.040238182014889,3.1353156378393914,3.236730975403785,0.7249801011942707,2.024771170712233
2024-05-27,40.85096570919069,31.53057283571583,0.0,9.18146595514508,5.277868165545,4.040373514220191,3.1354206586724387,3.214880841546979,0.7436133273223968,2.0248389926413917
2024-05-29,40.85537530601521,31.53397635657361,0.0,9.182457034851947,5.278437877185814,4.040809646338707,3.1357591069989343,3.1876836598419938,0.7600712322976824,2.025429779896101
2024-05-30,40.85172591659399,31.531159597239917,0.0,9.181636815693198,5.277966382915959,4.040448702696259,3.1444114650634987,3.187398921323762,0.760375525019202,2.0248766734542185
2024-05-31,32.95487687894159,25.43602403724181,0.0,7.406779126690916,4.25770829549054,3.2618110797693554,2.5338783696348925,2.5712582922629563,0.6133910195111186,1.6334575827950275
2024-06-03,40.863588816635335,31.54031590547653,0.0,9.184303063870397,5.279499047355889,4.044600356143739,3.141973923570977,3.219969484562519,0.8436178577891859,1.8821315445954234
2024-06-04,40.86541448972075,31.541725040296093,0.0,9.184713393344571,5.279734920895006,4.044781057795878,3.1793453463777523,3.2204856544490372,0.8015844640495697,1.8822156330713422
2024-06-05,40.859633751171636,31.53726321192306,0.0,9.183414142439167,5.273404193104572,4.0442088912811,3.1788956026412887,3.2151907395061547,0.8260400892629567,1.8819493786700665
2024-06-06,40.85735233087197,31.535502311349994,0.0,9.182901381420004,5.273109749658314,4.043983080635884,3.1787181072432,3.213522269433872,0.8330664704034525,1.8818442989833126
2024-06-07,40.85765650552518,31.535737086731462,0.0,9.182969746247478,5.273149006884687,4.044013187264947,3.1787417721510502,3.2135461934516094,0.8323281928133672,1.8818583089302225
2024-06-11,40.8582648684189,31.536206647981686,0.0,9.183106478956244,5.27322752309103,4.044073401867919,3.178789103023849,3.2135940425557576,0.8308516046547494,1.8818863294498591
2024-06-12,40.85750441763244,31.535619698603767,0.0,9.1829355637065,5.273129378198435,4.043998133894381,3.178729939653081,3.2135342313982136,0.869921174421131,1.8446274624920476
2024-06-13,40.85704816074773,31.535267539464186,0.0,9.18283301761044,5.273070493016458,4.043952974455089,3.1768332713997567,3.2134983457723476,0.8728893340479734,1.8446068634860269
2024-06-14,40.85704816074773,31.535267539464186,0.0,9.18283301761044,5.273070493016458,4.043952974455089,3.1768332713997567,3.2134983457723476,0.8866620015787944,1.830834195955206
2024-06-17,40.85720024524373,31.53538492497014,0.0,9.182867199387985,5.273090121264322,4.043968027489454,3.1768450967055175,3.2135103075585834,0.8874097733371553,1.8297243040431157
2024-06-18,40.85050959832935,31.530220789283515,0.0,9.181363441868529,5.272226616571458,4.0433057999740445,3.1763248665204786,3.21298407319366,0.9326697657156623,1.800395048543303
2024-06-19,40.8451890574203,31.526114161698445,0.0,9.180167622764344,5.271539939766907,4.042779182947034,3.175911168709633,3.212565600734696,0.9455727083825858,1.8001605575760562
2024-06-20,40.84549305099362,31.52634879731448,0.0,9.180235946893175,5.271579173622843,4.0428092716531525,3.175190547715439,3.212589510510095,0.9455797458827929,1.8001739554144076
2024-06-21,40.829083870698,31.51368346993474,0.0,9.17654789870091,5.269461380773712,4.041185122174616,3.1739149535120497,3.222458276270131,0.9742142705242377,1.7994507574116074
2024-06-24,40.825287328361846,31.510753131506362,0.0,9.175694606162986,5.306165883034563,4.040809347629853,3.165808980334269,3.202817497463243,0.973379792226374,1.799283433280506
2024-06-25,40.829083870698,31.51368346993474,0.0,9.17654789870091,5.306659329247338,4.041185122174616,3.132625230706326,3.2198544198769765,0.9809099012494903,1.7994507574116074
2024-06-26,40.82802076766904,31.512862920238927,0.0,9.17630896079338,5.306521155056987,4.041079898257332,3.1325436637678687,3.219770581674841,0.9834881490235998,1.7994039035180271
2024-06-27,40.82809670176369,31.512921529514387,0.0,9.176326027374127,5.306531024403385,4.040901428824209,3.1325494898368924,3.2197765699730616,0.9834899781664481,1.7994072501437945
2024-06-28,40.82597065387482,31.511280552204585,0.0,9.175848187108375,5.306254696580314,4.0406910063297525,3.13238636809555,3.219608906042283,0.9886460804367361,1.7993135493275814
2024-07-02,40.82779296707978,31.512687093720576,0.0,9.176257761432028,5.30649154723806,4.04087136712608,3.1325261856908257,3.2197526169138264,0.9842265970834084,1.7993938637154154
2024-07-03,40.827641101432505,31.512569877131707,0.0,9.17622362884187,5.30647180887566,4.040856336444746,3.1325145337478175,3.219740640517855,0.984594902431927,1.799387170575915
2024-07-05,40.827185511269285,31.512218232597107,0.0,9.176121232594912,5.306412594669491,4.040811245071641,3.1410347087961954,3.2122654680755454,0.9845839154696582,1.7993670914561661
2024-07-09,40.82171922228805,31.5079991102368,0.0,9.174892655857231,5.299751529052699,4.040270227078175,3.1606974294494288,3.2118353827999373,0.9837082662697816,1.79912617696789
2024-07-10,40.81853122962893,31.50553847722622,0.0,9.174176138008585,5.299337642296048,4.0399547001461835,3.1604505931966993,3.2115845529030644,0.9914409932885098,1.7989856733057636
2024-07-11,40.81215673788471,31.500618364011213,0.0,9.172743437999792,5.298510062688624,4.039323794106518,3.1599570363339846,3.211083010623085,1.0069028245446172,1.798704731807454
2024-07-12,40.81352253278892,31.50167254461523,0.0,9.173050407472779,5.295340840017829,4.039458971668681,3.16006278554115,3.211190470781123,1.0069365209443353,1.7987649261699494
