date,BANK OF COMMUNICATIONS TRUSTEE LTD,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,GF SECURITIES (HONG KONG) BROKERAGE LTD,INTERACTIVE BROKERS HONG KONG LTD,WEBULL SECURITIES LTD
2024-03-01,0.0,31.405098383934003,66.1606599499628,2.434241666103185,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,31.405098383934003,66.16404084116573,2.4308607749002635,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,27.43936368694969,70.20719452718406,2.353441785866256,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,30.251055611927598,66.83578278943406,2.9131615986383426,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,98.5663168218795,0.337972120350361,1.0539455499789998,0.0417655077911443,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,98.78589076677248,0.4600775712184031,0.7122661542179642,0.0417655077911443,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,98.92310688450429,0.43403278826999286,0.6010948194345701,0.0417655077911443,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,98.85914465178594,0.5323929054949799,0.566696934927931,0.0417655077911443,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,98.85914465178594,0.4986050789673126,0.6004847614555984,0.0417655077911443,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,98.74694091119198,0.6108088195612745,0.6004847614555984,0.0417655077911443,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,98.8283601876163,0.6280312255830159,0.5018430790095474,0.0417655077911443,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,98.92418924696062,0.5446394590959623,0.4890774119160881,0.04176539019433108,0.0003284918329891208,0.0,0.0,0.0,0.0,0.0
2024-03-25,99.31837944654758,0.2698325770982064,0.3684739818043681,0.0429855027168621,0.0003284918329891208,0.0,0.0,0.0,0.0,0.0
2024-03-26,99.08843473568128,0.5964006663694597,0.27185058307327714,0.04298552288885239,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-03-27,99.08843473568128,0.6932588751495812,0.1742884628921373,0.04368943428987072,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-03-28,99.08843473568128,0.7417349069663766,0.12581243107534198,0.04368943428987072,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-04-02,98.9855228888524,0.7245125413547948,0.2459466435158028,0.04368943428987072,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-04-03,98.92386025012318,0.8825641145967761,0.14955770900302684,0.04368943428987072,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-04-05,98.60010793308149,1.1940683732607522,0.16180576738074567,0.04368943428987072,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-04-08,98.03125459008677,1.6242044045123516,0.3005230997803328,0.043689413787553075,0.0003284918329891208,0.0,0.0,0.0,0.0,0.0
2024-04-11,98.56993426878422,1.1916275878703921,0.1944202377248468,0.043689413787553075,0.0003284918329891208,0.0,0.0,0.0,0.0,0.0
2024-04-12,98.57016555088678,1.1440928113617144,0.24172362884840817,0.04368951629933372,0.00032849260375438893,0.0,0.0,0.0,0.0,0.0
2024-04-15,98.09981106982532,1.5986796474429668,0.2574912738286188,0.04368951629933372,0.00032849260375438893,0.0,0.0,0.0,0.0,0.0
2024-04-16,97.90065463760294,1.7851662404092072,0.2701611957108332,0.04368943428987072,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-04-18,98.08320232760036,1.6678476735728194,0.20493207254980175,0.04368943428987072,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-04-19,98.08320232760036,1.6168375607123582,0.2554729111429175,0.044158708557216264,0.0003284919871418851,0.0,0.0,0.0,0.0,0.0
2024-04-22,98.6818999636781,1.0689149326167815,0.18874246461430746,0.06011414648705316,0.00032849260375438893,0.0,0.0,0.0,0.0,0.0
2024-04-24,98.6818999636781,1.1134491441829122,0.14420825304817672,0.06011414648705316,0.00032849260375438893,0.0,0.0,0.0,0.0,0.0
2024-04-25,98.55833981715163,1.231518771475204,0.14969877228235723,0.06011414648705316,0.00032849260375438893,0.0,0.0,0.0,0.0,0.0
2024-04-26,98.40197733776455,1.335416289291235,0.21131459924371618,0.050869426067108224,0.0004223476333985,0.0,0.0,0.0,0.0,0.0
2024-04-29,98.10427274220417,1.6802365142307423,0.1640582838640043,0.05096318543372674,0.00046927426734555015,0.0,0.0,0.0,0.0,0.0
2024-04-30,97.24268518735775,2.3211243811445597,0.38433562495600554,0.05138553227433774,0.00046927426734555015,0.0,0.0,0.0,0.0,0.0
2024-05-02,97.02447265304207,2.5076139749876813,0.4160585654285647,0.05138553227433774,0.00046927426734555015,0.0,0.0,0.0,0.0,0.0
2024-05-03,96.89828480255285,2.6028297238320937,0.49348881954058044,0.004927379807128276,0.00046927426734555015,0.0,0.0,0.0,0.0,0.0
2024-05-06,96.75811257889674,2.7430019474882097,0.49348881954058044,0.004927379807128276,0.00046927426734555015,0.0,0.0,0.0,0.0,0.0
2024-05-07,96.75811257889674,2.7430958023416783,0.49348881954058044,0.004927379807128276,0.00037541941387644006,0.0,0.0,0.0,0.0,0.0
2024-05-08,96.5982308360121,2.9029775452263076,0.49348881954058044,0.004927379807128276,0.00037541941387644006,0.0,0.0,0.0,0.0,0.0
2024-05-09,96.49736497552689,3.1319952508552684,0.3677302185451286,0.0025341286117198753,0.0003754264609955371,0.0,0.0,0.0,0.0,0.0
2024-05-10,96.39651604244196,3.2328441839401942,0.3677302185451286,0.0025341286117198753,0.0003754264609955371,0.0,0.0,0.0,0.0,0.0
2024-05-13,96.52326940133558,3.1580404615868334,0.3157805820048712,0.0025341286117198753,0.0003754264609955371,0.0,0.0,0.0,0.0,0.0
2024-05-14,95.97087629228828,3.647502710109765,0.3786645142216236,0.0025341286117198753,0.0004223547686199793,0.0,0.0,0.0,0.0,0.0
2024-05-16,95.97087629228828,3.662566696857211,0.3636005274741777,0.0025341286117198753,0.0004223547686199793,0.0,0.0,0.0,0.0,0.0
2024-05-17,95.97056103076751,3.662554665432769,0.3639278301313472,0.002534120287181528,0.00042235338119692135,0.0,0.0,0.0,0.0,0.0
2024-05-20,95.97452446911507,3.6585760753209198,0.3639428597977595,0.0025342249424989056,0.0004223708237498176,0.0,0.0,0.0,0.0,0.0
