date,ZHESHANG INTERNATIONAL FINANCIAL,HAITONG INTERNATIONAL SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-06,0.0,0.0,0.0,0.0,0.0,100.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,100.0
2024-10-09,0.0,98.05998220903743,0.0,0.0,0.0,1.9400177909625813
2024-11-11,0.0,67.69649630231439,28.552263746554367,0.0,2.302601915044707,1.4486380360865447
2024-11-13,54.35674529598648,24.460535383193914,18.722878935284232,0.0,1.50990959155518,0.9499307939801936
2024-11-14,67.43572775803018,17.45141836549663,13.357875785935692,0.0,1.0772480472528785,0.6777300432846101
2024-11-18,75.42929005047763,13.167613133811825,10.078913756744855,0.0,0.8128156255439399,0.511367433421755
2024-11-19,76.4990008908204,12.594347707635068,9.640117998436718,0.0,0.7774288708416708,0.48910453226613926
2024-11-26,77.10419609600757,12.27001941802871,9.39186671503432,0.0,0.757408606051155,0.4765091648782413
2024-11-27,76.06714570174707,12.10498782287134,9.265546234790408,1.3449986469857045,0.7472214705476137,0.4701001230578661
2024-11-28,77.5615886428423,12.10498782287134,7.771103293695182,1.3449986469857045,0.7472214705476137,0.4701001230578661
2024-11-29,79.05603158393752,10.610544881776113,7.771103293695182,1.3449986469857045,0.7472214705476137,0.4701001230578661
