date,CHINA INTERNATIONAL CAPITAL CORPORATION,THE CORE SECURITIES COMPANY LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,0.0,0.0,48.46243101210517,0.0,0.0,51.53756898789483,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,38.998931871753165,0.0,0.0,41.48304927158379,19.518018856663044,0.0,0.0,0.0
2024-03-05,0.0,0.0,27.694372531798216,0.0,0.0,29.45842270911756,13.849323568356295,0.0,0.0,28.997881190727924
2024-03-06,0.0,0.0,27.71523021829366,0.0,0.0,29.48060896897275,13.834649418693386,0.0,0.0,28.969511394040204
2024-03-07,0.0,0.0,28.07033226706899,0.0,0.0,29.414444928610607,13.610728382051848,0.0,0.0,28.904494422268552
2024-03-08,0.0,0.0,21.029299395787778,25.085040683414157,0.0,22.03626102745995,10.195174735726034,0.0,0.0,21.65422415761208
2024-03-11,0.0,0.0,16.94438967130184,20.212309324264407,19.328987623437662,17.755750523129397,8.21447500067175,0.0,0.0,17.544087857194942
2024-03-12,0.0,0.0,16.941211950307476,20.212125958108164,19.328812270779654,17.755589442885057,8.20532847466219,0.0,0.0,17.556931903257457
2024-03-13,0.0,0.0,16.968336271518243,20.18575592014314,19.303594660595756,17.73242436026729,8.25774244877212,0.0,0.0,17.55214633870345
2024-03-14,0.0,0.0,15.925399632025917,18.91812811218734,18.091364933748615,16.618861196694258,7.767475653032204,6.161785641098083,0.0,16.516984831213584
2024-03-15,0.0,0.0,15.919947389632197,18.91165127502869,18.08517114840374,16.613171539816214,7.769060518861376,6.158544310149814,0.0,16.542453818107973
2024-03-18,0.0,0.0,15.907479854616739,18.896840819397084,18.07100794176525,16.607229157195576,7.8195206102103105,6.153721312626527,0.0,16.544200304188514
2024-03-19,0.0,0.0,15.87160368321277,18.862603806198262,18.0382671602065,16.577140428117264,7.833009851393399,6.142572092510008,0.0,16.674802978361793
2024-03-20,0.0,0.0,15.867998366701288,18.85999579585728,18.03577312556682,16.57484841402925,7.849421401870351,6.141722798759151,0.0,16.670240097215856
2024-03-21,0.0,0.0,15.84619348990467,18.8391045474618,18.015794869980283,16.563534875283807,7.850027896394907,6.1349196023028085,0.0,16.750424718671724
2024-03-22,0.0,0.0,15.834938108162532,18.840803885027952,18.017419942813735,16.56502895038546,7.854400473430978,6.13547298844275,0.0,16.751935651736595
2024-03-25,0.0,0.0,15.749279404652974,18.748897698760445,17.929530255970803,16.483382559292785,7.808512672967895,6.105543908624496,0.0,17.174853499730602
2024-03-26,0.0,0.0,15.745834271492654,18.74479640323308,17.925608195942104,16.479776842079303,7.798671610013454,6.134216153037355,0.0,17.17109652420205
2024-03-27,31.74497636408789,0.0,10.727496929518988,12.770663173065348,12.212557528938111,11.232302129448598,5.240942694457706,4.179186939992855,0.0,11.8918742404905
2024-04-02,31.714073008232596,0.0,10.647382634013654,12.758231084787223,12.200668749847791,11.22136761729778,5.2358406992554904,4.175118551353621,0.0,12.047317655211847
2024-04-03,31.688970524981308,0.0,10.635712572157916,12.748132625278764,12.191011614894862,10.913231935814574,5.255918974025687,4.5187497603193005,0.0,12.04827199252759
2024-04-05,31.678699049658228,0.0,10.633218510773764,12.744000521032186,12.187060092554713,10.939057319766881,5.251736679181575,4.517094412414558,0.0,12.049133414618089
2024-04-08,31.66209751825774,0.0,10.627646068839894,12.73732190318598,12.180673344775425,10.938088779650823,5.248984455321314,4.562368981308372,0.0,12.042818948660448
2024-04-09,31.644969592049954,0.0,10.619992297155797,12.730431522360236,12.174084088517521,10.937885634738384,5.246144965032816,4.559900922481899,0.05028671155572097,12.036304266107674
2024-04-10,31.610771918935615,0.0,10.60851562235608,12.716674165617015,12.160927958064795,10.945281508154457,5.234767881464913,4.554402413407101,0.05023236836797433,12.118426163632051
2024-04-11,31.514683436407765,0.0,10.608192694937504,12.716287065017143,12.160557774599663,10.996126245550263,5.234608533056617,4.554263775593209,0.0504210917509927,12.164859383086846
2024-04-12,31.511625902330483,0.0,10.61667519588813,12.715053339121837,12.159377965198447,10.995059408538182,5.2341006747434164,4.55382192388561,0.05060643394752685,12.16367915634637
2024-04-15,31.514623479056226,0.0,10.617685118339312,12.716262872012146,12.16053463888139,10.9865927194749,5.23459857410321,4.554255111010088,0.050611247938053536,12.164836239184673
2024-04-16,31.51492326809534,0.0,10.617786121152225,12.71638383795769,12.160650318353081,10.983272660960587,5.237882685958288,4.55429843425539,0.050801983311544105,12.164000689955856
2024-04-17,31.503415463141813,0.0,10.612387516891648,12.71174039765239,12.15620980644762,10.979262073390421,5.275908786300596,4.550733568770591,0.05078343275661404,12.159558954648308
2024-04-18,31.495987804635444,0.0,10.654568209935617,12.708743310977589,12.153343698952714,10.97667345853282,5.274284589609912,4.549660628125732,0.05096159899997973,12.13577670023019
2024-04-22,31.484523773005403,0.0,10.650690118931747,12.73975563906434,12.148920077841357,10.972678126413001,5.273125116692536,4.548004625028756,0.05094304979979343,12.13135947322307
2024-04-24,31.484164720531066,0.0,10.650568657458544,12.754868366465786,12.148781530412599,10.957294980183647,5.273064981477081,4.547952759155679,0.05113253707679618,12.132171467238802
2024-04-25,31.486019913136094,0.0,10.651196238224557,12.755619942303403,12.14949739281058,10.853016785989128,5.273375694854624,4.552782652032276,0.05113555004237755,12.227355830606962
2024-04-26,31.482010577649366,0.0,10.647939394473047,12.753995679858324,12.147950312195842,10.8510646296367,5.273084309449243,4.552202914323271,0.05112903859456725,12.240623143819638
2024-04-29,31.451704343569613,0.0,10.733574628463106,12.74171801488605,12.136256058271284,10.84061882586984,5.268198034283858,4.547820725112079,0.05126969137592742,12.22883967816824
2024-04-30,11.531892438294596,0.0,3.935507810378844,4.671801566670519,4.4498065331775765,3.9765660439620114,1.9304918749503976,1.667476549370589,0.01886785359734117,4.484588094585018
2024-05-02,31.441376510543694,0.0,10.747132925335757,12.737534002004471,12.132270861642178,10.855280832070987,5.261533051838759,4.546327351889193,0.051442665813448266,12.227101798861508
2024-05-03,31.422112051619916,0.0,10.745290385727328,12.729729582230117,12.12483729289916,10.903640840443915,5.259826804747972,4.543541769760016,0.05141114635620821,12.219610126215368
2024-05-06,31.36065973579567,0.0,10.75172757337972,12.704834013104804,12.103017939814206,10.98284688195934,5.279263801180994,4.534655951921378,0.04998534292494097,12.233008759918947
2024-05-07,31.35193435810113,0.0,10.748736154042982,12.70129918710801,12.09965055521011,10.986794147864176,5.298614664773066,4.533394288862354,0.049971435660237824,12.229605208377937
2024-05-08,24.237563604382654,22.67645748117587,8.313294462023514,9.819124504076349,9.354001784165222,8.505380062154876,4.096254747336428,3.4973618859516504,0.03863193372323348,9.461929535010205
2024-05-09,24.234159479176707,22.673272610709795,8.313004675772714,9.817745424488555,9.352688030284275,8.511500512690882,4.101531448753285,3.496870687333481,0.03862650793285751,9.460600622857452
2024-05-10,24.237599069053054,22.676490661618573,8.314038231642543,9.819138871527626,9.354015471043803,8.514025452396373,4.086749869328122,3.4973670033301376,0.03863199024990501,9.461943379809863
2024-05-13,24.226680855087434,22.666275673891136,8.310293040211956,9.814715683453096,9.349801805240537,8.51019017352518,4.084908927518244,3.495791558454188,0.03861458785232163,9.502727694765904
