date,ABN AMRO CLEARING HONG KONG LTD,ZHONGCAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CELESTIAL SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),LONG BRIDGE HK LTD
2025-03-24,0.0,0.0,0.0,70.85514834205934,0.0,0.0,29.144851657940663,0.0,0.0,0.0
2025-03-26,94.44418175800274,1.829873752896118,0.0,2.2790675682065347,0.0,0.09456711901271928,1.3523098018818858,0.0,0.0,0.0
2025-03-27,93.45834322335628,1.8371706622359363,0.0,2.2359363873724187,0.4794683123664847,0.14241633040588653,1.3529551388559222,0.4747211013529551,0.0,0.018988844054118204
2025-03-28,93.45643939393939,1.8323863636363635,0.0,2.2869318181818183,0.487689393939394,0.14204545454545456,1.3020833333333335,0.4734848484848485,0.0,0.01893939393939394
2025-03-31,93.2202582305017,1.8438229548811282,0.0,2.406022202105865,0.5669636476249464,0.1572252132069179,1.3102101100576493,0.4764400400209634,0.0,0.019057601600838536
2025-04-01,91.35499398315284,2.4259927797833933,0.0,2.782190132370638,0.5728038507821901,0.1588447653429603,1.3285198555956679,0.48134777376654636,0.0,0.8953068592057762
2025-04-02,90.70597886406408,2.4320802972542586,0.09651112290691502,3.8652704724219467,0.5742411812961444,0.20749891424986727,1.3318534961154271,0.4825556145345751,0.0,0.3040100371567823
2025-04-03,90.41942178676578,2.4325498334861724,0.09652975529707032,3.5860804092861622,0.5743520440175685,0.20753897388870118,1.3321106230995705,0.48264877648535165,0.0,0.8687677976736329
2025-04-07,89.90771856830426,2.688430148823812,0.10668373606443698,4.03797941003894,0.6347682295834,0.2293700325385395,1.5255774257214487,0.5334186803221849,0.0,0.3360537686029765
2025-04-08,87.74590978340068,3.3384116049546266,0.13247665099026296,4.742664105451414,0.7816122408425515,0.2848247996290654,1.8944161091607605,0.6623832549513148,0.0,0.41730145061932833
2025-04-09,83.30775480725828,4.549968402997202,0.009027715085311907,6.572176582107068,1.1104089554933647,0.38819174866841205,2.590954229484517,0.9027715085311907,0.0,0.5687460503746502
2025-04-10,80.96578015793773,5.990741581192703,0.36307524734501223,7.09812108559499,1.1164563855859126,0.3903058908958882,2.5959880185168376,0.9076881183625306,0.0,0.5718435145683943
2025-04-11,76.91842900302115,6.646525679758309,0.5639476334340383,9.657603222557904,1.2386706948640482,0.433031218529708,2.900302114803625,1.0070493454179255,0.0,0.6344410876132931
2025-04-14,78.19447563440377,6.860543453851337,0.011228385358185494,7.017740848865933,1.3810913990568157,0.48282057040197623,3.099034358859196,1.1228385358185493,1.1228385358185493,0.7073882775656861
2025-04-15,77.0406430431337,7.755009623004641,0.011321181931393639,7.188950526434961,1.4151477414242046,0.4868108230499264,3.124646213064644,1.1321181931393638,1.1321181931393638,0.7132344616777991
2025-04-16,75.62872069007412,8.322196573927835,0.012149192078726764,7.471753128416961,1.494350625683392,0.5224152593852509,3.3531770137285872,1.2149192078726765,1.2149192078726765,0.7653991009597861
2025-04-17,74.82870537324197,8.23416275994711,0.012020675561966582,7.248467363865848,2.680610650318548,0.516889049164563,3.317706455102777,1.2020675561966583,1.2020675561966583,0.7573025604038947
2025-04-22,25.854009349154982,22.79755483638979,0.03595828838547285,22.294138798993167,8.018698309960445,1.5462064005753327,9.996404171161451,3.5958288385472854,3.5958288385472854,2.26537216828479
2025-04-23,24.048442906574394,21.93771626297578,0.03460207612456747,22.59515570934256,11.176470588235295,1.4878892733564015,9.619377162629759,3.4602076124567476,3.4602076124567476,2.179930795847751
2025-04-24,23.60575236759032,22.237811294282707,0.035075412136092596,22.307962118554894,11.32935811995791,1.5082427218519818,9.750964573833743,3.5075412136092594,3.5075412136092594,2.209750964573834
2025-04-25,43.6157658720793,14.963417512390842,0.02360160490913382,13.33490677366061,7.552513570922822,6.891668633467075,7.410903941468019,2.3601604909133824,2.3601604909133824,1.4869011092754307
2025-04-28,43.97562119081107,14.861697140178155,0.02344116268166901,13.478668541959681,7.454289732770746,6.938584153774027,7.36052508204407,2.344116268166901,1.969057665260197,1.5939990623534925
2025-04-29,36.24491543566688,13.573110682937273,12.86662384928281,12.631128238064655,6.8079640333975595,6.294155427103404,6.294155427103404,2.1408691928923145,1.7983301220295438,1.348747591522158
2025-04-30,30.142770963201286,12.748843756283934,12.085260406193445,9.41081841946511,6.394530464508345,6.273878946310074,5.911924391715263,2.0108586366378445,13.754273074602855,1.266840941081842
2025-05-02,42.49297470895223,12.725812926535529,12.063428342031312,9.51425130469691,6.382978723404255,5.961461260537937,5.9012444801284625,2.0072260136491367,1.6860698514652752,1.2645523885989562
