date,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,SANFULL SECURITIES LTD,CHEONG LEE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,RUISEN PORT SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,3.024781806304324,2.1887933663888797,0.0,0.0,1.0804717400308244,0.0,0.0,0.0,0.0,6.294046912724029
2024-03-04,0.0,3.0393711924864903,2.1747817776792746,0.0,0.0,1.085383018547593,0.0,0.0,0.0,0.6438950959325401,6.943431084645899
2024-03-05,0.0,3.0393711924864903,2.1762262713606773,0.0,0.0,1.0663157019530791,0.0,1.003068449813289,0.0,0.6438950959325401,7.928876711546076
2024-03-06,0.0,3.0393711924864903,2.1762262713606773,0.0,0.0,1.062848917117713,0.0,1.003068449813289,0.0,0.6438950959325401,7.925409926710709
2024-03-07,0.0,3.0437046735306983,2.1820042460862874,0.0,0.0,1.0608266259637493,0.0,1.003068449813289,0.0,0.6407172098334545,7.930321205227478
2024-03-08,0.0,3.0437046735306983,2.1820042460862874,0.0,0.0,1.0607194926823786,0.0,1.003068449813289,0.0,0.6407172098334545,7.930214071946108
2024-03-11,0.0,3.0437046735306983,2.1820042460862874,0.0,0.0,1.0615861888912204,0.0,1.003068449813289,0.0,0.6407172098334545,7.931080768154949
2024-03-12,0.0,3.0437046735306983,2.170448296635067,0.0,0.0,1.0615861888912204,0.0,1.003068449813289,0.0,0.6407172098334545,7.919524818703729
2024-03-13,0.0,3.0437046735306983,2.1703038472669265,0.0,0.0,1.0627417838363422,0.0,1.003068449813289,0.0,0.6326280452176001,7.912446799664856
2024-03-14,0.0,3.046593660893503,2.150803182567992,0.0,0.0,1.0608639420505188,0.0,1.003068449813289,0.0,0.6326280452176001,7.893957280542903
2024-03-21,65.37852706782998,3.046593660893503,2.150803182567992,0.0,0.0,1.0608639420505188,0.0,1.003068449813289,0.0,0.6326280452176001,73.27248434837288
2024-04-03,65.37852706782998,3.046593660893503,2.2003493158401,0.0,0.0,1.0581194040558541,0.0,1.003068449813289,0.0,0.6346503363715638,73.32130823480429
2024-04-05,65.37852706782998,3.046593660893503,2.2500398984803485,0.0,0.0,1.1417555882090626,0.0,1.003068449813289,0.0,0.636528178157387,73.45651284338356
2024-04-08,65.37852706782998,3.046593660893503,2.2500398984803485,0.0,0.0,1.1239883159278112,0.0,1.003068449813289,0.0,0.636528178157387,73.43874557110233
2024-04-09,65.37852706782998,3.046593660893503,2.2500398984803485,0.0,0.0,1.1247105627685126,0.0,1.003068449813289,0.0,0.636528178157387,73.43946781794303
2024-04-12,65.37852706782998,3.046593660893503,2.245706417436141,0.0,1.1016190312269791,1.124421664032232,0.0,1.003068449813289,0.0,0.6407172098334545,74.54065350106558
2024-04-16,65.37852706782998,3.046593660893503,2.245706417436141,0.0,1.1016190312269791,1.1241327652959514,0.0,1.003068449813289,0.0,0.6407172098334545,74.5403646023293
2024-04-17,65.37852706782998,3.046593660893503,2.245706417436141,0.0,1.1016190312269791,1.0959651385086013,0.0,1.003068449813289,0.0,0.6407172098334545,74.51219697554195
2024-04-18,65.37852706782998,3.0422601798492956,2.245706417436141,0.0,1.1016190312269791,1.0584083027921345,0.0,1.003068449813289,0.0,0.6407172098334545,74.47030665878128
2024-04-19,65.37852706782998,3.0422601798492956,2.2225945185336995,0.0,1.1016190312269791,1.0584083027921345,0.0,1.003068449813289,0.0,0.6444728934051012,74.45095044345048
2024-04-22,65.37852706782998,3.0422601798492956,2.2173943412806505,0.0,1.1016190312269791,1.0584083027921345,0.0,1.003068449813289,0.0,0.6459173870865037,74.44719475987883
2024-04-24,65.37852706782998,3.0422601798492956,2.2020827082577834,0.0,1.1016190312269791,1.0763200244415265,0.0,1.003068449813289,0.0,0.6421617035148571,74.44603916493372
2024-04-25,65.37852706782998,3.0422601798492956,2.185615480289794,0.0,1.1016190312269791,1.0926428030413755,0.0,1.003068449813289,0.0,0.6529954061253763,74.4567284181761
2024-04-26,65.37852706782998,3.0422601798492956,2.171026094107628,0.0,1.1016190312269791,1.0781978662273497,0.0,1.003068449813289,0.0,0.6529954061253763,74.4276940951799
2024-04-30,65.37852706782998,3.0422601798492956,2.171026094107628,0.0,1.0483172143832244,1.0734310370787215,0.0,1.003068449813289,0.0,0.6529954061253763,74.36962544918751
2024-05-02,65.37852706782998,3.0422601798492956,2.171026094107628,0.0,0.8969342765722352,1.0734310370787215,0.0,1.003068449813289,0.0,0.6529954061253763,74.21824251137653
2024-05-03,65.37852706782998,3.0422601798492956,2.171026094107628,0.0,0.8969342765722352,1.0761755750733861,0.0,1.003068449813289,0.0,0.6571844378014438,74.22517608104727
2024-05-06,65.37852706782998,3.0422601798492956,2.171026094107628,0.0,0.9014122069845831,1.0761755750733861,0.0,1.003068449813289,0.0,0.6571844378014438,74.22965401145962
2024-05-10,65.37852706782998,3.0422601798492956,2.171026094107628,0.0,0.9014122069845831,1.0909094106236923,0.0,1.003068449813289,0.0,0.6571844378014438,74.24438784700992
2024-05-13,65.37852706782998,3.0422601798492956,2.1782485625146406,0.0,0.9014122069845831,1.0952428916679,0.0,1.003068449813289,0.0,0.6586289314828463,74.25738829014253
