date,KGI ASIA LTD,CMB INTERNATIONAL SECURITIES LTD,CHINA SKY SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SINOMAX SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD
2024-03-01,35.08026777451858,2.6723195673109723,0.0,0.0,17.459066778769124,17.106894199831604,0.0,16.527891626914226,11.153560052655493
2024-03-04,34.830765005860364,2.793629759852602,0.0,0.0,17.784266817469963,16.99238478929212,0.0,16.998973538725735,10.599980088799212
2024-03-05,33.901550702230374,3.2321393677973873,0.0,0.0,19.43892625765012,16.616018059450457,0.0,16.494171535664446,10.317194077207215
2024-03-06,33.144847510440364,5.216501424161317,0.0,0.0,18.603768282755944,16.220059115751596,0.0,16.727915624594225,10.086908042296546
2024-03-07,20.642430839910382,3.5299556369701466,0.0,36.29918982441868,12.757771203192018,10.101764638099302,0.0,10.386816365421007,6.282071491988465
2024-03-08,19.57521734522659,3.5070559591328614,0.0,33.91615367144738,11.862569290384124,9.45078517320491,6.137347928482508,9.673629353941477,5.877241278180153
2024-03-11,20.1392720705352,4.524188881643719,0.0,34.05667917094018,11.462213057096479,9.47205994682899,4.715766912462508,9.70269042239161,5.927129538101315
2024-03-12,19.884587074865955,4.979857890390642,0.0,33.683003806723875,12.23617505971746,9.418900310177635,4.282968156458423,9.675152472758962,5.839355228907044
2024-03-13,19.46177716022174,4.756472474842329,0.0,33.884344162886066,12.2106858130146,9.547550863975305,4.344146687549495,9.872257421468413,5.922765416042058
2024-03-14,20.306737969020933,4.706570295632722,0.0,33.83484899832563,11.87857835494221,9.374526314846165,4.298570393844127,9.739540512696319,5.860627160691891
2024-03-15,20.993856749312286,4.648989256840716,0.0,33.5504456894604,11.891578373952678,9.259836651357507,4.245980900210561,9.620385198985556,5.7889271798802975
2024-03-18,20.716552544657283,4.601784604736706,0.0,33.12148672298148,11.25160125948288,9.1375250785721,5.965276339473508,9.493311203104984,5.71246224699106
2024-03-19,20.722438976796546,4.6030921626779655,0.0,33.130897911620416,11.226384157094444,9.140121428576755,5.966971321989955,9.496008646709729,5.71408539453419
2024-03-20,11.61884200029764,2.5968342877396347,43.91517616045584,18.361052249202018,6.294509246811117,5.124764843611331,3.5447584602580897,5.340238363498929,3.2038243881254016
2024-03-21,11.545268627456064,2.580390492630383,43.63709443518804,18.42683762835439,6.310058019803192,5.0923135688152055,3.918077588503189,5.30642265723745,3.183536982012086
2024-03-22,10.752888149332149,2.599318950528163,43.95719439957596,18.577954462363866,6.356345458817369,5.1296682417861765,3.9468186518755854,5.345347927711903,3.334463758008828
2024-03-25,11.261102030856614,2.6578605523797574,43.609479837111905,18.20950890350655,6.345616360334065,5.089091030873562,4.113355616778196,5.303064625938658,3.4109210422206884
2024-03-26,11.227353574707633,2.7208745316620773,43.47878635667546,18.328441772703385,6.326599149150988,5.129045657004151,4.101028279606609,5.2871718435543675,3.400698834935327
2024-03-27,11.258430304268451,2.760039460655865,43.59913337133462,18.355448676740007,6.06731605755568,5.135334165549816,4.112379712152005,5.3018064596667385,3.4101117920768163
2024-03-28,11.28699424651494,2.6639716681855994,43.654250014969975,18.306876731668304,6.082709541440686,5.148363103381902,4.122813296001524,5.315257756998887,3.4187636408381863
2024-04-02,11.296846605808833,2.594878364779073,43.6923555855461,18.283179671103927,6.111825330881214,5.152857083086517,4.126412078547761,5.319897418189267,3.421747862057298
2024-04-03,11.293261940233727,2.6019878592277763,43.67849131984188,18.428103039591843,5.982959716369044,5.151222001187673,4.125102703653792,5.318209331787504,3.4206620881067593
2024-04-05,11.352701361373187,2.5678349524881754,43.908382759005875,18.437373944573483,5.623692121214489,5.17833424347266,4.146814208987115,5.346200472509542,3.4386659363754695
2024-04-08,11.936521140898362,2.5727321023022625,43.8559224621556,18.526857182523415,5.61697311815549,5.172147339411684,3.544476116174944,5.339813007379061,3.4345575309991814
2024-04-09,11.951752674165782,2.576015023192011,43.91188457490778,18.550498278466307,5.536412560529624,5.1388708365132265,3.5489990257598913,5.346626846897597,3.4389401795677865
2024-04-10,11.906174246335734,2.5661912995905793,43.74442506360907,18.360582332364793,5.618582498293294,5.119273572418544,3.932708028784324,5.32623729797376,3.4258256606299007
2024-04-11,9.519707838650092,3.354642845171263,29.516702681042506,24.105653385890097,8.165353877041486,6.692148969926016,7.218194357257052,6.949199776173659,4.4783962688478285
2024-04-12,9.547472361116945,3.3644267648273765,29.60278905770713,23.988466995038536,8.085006564928866,6.71166682946291,7.239246444442807,6.96946733234055,4.491457650134875
2024-04-15,10.277301887995598,3.347689098247861,27.372281450379564,23.827669463999477,9.889641045072876,6.678276998315817,7.203231960626201,6.934794971014376,4.469113124348227
2024-04-16,10.254981754773095,3.340418623226815,27.31283462520749,24.003441561948723,9.857820976158745,6.663773188471202,7.187588059265128,6.919734058207622,4.459407152741184
2024-04-17,10.279432683334928,3.338016664011544,27.37795655172201,23.83260966013211,9.89169146660142,6.679661607005709,7.2047254083478975,6.925866252255007,4.470039706589372
2024-04-18,10.42752566020731,3.3861065576711917,27.772383288228625,22.945604064715962,9.823881184255015,6.775893665948547,7.3085219179549,7.0256453142239845,4.534438346794465
2024-04-19,9.321049223341294,3.3662829182547065,26.585271618390433,22.811271203825374,12.212673182253615,6.7571334292358065,7.265734870146029,7.172691646629051,4.507891907923694
2024-04-22,9.719641068873365,3.338016664011544,26.362038436588065,22.868524101892753,12.089391878932002,6.7003946297635455,7.2047254083478975,7.247228105001461,4.470039706589372
2024-04-23,9.676160773542085,3.3589087635624746,26.005464433420027,23.01165444850565,12.165057402525079,6.74233130226275,7.2498186045836,7.292587318653807,4.498016952944531
2024-04-24,9.65436424526857,3.060020363001131,23.820346013236932,20.37782310486066,23.57360079313815,6.066012241468024,2.8209562721416677,6.493936964106463,4.132940002778403
2024-04-25,9.47388406967497,3.0888929429276426,23.895752549170055,20.461517538089012,23.494740859988564,6.08521502591972,2.829886391812592,6.533680072757818,4.136430549659626
2024-04-26,7.92840743468742,3.1339886987102252,24.24461443629556,20.66291306634102,23.12724770314275,6.174055065300718,3.8444892422066426,6.687464704608061,4.196819648707606
2024-04-29,7.971426794767927,3.132115306214902,23.838877608413423,20.764764437498794,23.02874970089628,6.132275754621676,4.253489922020238,6.709880351986924,4.168420123579833
2024-04-30,2.507222222222222,0.8999999999999999,6.738888888888889,5.966666666666667,6.3199909722222225,1.7620833333333332,1.4444444444444444,1.9224999999999999,1.1977777777777778
2024-05-02,8.741510385494943,3.1281939447317377,23.495351423898438,20.802973973014776,21.75399093506535,6.1435598416116965,5.036101706688865,6.722227297332195,4.176090492161998
2024-05-03,8.75507698800617,3.133048822430748,23.531815613674905,20.71886156257609,21.74895321128653,6.153094490739767,5.043917608866839,6.732660023681677,4.182571678737271
2024-05-06,6.359182030264112,3.221480231768049,24.19600941879036,21.303658746305114,22.183299881386194,6.32676775548626,5.186283964456302,6.922691730248305,4.300626241295302
2024-05-07,9.272993130599385,3.124532423517214,23.467850338863038,20.643195640203512,21.447997321027835,6.136368863337909,5.0302069976128525,6.705652866817749,4.171202418020504
2024-05-08,9.054690021234883,3.142773347151157,23.604854923184853,20.617760751124774,21.16455223129975,6.172192794939122,5.302821901539879,6.744800260820997,4.1955537687045785
2024-05-09,9.26011911930257,3.21407530145576,24.140392202265243,21.08552806125311,19.87350076260902,6.312224976713502,4.925595276224771,6.8978235262202245,4.2907407739558
2024-05-10,9.240809095097047,3.20737302569992,24.090052508817358,21.041558642285235,19.82212882334318,6.2692723212868255,5.163572672953432,6.883439570944845,4.281793339572154
2024-05-13,8.494709838365022,3.2333151989063182,24.284899915005354,21.291831046667927,19.952425220389095,6.319980033527877,5.205337162325962,6.901075845591381,4.316425739221067
2024-05-14,8.504073920905949,3.236879420754916,24.31167020046881,21.315301944104352,19.924313140826026,6.32694681824649,5.211075228459927,6.848555406018296,4.321183920215232
2024-05-16,8.040881630414107,3.252197303560927,24.426720304764114,21.466515947962527,20.008532235278754,6.3568878253968775,5.235735597064031,6.870896098916337,4.341633056642327
2024-05-17,8.963027687703388,3.2653484582993393,24.525496470074913,21.553321712365918,20.059113927476965,6.382593650610799,3.993227990799501,6.898680458029316,4.359189644639861
2024-05-20,8.953071530381203,3.2718195080571966,24.49825347699617,21.64046051162522,20.0166357884493,6.375503846950342,3.9887923014894833,6.901115591994716,4.354347444056367
2024-05-21,5.844068005962978,3.3286402066911456,24.847018896716058,22.00999324362853,20.301599383453897,6.466267675367552,5.581873577374383,7.13250781519912,4.488031195606338
2024-05-22,5.966654100827359,3.3399286647759077,24.931282894604156,21.899655337346026,20.11353085517306,6.4881968077115975,5.600803453239599,7.156696375845975,4.503251510476316
2024-05-23,5.955637323330817,3.333761849952662,24.885249993800485,22.002828209687568,20.117424324311227,6.476217058361887,5.590462179151387,7.143482314790874,4.494936746613097
2024-05-24,6.0339854543122815,3.3317113024999854,24.86994344573835,21.999546015892214,20.156307492042274,6.472233633333434,5.587023568807668,7.057077109664585,4.492171977709211
2024-05-27,5.946711819606199,3.3197164150238545,24.933845271974832,21.97385044991022,20.15670911475676,6.488863648994769,5.601379090365327,7.075209845518332,4.503714343849699
2024-05-28,8.302815900613911,3.226534781556456,24.309234099552675,21.403348737281334,19.681829601537736,6.326312839551765,5.4610604221995915,6.897970632371007,4.390892985335524
2024-05-29,8.743161387382006,3.1897778911590824,24.03230175140352,21.179332705894776,19.715172646604533,6.254243079451201,5.646501235902724,6.898637650320449,4.340871651881708
2024-05-30,8.743551154269365,3.1899200902727576,24.03337310248978,21.180276872680608,19.71605154167872,6.250063928425723,5.6467529548306565,6.898945189024684,4.3410651663277084
2024-05-31,2.5322222222222224,0.8944444444444444,6.8500000000000005,6.002777777777777,5.525546527777777,1.7525,1.5833333333333335,1.9344444444444446,1.2172222222222222
2024-06-03,8.695312282372434,3.1723210456876547,24.29485620703651,21.29001794947522,19.58757264904595,6.215581825230873,5.615599366589947,6.811623512386474,4.317115162174939
2024-06-04,8.683335617882271,3.1679515850420246,24.261393194762835,21.437784173312334,19.521239873284888,6.207020667711221,5.60786460706197,6.802241384776571,4.311168896165886
2024-06-06,6.730219730953779,3.241296370576005,24.823095806957852,21.88378357028644,19.85240424794035,6.350726336013669,5.737698544187338,6.969793810518092,4.410981582566476
2024-06-07,6.672457080674782,3.2134776846803463,24.610049597583025,22.554222258936594,19.682019397279827,6.296220718213759,5.688454286545955,6.909974996498981,4.373123979586732
2024-06-11,6.657839502701411,3.206437810155331,24.556135527462878,22.504811959475308,19.857974720772916,6.282427373996889,5.675992396858817,6.894837079973762,4.36354362860269
2024-06-12,6.652539886446636,3.2038854972118114,24.536588932063125,22.496848165204675,19.911817529168978,6.277426584443887,5.671474327362523,6.889348814501423,4.360070263596943
2024-06-13,6.647248700432307,3.2013372443003334,24.517073429952244,22.47895499802191,19.975516729509895,6.272433749779753,5.666963444879472,6.883869279358853,4.356602423765237
2024-06-14,6.647248700432307,3.2013372443003334,24.338116689587626,22.49883908028464,20.134589387611772,6.272433749779753,5.666963444879472,6.883869279358853,4.356602423765237
2024-06-18,6.657839502701411,3.206437810155331,24.317146373910926,22.474938315281314,20.126837518518858,6.282427373996889,5.675992396858817,6.894837079973762,4.36354362860269
2024-06-19,6.653665348845847,3.2044275236738904,24.301900660905712,22.510605771895463,20.134122209650815,6.278488585980924,5.672433815199122,6.883548192935496,4.360807890912729
2024-06-20,6.623345305992536,3.189825289454975,24.19115949332003,22.863716671000255,20.042373163643212,6.249878183593614,5.646585139718434,6.852180598496914,4.340936154780032
2024-06-21,6.655652388196849,3.205384488482479,24.30915813936091,22.48746447044074,20.140135029807958,6.280363583178869,5.674127821226748,6.885603884109721,4.362110195195721
2024-06-24,6.654989909891626,3.205065436711193,24.306738498287988,22.49517977319036,20.138130357426757,6.279738459692831,5.673563040140931,6.884918517307863,4.361676007350449
2024-06-25,9.167118714761175,3.20340203291785,24.36980611958065,22.563526468620744,20.18040242962576,6.296032219837606,2.9439364476970895,6.902782511430769,4.3729930555283545
2024-06-26,7.022549168422625,3.282523712964125,24.639443620436964,23.203339496015158,20.76398072368723,6.471700657840833,3.0260765478888025,7.095380163304016,4.495005909440248
2024-06-27,8.600647144668443,3.2017299747486057,24.032985622956723,22.632228759004207,20.312943090975633,6.312410753340298,3.702000283303076,6.820685386831641,4.384368984171372
2024-06-28,9.067272364994619,3.2004491030203814,23.523300907199804,22.63317600042226,20.364825194095364,6.30988543467362,3.700519275367316,6.817956729778106,4.382614990448535
2024-07-02,9.744285227617434,3.1766211010977785,23.34816509306867,22.46466734932585,20.213204881364742,6.262907039633088,3.6729681481443057,6.7671956394323605,4.34998552031577
2024-07-04,9.747188020411999,3.177567406817277,23.355120440106987,22.44156981064702,20.21922633333521,6.264772740503188,3.674062314132477,6.769211566335431,4.351281367710409
2024-07-05,9.53417294631319,3.1081248398739008,22.84471757307317,21.970557461858633,19.952187327072615,6.1278623796138865,5.584911821648415,6.6212771979438685,4.256188452602323
2024-07-08,9.541587057249304,3.1105418279541333,22.86248243546288,21.890438114227212,19.987143741807337,6.1326276226758205,5.589254847105083,6.62642613786354,4.259498215654691
2024-07-09,9.535562214334153,3.1085777389842386,22.848046381534154,21.983473197879164,19.974523262567935,6.128755298516113,5.585725624737304,6.578527640125395,4.256808641321542
2024-07-10,9.582103956603104,3.1237502711012564,22.959564492594232,21.602685468584625,20.07201611015632,6.158668893868071,5.61298876838507,6.610636511218034,4.277585527489284
