date,GOLDMAN SACHS (ASIA) SECURITIES LTD,CMB WING LUNG BANK LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,31.37314164502708,0.1198590769161473,19.907699521343797,26.5929995754503,0.009704499125313064,0.0,2.6057431423318675,14.426575601281316,4.964276938524181
2024-03-04,31.33482876649366,0.12158057688286704,19.772925707996347,26.606709429066523,0.010542651422010848,0.0,2.603184687412324,14.408645099317525,5.141583081408743
2024-03-05,31.28547612124017,0.1202150137209817,19.869174822751624,26.599387575819083,0.0105273034614419,0.0,2.544890714195019,14.388008627091228,5.182319821720456
2024-03-06,31.46145210407804,0.12226516977942974,19.854962634978612,26.444230508478096,0.009904161797775033,0.0,2.5112172999668907,14.470393629162267,5.125574491758887
2024-03-07,31.479715240999003,0.12520475589496616,19.737383622350208,25.84729952814034,0.012298420770037602,0.0,2.5760067171241263,14.474971364322917,5.747120350398405
2024-03-08,15.906874819045026,0.06292584895645205,9.994570422838054,12.978667308550607,0.005783308477479132,0.0,1.3038339485421238,7.315748841512678,2.9060693509147755
2024-03-11,31.593784453939914,0.12671728064647145,19.855644496949715,25.615185648017942,0.011488576188516356,0.0,2.5412044643852596,14.588506121919309,5.667468957952875
2024-03-12,31.53846122245349,0.12649538860119414,19.820875682899647,25.502376521415155,0.013180169042343638,0.0,2.53846632335008,14.581789299352826,5.878355392885263
2024-03-13,31.605653075698605,0.1267648836639724,19.864818888660672,25.379340740953953,0.01303671334027321,0.0,2.543874458371733,14.654023982269246,5.81248725704155
2024-03-14,31.553057191281503,0.12584775585713434,19.82842516241466,25.103749746035803,0.010444507628959447,0.0,2.5419534468775735,14.627690458079327,6.2088317318250414
