date,CITIBANK N.A.,REALINK FINANCIAL TRADE LTD,KGI ASIA LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,92.40381894279032,0.0,0.0,0.0,0.0,7.5961810572096695
2024-03-05,0.0,92.44105512444332,0.0,0.0,0.0,0.0,7.558944875556681
2024-04-08,0.0,38.15808665361718,0.0,0.0,58.685769406608166,0.0,3.156143939774645
2024-04-11,0.0,38.163933783147655,0.0,0.0,58.69476208222187,0.0,3.1413041346304724
2024-04-12,0.0,38.169782704914915,0.0,0.0,58.703757514231526,0.0,3.1264597808535606
2024-04-15,0.0,38.163933783147655,0.0,0.0,58.69476208222187,0.0,3.1413041346304724
2024-05-03,0.0,34.15744440171533,0.0,0.0,52.53292503564467,10.155234678824897,3.1543958838150963
2024-05-06,0.0,34.15276043097949,0.0,0.0,52.52572125656093,10.153842103271181,3.1676762091884005
2024-05-13,0.0,34.15276043097949,0.0,0.0,52.758840284942764,9.92072307488935,3.1676762091884005
2024-05-20,0.0,34.38854348523669,0.0,0.0,52.432697836024786,9.878753100486412,3.3000055782521067
2024-05-21,0.0,34.19026820558749,0.0,0.0,52.130384717393795,9.478596213393752,4.2007508636249575
2024-05-22,0.0,34.28439906767402,0.0,0.0,52.273907371993765,9.160548713371433,4.281144846960772
2024-05-23,0.0,27.814883181407662,19.062112887768777,0.0,42.25704318920611,7.405180176470877,3.460780565146579
2024-05-24,0.0,28.053050010399254,19.07272486776021,0.0,42.28056791070268,7.130950010978229,3.462707200159618
2024-05-30,0.0,28.065549403324702,19.081222962697936,0.0,42.29940655502944,7.134127296374501,3.4196937825734186
2024-06-07,0.0,28.049926901593913,19.070601526627815,0.0,42.27586087122256,7.130156131782867,3.473454568772842
2024-07-03,0.0,28.046804488094278,19.068478658220283,0.0,42.27115487968269,7.12936242933086,3.4841995446718905
2024-07-29,0.0,28.121934787684726,19.119558292441514,0.0,42.10535244946878,7.148460189128484,3.5046942812764943
2024-07-30,0.0,28.11879632320478,19.11742451128363,0.0,42.10065340745493,7.147662406594697,3.5154633514619644
2024-08-08,0.0,28.115658559164558,19.11529120634114,0.0,42.095955414169104,7.146864802109311,3.526230018215879
2024-08-22,3.777550711159495,27.053575299315664,18.393201387435795,0.0,40.50575935105178,6.876888359951623,3.3930248910856458
2024-08-30,3.7767396623189002,27.04776683437153,18.389252324722744,0.0,40.49706267119993,6.8754118761774246,3.4137666312094757
2024-09-09,3.7743086040607063,27.03035639499588,18.377415304508702,0.0,40.47099502358797,6.870986226459803,3.475938446386935
2024-10-02,3.7743086040607063,27.03035639499588,18.377415304508702,0.0,40.363712972773556,6.870986226459803,3.583220497201346
2024-10-07,3.7718806734962267,27.012968355133545,18.365593513289525,0.0,40.337747874870054,6.866566270590431,3.6452433126202206
2024-10-08,3.760189574346167,26.929240549639484,18.308668601475034,0.0,40.21271936768293,6.620833538744732,4.168348368111654
2024-10-09,3.7402017998987103,26.786094685446965,18.211346503425457,0.0,39.99896345225681,6.543114605369663,4.720278953602396
2024-10-21,3.7405994727132352,26.78894268730183,18.213282804675433,0.0,40.00321629775156,6.543810294784322,4.710148442773623
2024-10-22,3.7402017998987103,26.786094685446965,18.211346503425457,0.0,39.99896345225681,6.543114605369663,4.720278953602396
2024-10-25,3.77089289645174,26.777554312065327,18.205540069126318,0.0,39.98621033961489,6.541028424369226,4.718773958372496
2024-10-29,34.91054987399997,26.777554312065327,18.205540069126318,0.0,8.846553362066665,6.541028424369226,4.718773958372496
2024-11-04,34.90684002067432,26.774708731022468,18.2036054137395,0.0,8.845613261852568,6.540333326293118,4.728899246418025
2024-11-18,34.86608361254556,26.743447208755654,18.182351310783805,0.0,8.952042986984573,6.532696986418564,4.723377894511846
2024-11-20,34.83054358584936,26.74060887165835,18.180421580415132,0.0,8.951092888236706,6.532003657841388,4.765329415999063
2024-12-02,34.80837787711604,26.776623751637207,18.168851794591745,0.0,8.945396528163643,6.527846774955886,4.772903273535484
2024-12-03,34.775182160961265,26.751087680844698,18.15152470025944,0.0,8.936865569177588,6.521621361367001,4.863718527390007
2024-12-04,34.77886744684281,26.753922616555165,18.153448300756963,0.0,8.937812649896099,6.522312487556264,4.853636498392697
2024-12-05,34.719996445280934,26.729794668688413,18.122719534649185,0.0,8.92268340558485,6.511272016809801,4.993533928986817
2024-12-06,34.686969008633795,26.704367920693134,18.10548027679823,0.0,8.914195692708356,6.5050781617969875,5.083908939369498
2024-12-12,34.63571770534706,26.802111137481056,18.078728747698438,0.0,8.901024632795611,6.49546666378195,5.086951112895883
2024-12-13,34.62150996592921,26.7992827839254,18.076820948851065,0.0,8.900085331986805,6.494781214932795,5.107519754374732
2024-12-27,34.617856838085096,26.796455027243603,18.074913552610806,0.0,8.899146229400777,6.494095910735462,5.117532441924251
2025-01-22,34.57407936028487,26.76256843453607,18.05205615475133,0.0,8.887892436934054,6.485883526563488,5.2375200869301874
2025-01-23,32.357622544822526,25.04688783497849,16.352336637210517,6.972920387519804,8.318112123721502,6.070089931687325,4.8820305400598345
2025-01-24,32.18620360413456,25.159459488957065,14.794142039705543,8.407546238745127,8.274045784583116,6.037932798247463,5.140670045627125
2025-02-06,32.18936152181706,25.161927984557835,14.795593552388409,8.408371136867949,8.274857584440294,6.038525204080218,5.131363015848234
2025-02-19,32.02596731645968,25.375861201782122,14.72049065699097,8.365689982122852,8.232854148661094,6.164059038636285,5.115077655346996
2025-03-06,31.982259599280038,25.341229274707523,14.700400739455501,8.35427283402743,8.221618289423645,6.155646585501706,5.244572677604151
2025-03-19,32.0086947471679,25.36217523512216,14.712551452770551,8.36117811341138,8.116489260337453,6.160734575839849,5.278176615350708
2025-03-20,32.09323507244515,25.575892518372072,14.75140976596639,8.38326138556578,7.648821169896842,6.177006107968923,5.370373979784846
2025-03-21,32.09637477255305,25.578394623015573,14.75285290508058,8.384081524969533,7.649569458581304,6.177610408118158,5.361116307681802
2025-03-25,32.08695751464088,25.570889777348384,14.748524334588367,8.381621588025352,7.647325031632186,6.175797862280617,5.388883891484212
2025-04-15,32.09009598653449,25.573390903197545,14.749966909163263,8.382441406600078,7.648073027594787,6.176401926034638,5.379629840875196
2025-04-24,32.15929803428122,25.648144202293494,14.781775100536043,8.400518077691903,7.664566038866806,6.189721289777514,5.155977256553023
2025-04-25,32.112082492363584,25.61048818671747,14.76007283821886,8.388184630207933,7.653313099244093,6.180633683303502,5.295225069944564
