date,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,IFAST SECURITIES (HK) LTD,BOCI SECURITIES LTD,CHIEF SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-04,0.5211047420531527,99.47889525794685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.5206977349648528,99.47930226503516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.5208333333333333,99.47916666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,0.5277044854881267,99.47229551451187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,0.5289605924358635,99.47103940756413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-20,0.5286809410520751,99.47131905894793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-27,0.5217845030002608,99.47821549699974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-03,0.5208333333333333,99.47916666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-13,0.5173305742369374,98.42214174857735,0.0,0.0,1.0605276771857217,0.0,0.0,0.0,0.0
2024-06-20,0.5173305742369374,82.25556130367305,0.0,0.0,17.227108122090016,0.0,0.0,0.0,0.0
2024-06-21,0.5173305742369374,98.42214174857735,0.0,0.0,1.0605276771857217,0.0,0.0,0.0,0.0
2024-06-26,0.43973098810139677,98.4997413347129,0.0,0.0,1.0605276771857217,0.0,0.0,0.0,0.0
2024-07-08,0.43973098810139677,98.83600620796689,0.0,0.0,0.6725297465080186,0.0,0.0,0.05173305742369374,0.0
2024-07-10,0.4398447606727037,98.83570504527813,0.0,0.0,0.6727037516170763,0.0,0.0,0.0517464424320828,0.0
2024-07-11,0.43973098810139677,98.83600620796689,0.0,0.0,0.6725297465080186,0.0,0.0,0.05173305742369374,0.0
2024-07-12,0.4404145077720207,98.83419689119171,0.0,0.0,0.6735751295336788,0.0,0.0,0.05181347150259067,0.0
2024-07-17,0.4398447606727037,98.68046571798189,0.0,0.0,0.6727037516170763,0.0,0.0,0.0517464424320828,0.15523932729624837
2024-07-30,0.43916300697494187,98.68251097907518,0.0,0.0,0.6716610694910876,0.0,0.0,0.051666236114699046,0.15499870834409715
2024-08-07,0.43916300697494187,97.77835184706795,0.0,0.0,0.6716610694910876,0.0,0.0,0.051666236114699046,1.0591578403513304
2024-08-08,0.43916300697494187,98.68251097907518,0.0,0.0,0.6716610694910876,0.0,0.0,0.051666236114699046,0.15499870834409715
2024-08-26,0.43916300697494187,98.21751485404289,0.0,0.0,0.6716610694910876,0.0,0.0,0.051666236114699046,0.6199948333763886
