date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BOCI SECURITIES LTD
2024-03-01,61.92303640200213,7.351658464155786,4.683102048559153,14.108889484833192,6.396559185760345,2.1761994733542367,2.0601121654618786,0.0,0.0,1.300442775873276
2024-03-04,34.90867000109628,4.140698913775136,2.6361656333145156,7.917455328354424,3.6378947396790253,1.2155760465301864,1.1601070863289737,1.1300595265163174,1.2842596165560074,0.732382141278142
2024-03-05,35.10254537013999,4.084922349882057,2.6625776414299662,7.945495575550305,3.6778730746119224,1.1756040084998867,1.1587287643160613,1.129499801841023,1.283231122465154,0.7323331653690538
2024-03-06,34.7366407560949,4.097747041504738,2.7008907954538626,7.886820862236929,3.681698792767559,1.1850560091259974,1.1586587987316497,1.129499801841023,1.295838920776159,0.7322771929015244
2024-03-07,34.79089210523059,4.103442240075858,2.711147750128631,7.874904079020369,3.6928211867387093,1.1834167854488136,1.158833712692679,1.129499801841023,1.295852913893041,0.7292057037458468
2024-03-08,34.720741531813616,4.109200407672948,2.7132327245441026,7.883763366198135,3.7016508434914774,1.191769976571737,1.158434908861532,1.129499801841023,1.295852913893041,0.729289662447141
2024-03-11,59.17443352022749,7.016864846436325,4.628471060215071,13.462470109365482,6.322707479093088,2.0428428893430817,1.9755081152088751,1.9229726999453047,2.2098504870063134,1.2438787931589776
2024-03-12,34.66988064493293,4.13146345663278,2.7142962014271617,7.9167931390807595,3.7817885143241448,1.2055733118063783,1.1582320086667377,1.1274183257047723,1.295852913893041,0.725931314395375
2024-03-13,34.53740941661609,4.124620822477307,2.7162902205828976,7.925576303702685,3.8075288528292424,1.2209544059522974,1.1581410534070022,1.1274183257047723,1.295852913893041,0.7294295936159645
2024-03-14,58.73403842169249,7.0098267559547125,4.611290620292247,13.65593320564225,6.5607799730515906,2.091151124950004,1.967959611732117,1.9178166153706204,2.2169750407425233,1.2342286305714445
2024-03-15,34.23686150905804,4.127818249684926,2.706702136895106,8.044326126484233,3.860480766148449,1.2319341051140398,1.156874676329149,1.1274183257047723,1.3070124246067218,0.7320602995898479
2024-03-18,58.45158807873476,7.020358230936768,4.653262688943115,13.757093210311332,6.694471644074943,2.0588427321476264,1.9749116250168872,1.924285924311557,2.230472410704107,1.2347134548189
2024-03-19,58.737737002737276,7.014493199370719,4.716173619844611,13.514208136795599,6.70216477926562,1.9943227215112234,1.9563934488326953,1.9056049561343473,2.221220710309623,1.2376814251982833
2024-03-20,58.778496814803646,7.000166827682297,4.680184871412271,13.515314533045576,6.727163072706809,1.9843728206828244,1.9460116359372102,1.8950918468648592,2.245213063846825,1.2279845130176836
2024-03-21,58.7684656453472,7.034517906179411,4.676262330551666,13.47161048712584,6.829142119776059,1.9968839495761923,1.8660778220892875,1.8931230860823045,2.2428805713948656,1.221036081877167
2024-03-22,58.732360475177316,7.065531321534259,4.729608074558925,13.488473955837934,6.7600225903117845,1.9872892408388316,1.8613183375118032,1.8877414954558498,2.263803270402093,1.2238512383712015
2024-03-25,58.851375274043846,7.085410738990302,4.698367915621626,13.412027963624853,6.770749652626034,1.9873906137493909,1.8620994151057193,1.888752001612317,2.224220751966916,1.2196056726589986
2024-03-26,58.97113305548552,7.096685231824734,4.713249537373644,13.217287187318211,6.770065178867142,2.030595234549513,1.8680147638483886,1.8878140368054144,2.22449643903907,1.2206593348883708
2024-03-27,58.851790809111705,7.145053716219192,4.775784440371049,12.966904404673832,6.723773013090706,2.316870127105971,1.8971020536641978,1.8841075457855947,2.2201289134702527,1.2184849765074988
2024-03-28,58.992168550819045,7.113276738415148,4.765510463272485,12.77153271126506,6.746741666449689,2.410929512212936,1.8910752772093056,1.8765754905433591,2.212421119276752,1.2197684705362133
2024-04-02,59.01687359292733,7.125351918626012,4.778975896781007,12.830259193150074,6.637534138328954,2.427723337297168,1.8867218540172603,1.8719323527145264,2.206947011656787,1.217680704500882
2024-04-03,58.95637346909726,7.162716445336632,4.806383754055098,12.936973734231955,6.6661556289560355,2.3019410560526024,1.8808030124715789,1.8678788211971682,2.228971113424195,1.191802965177481
2024-04-05,58.75924222050609,7.176684051846059,4.807909786260439,13.122931025290605,6.6866706637378535,2.2850279192421254,1.8706471860038998,1.8609327765117187,2.254031346430495,1.1759230241707115
2024-04-08,58.888643950477984,7.111687401329977,4.833567408079851,13.095877437627365,6.650418847585721,2.299352221581343,1.8592429456299058,1.8509717112603412,2.2419661318220814,1.1682719446054288
2024-04-09,58.91000733417425,7.104209752435631,4.828485109330609,13.082385198047868,6.65597382604348,2.307247773329956,1.856208415241551,1.8490254900910041,2.2396087959859132,1.1668483053197396
2024-04-10,58.92500710436298,7.105234035179583,4.813457774918209,13.077841165265186,6.649738733377478,2.299779483607989,1.8533562348671107,1.847956644662495,2.2561289555728794,1.1714998681860862
2024-04-11,59.0236646734837,7.101845609426458,4.811796511704175,12.997947390481466,6.664178416905905,2.27372173392962,1.8522966926099338,1.8476096557678061,2.261661598681721,1.1652777170092132
2024-04-12,58.99605011245402,7.088865636466444,4.797643171364745,13.05688295152025,6.675833074786991,2.272162388578873,1.853447262546934,1.83169083909873,2.2559241278891657,1.1715004352938467
2024-04-15,59.123349593769625,7.04908592364297,4.775587405705801,13.032019440944554,6.666605623122915,2.260490532088281,1.8427271128741072,1.824690960292927,2.263306275701497,1.1621371318573237
2024-04-16,59.088501294680164,7.052731982086331,4.784700275909186,13.00757905760555,6.650785484294781,2.3011863383881686,1.8397234939055997,1.8214678559645365,2.288909891572138,1.1644143255935484
2024-04-17,58.994623557095935,7.051270212099668,4.791363749318418,13.009685358548385,6.674755972871182,2.2619029121787495,1.8371930066103381,1.9222168509321897,2.3003470815243876,1.1566412988207417
2024-04-18,59.0254492742458,7.064286409051271,4.7852917647387185,13.02275743786062,6.666280015828084,2.2383215260991083,1.8336561673053962,1.906478205629537,2.2972022184639473,1.1602769807775224
2024-04-19,59.06017603383869,7.100600222456856,4.796275808606363,12.828979371749705,6.7288744052660485,2.283552547309142,1.8376318620220218,1.8931389057079726,2.3138279542073943,1.1569428888358075
2024-04-22,59.340858892795666,7.1353791038027135,4.813042582163938,12.517893538637958,6.69679259854915,2.296283135646627,1.8535412070639898,1.890339553623863,2.310406536430625,1.1454628512854674
2024-04-23,59.27300202027057,7.178273668380573,4.808159301928961,12.592666715536218,6.698009348230677,2.2635787116903097,1.847847201413436,1.8853093549144377,2.3042585383339227,1.1488951393008888
2024-04-24,59.11616764062252,7.1935563675678145,4.795428648911362,12.797507020337484,6.658910727068242,2.2772141216766615,1.8407459920078144,1.8790468669767393,2.2966044144820263,1.1448182003493406
2024-04-25,59.26377841911068,7.1724423432196955,4.833409465958146,12.709792283685003,6.636145819655592,2.254578170507702,1.839398134770802,1.8786370430965946,2.2679116729392965,1.1439066470564851
2024-04-26,59.27122178695112,7.135842012263264,4.839299857506446,12.786372421443886,6.5857581091517305,2.2612444138225922,1.8379729689856925,1.8772277027762359,2.256422346819189,1.1486383802798408
2024-04-29,59.231735156175446,7.133314393138635,4.842410527760063,12.790756014074292,6.587699131497639,2.3015345164636285,1.8298402086701242,1.8771997901042896,2.257545478786997,1.1479647833288875
2024-04-30,36.64112456864844,4.412249339994177,2.9879218068798563,7.929775253268366,4.077224631336696,1.4379193973700775,1.1292775211793469,1.160120239858843,1.3933569523293121,0.7048730727991144
2024-05-02,59.25826523020492,7.098638411609573,4.89954137884017,12.739753705411239,6.615856629617549,2.300219427478013,1.8195957010723074,1.8778683469960245,2.2554607360757895,1.1348004326944139
2024-05-03,59.366573154709634,7.09650757332288,4.918289248610389,12.61905149358625,6.678829024536993,2.286524638384369,1.7955681575282694,1.9036604097439518,2.2460001922983537,1.0889961072789065
2024-05-06,59.40493094394193,7.093017927194166,4.915870722474967,12.389289480592826,6.868251656285286,2.311548160098769,1.7820684274416132,1.9027243012271058,2.244895741158809,1.087402639584535
2024-05-07,59.562922688433396,7.086107820789943,4.911081619992725,12.29889748840744,6.865147344479079,2.280818071417584,1.780973220129644,1.8861747826430453,2.2427087357688578,1.0851682279382846
2024-05-08,59.61299812354779,7.054516258193676,5.170704503581577,12.125955509818848,6.842538276487178,2.2401360460157456,1.7698609301689503,1.8799180625043654,2.2351360977818535,1.0682361919000225
2024-05-09,59.51489875579307,7.028810137721209,5.195831852312769,12.248850988194649,6.847638075122401,2.2223824353712334,1.763720512885723,1.879348536337813,2.234299136243116,1.0642195700180173
2024-05-10,59.61115756991128,7.019398880920952,5.216568761220309,12.102428520048763,6.861055817272835,2.2705969502305483,1.7592532733735349,1.8699432961937212,2.241352371007165,1.0482445598208938
2024-05-13,59.64551920130346,6.9621886876631205,5.2837612950423285,11.933316810614677,6.878664208084184,2.3529866669960464,1.760811827636909,1.8709510493386898,2.25112224487932,1.0606780084412661
2024-05-14,59.68253047801695,6.970414549498423,5.296038114637282,11.93431977541604,6.874235198765874,2.361444987376403,1.7507897349373962,1.872368360443975,2.252895170225059,1.0049636306826053
