date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,ABCI SECURITIES CO LTD,NANYANG COMMERCIAL BANK LTD,CHINA MERCHANTS BANK CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,TOTAL_CCASS_PCT
2024-03-05,5.873937114830696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.873937114830696
2024-03-08,5.876857114191425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.876857114191425
2024-03-11,5.876857114191425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42223190756161294,6.299089021753039
2024-03-13,5.876857114191425,0.0,1.4385668850574291,0.0,0.0,0.0,0.0,0.0,0.42223190756161294,7.737655906810467
2024-03-15,5.876857114191425,4.634706146933053,1.4385668850574291,0.0,0.0,0.0,0.0,0.0,0.42223190756161294,12.37236205374352
2024-03-18,5.876857114191425,4.634706146933053,1.4385668850574291,0.0,0.0,0.0,0.5178910866191402,0.43678874677471324,0.42223190756161294,13.327041887137373
2024-03-25,5.876857114191425,4.632954147316615,1.4385668850574291,0.0,0.0,0.0,0.5196430862355784,0.43678874677471324,0.42223190756161294,13.327041887137373
2024-03-27,5.882697112912886,4.629917347981455,1.4385668850574291,0.0,0.0,0.0,0.5260086848419707,0.43678874677471324,0.42223190756161294,13.336210685130068
2024-04-02,5.882697112912886,4.619171750333967,1.4385668850574291,0.0,0.0,0.0,0.5295126840748471,0.43678874677471324,0.42223190756161294,13.328969086715455
2024-04-03,5.882697112912886,4.619171750333967,1.4385668850574291,1.327817149303647,0.0,0.0,0.5324326834355775,0.43678874677471324,0.42223190756161294,14.659706235379833
2024-04-05,5.882697112912886,4.619230150321182,1.4385668850574291,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.42223190756161294,14.659939835328691
2024-04-08,5.882697112912886,4.620398150065474,1.4385668850574291,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4214143077406084,14.66029023525198
2024-04-09,5.882697112912886,4.620456550052689,1.4385668850574291,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4214143077406084,14.660348635239192
2024-04-10,5.882697112912886,4.620573350027118,1.4385668850574291,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4214143077406084,14.660465435213624
2024-04-11,5.882697112912886,4.620456550052689,1.4385668850574291,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4214143077406084,14.660348635239192
2024-04-12,5.882697112912886,4.620398150065474,1.4385668850574291,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4214143077406084,14.66029023525198
2024-04-15,5.872185115214257,4.619288550308396,1.4385668850574291,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4214143077406084,14.648668637796272
2024-04-26,5.872185115214257,4.619288550308396,1.4388004850062874,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.64966143757892
2024-05-06,5.872185115214257,4.619405350282825,1.4388004850062874,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.649778237553349
2024-05-07,5.872185115214257,4.6194637502700395,1.4388004850062874,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.649836637540565
2024-05-08,5.872185115214257,4.6194637502700395,1.438858884993502,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.649895037527779
2024-05-09,5.871736603312449,4.6194637502700395,1.438858884993502,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.64944652562597
2024-05-16,5.871736603312449,4.619405350282825,1.438858884993502,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.649388125638756
2024-05-21,5.871736603312449,4.6153757511650175,1.438858884993502,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.64535852652095
2024-05-30,5.871736603312449,4.6095357524435565,1.438858884993502,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.639518527799488
2024-06-04,5.871736603312449,4.611112552098351,1.438858884993502,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4221735075743983,14.641095327454282
2024-06-05,5.865896604590988,4.627639748480085,1.438858884993502,1.327992349265291,0.0,0.0,0.5324326834355775,0.43678874677471324,0.4203047079835309,14.649913725523689
2024-06-06,5.865896604590988,4.627639748480085,1.438858884993502,1.327992349265291,0.0,0.0,0.5324326834355775,0.43667194680028404,0.4203047079835309,14.649796925549257
