date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,SHANGHAI COMMERCIAL BANK LTD,HANG SENG SECURITIES LTD
2024-05-06,90.33614361542338,1.97164439189753,0.0,2.354155843322445,2.677580159974406,1.516051484306066,0.0,1.1444245050761688
2024-05-07,90.33754829618424,1.9701201011803302,0.0,2.3541924492399526,2.6776217949743715,1.5160750581300886,0.0,1.1444423002910205
2024-05-08,90.32621238741457,1.9546617953737153,0.0,2.369852486992476,2.6637515158911493,1.541026125071879,0.0,1.144495689256209
2024-05-09,90.30936042974425,1.9605160433326658,0.0,2.369410348960335,2.6632545457802195,1.5531764689051015,0.0,1.144282163277432
2024-05-10,90.31216865267132,1.9574674476467362,0.0,2.3694840271752393,2.663337361254058,1.5532247658451863,0.0,1.1443177454074647
2024-05-13,90.30795638377018,2.0553226917959315,0.0,2.3693735115711037,2.6461113626601174,1.4769716771604648,0.0,1.1442643730422128
2024-05-14,90.29391832482432,2.0736567832614288,0.0,2.369005200667479,2.6425911031067684,1.476742087030253,0.0,1.1440865011097539
2024-05-16,90.29953302464986,2.092440472567514,0.0,2.369152511287438,2.6427554259768007,1.4768339145164475,0.0,1.119284651001939
2024-05-22,90.29953302464986,2.0768948524147093,0.0,2.37692532136384,2.6427554259768007,1.4846067245928498,0.0,1.119284651001939
2024-05-23,90.29251475896444,2.0845056378268514,0.0,2.3767405818324057,2.642550025582138,1.4844913379005542,0.0,1.1191976578936116
2024-05-24,90.28549758414236,2.0921152402791012,0.0,2.376555871015413,2.642344657113278,1.4843759691430474,0.0,1.1191106783068
2024-05-29,90.20137648112735,2.183338299133904,0.0,2.3743415785033704,2.639882722992629,1.4829929414458594,0.0,1.1180679767968782
2024-05-31,90.19017217631267,2.2063572867141,0.0,2.3740466512215757,2.6395548116917453,1.4828087324503627,0.0,1.107060341609538
2024-06-03,90.1747708013022,2.2075329310393834,0.0,2.3736412458222342,2.639104066643426,1.4980796613593563,0.0,1.1068712938333898
2024-06-04,90.17197111641197,2.207464393059893,0.0,2.3735675506248777,2.6390221295371434,1.501137881919069,0.0,1.106836928447049
2024-06-05,90.17057133915787,2.247791014039704,0.0,2.350245576834332,2.638981162891918,1.501114579127344,0.0,1.0912963279488344
2024-06-06,90.15657595647198,2.2629631434033177,0.0,2.3498807950017992,2.6385715663824696,1.5008815909952047,0.0,1.091126947745221
2024-06-11,90.1551766571444,2.2644800973082644,0.0,2.3498443230464097,2.638530613724502,1.500858296159761,0.0,1.091110012616662
2024-06-13,90.16217358818007,2.264655843301561,0.0,2.3500266941456913,2.6061392466780817,1.5258099341778166,0.0,1.0911946935167904
2024-06-17,90.17337093712608,2.249413193065453,0.0,2.3503185467916463,2.6064629062504454,1.5291042064661637,0.0,1.0913302103002165
2024-06-21,90.160010446688,2.2632441660717593,0.0,2.3501726114078485,2.60630106641597,1.529009261715146,0.0,1.0912624477012667
2024-07-04,90.16700873051796,2.255657769901705,0.0,2.3503550334694983,2.6065033693495954,1.529127944496338,0.0,1.0913471522648992
2024-07-05,90.17820824468743,2.237306658141861,0.0,2.3506469676799284,2.6068271193755614,1.5355283031938238,0.0,1.0914827069213935
2024-07-11,90.19221155040668,2.222125597113371,0.0,2.351011987442099,2.607231920023305,1.535766747410988,0.0,1.0916521976035638
2024-07-16,90.19221155040668,2.2547354067146155,0.0,2.351011987442099,2.5746221104220606,1.535766747410988,0.0,1.0916521976035638
2024-07-19,90.23845333126421,2.1813164925839645,0.0,2.367753799642423,2.5837103469851375,1.5365541390067954,0.0,1.0922118905174694
2024-07-26,90.23845334643018,2.1813164891949746,0.0,2.367753795963776,2.5837103429709707,1.536554136619537,0.0,1.0922118888205605
2024-07-29,90.23144396834714,2.1827005764109857,0.0,2.3675698779006,2.583509650228804,1.5426488771360207,0.0,1.0921270499764577
2024-07-30,90.2300422233993,2.1842201675784043,0.0,2.3675330977165636,2.5834695154216836,1.5426249120948476,0.0,1.0921100837892022
2024-07-31,90.23004220822168,2.184220170971589,0.0,2.3675331013945247,2.583469519435102,1.5426249144913144,0.0,1.0921100854857946
2024-08-07,90.1306295135601,2.2112976325749782,0.0,2.4378586531756428,2.580623131910308,1.5486842367086515,0.0,1.0909068320703228
2024-08-14,90.12923089913966,2.2066080272635453,0.0,2.4440278782982308,2.580583086736481,1.548660204788339,0.0,1.0908899037737498
2024-08-19,90.03422684258415,2.235284631045833,0.0,2.5050069096879795,2.5732125433676027,1.5625290624786408,0.0,1.089740010835798
2024-08-22,90.03283121842387,2.2368000858187185,0.0,2.5049680794754323,2.573172655896793,1.5625048416529923,0.0,1.089723118732196
2024-08-26,90.02445838198999,2.2396919885059754,0.0,2.503185163624325,2.5450340796725337,1.598008609100111,0.0,1.0896217771070593
2024-09-20,90.0216677825696,2.2349728265819593,0.0,2.50310756929949,2.5449551881051162,1.6057086326899517,0.0,1.0895880007538958
2024-09-23,90.0216677825696,2.230323091159112,0.0,2.50310756929949,2.5449551881051162,1.6103583681127989,0.0,1.0895880007538958
2024-09-27,90.02306306065354,2.221058044754307,0.0,2.5031463658605766,2.5449946332774407,1.611933263464396,0.0,1.0958046319897383
2024-09-30,90.00911222584472,2.219164152720701,0.0,2.502758454360288,2.5446002365694076,1.6287301148809057,0.0,1.0956348156239775
2024-10-03,90.00911222584472,2.219164152720701,0.0,2.502758454360288,2.5430505409320325,1.6287301148809057,0.0,1.0971845112613523
2024-10-07,90.00911222584472,2.216064761445952,0.0,2.5058578456350378,2.5430505409320325,1.6287301148809057,0.0,1.0971845112613523
2024-10-08,90.00911222584472,2.2315617178196994,0.0,2.5058578456350378,2.5430505409320325,1.6287301148809057,0.0,1.0816875548876044
2024-10-09,90.1013704042719,2.2432146206146397,0.0,2.5342597197696106,2.5389040564582537,1.5016688626612842,0.0,1.0805823362243054
2024-10-10,90.11113555483988,2.232619779226696,0.0,2.5345343818267008,2.5391792218667004,1.5018316129333533,0.0,1.080699449306681
2024-10-23,90.10834529583875,2.246484735598369,0.0,2.523618276378595,2.539100597092574,1.5017851092559735,0.0,1.080665985835742
2024-10-24,90.10834529583875,2.261967056312348,0.0,2.5081359556646157,2.539100597092574,1.5017851092559735,0.0,1.080665985835742
2024-11-04,90.11293753599836,2.2609169290822364,0.0,2.506971543540878,2.5379218095105185,1.501087899527563,0.0,1.0801642823404525
2024-11-06,90.09899459676652,2.276039841874739,0.0,2.506583646388224,2.537529123504128,1.500855640121344,0.0,1.0799971513450495
2024-11-11,90.08505597157624,2.2911580755337146,0.0,2.506195869253624,2.537136558997496,1.5006234525777873,0.0,1.0798300720611296
2024-11-12,90.08366234625242,2.2926696416308743,0.0,2.506157098139013,2.537097309227149,1.500600237774594,0.0,1.0798133669759449
2024-11-18,90.08473607750808,2.292421393624499,0.0,2.5058857339215166,2.536822594834128,1.500437754261649,0.0,1.0796964458501348
2024-11-19,90.07219659792598,2.3060219461742277,0.0,2.5055369234086173,2.5364694780186006,1.5002288985841723,0.0,1.0795461558884045
2024-11-20,90.07916254446255,2.304653540497475,0.0,2.4979969583244443,2.538212389232454,1.5003449223372822,0.0,1.079629645145797
2024-11-29,90.07916254446255,2.3139340245531694,0.0,2.4979969583244443,2.538212389232454,1.5003449223372822,0.0,1.0703491610901026
2024-12-04,90.0777692689601,2.316991681231143,0.0,2.496411597801779,2.5381731301070127,1.500321716151007,0.0,1.0703326057489657
2024-12-06,90.06383888408197,2.3166333621237665,0.0,2.511490373891186,2.537780605637584,1.5000896937650556,0.0,1.0701670805004313
2024-12-16,90.05889195608638,2.321344613241184,0.0,2.5115680558985227,2.5378591008186424,1.5001360925009648,0.0,1.0702001814542965
2024-12-27,90.04635859389334,2.338031040241301,0.0,2.488023772320273,2.557608029470312,1.4999273207897237,0.0,1.07005124328504
2024-12-30,90.04496621343023,2.3457263520078206,0.0,2.4879853001849592,2.55756848135856,1.4999041275198326,0.0,1.063849525498603
2025-01-07,90.02007120785889,2.370503693577986,0.0,2.488023772320273,2.557608029470312,1.4999273207897237,0.0,1.0638659759828144
2025-01-10,90.01852489103334,2.3720500104035422,0.0,2.488023772320273,2.557608029470312,1.4999273207897237,0.0,1.0638659759828144
2025-01-15,90.00321580746802,2.3886531978753305,0.0,2.4876006442598104,2.5571730674988977,1.4996722342647706,0.0,1.0636850486331568
2025-01-23,89.9692073834777,2.4207460683424133,0.0,2.4903077369729423,2.5567777758865593,1.4994404127025165,0.0,1.0635206226178675
2025-01-24,89.9692073834777,2.4501165506530813,0.0,2.4903077369729423,2.5567777758865593,1.4700699303918487,0.0,1.0635206226178675
2025-02-03,89.9566923082348,2.493052524902623,0.0,2.460594928484176,2.556422117910068,1.4698654378068163,0.0,1.0633726826615033
2025-02-04,89.95747496715207,2.494019911219659,0.0,2.4600245964446703,2.5558295744469124,1.4695247432279406,0.0,1.0631262075087518
2025-02-05,88.71411636268112,2.4610723837793653,0.0,2.426023055713158,2.520503853109022,1.4492135213462394,1.3806387490427894,1.0484320743282993
2025-02-06,88.75546917655564,2.464930344442892,0.0,2.4253208333455403,2.5197742828853786,1.4061376439559883,1.3802391174692583,1.0481286013453086
2025-02-12,88.74735708557408,2.473844875189888,0.0,2.4250991633634857,2.519543980027139,1.4060091254927747,1.380112966084999,1.0480328042676372
2025-02-18,86.46350297642132,2.4116662277508336,2.571949275502889,2.362690852048817,2.4547051942768485,1.3698264173624737,1.3445966783644647,1.0210623782723531
2025-02-20,86.42738676172878,2.419601288842536,2.570919088635263,2.394381655543748,2.4537219691879546,1.3692777373400737,1.3440581040412858,1.0206533946803584
2025-02-21,86.42738676172878,2.41515076531922,2.570919088635263,2.3988321790670635,2.4537219691879546,1.3692777373400737,1.3440581040412858,1.0206533946803584
2025-02-26,86.41969450406341,2.4149358107465595,2.570690270284882,2.4075189317209253,2.4535035816798585,1.3691558681321097,1.3439384794449527,1.020562553927293
2025-03-05,86.43508038889898,2.4153657581617023,2.5711479477237287,2.4079475586587487,2.453940395577061,1.3693996282452403,1.3441777499351981,1.002940572799331
2025-03-07,86.43764523568669,2.415437430948701,2.5712242431413386,2.40801901132048,2.4287905862794985,1.3694402633695644,1.3442176366336136,1.0252255926201181
2025-03-11,86.42225843780724,2.443192434494862,2.5707665385425598,2.397206420245111,2.428358236349781,1.3691964887909884,1.3439783519443504,1.0250430918251061
2025-03-13,86.41308380514778,2.44594157263224,2.5705377473448587,2.4044095143947004,2.428142119101866,1.3690746340446074,1.3438587415432441,1.0249518657907082
2025-03-14,86.41308380514778,2.4414917092496466,2.5705377473448587,2.423692255719273,2.413309241159888,1.3690746340446074,1.3438587415432441,1.0249518657907082
2025-03-17,86.4169292404384,2.4505004799383805,2.5706521378530347,2.4252834653143176,2.398583096888839,1.3691355587064924,1.343918544082429,1.0249974767780998
2025-03-18,86.31517186592073,2.564794012569426,2.5677573794239255,2.422552403553444,2.3958821018629473,1.367593803351577,1.3424051850883303,1.0238432482296205
2025-03-19,86.32905093520513,2.5584881919051505,2.567376975432325,2.4221935111551365,2.3925642327312207,1.3644282714213338,1.3422063126033967,1.0236915695462994
2025-03-20,86.31242799796127,2.5728073333558363,2.5668826187136813,2.4217271099808824,2.3772917501647193,1.3834208689432073,1.341947866448122,1.0234944544322873
2025-03-21,86.27586331518874,2.679650648982576,2.6085488075502026,2.421906473790222,2.2648899072937305,1.3835233312049344,1.3420472570360498,1.0235702589535434
2025-03-24,86.26627631282149,2.681847003322161,2.60924451538692,2.422552403553444,2.2654939602649637,1.3883373713330744,1.3424051850883303,1.0238432482296205
2025-03-25,86.2330560893984,2.7193231866449192,2.6082397231381824,2.4216195044468645,2.264621542690676,1.3878027374108328,1.3418882391613818,1.023448977108736
2025-03-27,86.2279475565634,2.7295292669377003,2.608085208397879,2.4214760452757136,2.2644873842364315,1.3832774472706522,1.3418087443546156,1.0233883469636196
2025-03-28,86.2279475565634,2.849492300373378,2.608085208397879,2.434805271213011,2.2644873842364315,1.3684671962292105,1.3418087443546156,0.9049063386320862
2025-04-03,86.24516375713935,2.85287686880784,2.6084715295797536,2.435165925399838,2.264822810180263,1.3686698996772815,1.3420074990342175,0.8828217101814498
2025-04-09,86.24771883628843,2.8499988107476377,2.6085488075502026,2.4352380690587925,2.2648899072937305,1.36871044757319,1.3420472570360498,0.8828478644519709
2025-04-10,86.25282944879056,2.8501676875567843,2.602777872680494,2.4353823692013274,2.265024113448193,1.3687915505730088,1.342126780107301,0.8829001776423304
2025-04-14,86.25282944879056,2.8501676875567843,2.602777872680494,2.4368637453383113,2.263542737311209,1.3687915505730088,1.342126780107301,0.8829001776423304
2025-04-15,86.2311135274369,2.8746271531940395,2.602122569892801,2.4362502148398737,2.2629728439363688,1.3684469291866523,1.3417888721245748,0.8826778893887931
2025-04-16,86.23239063187582,2.8746697271438286,2.602161107981302,2.4392483465254435,2.258563283819855,1.3684671962292105,1.3418087443546156,0.8826909620699238
2025-04-17,86.22728244107752,2.9248513095561166,2.6020069624759987,2.54425040497084,2.114778567111967,1.3683861316606845,1.341729258965996,0.8767149241808714
2025-04-23,86.22217485543624,2.957256751256861,2.6018528352320005,2.544099698877961,2.114653300347921,1.3683050766957134,1.341649782993849,0.8500076991594583
2025-04-25,86.2454995703173,2.974146094417449,2.601082472818048,2.54334643614195,2.0770169091426984,1.3678999458644714,1.3412525443216572,0.8497560269764141
2025-04-29,86.25290162630142,2.966744038433334,2.601082472818048,2.54334643614195,2.0770169091426984,1.3678999458644714,1.3412525443216572,0.8497560269764141
