date,BNP PARIBAS,FULBRIGHT SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,UBS SECURITIES HONG KONG LTD,CHINA SKY SECURITIES LTD,CENTRAL WEALTH SECURITIES INVESTMENT LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,48.728290578435576,36.928084228646654,0.0,0.0,0.0,0.0,9.515974682630384,4.827650510287392
2024-03-04,0.0,0.0,48.74636450026334,36.90697889106557,0.0,0.0,0.0,0.0,9.52232733555691,4.824329273114181
2024-03-05,0.0,0.0,37.08812212405118,28.09334468909672,23.903041173671404,0.0,0.0,0.0,7.244955449434956,3.6705365637457374
2024-03-06,0.0,0.0,37.08205656948357,28.105104619677835,23.899131965216856,0.0,0.0,0.0,7.243770577564888,3.6699362680568552
2024-03-08,0.0,0.0,37.198149285087965,28.101965331076595,23.868683966914915,0.0,0.0,0.0,7.198607932682554,3.6325934842379746
2024-03-11,0.0,0.0,37.1811448266161,28.08911902792351,23.857772831466136,0.0,0.0,0.0,7.231234721592668,3.6407285924015937
2024-03-12,0.0,0.0,37.27624556340322,28.03459178225171,23.814227864145117,0.0,0.0,0.0,7.218036344616461,3.656898445583493
2024-03-13,0.0,0.0,37.2782898318918,28.033678089615076,23.81345171998666,0.0,0.0,0.0,7.217801097151108,3.6567792613553594
2024-03-14,0.0,0.0,37.30017194342244,28.059916898686694,23.827430059894855,0.0,0.0,0.0,7.186166077792675,3.626315020203336
2024-03-15,0.0,0.0,37.25585922539495,28.052716747450713,23.81578030425162,0.0,0.0,0.0,7.218506885554238,3.6571368373484807
2024-03-18,39.72252436171673,0.0,22.5282563125692,16.877562496006863,14.328463232093322,0.0,0.0,0.0,4.342923438952445,2.200270158661442
2024-03-19,39.734562995732965,0.0,22.512917117268344,16.885178315448364,14.334928797774127,0.0,0.0,0.0,4.344883136673438,2.1875296371027626
2024-03-20,39.72598972596815,0.0,22.535520464210144,16.88153510968967,14.331835842865932,0.0,0.0,0.0,4.343945669329672,2.1811731879364333
2024-03-21,39.734562995732965,0.0,22.540383857106406,16.885178315448364,14.334928797774127,0.0,0.0,0.0,4.323302126800675,2.181643907137464
2024-03-22,39.73853811217876,0.0,22.51634725256429,16.88186624524737,14.33211696543114,0.0,0.0,0.0,4.328338675677861,2.202792748900575
2024-03-25,39.73160297382569,0.0,22.52535833043589,16.873922575585038,14.3253730663218,0.0,0.0,0.0,4.341986816989434,2.201756236842154
2024-03-26,39.700842475230765,0.0,22.60307045187215,16.85581317783497,14.314988647134234,0.0,0.0,0.0,4.334920962134949,2.190364285792933
2024-03-27,39.71283186501644,0.0,22.588033051018535,16.865064857627175,14.322845740102402,0.0,0.0,0.0,4.319657971348816,2.1915665148866372
2024-03-28,39.68980421172824,0.0,22.607942687405384,16.859446555525025,14.318074333943592,0.0,0.0,0.0,4.3182189526633925,2.206513258734373
2024-04-02,39.68952180561251,0.0,22.59997103160513,16.853501843669473,14.313025720635835,0.0,0.0,0.0,4.338244365609978,2.205735232867069
2024-04-03,39.64028405338912,0.0,22.68991608588745,16.84756132259711,14.307980666397762,0.0,0.0,0.0,4.336715221559677,2.177542650168883
2024-04-05,39.62860744944206,0.0,22.685473766942597,16.844262842313853,14.305179394972326,0.0,0.0,0.0,4.33586616279215,2.2006103835370223
2024-04-08,29.924274333021028,24.49115797642539,17.13020931261868,12.719405870468178,10.802098285799307,0.0,0.0,0.0,3.2740905340210804,1.6587636876463412
2024-04-09,29.892423615661695,24.472344433755953,17.192390711098138,12.709635116251317,10.793800363046328,0.0,0.0,0.0,3.2819162965457243,1.6574894636408415
2024-04-11,27.877017786915353,22.828011698370723,16.033074738050427,11.876326139225405,10.068549076876602,0.0,0.0,6.686074656555278,3.0613995244067773,1.5695463795994358
2024-04-12,27.8808597801136,22.83115784070004,16.020124275039073,11.893123058452312,10.069936718028364,0.0,0.0,6.659432251977701,3.061821444579149,1.5835446311097636
2024-04-15,27.88431847955123,22.833990110343336,16.02211161672286,11.901490257621605,10.071185922132482,0.0,0.0,6.646474726069997,3.0622012721810243,1.5782276153774673
2024-04-16,27.89316127798275,22.841231326300655,16.027192619637738,11.891476492435107,10.074379741165252,0.0,0.0,6.63065806158275,3.063172370995094,1.578728109900655
2024-04-17,27.895469017427814,22.843121094548156,16.028518628699008,11.892460333208414,10.075213244520484,0.0,0.0,6.622933153272655,3.063425802423577,1.5788587258998936
2024-04-19,27.890469397840768,22.839026991825513,16.02564588633223,11.89032888391882,10.073407494868112,0.0,0.0,6.625882151558217,3.0876927920080446,1.5675464016482923
2024-04-22,27.860509274685036,22.814493160871592,16.008431033560992,11.898214032557657,10.062586575189814,0.0,0.0,6.640799590831994,3.0843759723806636,1.6305903599222484
2024-04-23,27.860509274685036,22.814493160871592,16.008431033560992,11.900968408165632,10.062586575189814,0.0,0.0,6.640799590831994,3.102279413832513,1.6099325428624227
2024-04-24,27.830107365552394,22.769338137976142,15.976746741267334,11.664372093923369,10.042670448892979,0.0,0.21304161604408436,6.6276559520295155,3.259700286457132,1.6163673578570532
2024-04-25,27.092906630914964,22.180669744359484,15.554301707796492,11.341232288749929,9.777129765134058,2.6414480016509185,0.20740853103135376,6.452412494407664,3.1895671956672547,1.5629236402878788
2024-04-26,27.060633609133056,22.178457113985232,15.54806015879406,11.371458485890203,9.773206449534385,2.6684772898136746,0.2073253032186063,6.463199130014876,3.1882873027911685,1.5408951568247384
2024-04-29,27.083483986634267,22.17964379821123,15.548892075894539,11.349326808149279,9.773729376348975,2.6619317989530393,0.20733639640086488,6.466220259366329,3.18845789582344,1.540977604218041
2024-04-30,6.74067935931099,5.518005650789213,3.868361237848973,2.8235642569278743,2.431576197464799,0.6682440954577372,0.05158258704977553,1.6087111341846125,0.7932466745870898,0.38004718974737844
2024-05-02,27.08693862871327,22.173711646640072,15.54473338040795,11.346291325367451,9.771115301722553,2.6906403614401926,0.20728094235747005,6.464490808748454,3.187605113168842,1.5271924914337474
2024-05-03,27.08621418277769,22.166432302825132,15.544317633207005,11.33261526003207,9.770853971165291,2.706615527323725,0.2072753985845738,6.464317914566643,3.194206163172168,1.5271516463456987
2024-05-06,27.07646240515113,22.1693969290089,15.546396591626415,11.33413092874553,9.772160763757123,2.7069775207718396,0.20730312041483948,6.465182477969897,3.1946333689172484,1.5273558936370755
2024-05-07,27.073565664690204,22.167025164628544,15.54473338040795,11.332918361344388,9.771115301722553,2.7200608822909302,0.20728094235747005,6.464490808748454,3.1942915951803728,1.5245178986291348
2024-05-08,27.070086133599396,22.16198684993054,15.541200237909786,11.330342516875987,9.768894437466978,2.739497529893079,0.20723382973812945,6.4630215029297915,3.1935655687436193,1.5241713929126939
2024-05-09,27.077384043138352,22.161394257594498,15.540784679674132,11.330039553329184,9.768633225689602,2.732739494602024,0.20722828848498712,6.462848687331793,3.193480175565945,1.525467594589486
2024-05-10,27.059358814078,22.16524667435051,15.810924027360066,11.332009106043884,9.770331351984572,2.465776717392757,0.20726431192835001,6.446588695526293,3.1873493673183333,1.5551509340172325
2024-05-13,27.082313129831387,22.18185702342549,16.02350120647302,11.337824784687047,9.777653111887316,2.1999863022750668,0.20741963312204095,6.444728729779029,3.189737925695008,1.5549781528245912
2024-05-14,27.088811058628593,22.19046859934903,16.30549635256221,11.33954900282251,9.781449052057614,1.9330982539490826,0.2075001588380248,6.447230741702759,3.190976265221509,1.5154205148686717
2024-05-16,27.08627281079801,22.188389330950724,16.433811282340855,11.338486476099066,9.780532520808508,1.8124444470383254,0.20748071587218644,6.446626629938386,3.19067726765513,1.5152785184988067
2024-05-17,27.024775368491195,22.1380121822639,16.66360871127574,11.310072162494079,9.758326522270805,1.8083294217413923,0.20700964576803238,6.394594735079606,3.1834330634577515,1.5118381871575008
2024-05-20,26.97148012650728,22.10199992965121,16.791173088447014,11.309007746340297,9.742452499034037,1.8053877838288939,0.20667289992132828,6.384192547247225,3.178254522823075,1.5093788561996364
2024-05-21,26.970401277918093,22.10111585835329,16.790501448132417,11.308555390481624,9.742062804768668,1.8079822094550588,0.20666463308667707,6.383937182058129,3.179460714106573,1.509318481639474
2024-05-22,26.96896294738074,22.099937206633534,16.789606011289578,11.307952305626346,9.741543260907063,1.8132187862585427,0.20665361166917218,6.383596726916105,3.179291153580191,1.5092379897387282
2024-05-23,26.963211159026457,22.09522385663548,16.786025218786836,11.310872468356683,9.739465639487578,1.812832073179552,0.20660953775208127,6.382235269399776,3.194608669405518,1.5089161079700388
2024-05-24,26.958180356410388,22.091101324295956,16.798885870701646,11.308762082970157,9.737648447576374,1.8124938345223516,0.20657098849335623,6.3810444703625135,3.1966780506383587,1.5086345740288984
2024-05-27,26.95566565902298,22.08904063495971,16.797318846746325,11.307707185566517,9.73674010588614,1.821652904680859,0.20655171925788818,6.380449237463023,3.1963798599653965,1.5084938464511577
2024-05-28,26.93448897932268,22.071687231622146,16.784122680658612,11.298823721279543,9.729090811331307,1.8987829387242507,0.20638944986133156,6.375436683458425,3.1938687473350797,1.507308756406628
2024-05-30,26.929827403876505,22.067867265506077,16.781217837940645,11.296868224025811,9.727406989118288,1.994308950514485,0.206353729859643,6.294454417912207,3.193315981691658,1.5083791995546807
2024-05-31,6.733357959858764,5.516341696368253,4.194829095241423,2.8235642569278743,2.431576197464799,0.4985207445197661,0.05158258704977553,1.57343530046025,0.7995697013867397,0.36973067233742335
2024-06-03,26.93561433557837,22.06933632675335,16.78233496613936,11.296288855232795,9.728054544066497,2.0010987270216147,0.20636746685851654,6.294873440690749,3.2068425913373755,1.4791887463213667
2024-06-04,26.932490032648886,22.067867265506077,16.781217837940645,11.295536909639619,9.727406989118288,2.0009655224454415,0.206353729859643,6.294454417912207,3.214617011870718,1.4790902830584733
2024-06-05,26.929263414227528,22.065223448059097,16.779207381924767,11.294183659812825,9.72624160743449,2.000725798891941,0.20632900786976108,6.293700317472455,3.2235499723133096,1.4815753919938328
2024-06-06,26.922454202483316,22.059644135460374,16.77496466743955,11.291327863616889,9.72378227397402,2.0161897240119733,0.20627683645006986,6.292108920876969,3.232050608145369,1.4812007675414696
2024-06-07,26.918513600928286,22.05641529653916,16.772509339579884,11.279030179845211,9.722359017711371,2.0305314757793655,0.20624664400118062,6.2911879537908515,3.2435531490549288,1.4796533427697605
2024-06-11,26.914932236768703,22.053480808535742,16.77027784698317,11.277529565248141,9.721065509880706,2.030261324434456,0.20621920398908297,6.290350944905705,3.2564260764422928,1.4794564828120018
2024-06-12,26.89990090783908,22.04116448088683,16.76091205849291,11.271231341833808,9.715636533432242,2.0317868802361896,0.20610403562605326,6.286837938322449,3.3077955806454638,1.4786302426849756
2024-06-13,26.892749031575224,22.035304396806275,16.756455835047245,11.268234659720584,9.713053437288144,2.031246689087837,0.2060492387490934,6.285166456811056,3.3335031356307283,1.4782371192838186
2024-06-14,26.885958270706862,22.029740202433857,16.7522246170173,11.26538928727863,9.710600767867222,2.0360498304855614,0.2059972086979517,6.283579372412359,3.3525965974736662,1.4778638456265956
2024-06-17,26.880442282941026,22.027398224344,16.75044369074904,11.26419166557987,9.709568435482513,2.0358333783599787,0.2059753091682746,6.282911366113564,3.3655289130996553,1.4777067341620735
2024-06-18,26.879370704871764,22.02652011093308,16.749775941017827,11.261084983114285,9.709181367424334,2.042396320614391,0.2059670980450427,6.282660900367495,3.365394747637019,1.4776478259747579
2024-06-19,26.87330004257375,22.020216937198924,16.745993031275564,11.258541685326835,9.706988564552608,2.0631913667251847,0.20592058070985422,6.281241971588328,3.3779198774445724,1.4666859426043808
2024-06-20,26.863664036441087,22.012321109551664,16.739988391306106,11.251848603359063,9.703507912708975,2.0677637386167085,0.2058467434075721,6.278989695683877,3.40990973846069,1.4661600304642557
2024-06-21,26.782568048947113,21.945870348590983,16.68945374021052,11.217881540177203,9.674214978012158,2.1740645015014417,0.20522533357656725,6.154111938476676,3.694875581678107,1.4617339888292276
2024-06-24,26.781149682398176,21.944708126643754,16.688569890578854,11.210667635737916,9.673702645405106,2.187189009062774,0.20521446513603508,6.153786025498651,3.6960038706360847,1.4590086489026493
2024-06-25,26.778667902393373,21.929436118407462,16.687023378963243,11.209628755364637,9.672806193905355,2.2094916318516185,0.20519544813481175,6.153215760842613,3.69566136597842,1.458873444158468
2024-06-26,26.77512330018405,21.926533392700655,16.68481457379968,11.208144974506054,9.671525837080654,2.2224358325592752,0.20516828710344712,6.152401280366594,3.695172183712502,1.4586803379870883
