date,BNP PARIBAS,CITIBANK N.A.,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,ABN AMRO CLEARING HONG KONG LTD,CGS INTERNATIONAL SECURITIES HK LTD,THE HONGKONG AND SHANGHAI BANKING,THE BANK OF EAST ASIA LTD,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,DBS BANK (HONG KONG) LTD
2024-10-25,94.19131686974642,5.760452017600624,0.003594522058982789,0.04347528346723542,0.0,9.216723228160998e-06,0.0,0.0009216723228160997,0.00021198463424770294,1.8433446456321997e-05
2024-10-28,94.19136027653133,5.760454672226442,0.0035945237154693,0.043420003137374034,0.0,9.216727475562308e-06,0.0,0.0009216727475562308,0.0002212014594134954,1.8433454951124616e-05
2024-10-29,94.19261080166207,5.760311325933346,0.0035944342673824075,0.03387984709460957,0.0,0.0035022692861674744,0.0,0.0009216498121493353,0.004976908985606411,0.00020276295867285374
2024-10-30,94.19061368540461,5.760409013003224,0.003594495224114012,0.033732955180146885,0.0,0.004331827577778425,0.0,0.0009216654420805161,0.006009258682364964,0.0003870994856738167
2024-10-31,94.192037427556,5.760496084706021,0.003594549556856557,0.029530607128636945,0.0,0.004331893055698928,0.0009216793735529634,0.0009216793735529634,0.007594638038076418,0.0005714412116028374
2024-11-01,94.19324416954288,5.760662054462547,0.003594595608454894,0.027429529566055807,0.0,0.004331948553778975,0.0009216911816551011,0.0009216911816551011,0.008322871370345564,0.0005714485326261627
2024-11-04,94.19392134765492,5.760703469261332,0.003594621450875857,0.02686749110077724,0.0,0.004792828601167809,0.0009216978079168865,0.0009216978079168865,0.007705393674185171,0.0005714526409084696
2024-11-05,94.19403421162022,5.760894711568151,0.003594625757982143,0.026664749532929077,0.0,0.004792834343976191,0.0009216989123031136,0.0009216989123031136,0.007604016026500687,0.0005714533256279304
2024-11-06,94.19428598605595,5.76091011005944,0.003594635366179514,0.027180973576572783,0.0,0.004885017292500365,0.0009217013759434651,0.0009217013759434651,0.006728420044387296,0.0005714548530849483
2024-11-07,93.84145817992479,5.726611145942506,0.003573233839843811,0.41510898867129115,0.0,0.004397826264423152,0.0009162138050881568,0.0009162138050881568,0.006450145187820624,0.0005680525591546572
2024-11-08,94.21582314068381,5.726611145942506,0.003573233839843811,0.039598760655910135,0.0,0.0054056614500201244,0.0009162138050881568,0.0009162138050881568,0.006587577258583848,0.0005680525591546572
2024-11-11,93.9454398393914,5.726610621262536,0.003573233512459224,0.31264877020297066,0.0,0.005405660954746005,0.0009162137211433907,0.0009162137211433907,0.003921394726493712,0.0005680525071089023
2024-11-12,93.94484593184897,5.726647715211058,0.0035732109230675775,0.31374624320391314,0.0,0.004947522816555108,0.0009162079289916866,0.0009162079289916866,0.0038389112224751667,0.0005680489159748457
2024-11-13,93.94484593184897,5.726647715211058,0.0035732109230675775,0.31383786399681235,0.0,0.004947522816555108,0.0009162079289916866,0.0009162079289916866,0.003747290429575998,0.0005680489159748457
2024-11-14,94.14241766992896,5.745050526255996,0.0035846935790141378,0.0980459651470354,0.0,0.005422997978508567,0.0009191521997472148,0.0009191521997472148,0.003069968347155697,0.0005698743638432732
2024-11-15,94.14240901680871,5.745160296452293,0.003584693249526269,0.09780697658515135,0.0,0.005698743114631505,0.0009191521152631458,0.0009191521152631458,0.0029320952476894354,0.0005698743114631505
2024-11-18,94.14197636282518,5.745189042065906,0.0035846767752100665,0.09801793110471833,0.0,0.005882546502908827,0.0009191478910795043,0.0009191478910795043,0.0029412732514544136,0.0005698716924692926
2024-11-21,94.1467030394325,5.745421401312338,0.07996910067484729,0.016674017083238273,0.0,0.00588278441746003,0.0009191850652281299,0.0009191850652281299,0.002941392208730015,0.0005698947404414404
2024-11-22,94.1467030394325,5.745421401312338,0.07996910067484729,0.016765935589761086,0.0,0.005790865910937218,0.0009191850652281299,0.0009191850652281299,0.002941392208730015,0.0005698947404414404
2024-11-25,94.04145634946387,5.745421401312338,0.07996910067484729,0.1219390907531637,0.0,0.005790865910937218,0.0009191850652281299,0.0009191850652281299,0.003014927013948266,0.0005698947404414404
2024-11-26,94.04155143521241,5.745427210534312,0.07996918153197237,0.12192083032644616,0.0,0.005790871766108344,0.0009191859946203721,0.0009191859946203721,0.002932203322838987,0.0005698953166646307
2024-11-28,93.93620495566401,5.745364894038767,0.07996831416407053,0.2262276032420809,0.0,0.006893820186557804,0.0009191760248743739,0.0009191760248743739,0.0029321715193492527,0.0005698891354221119
2024-11-29,93.93648182315957,5.745363837838627,0.0799682994630818,0.2259518088967215,0.0,0.006893818919231191,0.000919175855897492,0.000919175855897492,0.0029321709803129996,0.0005698890306564451
2024-12-05,93.93648182315957,5.745363837838627,0.0799682994630818,0.22567605613995223,0.0,0.006893818919231191,0.000919175855897492,0.000919175855897492,0.0029321709803129996,0.0008456417874256927
2024-12-09,93.93688764239934,5.745388658644555,0.07996864493774579,0.22524501657465062,0.0,0.006893848701529809,0.0009191798268706412,0.0009191798268706412,0.0029321836477173456,0.0008456454407209899
2024-12-11,93.93693053994866,5.745382849500541,0.07996856408170581,0.2252080216742384,0.0,0.006893841731181535,0.0009191788974908714,0.0009191788974908714,0.00293218068299588,0.0008456445856916017
2024-12-12,93.9353760614666,5.745314196870141,0.07996760852270873,0.22775142574433066,0.0,0.005974591441351802,0.0009191679140541234,0.0009191679140541234,0.0029321456458326536,0.0008456344809297935
2024-12-13,93.9353760614666,5.745314196870141,0.07996760852270873,0.2272918417873036,0.0,0.006434175398378864,0.0009191679140541234,0.0009191679140541234,0.0029321456458326536,0.0008456344809297935
2024-12-16,93.93449064595251,5.745256107464349,0.07996679999062457,0.22823627707668953,0.0,0.006434110344073242,0.0009191586205818919,0.0009191586205818919,0.002932115999656235,0.0008456259309353403
2024-12-17,93.9344647437506,5.745254523224283,0.0799667779399786,0.2278042097085551,0.0,0.00689368775344643,0.0009191583671261907,0.0009191583671261907,0.0029321151911325485,0.0008456256977560955
2024-12-18,93.9344647437506,5.745254523224283,0.0799667779399786,0.22752846219841724,0.0,0.007169435263584287,0.0009191583671261907,0.0009191583671261907,0.0029321151911325485,0.0008456256977560955
2024-12-19,93.93542066845241,5.745254523224283,0.0799667779399786,0.226572537496606,0.0,0.007169435263584287,0.0009191583671261907,0.0009191583671261907,0.0029321151911325485,0.0008456256977560955
2024-12-23,93.9353343270039,5.74524924243037,0.07996670443791311,0.22675616074520882,0.0,0.007169428673743934,0.0009191575222748633,0.0009191575222748633,0.0028401967438293277,0.0008456249204928743
2024-12-27,93.83102719732459,5.745250298588376,0.0799667191383154,0.33106221723262574,0.0,0.007169429991711036,0.0009191576912450047,0.0009191576912450047,0.0028401972659470643,0.0008456250759454043
2024-12-30,93.830041430129,5.745252410905553,0.07996674853913618,0.3318620064374152,0.0,0.007353264233483787,0.0009191580291854734,0.0009191580291854734,0.0028401983101831126,0.0008456253868506356
2025-01-02,93.83188893776767,5.745252410905553,0.07996674853913618,0.3300144987987524,0.0,0.007353264233483787,0.0009191580291854734,0.0009191580291854734,0.0028401983101831126,0.0008456253868506356
2025-01-06,93.83294670141605,5.745303106983769,0.07996745416532085,0.32779302878662897,0.0,0.008456328486447723,0.0009191661398312741,0.0009191661398312741,0.00284941503347695,0.0008456328486447722
2025-01-08,93.83063959440507,5.745303106983769,0.07996745416532085,0.3301001357976055,0.0,0.008456328486447723,0.0009191661398312741,0.0009191661398312741,0.00284941503347695,0.0008456328486447722
2025-01-09,93.83308736641864,5.74525769170529,0.07996682204128273,0.3276893301831921,0.0,0.008456261641147138,0.0009191588740377326,0.0009191588740377326,0.0028585840982573484,0.0008456261641147139
2025-01-10,93.83526237312614,5.745260860189791,0.07996686614263553,0.3252721217305271,0.0,0.008695247743785425,0.0009191593809498335,0.0009191593809498335,0.002858585674753982,0.0008456266304738469
2025-01-13,93.83283579236043,5.745260860189791,0.07996686614263553,0.3276987024962347,0.0,0.008695247743785425,0.0009191593809498335,0.0009191593809498335,0.002858585674753982,0.0008456266304738469
2025-01-15,93.8344891458287,5.745261916352069,0.07996688084309726,0.32606265873885426,0.0,0.008695249342249425,0.0009191595499206582,0.0009191595499206582,0.002858586200253247,0.0008272435949285924
2025-01-17,93.83288061661634,5.745261916352069,0.07996688084309726,0.3276711879512154,0.0,0.008695249342249425,0.0009191595499206582,0.0009191595499206582,0.002858586200253247,0.0008272435949285924
2025-01-20,93.83285304182985,5.745261916352069,0.07996688084309726,0.32769876273771303,0.0,0.008695249342249425,0.0009191595499206582,0.0009191595499206582,0.002858586200253247,0.0008272435949285924
2025-01-21,93.83320232245882,5.745261916352069,0.07996688084309726,0.3273494821087432,0.0,0.008695249342249425,0.0009191595499206582,0.0009191595499206582,0.002858586200253247,0.0008272435949285924
2025-01-22,93.83352402830128,5.745261916352069,0.07996688084309726,0.3273494821087432,0.0,0.008695249342249425,0.0009191595499206582,0.0009191595499206582,0.002812628222757214,0.0005514957299523949
2025-01-23,93.8060055300305,5.745260860189791,0.07996686614263553,0.35536539986282467,0.0,0.008695247743785425,0.0009191593809498335,0.0009191593809498335,0.0023162816399935806,0.0005514956285699002
2025-01-24,94.0220586731446,5.758493293015822,0.08015104510513883,0.12586477910648353,0.0,0.008715274559708198,0.0009212763805188371,0.0009212763805188371,0.0023216164789074695,0.0005527658283113022
2025-01-27,94.01401593034267,5.758493293015822,0.08015104510513883,0.13390752190841296,0.0,0.008715274559708198,0.0009212763805188371,0.0009212763805188371,0.0023216164789074695,0.0005527658283113022
2025-02-03,94.00870755188222,5.7585039033630885,0.08015119278794039,0.13943543710867562,0.0,0.00871529061809099,0.0009212780780223033,0.0009212780780223033,0.0020913012371106287,0.000552766846813382
2025-02-04,94.00868978868021,5.75850326674115,0.08015118392695696,0.1394538472531434,0.0,0.008715289654586355,0.0009212779761719191,0.0009212779761719191,0.002091301005910256,0.0005527667857031514
2025-02-05,94.00659096173379,5.758528201205623,0.08015153098360614,0.14148127141554476,0.0,0.008715327392010506,0.0009212819653288062,0.0009212819653288062,0.0021373741595628304,0.0005527691791972837
2025-02-06,94.00559499665174,5.758467191727949,0.08015068180776307,0.14228127929184975,0.0,0.00825459895399491,0.0009212722046869319,0.0009212722046869319,0.0028559438345294886,0.0005527633228121591
2025-02-10,94.00591101752339,5.758491064847864,0.08015101409181963,0.14227265639310008,0.0,0.007922973806777573,0.0009212760240439039,0.0009212760240439039,0.002855955674536102,0.0005527656144263424
2025-02-11,94.01168377614599,5.758512285565075,0.08015130945773843,0.13647833313872842,0.0,0.007923003003868397,0.0009212794190544646,0.0009212794190544646,0.0028559661990688406,0.0005527676514326789
2025-02-12,94.00714738970181,5.7583227246570505,0.08015123561605465,0.14125043039831608,0.0,0.007922995704575516,0.0009212785702994787,0.0009212785702994787,0.00280989963941341,0.0005527671421796872
2025-02-13,94.0527381210392,5.760976456733844,0.08018817343894502,0.09296297900059765,0.0,0.007926647029596865,0.0009217031429763797,0.0009217031429763797,0.002811194586077958,0.0005530218857858278
2025-02-14,94.05274908423891,5.760965836933208,0.08018802561983454,0.09298124166125182,0.0,0.00792663241759284,0.0009217014439061443,0.0009217014439061443,0.0027927553750356168,0.0005530208663436864
2025-02-17,94.05058616584132,5.760980704665062,0.08018823256674182,0.09520278783699727,0.0,0.007926652874413558,0.0009217038226062278,0.0009217038226062278,0.002719026276688372,0.0005530222935637367
2025-02-18,94.05243960791138,5.760908490686327,0.08018722740605509,0.09698046054787489,0.0,0.004792799798982603,0.0009216922690351159,0.0009216922690351159,0.0022950137498974387,0.0005530153614210695
2025-02-19,94.05022754646569,5.760908490686327,0.08018722740605509,0.09924782352970128,0.0,0.004792799798982603,0.0009216922690351159,0.0009216922690351159,0.002239712213755332,0.0005530153614210695
2025-02-20,94.05011660662106,5.760890968449721,0.08018698351056992,0.10019686180958685,0.0,0.004055433648810432,0.0009216894656387348,0.0009216894656387348,0.002156753349594639,0.0005530136793832407
2025-02-21,94.05014731655368,5.760861233989092,0.08018656963071744,0.10028851312090074,0.0,0.004055412716955824,0.000921684708399051,0.000921684708399051,0.0020645737468138743,0.0005530108250394306
2025-02-24,94.05015828430993,5.760850614613255,0.08018642181751982,0.10028832825246359,0.0,0.004055405241345829,0.0009216830093967795,0.0009216830093967795,0.0020645699410487862,0.0005530098056380677
2025-02-25,94.05015071264235,5.760849021710255,0.08018639964558717,0.10140353665525864,0.0,0.004055404120006708,0.0009216827545469791,0.0009216827545469791,0.0009585500647288582,0.0005530096527281874
2025-02-26,94.04998173137326,5.7608341546580775,0.08018619270814045,0.10140327496263922,0.0,0.004055393654204804,0.0009216803759556374,0.0009216803759556374,0.0011428836661849903,0.0005530082255733824
2025-02-27,94.04144293578663,5.760811323263069,0.08018587491342691,0.0908404578329581,0.0193552111859996,0.004055377581828487,0.0009216767231428379,0.0009216767231428379,0.0009124599559114097,0.0005530060338857027
2025-02-28,94.04238143929474,5.76076831577795,0.08018527628371512,0.08994575991411217,0.019355066689172615,0.004055347306302834,0.0009216698423415531,0.0009216698423415531,0.0009124531439181376,0.0005530019054049319
2025-03-03,93.96939853581696,5.760782637732257,0.08018527037136748,0.162941999413265,0.01935506526205422,0.004055347007287551,0.0009216697743835344,0.0009216697743835344,0.0008848029834081928,0.0005530018646301206
2025-03-04,93.96935406970437,5.760825114359324,0.08018586161044731,0.16294320085185035,0.01935520797493556,0.004055376909034117,0.0009216765702350266,0.0009216765702350266,0.0008848095074256255,0.000553005942141016
2025-03-06,93.97490725651953,5.755520386069974,0.08011202423471608,0.16279315821213167,0.01933738516010388,0.0040516426049741466,0.0009208278647668515,0.0009208278647668515,0.0008839947501761774,0.0005524967188601108
2025-03-07,93.86348708488275,5.755520386069974,0.19153219587150508,0.16279315821213167,0.01933738516010388,0.0040516426049741466,0.0009208278647668515,0.0009208278647668515,0.0008839947501761774,0.0005524967188601108
2025-03-10,93.82168702478951,5.755524069381433,0.19153219587150508,0.20479211712414774,0.01933738516010388,0.0040516426049741466,0.0009208278647668515,0.0009208278647668515,0.0008655781928808404,0.0003683311459067406
2025-03-11,93.82160063124533,5.755518769539374,0.19153201950348456,0.20488401124771782,0.019337367353717192,0.004051638874112173,0.0009208270168436758,0.0009208270168436758,0.0008655773958330551,0.0003683308067374703
2025-03-12,93.82160063124533,5.755518769539374,0.19153201950348456,0.2049024277880547,0.019337367353717192,0.004051638874112173,0.0009208270168436758,0.0009208270168436758,0.0008471608554961817,0.0003683308067374703
2025-03-13,93.8215487951952,5.755515589638823,0.19153191368282813,0.20495756417078792,0.019337356669900916,0.0040516366355982875,0.0009208265080905198,0.0009208265080905198,0.0008471603874432783,0.00036833060323620794
2025-03-14,93.8215487951952,5.755515589638823,0.19153191368282813,0.20496677243586883,0.019337356669900916,0.0040516366355982875,0.0009208265080905198,0.0009208265080905198,0.000837952122362373,0.00036833060323620794
2025-03-18,93.8215487951952,5.755515589638823,0.19153191368282813,0.20542718568991405,0.019337356669900916,0.0040516366355982875,0.0009208265080905198,0.0009208265080905198,0.0003775388683171131,0.00036833060323620794
2025-03-19,93.82154822626698,5.755516119622004,0.19153193131959606,0.2055192872654839,0.019337358450536142,0.003959554349395496,0.0009208265928826735,0.0009208265928826735,0.0003775389030818961,0.00036833063715306934
2025-03-20,93.82084844513604,5.755473191300574,0.1915305027519158,0.206263618348217,0.019337214220145345,0.003959524816505951,0.0009208197247688259,0.0009208197247688259,0.00037753608715521863,0.00036832788990753037
2025-03-21,93.81930146799843,5.755362692933602,0.1915305027519158,0.2079210938528009,0.019337214220145345,0.003959524816505951,0.0009208197247688259,0.0009208197247688259,0.00037753608715521863,0.00036832788990753037
2025-03-24,93.81833052207304,5.755357923251212,0.19153034402348898,0.2089798633467828,0.019337198194679175,0.003959521535100974,0.0009208189616513894,0.0009208189616513894,0.0002946620677284446,0.00036832758466055575
2025-03-27,93.81833052207304,5.755357923251212,0.19153034402348898,0.20893382239870026,0.019337198194679175,0.003959521535100974,0.0009208189616513894,0.0009208189616513894,0.00034070301581101405,0.00036832758466055575
2025-03-31,93.81846010679857,5.755365872726252,0.19153060857101314,0.20879598794940976,0.019337224903804212,0.003959527004112291,0.0009208202335144863,0.0009208202335144863,0.00034070348640035997,0.0003683280934057945
2025-04-01,93.818468745793,5.755366402692037,0.19153062620754074,0.20878679897258554,0.01933722668441517,0.003959527368713583,0.0009208203183054844,0.0009208203183054844,0.0003407035177730292,0.00036832812732219376
2025-04-02,93.818468745793,5.755366402692037,0.19153062620754074,0.2087960071757686,0.01933722668441517,0.003959527368713583,0.0009208203183054844,0.0009208203183054844,0.00033149531458997436,0.00036832812732219376
2025-04-03,93.81012611370916,5.755366402692037,0.19153062620754074,0.21713863925961627,0.01933722668441517,0.003959527368713583,0.0009208203183054844,0.0009208203183054844,0.00033149531458997436,0.00036832812732219376
2025-04-09,93.8080358515866,5.755366402692037,0.19153062620754074,0.21922890138216972,0.01933722668441517,0.003959527368713583,0.0009208203183054844,0.0009208203183054844,0.00033149531458997436,0.00036832812732219376
2025-04-10,93.80869528384284,5.755412510088818,0.191532160597875,0.2185216203436621,0.019337381598823918,0.003959559089282993,0.0009208276951820913,0.0009208276951820913,0.0003314979702655529,0.00036833107807283656
2025-04-11,93.80434686523009,5.755371702355239,0.19153080257299535,0.22291238791764764,0.019337244490542797,0.003959531014730192,0.0009208211662163237,0.0009208211662163237,0.0003314956198378765,0.0003683284664865295
2025-04-16,93.80435599335831,5.7553632228988,0.19153052038842389,0.2229028513001239,0.019337216000754335,0.00395952518110684,0.0009208198095597303,0.0009208198095597303,0.0003407033295371002,0.0003683279238238921
2025-04-17,93.80311288661541,5.7553632228988,0.19153052038842389,0.19191726470843898,0.05156590933534489,0.00395952518110684,0.0009208198095597303,0.0009208198095597303,0.0003407033295371002,0.0003683279238238921
2025-04-22,93.80315036833304,5.75537117238848,0.19153078493643524,0.1918714887365626,0.051565980559809495,0.003959530650128229,0.0009208210814251695,0.0009208210814251695,0.00034070380012731275,0.00036832843257006783
2025-04-25,93.82113767536039,5.755349841219421,0.1915304427878125,0.17389675057922305,0.051565888442872604,0.003959523576863432,0.0009208194364798679,0.0009208194364798679,0.00034991138586234983,0.00036832777459194717
2025-04-28,93.82113767536039,5.755349841219421,0.1915304427878125,0.17383229321866947,0.051565888442872604,0.003959523576863432,0.0009208194364798679,0.0009208194364798679,0.0004143687464159406,0.00036832777459194717
2025-04-30,93.82758341141574,5.755349841219421,0.1915304427878125,0.16738655716331038,0.051565888442872604,0.003959523576863432,0.0009208194364798679,0.0009208194364798679,0.0004143687464159406,0.00036832777459194717
