date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,18.705080520164657,36.15127307298718,14.843575659987938,4.140181721259133,12.478892197814517,3.0628379756712993,1.0049987425139124,5.302710085791432,1.0505990852775033,3.2598509385324217
2024-03-04,18.774056157631254,36.38187095954063,15.26123271840882,4.203763130419864,12.610956526539313,3.08277598874914,0.07982598123984155,5.36511518123585,0.9426534504740706,3.2977499057612194
2024-03-05,18.816758032557107,36.508937674772994,15.25897158613288,4.028735919825322,12.611302910381356,3.094443153456689,0.051849578984397016,5.361475024696211,0.9728230315208275,3.294703087672212
2024-03-06,18.618852441032193,36.58029268994723,15.370466262472595,4.003479945050056,12.637130151599738,3.0943015527379703,0.0769658037332819,5.356047237624406,0.9641897053881746,3.2982742104143576
2024-03-07,18.76077156784488,36.618170276555944,15.332867400163336,3.9343426015665104,12.644548764042652,3.084025898955155,0.006880528048958276,5.355074506809821,0.9640243091484391,3.2992941468643044
2024-03-08,18.590123539441514,36.7437907090799,15.328873724540347,3.89471456604444,12.661854596728498,3.1211809561077266,0.006889283460216374,5.3785041225877475,0.9653077568549788,3.308760745154625
2024-03-11,18.43277986627683,36.635673368242024,15.233509711599785,4.3682950582065025,12.571845125290645,3.081454802078147,0.06119566965914028,5.338114368490402,0.9726866494899011,3.3044453806666167
2024-03-12,18.30700291331127,36.51019990153382,15.113391412681102,4.527928822579478,12.62490084413605,3.2409373085320916,0.03756401180253173,5.35388146712428,0.9621209755866641,3.322072342712717
2024-03-13,18.181943295252665,36.23888420344834,15.045817446595377,4.594780739094733,12.67915091701059,3.344456374187276,0.13762477793244504,5.365737643768523,1.0928523024319967,3.318752300278047
2024-03-14,18.319661616867727,36.49502592124404,14.955354736692197,4.2973820793013475,12.667840740056121,3.359821875820513,0.03698888855413719,5.407694212354299,1.1187512902415329,3.3414786388680833
2024-03-15,18.35905895605226,36.49115655230043,15.037263069220108,4.154234837846358,12.679086545442619,3.335611244443453,0.15889816979172935,5.403144630174761,1.035818293401231,3.3457277013270503
2024-03-18,18.312134056069322,36.71110355471434,14.776439109790635,4.379228231744319,12.632690338522293,3.2933469646042104,0.14878157497986857,5.394753313289495,1.008885822146,3.3426370341395164
2024-03-19,18.437237566427605,36.8785458821192,14.64960728545578,4.129851658395976,12.692759035066665,3.2786742702943807,0.15129428129501052,5.403919647936202,1.020271427628294,3.357838945380893
2024-03-20,18.39932691780675,36.965483948318635,14.654374189932993,4.105445745850437,12.670706369683568,3.275659620834216,0.14716124931991298,5.3975645000819705,1.0262314310455134,3.358046027126007
2024-03-21,18.35682280375653,37.21267312915293,14.639267540965593,4.01153566474173,12.647200836066405,3.262652493613727,0.011557623576856949,5.37276823949449,1.1528380320462726,3.332683636585469
2024-03-22,18.390391570579045,37.005244648851885,14.64224792214315,4.199816317292736,12.73266035056382,3.274302965895294,0.01076276664065109,5.365117993681067,1.0370528288619503,3.342402635490395
2024-03-25,18.51755469122743,36.7223684587808,14.68380114931302,4.239951329611453,12.7706933179873,3.211037805735938,0.13908741079188602,5.3602148312873,1.0082635698862883,3.34702743537859
2024-03-26,18.49224044747562,36.767021666258934,14.725064573902511,4.162371504982968,12.799896381087827,3.2644437814718894,0.15837760775876145,5.3437528197897155,0.9590075075459994,3.327823709725771
2024-03-27,19.133570890092138,36.26996779564084,14.827681716884417,3.967011267983055,12.703151710138217,3.213753393717971,0.12189487856183383,5.32783564074262,1.0511886169350422,3.383944089303869
2024-03-28,19.482902611025647,36.56459888587112,14.675942506983658,3.9387611992178253,12.649736876264425,3.036315261582684,0.006902351659631884,5.294915764309377,0.9642398498990247,3.3856846931866116
2024-04-02,19.443519979706828,36.32642312576797,14.640879846083768,4.479643667088035,12.502401995447723,2.9843511408685774,0.012954518497099962,5.27712194701206,0.9547059841364361,3.3779977953915066
2024-04-03,19.501416645456228,35.97701696113339,14.599649316602054,4.711596900529667,12.52537987046685,2.9846765770386496,0.023506924612084062,5.290415905730269,0.9962511412475302,3.390089757183286
2024-04-05,18.64119596854347,36.441124045422065,14.80511435931553,4.726003233703724,12.560657955049098,3.033239746141277,0.007315372970999009,5.351601737895275,1.0277505666223736,3.405997014336189
2024-04-08,18.432026940771642,36.74301691812575,14.721999509261908,4.746539409509799,12.537000574670548,3.059322191223716,0.007691312056632799,5.33979459679175,1.0192421487916377,3.393366398796619
2024-04-09,18.416624583832135,36.712313346379354,14.80798299702214,4.6297419592785705,12.536635970081269,3.0640461467796687,0.05217632423328894,5.324007409944049,1.0659404628340883,3.3905307996154357
