date,CHINA GALAXY INTERNATIONAL SECURITIES,CHINA SECURITIES (INTERNATIONAL),BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,FOSUN INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,1.8154113478260867,1.4762691739130436,0.0,0.0,0.0,0.0,3.2916805217391305
2024-03-07,0.0,0.0,1.8210635217391307,1.4762691739130436,0.0,0.0,0.0,0.0,3.297332695652174
2024-03-11,0.0,0.0,1.8210635217391307,1.4753996086956522,0.0,0.0,0.4578260869565217,0.0,3.7542892173913045
2024-03-12,0.0,0.0,1.8210635217391307,1.476703956521739,0.0,0.0,0.4578260869565217,0.0,3.7555935652173913
2024-03-15,0.0,1.958792347826087,1.8154113478260867,1.4949648260869566,0.0,0.0,0.4565217391304348,0.0,5.725690260869565
2024-03-19,0.0,1.958792347826087,1.8206287391304348,1.4875735217391304,0.0,0.0,0.4565217391304348,0.0,5.723516347826087
2024-03-20,0.0,1.958792347826087,1.8219330869565218,1.4875735217391304,0.0,0.0,0.4521739130434782,0.0,5.720472869565217
2024-03-21,0.0,1.958792347826087,1.8219330869565218,1.486703956521739,0.0,0.0,0.4521739130434782,0.0,5.719603304347826
2024-03-25,0.0,1.9570532173913042,1.8219330869565218,1.4962691739130434,0.0,0.0,0.4521739130434782,0.0,5.727429391304348
2024-03-26,5.409321260869565,1.9570532173913042,1.8219330869565218,1.4967039565217393,0.0,0.0,0.4521739130434782,0.0,11.137185434782609
2024-03-27,5.409321260869565,1.9527053913043477,1.8219330869565218,1.5062691739130436,0.0,0.0,0.4521739130434782,0.0,11.142402826086958
2024-04-03,5.409321260869565,1.9527053913043477,1.8219330869565218,1.5062691739130436,0.0,0.8382608695652174,0.4534782608695652,0.0,11.981968043478261
2024-04-05,5.410190826086956,1.9527053913043477,1.8219330869565218,1.5062691739130436,0.0,0.8382608695652174,0.4534782608695652,0.0,11.982837608695652
2024-04-08,5.410190826086956,1.9527053913043477,1.8219330869565218,1.5023561304347826,0.0,0.8378260869565217,0.4534782608695652,0.5339130434782609,12.512402826086957
2024-04-11,5.408886478260869,1.9527053913043477,1.8219330869565218,1.504530043478261,0.0,0.8378260869565217,0.4534782608695652,0.5339130434782609,12.513272391304348
2024-04-12,5.408886478260869,1.9527053913043477,1.8223678695652175,1.5297474347826088,0.0,0.8360869565217391,0.45565217391304347,0.5243478260869565,12.529794130434782
2024-04-15,5.408886478260869,1.9518358260869566,1.8232374347826086,1.5323561304347826,0.0,0.8360869565217391,0.45565217391304347,0.5247826086956522,12.532837608695651
2024-04-17,5.408886478260869,1.9518358260869566,1.8232374347826086,1.5340952608695653,0.0,0.8356521739130435,0.4547826086956521,0.5247826086956522,12.533272391304347
2024-04-22,5.408886478260869,1.9518358260869566,1.8232374347826086,1.5362691739130434,0.0,0.8356521739130435,0.4547826086956521,0.5247826086956522,12.535446304347825
2024-04-26,5.408886478260869,1.9518358260869566,1.8210635217391307,1.538008304347826,0.0,0.8356521739130435,0.4547826086956521,0.5247826086956522,12.535011521739131
2024-05-03,5.408886478260869,1.9518358260869566,1.8210635217391307,1.5493126521739131,0.0,0.8356521739130435,0.4547826086956521,0.5247826086956522,12.546315869565216
2024-05-06,5.408886478260869,1.9518358260869566,1.8210635217391307,1.5497474347826086,0.0,0.8356521739130435,0.4547826086956521,0.5247826086956522,12.546750652173912
2024-05-07,5.408886478260869,1.9518358260869566,1.8210635217391307,1.550617,0.0,0.8356521739130435,0.4547826086956521,0.5247826086956522,12.547620217391303
2024-05-08,5.408886478260869,1.9518358260869566,1.8210635217391307,1.550617,0.0,0.8356521739130435,0.4547826086956521,0.523913043478261,12.546750652173912
2024-05-09,5.409756043478261,1.9518358260869566,1.8210635217391307,1.550617,0.0,0.8356521739130435,0.4434782608695652,0.523913043478261,12.536315869565218
2024-05-10,5.409756043478261,1.9483575652173912,1.8210635217391307,1.559312652173913,0.0,0.8356521739130435,0.4439130434782609,0.523913043478261,12.54196804347826
2024-05-14,5.409756043478261,1.9483575652173912,1.8210635217391307,1.5601822173913042,0.0,0.8308695652173913,0.44739130434782615,0.523913043478261,12.541533260869564
2024-05-17,5.409756043478261,1.9483575652173912,1.8162809130434783,1.5610517826086956,0.0,0.8308695652173913,0.44739130434782615,0.5269565217391304,12.540663695652174
2024-05-20,5.409756043478261,1.9435749565217393,1.8206287391304348,1.561921347826087,0.0,0.8308695652173913,0.4465217391304348,0.5269565217391304,12.540228913043478
2024-05-21,5.409756043478261,1.9427053913043477,1.8206287391304348,1.5623561304347826,0.0,0.8308695652173913,0.4465217391304348,0.5269565217391304,12.539794130434784
2024-05-22,5.410625608695653,1.9427053913043477,1.8197591739130436,1.5527909130434783,0.0,0.8308695652173913,0.4465217391304348,0.5269565217391304,12.530228913043478
2024-05-28,5.410625608695653,1.9427053913043477,1.8154113478260867,1.5536604782608696,0.0,0.8308695652173913,0.4465217391304348,0.5269565217391304,12.526750652173913
2024-05-29,5.410625608695653,1.9427053913043477,1.8154113478260867,1.5227909130434782,0.0,0.8308695652173913,0.4465217391304348,0.5269565217391304,12.495881086956521
2024-05-31,5.410625608695653,1.9427053913043477,1.8154113478260867,1.5227909130434782,0.0,0.8308695652173913,0.44608695652173913,0.5265217391304348,12.49501152173913
2024-06-04,5.410625608695653,1.9427053913043477,1.8154113478260867,1.5227909130434782,0.0,0.8308695652173913,0.4447826086956522,0.5265217391304348,12.493707173913043
2024-06-05,5.410625608695653,1.9427053913043477,1.8097591739130434,1.5227909130434782,0.0,0.8308695652173913,0.4447826086956522,0.5265217391304348,12.488055000000001
2024-06-07,5.410625608695653,1.940096695652174,1.8097591739130434,1.526703956521739,0.0,0.8308695652173913,0.4447826086956522,0.5265217391304348,12.489359347826086
2024-06-11,5.410625608695653,1.940096695652174,1.8097591739130434,1.5271387391304347,0.0,0.8308695652173913,0.4447826086956522,0.5265217391304348,12.489794130434783
2024-06-12,5.409756043478261,1.940096695652174,1.8097591739130434,1.5271387391304347,0.0,0.8308695652173913,0.4447826086956522,0.5265217391304348,12.48892456521739
2024-06-14,5.410190826086956,1.940096695652174,1.8097591739130434,1.529312652173913,0.0,0.8308695652173913,0.44565217391304346,0.5347826086956522,12.500663695652174
2024-06-21,5.416277782608696,1.940096695652174,1.8036722173913042,1.5401822173913042,0.0,0.8347826086956521,0.4452173913043478,0.5347826086956522,12.515011521739131
2024-06-24,5.417147347826087,1.930966260869565,1.8088896086956523,1.5423561304347826,0.0,0.8343478260869566,0.4495652173913044,0.5395652173913044,12.522837608695653
2024-06-25,5.408886478260869,1.9192271304347825,1.820193956521739,1.5271387391304347,0.9179148695652175,0.8339130434782609,0.4421739130434783,0.5439130434782609,13.413361173913044
2024-06-26,5.411060391304348,1.9192271304347825,1.8206287391304348,1.561921347826087,0.9179148695652175,0.8330434782608696,0.4465217391304348,0.5395652173913044,13.44988291304348
2024-06-27,5.4114951739130435,1.913574956521739,1.8119330869565218,1.5606170000000001,0.9161757391304348,0.8343478260869566,0.4465217391304348,0.5456521739130434,13.440317695652174
2024-06-28,5.410625608695653,1.913574956521739,1.820193956521739,1.5814865652173913,0.9161757391304348,0.8343478260869566,0.4465217391304348,0.5456521739130434,13.46857856521739
2024-07-02,5.410625608695653,1.913574956521739,1.819324391304348,1.5975735217391305,0.9161757391304348,0.8343478260869566,0.4465217391304348,0.5456521739130434,13.483795956521739
2024-07-03,5.4114951739130435,1.913574956521739,1.828020043478261,1.636703956521739,0.9161757391304348,0.8343478260869566,0.4526086956521739,0.48086956521739127,13.47379595652174
2024-07-04,5.4114951739130435,1.913574956521739,1.828020043478261,1.6375735217391305,0.9161757391304348,0.8343478260869566,0.4526086956521739,0.48086956521739127,13.47466552173913
2024-07-05,5.417147347826087,1.913574956521739,1.828020043478261,1.6406170000000002,0.9161757391304348,0.8343478260869566,0.4526086956521739,0.48086956521739127,13.483361173913044
2024-07-09,5.417582130434782,1.913574956521739,1.828020043478261,1.6440952608695651,0.9161757391304348,0.8330434782608696,0.4526086956521739,0.48086956521739127,13.485969869565217
2024-07-11,5.417582130434782,1.913574956521739,1.828020043478261,1.6467039565217394,0.9161757391304348,0.8330434782608696,0.4526086956521739,0.48086956521739127,13.488578565217392
2024-07-12,5.417582130434782,1.913574956521739,1.828020043478261,1.6197474347826086,0.9161757391304348,0.8330434782608696,0.4526086956521739,0.48086956521739127,13.461622043478261
2024-07-15,5.418016913043478,1.913574956521739,1.828020043478261,1.6210517826086956,0.9161757391304348,0.8330434782608696,0.4526086956521739,0.48086956521739127,13.463361173913043
2024-07-16,5.418016913043478,1.913574956521739,1.8254113478260872,1.623225695652174,0.9161757391304348,0.8330434782608696,0.4526086956521739,0.48086956521739127,13.462926391304347
2024-07-19,5.418451695652174,1.913574956521739,1.8297591739130437,1.6184430869565218,0.9161757391304348,0.8330434782608696,0.4526086956521739,0.48086956521739127,13.462926391304347
2024-07-22,5.416277782608696,1.913574956521739,1.8297591739130437,1.6210517826086956,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.465535086956521
2024-07-23,5.417147347826087,1.913574956521739,1.8297591739130437,1.6214865652173913,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.46683943478261
2024-07-26,5.417582130434782,1.913574956521739,1.8123678695652174,1.6349648260869567,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.463361173913043
2024-07-29,5.417147347826087,1.913574956521739,1.8123678695652174,1.636703956521739,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.46466552173913
2024-08-01,5.417147347826087,1.913574956521739,1.8123678695652174,1.6410517826086954,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.469013347826087
2024-08-02,5.410190826086956,1.913574956521739,1.8123678695652174,1.6353996086956522,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.456404652173912
2024-08-07,5.410190826086956,1.913574956521739,1.8123678695652174,1.6358343913043478,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.456839434782609
2024-08-12,5.410190826086956,1.913574956521739,1.8123678695652174,1.636703956521739,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.457709000000001
2024-08-13,5.410190826086956,1.913574956521739,1.8123678695652174,1.638008304347826,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.459013347826087
2024-08-21,5.410190826086956,1.913574956521739,1.8123678695652174,1.6475735217391305,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.46857856521739
2024-08-22,5.409756043478261,1.913574956521739,1.8123678695652174,1.6480083043478262,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.46857856521739
2024-08-26,5.409756043478261,1.913574956521739,1.8123678695652174,1.6484430869565216,0.9161757391304348,0.8330434782608696,0.4547826086956521,0.48086956521739127,13.469013347826087
