date,THE HONGKONG AND SHANGHAI BANKING,CENTRAL WEALTH SECURITIES INVESTMENT LTD,BANK OF CHINA (HONG KONG) LTD,YUE XIU SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,82.23627505843095,0.0,4.384310509287399,7.902778610224477,0.0,0.0,3.059526396358891,2.41710942569829
2024-03-05,23.301826803543925,51.81852388739784,11.123585747769019,2.6613779662258428,5.0518436456356515,0.0,2.5734432522415194,1.928104492583059,1.5412942046031453
2024-03-06,23.298644765867856,51.811447682741516,11.121972206291,2.6610145352798407,5.064904055382813,0.0,2.573091829434419,1.9278411955810462,1.541083729421508
2024-03-07,23.284894489315416,51.811447682741516,11.128847344567218,2.6610145352798407,5.071779193659032,0.0,2.573091829434419,1.9278411955810462,1.541083729421508
2024-03-08,23.405359751007165,51.485185067109626,11.204435177966475,2.5845819133788797,5.242314511613644,0.0,2.59294189306927,1.9349583574333986,1.5502233284215432
2024-03-11,23.46930530658606,51.24705318416191,11.220873889866596,2.584404690630977,5.352355795796778,0.0,2.606564190279618,1.9348256788615157,1.584617263816537
2024-03-12,27.271303391082885,48.602930502877584,10.694283913804158,2.4593390759997975,5.116323788211694,0.0,2.4804262236853254,1.8608931787575043,1.5144999255810494
2024-03-13,27.27966325247641,48.60726068574842,10.695565700955271,2.4603891673380534,5.118508361842123,0.0,2.514330019910622,1.8419809243559766,1.4823018873731224
2024-03-14,27.250127516823998,48.55463352576058,10.84803129493263,2.4577252999957038,5.060471920436917,0.0,2.5083268367134868,1.8399866086213923,1.4806969967152965
2024-03-15,27.249528703629373,48.55613186654822,10.849099143772698,2.45796723136919,5.057688821693531,0.0,2.508573749155963,1.840167731583922,1.480842752247102
2024-03-18,27.27070709136083,48.374641945920445,10.956840065947707,2.45858235470702,5.108185415213091,0.0,2.509201537125665,1.840628246314458,1.4812133434107835
2024-03-19,26.799712406353706,47.19081909067563,10.928872226896505,2.4161199712477313,5.136074956646143,1.7916159127281042,2.465864905492366,1.8152893472818263,1.4556311826779902
2024-03-20,26.799723211243066,47.19083811668499,10.928836315926034,2.416120945359266,5.136077027366934,1.791616635057188,2.465865899659657,1.8152900791553725,1.4556317695474923
2024-03-21,26.792809863115096,47.178664606914786,11.003406100567133,2.415497674548486,5.157323906232298,1.7911544635111476,2.4652297964705734,1.8148218007268409,1.3810917879136368
2024-03-22,26.967080472996397,47.182138473732884,10.928078241517014,2.4166665712277835,5.001740563273406,1.792021230855437,2.5309448212326746,1.7995695055766339,1.3817601195877705
2024-03-25,26.96795048688225,47.18366066727094,10.928430803961634,2.4167445378981673,4.982544686719878,1.7920790451730142,2.531026474756163,1.8480206710836777,1.3495426262542707
2024-03-27,26.93233364342073,47.16083807212628,11.003760921535656,2.4155755658138376,4.970460704786193,1.7912122219139281,2.529802224841746,1.847126789027927,1.348889856533696
2024-03-28,26.847388809497453,47.15323544594084,11.082590216429026,2.4151861597133455,4.969659434998532,1.7909234671441083,2.5293944046794072,1.8468290204752849,1.3647930411220128
2024-04-02,26.8499858422957,47.157796727481674,11.06431563811344,2.4154197883062474,4.970140165867385,1.7910967088331355,2.529639080996917,1.856680986237789,1.3649250618677087
2024-04-03,26.842254299299995,47.16291097328258,11.065314009820739,2.41568173969853,4.970679175749888,1.791290952615878,2.5299134194297017,1.8568823426114205,1.3650730874912667
2024-04-08,26.85168981220658,47.15682814157503,11.063886862057299,2.415370177388691,4.97003808290226,1.7910599210451132,2.5295871241004386,1.8566428513977162,1.3648970273268632
2024-04-10,26.857231148172055,47.168329816620044,11.07948600900258,2.4159592925601,4.942223858022828,1.7914967652946066,2.523753779241226,1.8562894017665617,1.3652299293199972
2024-04-11,26.858097364495737,47.16985111928235,11.102420192158586,2.416037213599876,4.916581154195177,1.7915545457758988,2.523835176936635,1.8563492719807475,1.3652739615749914
2024-04-12,27.354368681488694,48.04143348863785,11.30754497107933,0.6129470815725708,5.0074274331174,1.8246580497892635,2.570469418749579,1.8906500225328928,1.3905008530324137
2024-04-17,27.354413609168667,48.04151239340711,11.307563542948696,0.6129480882962368,5.007435657474533,1.8246610466653337,2.5703093974081823,1.8906531277962653,1.3905031368349772
2024-04-18,27.352616617075743,48.03835640479276,11.306820715755716,0.61290782192885,5.013675999141098,1.824541179300602,2.5701405462045157,1.8905289252171262,1.3904117905835909
2024-04-22,27.287213707670105,48.144562125554486,11.267312594446032,0.6125456625511729,5.017278895411253,1.8234630812989123,2.568621883091641,1.8894118359019951,1.3895902140744059
2024-04-23,27.287269800891277,48.14452498513243,11.267303902441647,0.6125451900117328,5.017275024904439,1.8234616746148453,2.568619901565657,1.8894103783427212,1.3895891420952509
2024-04-26,27.209560587621322,48.00741807824326,11.26140350109103,0.6238941940207007,5.179747929531039,1.8771891843587782,2.5711250027772374,1.8840296790233517,1.3856318433332775
2024-04-29,27.21216434037597,48.01217808983223,11.262520087096258,0.6239560541188419,5.170440469560299,1.8773753106415472,2.5713799338962153,1.884216483552008,1.3857692309266192
2024-04-30,27.178537801378422,48.010606376183446,11.29816070214865,0.6173884826703189,5.17681835721473,1.8773138533922193,2.5712957578996427,1.8841548023518986,1.3857238667606728
2024-05-02,27.17859739792087,48.010567084660664,11.298151455818054,0.6173879774041816,5.1768141205451315,1.8773123170125399,2.57129365357034,1.884153260373637,1.385722732694578
2024-05-03,27.19433412685579,48.032580408114804,11.270581059035205,0.6111209135811061,5.169362527863691,1.8781730834181098,2.5724726173345425,1.8850171634199113,1.386358100376838
2024-05-06,27.19077205829682,48.02628882753483,11.269104774223655,0.6110408654879319,5.181783984134358,1.877927069625033,2.5721356602394994,1.884770253150308,1.3861765073075687
2024-05-07,27.19077205829682,48.02628882753483,11.282203343000349,0.6110408654879319,5.168685415357663,1.877927069625033,2.5721356602394994,1.884770253150308,1.3861765073075687
2024-05-13,27.190882913610366,48.026484628128316,11.281840007992779,0.611043356668638,5.168706487809784,1.8779347258325756,2.572146146698085,1.8847779372571414,1.3861837960023202
2024-05-14,27.191194559896477,48.02703508011684,11.280823171387643,0.6110503600967121,5.168765728555517,1.8779562496420352,2.5721756271602128,1.884799539499561,1.3861996836450006
2024-05-17,27.235202082949904,48.09318183960843,11.296360043400256,0.6217295583692031,4.979132380205582,1.8805427245342197,2.575718237739776,1.9103490424931455,1.4077840906994827
2024-05-20,27.1938455776189,48.101234146189874,11.29790703427333,0.6218336553913429,4.966847033910917,1.8808575863499333,2.5761494937333365,1.9533056746356174,1.4080197978967441
2024-05-21,27.20696480987288,48.10123454059021,11.28478729768981,0.6218336604899939,4.966847074635987,1.8808576017718008,2.576149514856167,1.9533056906515145,1.4080198094416345
2024-05-23,27.20696570219397,48.10123611819162,11.284784388050468,0.6218336808845984,4.966847237536275,1.8808576634592737,2.5761495993474934,1.9533057547151054,1.4080198556211985
2024-05-24,27.2087584934478,48.10440572836995,11.278946737156579,0.6218746563464206,4.967174525789733,1.8809816017626355,2.5763193536126625,1.9534262670327847,1.4081126364814387
2024-05-27,27.209650961440744,48.105983589500305,11.279316695196359,0.6186149781773665,4.96733745289575,1.8810432993911874,2.5764038588488445,1.9534903409015103,1.4081588236479288
2024-05-28,27.214012697093526,48.11394153145139,11.281182578415255,0.6121560752068396,4.958317319471385,1.8813544713549863,2.5768300609721857,1.9538134974316324,1.408391768602804
2024-05-29,27.208663716565184,48.10448461896817,11.278940634677742,0.6218756762127493,4.957342750116605,1.8809846865479387,2.5861635005174035,1.9534294706263944,1.4081149457678042
2024-05-30,27.225063586189503,48.10448461896817,11.278940634677742,0.6218756762127493,4.957342750116605,1.8809846865479387,2.5861635005174035,1.9534294706263944,1.3917150761434876
2024-05-31,27.226789975855247,48.10767990566562,11.279689825720048,0.6219169836104151,4.951111652488543,1.8811096288562212,2.586335283541296,1.9535592249985974,1.3918075192640127
2024-06-04,27.220420436384323,48.09671513737071,11.277118943365712,0.6119369029367087,4.982777630016044,1.8806808837731455,2.58574580246109,1.9531139671043383,1.3914902965879292
2024-06-06,27.222808909246577,48.095141038579584,11.27674330960561,0.6119168755993655,4.982614554757755,1.880619333259827,2.585661176737063,1.9530500460168843,1.3914447561973338
2024-06-07,27.225284718173214,48.09372159896302,11.276082573264924,0.6118988159984056,4.9824675020547105,1.8805638302396122,2.5855848657037654,1.952992405337419,1.3914036902649225
2024-06-12,27.25609207018348,47.98782014592235,11.43106763689881,0.6122962229358053,4.92992015418238,1.8489714927798666,2.5872641128864715,1.9542608057825217,1.3923073584283143
2024-06-13,27.25519817351165,47.98624632702688,11.433972362699665,0.6122761419368695,4.9297584714581335,1.8489108535121594,2.5871792604148225,1.9541967134238052,1.3922616960160121
2024-06-14,27.255209352447647,47.98626600896692,11.433936036640032,0.6122763930667918,4.929760493437723,1.84891161185763,2.5871803215669438,1.9541975149531075,1.392262267063204
2024-06-17,27.255259657773095,47.986354577896904,11.433772569002926,0.6122775231539918,4.9297695923664016,1.8489150244199466,2.587185096762261,1.9542011218431048,1.3922648367813653
2024-06-19,27.255261145677334,47.986364418909304,11.43375850748272,0.6122776487194938,4.92977060336055,1.848915403594315,2.587185627340607,1.954201522609482,1.3922651223061908
2024-06-24,27.24989628921112,47.97691890466284,11.447911037405687,0.6121571295402684,4.932080864208978,1.8485514677763664,2.5866763722845665,1.953816862538943,1.3919910723712383
