date,FUTU SECURITIES INTERNATIONAL,KGI ASIA LTD,EVERBRIGHT SECURITIES INVESTMENT,FUNDERSTONE SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL),BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA CONSTRUCTION BANK (ASIA),STANDARD CHARTERED BANK (HONG KONG) LTD
2024-04-15,16.446268923249903,11.022944814966639,0.0,0.0,9.800989017305902,11.63961562478701,6.441804248623879,2.0896288894532584,0.0,42.55874848161341
2024-04-16,16.454656033175606,11.022904329538767,0.0,0.0,9.800953019916767,11.639572874430664,6.433333074643512,2.089621214596757,0.0,42.55895945369792
2024-04-17,16.45986756720436,11.022459009459295,0.0,0.0,9.800557066087608,11.63910264123599,6.431236829089755,2.0895367948959653,0.0,42.55724009202703
2024-04-18,16.464939963644323,11.022904329538767,0.0,0.0,9.800953019916767,11.639572874430664,6.4241509938678725,2.089621214596757,0.0,42.55785760400485
2024-04-19,16.468733769749573,11.022985300691904,0.0,0.0,9.801025014959464,11.639658375457387,6.419790752725368,2.0896365643661374,0.0,42.558170222050165
2024-04-22,16.468733769749573,11.022985300691904,0.0,0.0,9.801025014959464,11.639658375457387,6.41611789343552,2.0933094236559855,0.0,42.558170222050165
2024-04-23,19.891431794257144,13.313893062049676,0.0,0.0,11.83797268961734,14.058729342576845,7.741151337224005,2.5283620591045555,0.0,30.628459715170436
2024-04-25,19.892314255088642,13.314483717828681,0.0,0.0,11.838497867861468,14.059353042173422,7.739720209957324,2.524037840337682,0.0,30.63159306675278
2024-04-26,19.89240250547824,13.31454278628901,0.0,0.0,11.838550388248775,14.059415415176765,7.7393109058647145,2.524049037995225,0.0,30.631728960947267
2024-04-29,19.895956246374922,13.31395212526933,0.0,0.0,11.838025205344932,14.058791710046325,7.738967573814589,2.523937065890555,0.0,30.630370073259343
2024-04-30,20.03138545640369,13.291663504700146,0.0,0.0,11.81820740446899,14.035256168447699,7.724683288317339,2.5197117934040056,0.0,30.57909238425813
2024-05-02,20.031562887293582,13.291781237529404,0.0,0.0,11.818312085948026,14.035380487756377,7.723865946371879,2.519734112115147,0.0,30.57936324298558
2024-05-03,19.911316342334526,13.307888289335256,0.0,0.0,11.824753562896621,14.043030360193248,7.78878371276125,2.528197450918133,0.0,30.596030281560964
2024-05-06,19.905457056057088,13.309303729350486,0.0,0.0,11.826011255251656,14.044523990638194,7.78961213541534,2.5258073280187854,0.0,30.599284505268447
2024-05-07,19.90190734294003,13.309893584892333,0.0,0.0,11.826535372697517,14.045146430434965,7.785525459703104,2.530351173201394,0.0,30.600640636130656
2024-05-08,19.746481727493446,13.326135125954098,0.0,0.0,11.84096682991759,14.062285171703891,7.835849100600139,2.5503006467404292,0.0,30.6379813975904
2024-05-09,19.69727466965049,13.334625360467472,0.0,0.0,11.842595857958347,14.064219798934158,7.857341565117203,2.5706221565537914,0.0,30.63332059131854
2024-05-10,19.638693059425925,13.337940154078135,0.0,0.0,11.84997878034798,14.067715959093757,7.8699484471545,2.5947880113371826,0.0,30.640935588562524
2024-05-13,19.621417543530026,13.339775837868736,0.0,0.0,11.84717004138607,14.069652081003033,7.8861263423324255,2.590705492205519,0.0,30.645152661674192
2024-05-14,19.525522992304285,13.352224432730985,0.0,0.0,11.860003257734792,14.082781791782132,7.906372586519443,2.599344413645843,0.0,30.673750525282518
2024-05-16,19.446499148793222,13.36113052052936,0.0,0.0,11.867914016787303,14.092175169770558,7.921429064223052,2.616641808999333,0.0,30.694210270897177
2024-05-17,19.445214465491258,13.359942355763742,0.0,0.0,11.87041571776965,14.09092199542413,7.920724635590087,2.6119627708156736,0.0,30.70081805914546
2024-05-20,19.40481940307611,13.362437745891457,0.0,0.0,11.875745916939644,14.093553919028395,7.922204080450975,2.6315735054261027,0.0,30.709665429187318
2024-05-21,19.395685346201464,13.363804664113266,0.0,0.0,11.87696075316939,14.09499562719784,7.923014486854385,2.6327322304640086,0.0,30.71280689199965
2024-05-22,19.381797731235086,13.364042417569372,0.0,0.0,11.887401793669138,14.095246389163343,7.925379300385019,2.632779069010555,0.0,30.713353298967487
2024-05-23,19.079482649422964,13.163747765033564,0.0,0.0,11.713619462631957,13.445887531422276,7.829816622514056,2.7137990200593705,1.7879074326589004,30.26573951625691
2024-05-24,19.065630337195245,13.166053653508698,0.0,0.0,11.709341008828927,13.424099893423397,7.836456864778054,2.7401093428226004,1.7923041892887022,30.26600471015438
2024-05-27,19.152074304359566,13.191193092102441,0.0,0.0,11.73564949123023,13.142470130794596,7.861076703263098,2.771678080020353,1.8110895347402727,30.33476866348945
2024-05-28,19.261410224329765,13.207773925559216,0.0,0.0,11.750400761139066,12.876392934614463,7.886340187682503,2.8177932166355104,1.8217164555251881,30.378172294514282
2024-05-29,19.209226758078394,13.208760812140122,0.0,0.0,11.746883450860405,12.877355060364746,7.891324757791953,2.8210804737335335,1.8218525744150407,30.423516112615808
2024-05-30,19.213314854449557,13.210967327275844,0.0,0.0,11.74664774231791,12.853129998498975,7.892642998599444,2.82594776942167,1.8287509677048952,30.428598341731707
2024-05-31,19.21517320749079,13.21224512038423,0.0,0.0,11.747783903293858,12.854373180813061,7.889009930792447,2.820945347745021,1.8289278484226803,30.431541461057915
2024-06-03,19.2025683402173,13.2156731498239,0.0,0.0,11.750831965807414,12.857708357332328,7.8857796793106,2.818598944711876,1.8294023793180962,30.439437183478486
2024-06-04,19.272075112386492,13.234413447224508,0.0,0.0,11.76925660112721,12.699787534641965,7.8969619970594245,2.8239169702177036,1.8319965373503908,30.47159179999231
2024-06-05,19.250734140125765,13.234879721336462,0.0,0.0,11.769671254915378,12.700234972843768,7.897240222381387,2.8337052468710016,1.84086906812147,30.472665373404766
2024-06-06,19.249716832710813,13.234180322488683,0.0,0.0,11.769049285189343,12.699563827363528,7.892419131493485,2.833555499368468,1.8504600597330445,30.471055041652633
2024-06-07,19.250564581422978,13.234763149728298,0.0,0.0,11.769567588729164,12.700123110337572,7.892766710016989,2.8292763336588074,1.8505415531464897,30.472396972959697
2024-06-11,19.25190466063591,13.235987254042008,0.0,0.0,11.770656174772817,12.70129776494288,7.890854107660609,2.8233719117965825,1.8507127126808374,30.47521541346836
2024-06-12,19.793533327202447,13.48465867675662,0.0,0.0,11.991797655274878,10.736753388041805,8.059744414744523,2.9369920438853576,1.9483025414107957,31.048217952683576
2024-06-13,19.764963481162713,13.476192997002945,0.0,0.0,11.984269194892311,10.707591387675906,8.089661974774828,3.007793721153253,1.9403529581402816,31.029174285197758
2024-06-14,20.069967541586358,13.630034678532763,0.0,0.0,12.121079355243845,9.311347396189191,8.291317182159503,3.1918010796854275,1.9928914008210088,31.391561365781907
2024-06-17,20.300895857756913,13.686959265879453,0.0,0.0,12.171701929343419,8.725368215616882,8.349172676098169,3.270259627070439,2.016244132505269,31.479398295729453
2024-06-18,20.25597103841058,13.675942176631603,0.0,0.0,12.157858913927203,8.715444754836946,8.376525956300902,3.370718048151627,2.0039426946996945,31.443596417041448
2024-06-19,20.515787107888723,13.76479917951504,0.0,0.0,12.236852440707183,7.945139889659535,8.467581372722094,3.4004026554038482,2.0169629560828866,31.65247439802069
2024-06-20,23.740455046272952,13.259639353428888,0.0,0.0,11.79168979503484,7.09619259021685,8.254844691311762,3.3949477253102365,1.9435881589196808,30.51864263950479
2024-06-21,23.81893380939938,13.295070557950783,0.0,0.0,11.8231984780126,6.807684871081681,8.278672146643585,3.427466712387458,1.9487816387519366,30.60019178577258
2024-06-24,23.842594132959427,13.287546155398278,0.0,0.0,11.816507087815085,6.803832032452704,8.289462109723376,3.429506289089951,1.9476787173741985,30.582873475186982
2024-06-25,23.85700503533588,13.296070533769408,0.0,0.0,11.82408774840235,6.733867746704725,8.296107366521701,3.437015650689946,1.94892821447006,30.60691770410593
2024-06-26,23.924592871737854,13.308317722933197,0.0,0.0,11.83497907445061,6.606331817872935,8.304634708444238,3.435310259013776,1.9507233984267518,30.635110147120635
2024-06-27,24.02241413311469,13.301425904270234,0.0,0.0,11.828850235978368,6.543157831186838,8.301661928007869,3.4335312561488722,1.949713200729082,30.619245510564046
2024-06-28,24.056009945136186,13.287517790535706,0.0,0.0,11.808623069701607,6.531969124018666,8.299838194247895,3.463450367429339,1.9463792187852416,30.606212290145358
2024-07-02,24.08763010576566,13.282294494289735,0.0,0.0,11.803981123965587,6.529401420227625,8.251523867462117,3.4806395827613996,1.961514693041391,30.603014712486488
2024-07-03,24.145519358821858,13.26154827694733,0.0,0.0,11.777710943154904,6.514870004589672,8.257398314009109,3.4984539027555064,1.9686074755125527,30.575891724209065
2024-07-04,24.174097386794788,13.259094097466987,0.0,0.0,11.774650125169822,6.51366436404541,8.255870201523294,3.497806479573705,1.9545839896438773,30.57023335578212
2024-07-05,24.248406445254567,13.269618410056564,0.0,0.0,11.783114234185879,6.518834539275097,8.262423240370525,3.407538525251598,1.9279134550301509,30.58215115057562
2024-07-08,24.279666239124754,13.257642095817545,0.0,0.0,11.78030907296956,6.517282625115415,8.256047603364431,3.4067273055074656,1.927454484002205,30.57487057409862
2024-07-09,24.278037650746402,13.253143120702257,0.0,0.0,11.776311430177074,6.515070988073339,8.253245917178477,3.4328954849826467,1.926800403156101,30.564495004983698
2024-07-10,24.2734971723541,13.247538283643353,0.0,0.0,11.770890627126578,6.512315723832791,8.249755567896685,3.4596374420312817,1.9259855472229563,30.560379635892254
2024-07-11,24.352217010494922,13.234536992438706,0.0,0.0,11.759338535447002,6.505924459936864,8.24165915992949,3.451841162759169,1.9240953621622112,30.530387316831636
2024-07-12,24.37400722317173,13.234420504391526,0.0,0.0,11.759235031834981,6.5058671959437335,8.2415866183074,3.4306864059568274,1.9240784266161133,30.53011859377769
2024-07-15,24.420338585562217,13.226620473776649,0.0,0.0,11.751864606239634,6.502032803399847,8.236289405159,3.4264652879392656,1.9229444237613562,30.513444414162027
2024-07-16,24.435792254469995,13.22522442410276,0.0,0.0,11.750624214804525,6.501346523726759,8.235420077339327,3.4186272791407424,1.9227414599021437,30.510223766513743
2024-07-17,24.43217651152488,13.233729130693476,0.0,0.0,11.750365832879137,6.501203567029165,8.233040112179735,3.417232780710507,1.922699181157513,30.509552883825585
2024-07-18,24.43616424780464,13.233030782913497,0.0,0.0,11.749745762616833,6.500860496604089,8.232605652230612,3.417052452331219,1.9225977197560085,30.5079428857431
2024-07-23,24.429185433094908,13.2342529399012,0.0,0.0,11.750830928526526,6.501460893611573,8.23336598723549,3.4173680394858525,1.9227752842366095,30.510760493907846
2024-07-24,24.080883883791035,13.298893108589315,0.0,0.0,11.804302869191346,6.531045672190413,8.270831768184857,3.432918710085124,1.9315248379095238,30.649599150058382
2024-07-25,23.979683810171778,13.318015536047803,0.0,0.0,11.821276231069737,6.540436637744823,8.282724365502322,3.4298911581176332,1.934302170075111,30.693670091270793
2024-07-26,23.979437778094777,13.31689609615912,0.0,0.0,11.820282598939457,6.539886884244245,8.28202816477958,3.4296028601376642,1.9341395831641641,30.697726034480993
2024-07-29,24.00711129853968,13.312125857654669,0.0,0.0,11.815606227653229,6.537544234725566,8.279061463728427,3.428374343860277,1.9334467560184112,30.686729817819742
2024-07-30,24.00150389197948,13.31318561529356,0.0,0.0,11.816104580552723,6.538064678456072,8.279720546937437,3.4286472714105973,1.9336006747081074,30.689172740662023
2024-07-31,23.95703236564103,13.317720928356906,0.0,0.0,11.81968747332347,6.540291956810182,8.282541143437964,3.4386636816012626,1.9342593813958002,30.709803069433384
2024-08-01,23.97149606742593,13.315187840157499,0.0,0.0,11.81743931757517,6.539047964954101,8.280965768240932,3.4380096328762257,1.9338914768842135,30.703961931885924
2024-08-02,23.97227470081489,13.315128942594884,0.0,0.0,11.816944711362112,6.539019040541498,8.280929138738916,3.437994425401119,1.9338829226305503,30.703826117916034
2024-08-05,23.97238073873283,13.315187840157499,0.0,0.0,11.81655464626827,6.539047964954101,8.280965768240932,3.4380096328762257,1.9338914768842135,30.703961931885924
2024-08-06,23.994341759519784,13.30700607327213,0.0,0.0,11.809293742654695,6.535029924296786,8.287371033673264,3.4358970833798512,1.9327031609974665,30.698357222206024
2024-08-07,23.852060380209615,13.326800830890747,0.0,0.0,11.826860587217308,6.544751069133543,8.302355191737897,3.4631442036927704,1.9355781420720999,30.74844959504602
2024-08-08,23.834694892231603,13.314343325840028,0.0,0.0,11.809920231314223,6.535376610747854,8.31212548435914,3.5032766295210918,1.9328056918209848,30.757457134165072
2024-08-09,23.832748477514826,13.308812688150152,0.0,0.0,11.805014515099218,6.53266188428209,8.308672715164166,3.501821405384901,1.9320028247366092,30.778265489668037
2024-08-12,23.830326414539556,13.307460146604758,0.0,0.0,11.803814800823439,6.5319979860961634,8.307386466657238,3.4926283488668415,1.9318064800928383,30.79457935631916
2024-08-13,23.803692894963486,13.297765185539411,0.0,0.0,11.795215299216384,6.527239191746494,8.360941712433984,3.5126022232307417,1.9303990899219148,30.77214440294759
2024-08-14,23.783845165848877,13.28667739162454,0.0,0.0,11.785380344651127,6.52179672212988,8.293530175155219,3.6534943769631596,1.9287895061321676,30.74648631749503
2024-08-15,23.783740239433985,13.286618775222744,0.0,0.0,11.785769518214815,6.521767950131746,8.29349358685833,3.6534782589610395,1.9287809969543392,30.746350674223
2024-08-16,23.78542140630135,13.286325700971469,0.0,0.0,11.785509549472152,6.521624093948973,8.293310650216245,3.6533976710836114,1.9287384521913624,30.745672475814835
2024-08-19,23.730935703658172,13.292130978576374,0.0,0.0,11.79065906606461,6.524473628060383,8.298258347750208,3.6572007218805083,1.9295811879780824,30.776760366031663
2024-08-20,23.245403328673763,13.397529217249787,0.0,0.0,11.85748130311931,6.560959168469991,8.344663078236675,3.677652171657291,1.9403716082358655,30.975940124357315
2024-08-21,23.114387448642987,13.41098864186003,0.0,0.0,11.860646921815828,6.563202075433404,8.348847664785575,3.7455048359051863,1.9454746326556975,31.010947778901294
2024-08-22,23.088672512999757,13.412298665388144,0.0,0.0,11.861805503553624,6.563843187686065,8.35410333330943,3.7494228109379835,1.9456646721531716,31.024189313971824
2024-08-23,23.05519758551238,13.41426418062624,0.0,0.0,11.863543800623367,6.564805090945732,8.355327591567608,3.772176172937118,1.94594980102308,31.028735776764478
2024-08-26,23.032576874689667,13.425232388276534,0.0,0.0,11.865388005849328,6.565825599493566,8.358403027590436,3.7727625632373774,1.9462523017642432,31.03355923909885
2024-08-27,23.034627911192413,13.424874631181805,0.0,0.0,11.865071815662219,6.565650632638389,8.358180291931399,3.772662026238486,1.9462004378151543,31.032732253340136
2024-08-28,23.039308747011802,13.4158727579949,0.0,0.0,11.864966422677982,6.565592312425552,8.358994311855596,3.776625696372822,1.9461831504463751,31.03245660121497
2024-08-29,22.966507347032866,13.406751958633995,0.0,0.0,11.865643889052388,6.565475675108037,8.400149287627237,3.8174179542598683,1.9461485766301443,31.031905311655468
2024-08-30,22.925240732237164,13.415396102260518,0.0,0.0,11.865433100410312,6.56535904193456,8.389341290816738,3.8617616866155564,1.9461140040422944,31.031354041682857
2024-09-02,22.94178315310657,13.415927782158969,0.0,0.0,11.874209377669967,6.569969205408157,8.395232245833732,3.802253570990255,1.94748055591548,31.053144108916875
2024-09-03,22.929624902385555,13.424160950473466,0.0,0.0,11.881941114907095,6.574001104145799,8.398160782777069,3.771679156105133,1.9486756976504693,31.071756291555413
2024-09-04,24.048136106413544,13.30171478963455,0.0,0.0,11.771799470139035,6.514037490812852,8.24841153964187,3.510785517439107,1.8612794670360204,30.743835618883026
2024-09-05,24.593838041389056,13.20145505772321,0.0,0.0,11.689590808075465,6.4707264628090915,8.17737345452205,3.4861295975374906,1.8445269102535016,30.53635966769014
2024-09-09,24.60323498275264,13.198277668525124,0.0,0.0,11.691153388339432,6.469169057486967,8.175405285258169,3.48966662599094,1.844082960715016,30.529010030931715
2024-09-10,25.226309729577768,13.136479814977733,0.0,0.0,11.62290994239658,6.43887868384668,8.134076941137574,3.2638228728632015,1.8001681391015576,30.377353876098912
2024-09-11,25.23205764803958,13.135163950995473,0.0,0.0,11.621745690726598,6.438233709799937,8.12760045270151,3.2708997127837,1.79998781861619,30.374311016337014
2024-09-12,24.987071203666066,12.908987419926213,0.0,1.4965174108897075,11.429208005996383,6.331571367908732,7.992950339438056,3.2167106542340353,1.7616013688837595,29.875382229057045
2024-09-13,27.07919808418222,13.435595924140125,0.0,1.5596361131767287,11.911258379922899,1.785014887064331,8.255972830993215,3.015376236077615,1.8242950346166342,31.13365250982623
2024-09-16,27.074687664525634,13.436015740136206,0.0,1.5596848464217647,11.911630565632382,1.785070662618096,8.25444528460461,3.0194878695208422,1.8243520375394247,31.134625329001043
2024-09-17,27.143818581904462,13.429361746828913,0.0,1.5589124349621253,11.905731502130552,1.7841866320786985,8.225372530383318,3.0139770878580747,1.8234485534647766,31.11519093038908
2024-09-19,27.31741704237431,13.40573648388331,0.0,1.5561699579271426,11.884786646924455,1.7810478471444968,8.179726121694381,2.9930867596773885,1.8202406979943884,31.061788442380127
2024-09-20,27.347744252026633,13.405975310424601,0.0,1.5561976814833351,11.884998377364798,1.7810795769564112,8.17987184555675,2.9659718266525443,1.8158193136412322,31.06234181589369
2024-09-23,27.39261465001685,13.397859978965359,0.0,1.5552556343954578,11.877803772049521,1.7800013972053979,8.174475033677703,2.9637312586027558,1.8147201041276335,31.043538170959316
2024-09-24,27.44529836203,13.401424868183865,0.0,1.5567038099542514,11.888863783493566,1.7816588446764388,8.1228317219657,2.9277301655180668,1.8164098799064368,31.05907856427167
2024-09-25,27.516237191197618,13.438245465502408,0.0,1.5609808748704341,11.921528598634701,1.7865539766138343,8.024526763675341,2.7950478367808933,1.8169329889693584,31.139946303755412
2024-09-26,27.83369104429131,13.405665395527627,0.0,1.557196387806023,11.892625700786395,1.782222603614195,7.8927637684439595,2.758857415707255,1.8125279642157865,31.064449719607452
2024-09-27,27.868329017905946,13.401962251332728,0.0,1.5567662321521494,11.889340514521738,1.7817302873364222,7.867415207248447,2.7687883714987405,1.8120272764684242,31.053640841535408
2024-09-30,30.43436749827535,12.927751212304383,0.0,1.5016820796505486,11.468651632325216,1.7186860737368759,7.571845773217374,2.670818388754799,1.7479110432327767,29.958286298502678
2024-10-02,30.538189491202406,12.914042258584418,0.0,1.5000896534200348,11.45648994914645,1.7168635303217783,7.542350212726433,2.6499546022901086,1.7460575088318762,29.935962793476495
2024-10-03,30.644585584154576,12.911658650428196,0.0,1.4998127745109093,11.454375368573018,1.7165466403943601,7.447382898435147,2.649465487164328,1.7457352304285727,29.93043736591089
2024-10-04,22.735292455563343,10.588963165232029,20.525485675310122,1.2300094553315801,9.393832515432736,1.4077547771862662,6.0404261619752795,2.1073726426976402,1.4316925928523492,24.53917055841865
2024-10-07,22.735671163039132,10.584720364595649,20.512487977061802,1.2292305557724719,9.387883900994943,1.4068633209697876,6.041174530555937,2.1398113186963332,1.430785978090554,24.531370890223393
2024-10-08,22.779554357056504,10.582226043614845,20.507654147979192,1.2289408839190932,9.385671618102906,1.4065317894245277,6.024978632868757,2.1241830680296303,1.4304488090996634,24.529810649904878
2024-10-09,22.796170748426306,10.583082170532993,20.509313265321026,1.2290403081203152,9.386430940960313,1.4066455811467224,6.016672334462288,2.1102849461194415,1.4305645357648715,24.53179516914572
2024-10-10,22.802125355502913,10.584050133001375,20.51118911256224,1.229152720069048,9.387289453888446,1.406774237440506,6.01546373099091,2.0992209513634594,1.430695379762575,24.534038925418525
2024-10-14,22.869899336903686,10.576348565908194,20.49626398492903,1.2282583174516737,9.380458719089978,1.4057505871328768,6.006516699759807,2.0906629262100704,1.4296543230481147,24.516186539566565
2024-10-15,22.91255884319764,10.575270497419536,20.494174759503107,1.2281331186101525,9.379502550059506,1.4056072961471975,5.964077169548798,2.0974796146608616,1.4295085955065396,24.513687555346667
2024-10-16,23.04976315432162,10.563391624507744,20.482727605846,1.2274471369258404,9.374263568340178,1.4048221851149476,5.905592836701021,2.074527864960693,1.428710134249185,24.48875388903277
2024-10-17,23.047302748029004,10.563874056966528,20.483663056598257,1.227503194711194,9.3746916930546,1.4048863436584351,5.904457308794029,2.074622609112409,1.4287753837606543,24.490223605314892
2024-10-18,22.001245339236956,10.064922903209371,21.859197043880933,3.51254094247128,8.931907804194948,1.3385309840350608,5.623905374782969,1.9729524961981153,1.3612917009428838,23.333505411047483
2024-10-21,24.29576881124196,9.441987310553095,23.045528487230886,3.295143671297939,8.379096487599247,1.2556869722281951,5.27583208486575,1.8445630281713703,1.2770389887602076,21.88935415805135
2024-10-22,22.05311462438364,17.82930474393917,20.91341428817914,2.9902852857164324,7.603883603835972,1.1395139790796347,4.773477913863975,1.6739087068530647,1.158890560869436,19.864206293279537
2024-10-23,22.055658427223126,17.830700695249732,20.91204374548817,2.9900893199317076,7.603385289837471,1.1394393020071218,4.773165088077846,1.6737990086798291,1.1588146139692335,19.86290450953576
2024-10-24,22.090440292664532,17.827957636278274,20.908826655470904,2.989629327277763,7.60221559187724,1.1392640116888544,4.772145901425357,1.6510354221909445,1.1586363429703852,19.859848818155747
2024-10-25,22.11047404037784,17.82343851003858,20.903526574042186,2.988871500014792,7.600288541529579,1.1389752249419818,4.770081787278898,1.6506169088844114,1.1583426456211652,19.855384267270566
2024-10-28,22.11552947462382,17.820618817891777,20.898883767726733,2.9882076526286965,7.598600469064156,1.1387222512942685,4.768452818248018,1.650819799863314,1.158085370346034,19.862079578313182
2024-10-29,22.11531591589695,17.819299557937697,20.89733662389736,2.9879864356928048,7.598037944866297,1.1386379517152077,4.768099809808169,1.6566769337983906,1.1579996373157664,19.86060918907136
2024-10-30,22.163488077976425,17.803331721011407,20.8786105644179,2.9853089073203805,7.591229359014259,1.1376176206369877,4.780326705972479,1.6597439974604757,1.1569619562717253,19.843381089917962
2024-10-31,25.321969360443074,20.340454479330113,9.584954006271456,3.410740241638281,8.673042643863733,1.2997375878887416,5.468063310487669,1.907971876954756,1.3218386521489152,22.67122784097326
2024-11-01,25.39277502653664,20.321168761486184,9.575866071746699,3.4075063623753565,8.664819334328152,1.2985052470668272,5.46287878886029,1.906162841305602,1.3205853562942702,22.649732209999986
2024-11-04,25.395681976226292,20.320376980056896,9.575492963633973,3.407373594408633,8.66448172367605,1.2984546529128922,5.4626659366357835,1.9060885707576496,1.3205339018246391,22.648849699867192
2024-11-05,25.395924211808524,20.320311001056226,9.575461872603661,3.4073625308784194,8.664453590642593,1.2984504369113632,5.462648199699119,1.9060823818065682,1.3205296141331617,22.64877616046037
2024-11-06,22.610948606090016,18.091938843123845,9.97083021404724,8.04358298141964,7.714289631829089,5.6658183434220835,4.863601602619171,1.6970569928682584,1.1757172918361964,20.16621549274446
2024-11-07,23.498010906493768,17.8845622620716,9.856540822624307,7.951384419808274,7.625865553958435,5.600874610906178,4.80785317893186,1.6776046898241557,1.1622407797619994,19.93506277561942
2024-11-11,23.50488656078112,17.88435782705821,9.856428154389798,7.95129352905252,7.625778384146627,5.600810588378855,4.801797046611046,1.6775855134455446,1.1622274944097557,19.93483490172652
2024-11-12,23.515779760907293,17.883948971052256,9.856202825647935,7.9511117537745974,7.625604050501406,5.600682547715085,4.801401508582522,1.6686884876334234,1.1622009246164218,19.934379169569063
2024-11-13,27.74839143702419,16.89425709744321,9.310763792189748,7.5110998357353855,7.20360562205826,5.290742611456617,4.535693523021281,1.5763438137323216,1.0978851064234942,18.831217160915493
2024-11-15,27.74846634390377,16.89430270354924,9.310788926629117,7.511120111975621,7.20362506821679,5.2907568938347715,4.535705767141785,1.5760781187287582,1.0978880701681726,18.831267995851974
2024-11-18,27.746125748873613,16.894849996027958,9.311090550486574,7.511363435397497,7.203858430308646,5.290928288387453,4.535852701744271,1.5761291759233278,1.0979236363524552,18.831878036498207
2024-11-19,27.751676035457823,16.894120280602476,9.310688389685836,7.511039007671504,7.203547284212599,5.290699764784812,4.53322726414773,1.576061100398982,1.0978762152854653,18.831064657752776
